报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业外支出(万元),20,10,--,45,7,0,--,132,111,110,15,101,54,54,4,509,498,498,2,10,--,2,37,
非流动资产处置损失(万元),--,--,--,--,--,--,--,17,--,--,--,46,4,4,--,3,2,2,--,--,--,1,7,
利润总额(万元),4505,3402,1442,4645,4369,3264,1044,5819,4585,2693,1133,3100,2201,1484,602,3348,2366,1383,565,4376,2916,5453,6332,
所得税费用(万元),696,522,216,430,655,496,157,690,678,394,160,393,337,230,90,486,364,214,85,563,450,699,612,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),3808,2880,1226,4215,3714,2768,887,5129,3907,2298,972,2707,1863,1254,512,2862,2002,1168,480,3814,2467,4754,5720,
归属于母公司所有者的净利润(万元),3818,2880,1226,4215,3714,2768,887,5129,3907,2298,972,2707,1863,1254,512,2862,2002,1168,480,3814,2467,4754,5720,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.09,0.06,0.03,0.09,0.08,0.06,0.02,0.13,0.1,0.06,0.05,0.15,0.1,0.07,0.03,0.2,0.15,0.09,0.04,0.28,0.18,0.35,0.43,
稀释每股收益,--,--,--,--,0.08,0.06,0.02,0.13,0.1,0.06,0.05,0.15,0.1,0.07,0.03,0.2,0.15,0.09,0.04,0.28,0.18,0.35,0.43,
