报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,
手续费及佣金支出(万元),135300,505100,348500,212100,97500,345000,251500,165200,79500,274000,192100,123900,58000,232800,167600,117000,67200,136500,86500,51500,22400,72824,50480,32043,14832,46493,29575,14240,6217,25123,18270,11490,4909,20619,14719,9175,4548,20526,14320,8946,4635,14704,9558,5324,2200,7604,7935,4380,2066,6799,4672,2951,5964,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),26100,102200,74500,50300,24600,344500,310000,283900,188800,667100,504600,338000,157200,548200,412300,268100,125900,406500,293600,182400,85500,341199,256973,173567,85999,250634,168461,95309,44606,132460,94602,60689,28474,106913,76811,52235,25937,115167,85924,56817,28263,82431,57756,35322,16711,55347,39734,24595,11897,41692,30604,19942,41257,
销售费用(万元),851000,3161600,2126800,1338600,680400,2797300,2270800,1577400,808000,3011200,2286600,1500500,690100,2666800,2005600,1305500,606200,2127900,1477600,910600,418400,1566439,1138714,748273,371292,1185544,795797,440693,206787,736001,549032,359048,168489,631109,444392,294294,146569,522387,374019,249229,131101,420749,293753,185824,88796,323715,229614,147816,67020,259681,179430,114748,245730,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
资产减值损失(万元),1067100,4292500,3282000,2371600,1243400,4651800,3161500,2000000,955000,3048500,1993500,1292300,475100,1501100,970100,565200,206700,689000,432600,260200,104600,313061,221472,157023,68596,214857,123996,73068,24116,148812,80380,49391,11947,157509,137548,110403,52191,733416,177778,121380,58328,205376,147568,99749,47904,198622,141007,95095,47677,180278,140477,96403,188985,
公允价值变动收益(万元),37300,-6100,3400,1700,-2500,4900,11000,16000,-1400,10700,9700,8500,-5800,-1000,2700,6800,-84800,71100,1700,-7600,2100,-2922,-3365,-1136,-924,601,-1565,-787,830,1800,-1047,-765,1682,-133,-4465,-4101,-2729,6580,3427,-277,2472,8217,5178,1299,298,11361,9160,3531,-1340,112,115,64,-988,
投资收益(万元),41600,63200,64400,73900,61100,236800,246600,160800,82400,392400,308100,210400,46400,316800,330500,217300,218500,34700,89800,51000,24000,62319,59735,45188,21456,28475,27721,35246,12452,22853,31357,17238,5855,58029,55667,50754,18593,42156,7685,1149,231,20098,20349,6585,5363,9962,5154,3029,688,11148,4130,3211,2364,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,-14100,--,2500,--,4600,--,3500,--,2800,--,900,--,10200,--,1700,--,4300,--,1500,--,4500,--,2900,--,6082,--,4082,--,1834,--,1834,--,2268,--,475,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),-17800,16600,28000,5200,4500,88200,56800,28300,15200,-57300,-57100,-51500,-29800,-38800,-5300,8000,-3700,-16300,-13400,2300,1500,24327,17313,18362,8415,26498,23501,15167,6461,21392,14210,9884,5219,24162,16762,12223,7812,46254,38941,30882,16008,23282,14824,9993,5055,14599,13474,8690,4737,13226,8753,5192,9946,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),858400,3022300,2500000,1646800,822800,2977900,2454500,1615600,801400,2889500,2330500,1526700,744700,2624600,2077100,1334500,671200,1995500,1530700,989400,471700,1754166,1336008,883690,446501,1313270,981886,604989,305996,784956,591950,380483,199515,615913,452645,292153,151363,80343,436420,284100,137635,372194,277643,168178,81802,204104,148112,77811,33083,63403,193834,129423,55040,
营业外收入(万元),500,3800,2800,1500,1600,22100,5200,2900,1800,4000,2100,1300,200,4000,3000,1700,300,11100,8600,1800,300,9775,7312,5874,1407,17442,14535,3926,1567,16532,10607,7540,308,5581,3073,1843,119,5231,2879,1311,455,8972,2838,2684,330,10230,7870,6182,30,3110,--,--,2096,
营业外支出(万元),2200,10400,8900,5100,1400,6500,3700,3100,300,8900,4000,2100,1200,9200,5300,3400,1800,2600,800,600,200,8849,2109,1699,173,4963,3977,2331,653,1685,1172,848,121,2440,1654,1048,-230,6313,7833,2844,179,3989,2181,1869,58,2146,1563,1653,103,6724,1139,2115,2828,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),856700,3015700,2493900,1643200,823000,2993500,2456000,1615400,802900,2884600,2328600,1525900,743700,2619400,2074800,1332800,669700,2004000,1538500,990600,471800,1755092,1341211,887865,447735,1325749,992444,606585,306910,799802,601385,387175,199702,619054,454064,292948,151712,79261,431467,282567,137911,377178,278299,168992,82127,212188,154420,82340,35974,59790,52217,30905,54308,
所得税费用(万元),197200,696800,578600,387800,201600,733600,584100,386200,194300,698100,554600,367400,180800,639200,505400,325600,164300,480900,368900,237500,112900,404014,306614,200909,98187,286700,217937,133410,66690,171421,127991,83863,41890,115981,90322,61809,39504,17857,99768,68183,37492,112187,90937,56594,28619,70994,57186,30554,12656,28689,22226,14117,20376,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),659500,2318900,1915300,1255400,621400,2259900,1871900,1229200,608600,2186500,1774000,1158500,562900,1980200,1569400,1007200,505400,1523100,1169600,753100,358900,1351078,1034597,686956,349549,1039049,774508,473175,240220,628382,473394,303312,157812,503073,363742,231139,112208,61404,331699,214383,100418,264990,187362,112398,53508,141195,97234,51786,23318,31101,29991,16788,33932,
归属于母公司所有者的净利润(万元),659500,2318900,1915300,1255400,621400,2259900,1871900,1229200,608600,2186500,1774000,1158500,562900,1980200,1569400,1007200,505400,1523100,1169600,753100,358900,1340270,1023789,676149,342895,1027863,768718,473175,240220,628382,473394,303312,157812,503073,363742,231139,112208,61404,331699,214383,100418,264990,187362,112398,53508,141195,97234,51786,23318,31101,29991,16788,33932,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10808,10808,10808,6654,11186,5790,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.33,1.3,1.06,0.68,0.31,1.32,1.09,0.72,0.43,1.56,1.27,0.84,0.41,1.73,1.37,0.88,0.53,1.86,1.43,0.92,0.7,2.62,2,1.32,0.67,2.47,2.01,1.36,0.69,1.91,1.46,0.98,0.51,1.62,1.17,0.74,0.36,0.2,1.42,0.93,0.44,1.27,0.9,0.54,0.27,0.68,0.47,0.25,0.12,0.16,--,--,0.17,
稀释每股收益,0.33,1.3,1.06,0.68,0.31,1.32,1.09,0.72,0.43,1.56,1.27,0.84,0.41,1.73,1.37,0.88,0.53,1.86,1.43,0.92,0.7,2.62,2,1.32,0.67,2.47,2.01,1.36,0.69,1.91,1.46,0.98,0.51,1.62,1.17,0.74,0.36,0.2,1.41,0.92,0.43,1.22,0.88,0.54,0.27,0.68,0.47,0.25,0.12,0.16,--,--,0.17,
