报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),368,167,715,478,303,142,1186,872,835,569,1993,1542,1040,463,1994,1542,1049,477,1907,1924,1678,
销售费用(万元),1090,515,2473,1803,1248,489,2285,1577,1065,450,2124,1490,1059,325,1308,965,671,371,1119,1210,924,
管理费用(万元),3336,1218,6845,4813,3418,1292,5842,4212,2990,1320,5802,4338,2958,1426,6388,4645,3072,1425,5931,5730,5675,
财务费用(万元),-3,-5,13,13,13,7,-81,-82,-69,-1,490,496,478,412,1949,1521,1044,547,2218,2516,1892,
资产减值损失(万元),96,61,1,105,74,60,11,92,73,58,-1,98,71,59,-2,111,84,71,-1,-5,-9,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),147,171,447,391,303,120,106,42,--,--,80,--,--,--,--,--,--,--,--,--,153,
对联营企业和合营企业的投资收益(万元),-112,-88,-73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-14,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),8094,4086,11448,10222,7884,4885,10112,9134,6744,3643,9598,7937,5227,1930,8714,7045,4877,1792,7775,8330,8214,
营业外收入(万元),7,4,9,165,121,100,539,280,248,148,469,397,213,64,443,332,122,85,639,840,124,
营业外支出(万元),1,--,177,96,43,10,736,599,206,192,635,269,39,35,341,322,322,2,19,859,581,
非流动资产处置损失(万元),--,--,--,83,33,--,609,446,206,192,632,269,39,35,337,322,322,2,19,791,577,
利润总额(万元),8100,4091,11279,10291,7962,4975,9915,8814,6787,3598,9432,8065,5401,1960,8816,7055,4677,1875,8395,8310,7756,
所得税费用(万元),2075,1054,2991,2598,2007,1253,2511,2224,1710,909,2365,2028,1354,505,2217,1777,1184,487,2111,2100,1903,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6025,3037,8289,7693,5954,3722,7404,6590,5077,2690,7067,6038,4046,1455,6599,5278,3493,1388,6284,6211,5853,
归属于母公司所有者的净利润(万元),6025,3037,8289,7693,5954,3722,7404,6590,5077,2690,7067,6038,4046,1455,6599,5278,3493,1388,6284,6211,5853,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.54,0.27,0.75,0.7,0.54,0.34,0.67,0.6,0.46,0.24,0.68,0.6,0.42,0.18,0.8,0.64,0.42,0.17,0.76,0.75,0.71,
稀释每股收益,0.54,0.27,0.75,0.7,0.54,0.34,0.67,0.6,0.46,0.24,0.68,0.6,0.42,0.18,0.8,0.64,0.42,0.17,0.76,0.75,0.71,
