报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,0,--,--,
研发费用(万元),6,786,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,0,--,--,
营业税金及附加(万元),59,3646,1462,420,301,1600,733,402,274,1012,461,363,113,2187,248,274,77,2630,2500,420,228,4298,3422,2469,748,2903,2484,1616,498,4963,3707,2337,1080,4491,3010,2469,354,1347,881,629,282,8404,6652,5808,2094,5286,2206,818,121,1468,832,491,250,
销售费用(万元),218,983,737,448,243,2243,1591,977,535,2660,1836,1121,493,3382,2687,2096,1291,3819,2504,1263,666,3268,2366,1549,763,3411,2212,1526,776,4227,3254,1852,647,2577,2071,1256,392,1292,667,356,124,2461,1866,1473,410,4636,3473,2042,756,3301,2465,987,502,
管理费用(万元),1591,8437,5300,3625,1768,6823,4401,2800,1340,7727,5503,3482,1407,8668,5046,3522,1409,9131,5461,2646,1381,6258,4493,2729,1448,5383,3045,1970,936,6909,3595,2442,1209,9044,5134,3536,1957,4942,4409,2878,1254,7240,3905,2389,1144,5339,3550,2315,1090,5726,3621,2411,1311,
财务费用(万元),759,1820,1103,921,1112,3660,2597,1664,492,215,-127,-618,-510,3524,2292,1501,876,3115,2548,1660,943,4262,3075,2066,1036,4216,3602,2403,1255,4229,2839,2021,1133,3538,2763,1674,615,2432,1678,1009,220,1315,1608,1284,641,2670,1943,1235,568,2400,1807,1247,644,
资产减值损失(万元),--,938,49,104,2,2946,1074,1081,5,788,1102,1097,--,3767,2893,2641,--,1528,1017,1017,--,1001,812,812,--,-88,156,156,--,-2471,-2910,-2910,--,4343,627,627,--,-175,-52,-52,0,1570,1813,1223,1353,2402,812,812,0,79,283,283,0,
公允价值变动收益(万元),3603,-9405,-6353,-6841,-1650,-6018,-4125,-3014,-768,5023,1658,-680,-1909,5170,-2975,7588,-229,21005,6311,354,-286,-9249,-6809,-7833,-2489,5056,-3591,673,1306,-875,-1142,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,0,0,0,--,0,0,0,
投资收益(万元),733,17928,3911,1518,865,11881,5744,986,521,3203,2240,766,255,8960,8784,6941,953,5806,4723,3800,3047,9693,8928,7332,2336,2563,3102,2544,1907,14209,2073,1303,527,75672,493,246,245,588,-57,-523,--,105,287,287,--,--,0,0,0,285,586,-64,0,
对联营企业和合营企业的投资收益(万元),714,2764,2189,1501,816,3907,2076,848,441,2116,1009,671,255,2053,1881,1005,540,1953,1406,789,301,2571,1806,1373,1208,1679,2222,2254,--,--,--,1303,--,--,--,0,--,--,--,0,--,0,--,--,--,--,0,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,0,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,0,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,0,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,0,--,--,
营业利润(万元),3398,7338,1006,-5877,-1653,-7194,-6395,-7112,-2004,4943,1827,-1630,-2481,7695,-2473,8566,-747,19428,9396,914,1441,5411,6879,3155,3242,11353,1889,4794,2728,37322,18104,6463,1388,79890,7617,5685,768,13654,7571,4485,1282,17955,16881,9902,2475,10006,5949,2445,821,5946,5512,2653,950,
营业外收入(万元),1,224,160,146,1,201,267,49,14,81,45,15,8,2277,58,53,32,371,208,97,12,982,467,279,245,1072,1052,244,84,2817,1469,893,462,640,2424,576,348,4515,3475,2866,869,1994,361,42,35,439,242,122,52,425,134,25,1,
营业外支出(万元),102,97,18,17,3,168,128,51,7,183,152,147,6,752,723,537,0,53,36,16,68,329,134,119,109,223,216,156,34,458,242,8,2,514,166,110,48,389,206,135,53,1953,862,227,51,2363,216,144,82,4746,3763,3485,9,
非流动资产处置损失(万元),--,--,--,--,--,--,66,6,7,5,0,0,--,536,531,531,0,13,2,2,--,4,--,--,--,57,82,23,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,618,0,0,0,18,0,0,0,
利润总额(万元),3297,7465,1148,-5748,-1654,-7161,-6256,-7114,-1997,4842,1721,-1762,-2479,9220,-3138,8082,-716,19746,9568,994,1385,6063,7212,3315,3378,12203,2724,4882,2778,39681,19331,7348,1848,80016,9875,6151,1068,17780,10839,7216,2098,17996,16380,9717,2459,8082,5975,2423,790,1626,1882,-808,942,
所得税费用(万元),1105,2482,-1158,-1596,-152,-48,-708,-949,31,1255,435,-193,26,3213,614,2638,180,6488,2703,331,19,2553,1112,48,848,2078,678,386,37,6393,4088,548,29,15036,1240,535,45,2715,1664,658,370,2990,2854,1799,625,2178,1538,745,190,1187,273,255,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,0,--,--,
净利润(万元),2192,4983,2306,-4152,-1502,-7113,-5548,-6165,-2029,3587,1286,-1569,-2505,6007,-3752,5444,-895,13258,6865,664,1366,3510,6100,3267,2530,10125,2046,4495,2741,33288,15243,6800,1819,64980,8635,5616,1022,15065,9175,6559,1727,15006,13526,7918,1834,5904,4436,1678,600,439,1610,-1062,942,
归属于母公司所有者的净利润(万元),2375,5992,2683,-3915,-1458,-6631,-5322,-6039,-1959,3522,1162,-1549,-2450,5602,-4159,5033,-1113,12903,6487,705,1380,3553,6150,3302,2542,10005,1985,4462,2738,32809,14877,6664,1751,64999,8635,5607,1016,15068,9163,6554,1723,14773,13513,7908,1809,6117,4138,1527,505,-145,647,-1579,590,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,121,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-183,-1009,-377,-236,-45,-483,-226,-126,-69,65,124,-20,-55,405,407,411,218,355,378,-41,-14,-43,-49,-35,-12,120,62,33,3,479,366,136,68,-19,--,9,7,-3,12,4,4,113,13,10,24,-212,299,151,95,583,963,516,352,
基本每股收益,0.05,0.12,0.06,-0.08,-0.03,-0.14,-0.11,-0.13,-0.04,0.07,0.02,-0.03,-0.05,0.12,-0.09,0.1,-0.02,0.27,0.13,0.01,0.03,0.07,0.13,0.07,0.05,0.21,0.04,0.09,0.06,0.68,0.31,0.14,0.04,1.35,0.36,0.23,0.04,0.63,0.38,0.27,0.07,0.63,0.58,0.35,0.08,0.3,0.2,0.07,0.03,-0.01,0.04,-0.09,0.03,
稀释每股收益,0.05,0.12,0.06,-0.08,-0.03,-0.14,-0.11,-0.13,-0.04,0.07,0.02,-0.03,-0.05,0.12,-0.09,0.1,-0.02,0.27,0.13,0.01,0.03,0.07,0.13,0.07,0.05,0.21,0.04,0.09,0.06,0.68,0.31,0.14,0.04,1.35,0.36,0.23,0.04,0.63,0.38,0.27,0.07,0.63,0.58,0.35,0.08,0.3,0.2,0.07,0.03,-0.01,0.04,-0.09,0.03,
