报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业税金及附加(万元),2682,1781,576,2563,2373,1743,835,3575,1417,1216,554,2764,1801,1170,384,2551,1851,1025,335,2324,1655,2023,1448,
销售费用(万元),2347,1617,1051,2609,1868,1426,807,2907,2284,1685,952,2887,2182,1404,865,2214,1401,849,426,2552,2108,2771,2005,
管理费用(万元),20547,16288,9477,34547,24778,17597,10761,39533,28096,20215,12672,39309,31490,22230,12256,38705,30763,21436,11428,32989,24260,28535,20303,
财务费用(万元),1189,380,416,941,425,50,257,2160,1370,808,635,5513,3990,2471,1683,4204,2713,1644,742,2241,1500,2331,1089,
资产减值损失(万元),6346,6333,--,4240,3786,3786,--,7347,2841,2841,--,3885,2914,2914,--,4163,2403,1670,--,1228,1413,2234,515,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1399,896,417,1374,981,595,249,1407,1048,740,372,2167,1609,877,178,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),472,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),4244,315,-3455,5648,211,-4617,-5797,-10102,1435,1517,1754,28144,23332,18055,3308,42498,32426,19696,3365,41688,30185,35189,25529,
营业外收入(万元),69,10,25,116,800,540,356,965,737,392,190,2881,2084,709,456,741,1463,715,131,875,643,961,1996,
营业外支出(万元),4,0,--,698,672,55,34,466,7,5,1,15,4,2,0,7,3,3,3,19,19,38,24,
非流动资产处置损失(万元),--,--,--,--,2,1,--,5,7,5,--,--,1,1,0,2,--,--,--,--,10,--,--,
利润总额(万元),4308,324,-3430,5065,340,-4133,-5475,-9603,2165,1904,1943,31011,25413,18762,3764,43232,33886,20408,3493,42544,30810,36111,27500,
所得税费用(万元),-415,-591,169,1220,232,-202,263,-471,352,464,295,4744,3716,2596,557,6863,5222,3277,525,6828,4702,6104,4428,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),4723,916,-3598,3846,108,-3931,-5738,-9131,1813,1440,1648,26266,21697,16165,3207,36369,28664,17131,2968,35716,26108,30008,23073,
归属于母公司所有者的净利润(万元),4692,886,-3608,3769,77,-3947,-5743,-9190,1621,1309,1595,26068,21554,16081,3196,36362,28656,17129,2967,35710,26126,29926,22697,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),31,30,10,77,31,16,5,58,192,131,54,198,143,84,11,7,8,2,1,6,-19,82,376,
基本每股收益,0.04,0.01,-0.03,0.03,0,-0.03,-0.05,-0.08,0.01,0.01,0.01,0.23,0.19,0.14,0.04,0.59,0.46,0.28,0.05,0.58,0.42,0.48,0.37,
稀释每股收益,0.04,0.01,-0.03,0.03,0,-0.03,-0.05,-0.08,0.01,0.01,0.01,0.23,0.19,0.14,0.04,0.59,0.46,0.28,0.05,0.58,0.42,0.48,0.37,
