报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),364,3102,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),215,769,577,399,209,811,604,403,186,600,303,205,96,332,238,133,42,261,180,142,92,360,294,190,71,366,381,238,111,
销售费用(万元),393,2565,2057,1419,651,2528,1775,1179,298,2308,1486,965,213,1423,1071,710,247,935,738,363,163,793,727,378,109,704,507,419,430,
管理费用(万元),1049,3480,4207,2648,1202,5539,3890,2479,1141,5924,4526,2946,1462,5133,3661,2305,1154,4177,3214,2240,1126,3806,2686,1777,798,2988,2908,2411,1539,
财务费用(万元),361,-607,-779,-209,665,1317,1115,692,222,-662,-109,-91,248,-748,-574,-151,-149,228,43,7,110,1511,1138,787,322,632,642,464,68,
资产减值损失(万元),44,255,117,197,86,35,27,108,89,102,980,1039,110,201,158,152,54,73,37,71,38,68,103,105,2,1,-17,189,17,
公允价值变动收益(万元),482,-767,-1083,-620,-60,60,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-47,47,--,--,
投资收益(万元),-135,-3282,-355,207,261,218,145,117,44,243,273,194,127,520,339,168,91,-47,6,--,--,--,--,--,--,36,236,13,10,
对联营企业和合营企业的投资收益(万元),-7,-2586,76,135,60,187,145,117,44,427,350,269,127,513,332,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1639,-9033,-1619,-1169,-1408,716,1581,1449,342,979,574,864,717,4718,4518,3375,1381,4358,3486,2478,819,4717,3808,2479,555,6583,6207,5058,3432,
营业外收入(万元),13,1,1,1,1,20,8,8,37,235,156,124,29,140,106,77,29,507,477,374,26,97,64,29,10,751,353,264,125,
营业外支出(万元),0,51,21,0,0,35,65,60,0,1003,75,74,0,44,15,14,2,124,109,80,1,20,11,11,10,22,8,3,--,
非流动资产处置损失(万元),--,--,--,--,--,--,--,60,--,960,--,--,--,13,--,--,--,--,--,78,0,14,11,10,--,12,8,--,--,
利润总额(万元),1652,-9083,-1639,-1168,-1407,702,1524,1397,378,210,655,915,746,4814,4609,3438,1408,4741,3854,2772,843,4794,3861,2498,555,7311,6552,5319,3557,
所得税费用(万元),24,-52,-203,-163,-206,-65,35,210,49,167,96,-32,96,566,1022,787,338,654,573,405,121,746,581,377,83,1111,998,831,562,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1628,-9031,-1436,-1005,-1202,767,1489,1187,329,43,559,947,650,4248,3587,2651,1069,4087,3281,2366,722,4048,3280,2121,471,6200,5554,4488,2995,
归属于母公司所有者的净利润(万元),1628,-9031,-1436,-1005,-1202,767,1489,1187,329,659,539,868,653,4269,3582,2665,1069,4087,3281,2366,722,4048,3280,2121,471,6200,5554,4488,2995,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,-616,20,79,-3,-21,5,-14,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.09,-0.48,-0.08,-0.05,-0.06,0.04,0.08,0.06,0.02,0.04,0.03,0.05,0.04,0.23,0.29,0.29,0.11,0.45,0.36,0.26,0.08,0.58,0.47,0.3,0.07,0.89,0.79,0.75,0.8,
稀释每股收益,0.09,-0.48,-0.08,-0.05,-0.06,0.04,0.08,0.06,0.02,0.04,0.03,0.05,0.04,0.23,0.29,0.29,0.11,0.45,0.36,0.26,0.08,0.58,0.47,0.3,0.07,0.89,0.79,0.75,0.8,
