报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
非流动资产处置损失(万元),--,--,--,--,--,1667,317,156,1642,482,302,69,2110,1344,1163,327,3398,507,407,109,1476,660,494,115,2120,491,250,73,1455,707,456,94,6693,1570,1135,457,3529,781,562,345,2940,986,2626,1305,1701,
利润总额(万元),615549,452767,324898,129905,552864,413608,253901,96587,544432,456336,300154,117468,613111,470663,294589,125880,562102,429507,285087,139716,549735,438596,283394,119989,580356,480641,321502,155622,520837,457289,272952,134918,412257,375369,231669,117717,333817,329800,224942,103296,419319,286645,575605,408542,363396,
所得税费用(万元),67687,55570,31135,17558,52242,58624,25292,16307,111309,95448,57111,29133,128789,89648,51592,20873,89524,94855,58004,37114,107260,93325,60735,27556,134402,77478,47508,25073,71502,62872,35650,21237,22774,50116,31822,17397,734,35888,26665,16395,39608,53480,133400,104826,100286,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,--,0,0,--,0,
净利润(万元),547862,397197,293764,112347,500621,354985,228608,80280,433123,360888,243043,88335,484321,381015,242997,105007,472579,334652,227083,102602,442475,345271,222659,92433,445954,403164,273994,130549,449335,394417,237302,113681,389483,325254,199847,100320,333082,293912,198276,86901,379711,233164,442205,303716,263110,
归属于母公司所有者的净利润(万元),301653,216912,176602,65742,265958,187745,135899,48566,206017,176871,124936,46942,212857,189222,133632,65121,255449,178882,129593,66978,246279,208994,145962,66472,272071,286844,192719,93674,331008,284799,163704,82604,281950,236481,141971,70708,250127,211937,140959,61022,262221,159622,289841,208714,174644,
被合并方在合并前实现净利润(万元),--,--,--,--,36079,--,--,--,3465,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-10725,--,--,--,--,--,--,--,0,--,0,0,--,0,0,--,--,0,0,--,0,
少数股东损益(万元),246210,180286,117161,46605,234664,167240,92709,31714,227106,184016,118107,41393,271464,191793,109365,39886,217130,155770,97490,35624,196196,136277,76696,25962,173883,116320,81276,36875,118327,109618,73598,31078,107533,88773,57876,29612,82955,81975,57317,25879,117490,73542,152364,95002,88466,
基本每股收益,0.2,0.15,0.12,0.04,0.19,0.14,0.1,0.04,0.16,0.13,0.1,0.04,0.17,0.15,0.1,0.05,0.2,0.14,0.1,0.05,0.19,0.16,0.11,0.05,0.21,0.22,0.15,0.07,0.26,0.22,0.13,0.06,0.22,0.19,0.11,0.06,0.2,0.17,0.11,0.05,0.22,0.13,0.24,0.18,0.16,
稀释每股收益,0.2,0.15,0.12,0.04,0.19,0.14,0.1,0.04,0.16,0.13,0.1,0.04,0.17,0.15,0.1,0.05,0.2,0.14,0.1,0.05,0.19,0.16,0.11,0.05,0.21,0.22,0.15,0.07,0.26,0.22,0.13,0.06,0.22,0.19,0.11,0.06,0.2,0.17,0.11,0.05,0.22,0,0,0.18,0,
