报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,
财务费用(万元),126970,94580,57637,28393,118042,88087,59212,27352,125015,92555,61836,31993,143410,107117,71155,33067,151973,107990,70471,33217,141351,102449,67103,29022,121555,87949,54586,24346,89279,64659,40135,17526,54084,36666,22787,10381,27185,22023,12830,4027,25070,19003,14269,6078,20091,13584,8614,3709,16061,10671,6808,3371,12994,
资产减值损失(万元),10260,3149,-1983,-1088,3324,2449,1553,7,32352,1518,1493,-713,28072,2953,1954,-1586,2986,715,1074,-1220,8602,1979,975,-344,6391,2947,2023,-229,5204,2843,2334,-39,1871,676,2300,-16,2390,1689,638,-32,2773,245,158,--,847,690,480,0,1260,1489,780,--,2463,
公允价值变动收益(万元),4140,-728,-174,-174,19926,124,-13818,4561,-12680,-12000,-20306,-14157,-15700,-45874,19623,4745,7453,2120,-504,-315,-2269,-2185,-2325,-235,791,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,--,
投资收益(万元),6424,21099,9622,-4295,-20099,-1467,-98,-4892,55764,-2729,-6987,-8831,95114,125184,128858,-11388,1591,2583,-1076,-8283,24731,15033,6603,-1282,23855,18630,8967,-3565,12764,10942,4717,-1452,33060,23404,14481,5154,39154,29123,16265,3906,13761,5728,460,80,1290,5104,3052,706,3692,6801,5193,3188,1493,
对联营企业和合营企业的投资收益(万元),10191,19797,9619,-4298,7201,6444,-34,-4892,-4963,-1842,-6987,-8831,-41593,-16921,-13244,-11399,1374,2373,-1076,-8283,24294,14830,6400,-4882,23223,18630,8967,-3565,12243,8961,3139,-2586,29812,23404,14481,5154,39157,29123,16265,3906,13761,5728,--,--,1187,--,--,0,1224,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),343591,288083,67759,-62398,37730,53941,-8048,-47503,-43728,-70508,-123504,-105232,-198799,-112682,2423,-85234,-83870,-39913,-50157,-64808,-2789,-6312,-36151,-61664,-15264,14422,3907,-35833,174792,180150,103407,4270,173643,138859,67969,782,113575,90508,38362,-1696,40084,34424,13317,-3264,36478,31475,12742,-3443,16617,14382,7904,542,6747,
营业外收入(万元),3736,2446,692,341,2354,3788,3021,2512,66089,18961,9381,3544,27647,16859,7081,800,70508,27821,17429,3140,48750,23985,9782,3883,40523,14300,8849,1496,45900,22043,6535,638,30450,16343,7562,3583,20525,7559,2204,651,22310,10240,7919,1448,15376,9872,5390,2036,12327,6125,2926,130,9986,
营业外支出(万元),5727,3276,380,190,3932,741,498,103,2476,1238,698,341,2413,2052,1377,410,4554,2593,2225,3112,1522,1125,296,68,2527,1934,1112,375,9082,3102,1620,302,5135,2304,1226,266,6057,1652,548,47,3797,515,403,110,1233,356,236,51,1653,727,277,204,278,
非流动资产处置损失(万元),--,--,--,--,--,276,275,24,280,155,136,106,1099,751,369,410,563,430,201,37,817,766,44,8,952,616,278,262,5643,2062,942,103,2950,226,59,28,4619,1054,344,23,1538,73,72,25,745,--,--,0,1140,--,--,--,--,
利润总额(万元),341600,287252,68071,-62248,36152,56988,-5525,-45095,19884,-52785,-114821,-102029,-173566,-97875,8126,-84843,-17916,-14685,-34952,-64780,44439,16548,-26665,-57849,22732,26788,11644,-34712,211610,199091,108322,4605,198957,152898,74305,4098,128044,96415,40018,-1091,58597,44148,20834,-1926,50621,40991,17895,-1458,27291,19781,10553,469,16456,
所得税费用(万元),85638,61490,12528,-7714,23039,19124,3929,-3903,22250,612,-12027,-13466,41469,-7653,13265,-12912,9832,4852,-2015,-11077,24566,8538,-2493,-10783,8934,5519,2974,-5513,53446,46808,24812,4247,42107,30474,14474,1345,21600,16567,6345,915,6412,4247,2983,150,8532,3854,1100,71,4559,3114,2050,578,2472,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),255962,225762,55543,-54534,13113,37864,-9454,-41192,-2365,-53396,-102794,-88564,-215034,-90222,-5139,-71932,-27748,-19537,-32937,-53703,19872,8009,-24172,-47066,13798,21269,8670,-29199,158164,152283,83511,359,156850,122424,59830,2753,106444,79848,33672,-2006,52185,39901,17850,-2076,42088,37137,16795,-1529,22732,16667,8503,-109,13984,
归属于母公司所有者的净利润(万元),148323,141460,51581,-48632,11038,31920,-11074,-36892,5289,-45233,-92769,-80505,-171522,-60386,19757,-59952,3471,2074,-17515,-42652,34445,17569,-16644,-40121,18019,24066,11184,-23735,152541,142047,74829,-1127,139818,109751,54216,3014,98387,73282,30551,-1703,44603,33930,15434,-1922,36776,32499,14754,-1512,21022,15392,7787,58,13032,
被合并方在合并前实现净利润(万元),48388,--,-440,--,--,--,--,--,--,--,--,--,--,--,--,--,467,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),107639,84302,3962,-5902,2075,5944,1620,-4300,-7654,-8163,-10025,-8058,-43512,-29836,-24896,-11979,-31219,-21611,-15422,-11051,-14573,-9560,-7528,-6945,-4221,-2797,-2514,-5464,5623,10236,8682,1486,17032,12673,5615,-261,8057,6566,3121,-303,7581,5971,2416,-154,5313,4638,2041,-17,1710,1274,716,-167,952,
基本每股收益,1.1,1.05,0.38,-0.36,0.08,0.24,-0.08,-0.27,0.04,-0.34,-0.69,-0.6,-1.27,-0.45,0.15,-0.45,0.03,0.02,-0.13,-0.32,0.26,0.13,-0.12,-0.3,0.13,0.18,0.08,-0.18,1.24,1.17,0.62,-0.01,1.15,0.91,0.45,0.03,0.81,0.6,0.25,-0.01,0.41,0.32,0.16,-0.02,0.38,0.34,0.15,-0.02,0.22,0.16,0.08,0,0.14,
稀释每股收益,1.1,1.05,0.38,-0.36,0.08,0.24,-0.08,-0.27,0.04,-0.34,-0.69,-0.6,-1.27,-0.45,0.15,-0.45,0.03,0.02,-0.13,-0.32,0.26,0.13,-0.12,-0.3,0.13,0.18,0.08,-0.18,1.24,1.17,0.62,-0.01,1.15,0.91,0.45,0.03,0.81,0.6,0.25,-0.01,0.41,0.32,0.16,-0.02,0.38,0.34,0.15,-0.02,0.22,0.16,0.08,0,0.14,
