报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他业务成本(万元),1309,2568,650,190,1224,2490,1720,181,633,374,373,153,1965,1207,650,74,1751,1721,1588,3,146,14,2,2,883,18,18,0,3564,211,131,108,14232,9,1,229,91,31,1,0,38,38,37,37,320,80,75,26,67,55,32,294,98,
营业税金及附加(万元),20008,16117,10955,5313,24747,15049,8543,2487,56390,49252,44520,31947,105718,77748,50642,25814,86683,63817,41358,20295,77127,59260,42370,21025,68272,49937,31504,15346,55174,39078,23839,11217,36637,29964,19912,9586,27247,18216,11488,5516,22668,16768,10723,4801,13978,9888,6297,2919,10001,7115,4363,7233,5841,
销售费用(万元),996391,704347,462287,224093,876664,609234,392375,192387,810052,588765,393558,191486,664050,429167,270878,132007,492468,345651,230705,111420,444867,295456,188268,92528,352940,244647,159208,76603,289791,200405,130628,64284,225500,153506,100284,54364,172760,115520,77346,44775,136925,89135,59816,32905,81847,58275,36748,17734,60178,42990,28191,46606,39914,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
资产减值损失(万元),720741,454865,305737,157650,610807,395634,274234,162272,532094,395821,271720,142281,378086,241432,134822,64698,252115,124031,70025,34036,148005,74911,53015,22306,107635,48038,33995,18000,--,36793,27502,7877,36580,19147,12953,6170,42177,30906,16391,5000,25658,16694,9513,5386,9899,9383,6348,2374,5966,7166,6722,3586,30,
公允价值变动收益(万元),626282,360769,221159,-136211,-555976,-375876,-242506,-36369,158397,25064,26275,-33529,24051,22526,-9752,-39138,14868,-16348,40174,67068,-15418,-48237,-57019,-22191,15308,24373,42530,25002,-21874,-20352,9826,-1237,-10434,-22242,-30227,-6269,3761,2507,3626,9896,9488,2077,3500,1174,3857,0,0,0,0,0,0,0,2888,
投资收益(万元),507266,400467,300444,185291,334469,163302,51565,-14948,94283,42045,64956,42450,39845,-14519,-7033,12135,16494,13521,9166,4790,12080,8876,6248,-14,3365,3036,1624,1625,10105,-2702,-1342,-356,-3243,-1150,-436,-595,1479,1515,1827,592,5567,629,2765,4796,-2723,82,65,29,809,1256,1112,-128,-258,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,
汇兑收益(万元),-749631,-458151,-319067,57806,520506,332758,226267,47409,-201269,-34487,-62480,-2536,-76160,-52246,-18111,11691,-83014,-58061,-80357,-98158,-11438,13894,40099,8859,-8649,-3215,-26848,-18019,47060,38470,21295,4226,21970,20984,23723,9676,10211,762,624,98,-2328,-1364,-895,-580,-1001,-615,-377,-153,-533,-340,-153,-413,-0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
营业利润(万元),1154582,944961,572592,270898,1017991,835073,554728,286016,965333,759770,494433,241718,801803,662875,443754,217560,702658,573414,385753,187218,606003,498068,328712,157861,504455,419876,271472,130311,384457,294150,181522,85600,278243,212828,136516,62268,175277,121596,79761,40230,155090,126387,80490,37261,118334,79712,50382,25511,83870,58404,33007,65338,58039,
营业外收入(万元),1429,572,238,550,2953,5156,1283,102,5342,1887,1635,619,4184,1459,880,125,2015,795,490,107,3298,1337,1156,881,7185,1660,1120,451,21377,20632,20511,14623,17813,16204,16081,98,1592,985,900,569,371,171,167,120,943,550,440,73,1107,579,73,795,685,
营业外支出(万元),6256,3563,1741,1088,4609,7262,2065,1247,5468,2446,1101,605,4494,1775,943,298,3983,2995,1796,245,4164,3216,1874,255,1836,1462,912,169,2306,1016,586,290,1255,758,535,154,1897,389,200,90,3172,693,561,104,797,306,179,70,3557,3856,245,671,190,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
利润总额(万元),1149755,941971,571090,270360,1016334,832967,553946,284870,965208,759211,494967,241733,801493,662560,443690,217387,700689,571214,384446,187080,605138,496189,327994,158487,509804,420074,271681,130592,403528,313766,201448,99933,294800,228274,152061,62212,174972,122192,80461,40709,152288,125865,80096,37277,118480,79956,50642,25515,81420,55127,32835,65463,58535,
所得税费用(万元),27692,46697,-941,-12780,80763,94638,76515,48684,182934,123859,80389,38346,144794,128150,86945,41377,137276,112575,75835,36901,120411,101806,67243,31534,102990,86612,55892,27228,78177,58097,35943,18436,62602,40485,25807,12407,29227,11861,9851,5321,19115,13192,7137,3517,23373,16156,12361,4186,18211,10800,5672,18268,14732,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
净利润(万元),1122064,895275,572031,283140,935572,738329,477431,236186,782274,635352,414579,203387,656699,534410,356745,176010,563413,458638,308611,150180,484727,394383,260751,126953,406814,333462,215789,103364,325351,255669,165504,81497,232199,187789,126255,49805,145745,110331,70610,35388,133174,112673,72959,33760,95107,63800,38281,21329,63208,44327,27163,47195,43802,
归属于母公司所有者的净利润(万元),1118636,892384,570130,282190,933357,736786,476549,235922,781042,634338,413885,203024,654433,532052,355170,175166,562747,458442,308608,150215,484707,394383,260751,126953,406814,333462,215789,103364,325351,255669,165504,81497,232199,187789,126255,49805,145745,110331,70610,35388,133174,112673,72959,33760,95107,63800,38281,21329,63208,44327,27163,47195,43802,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,0,
少数股东损益(万元),3428,2891,1901,950,2215,1543,882,265,1233,1014,693,363,2266,2358,1575,845,666,197,3,-35,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
基本每股收益,2.15,1.76,1.12,0.56,1.8,1.45,0.94,0.6,1.95,1.63,1.06,0.52,1.68,1.36,0.91,0.54,1.89,1.59,1.07,0.52,1.68,1.37,0.9,0.44,1.41,1.16,0.75,0.36,1.13,0.89,0.57,0.28,0.91,0.75,0.51,0.2,0.58,0.44,0.28,0.14,0.53,0.45,0.29,0.14,0.43,0.3,0.19,0.1,0.33,0.24,0.15,0.26,1.04,
稀释每股收益,2.04,1.68,1.11,0.56,1.79,1.45,0.94,0.6,1.95,1.63,1.06,0.52,1.68,1.36,0.91,0.54,1.89,1.59,1.07,0.52,1.68,1.37,0.9,0.44,1.41,1.16,0.75,0.36,1.13,0.89,0.57,0.28,0.91,0.75,0.51,0.2,0.58,0.44,0.28,0.14,0.53,0.45,0.29,0.14,0.43,0.3,0.19,0.1,0.33,0.24,0.15,0.26,1.04,
