报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业税金及附加(万元),3681,2215,1492,669,3252,1799,1098,415,2558,800,419,171,1260,830,614,63,908,447,268,79,1139,442,871,1261,
销售费用(万元),38457,26836,16454,7159,31995,21770,13592,6165,27491,19309,11989,5465,24380,15628,9089,4830,19134,12548,7432,3792,14562,8916,12045,10866,
管理费用(万元),19932,13220,24282,11115,38767,25784,17225,8018,31814,23591,14974,6687,28040,16642,11231,5071,27930,17800,11822,6347,24485,14148,18456,14042,
财务费用(万元),14030,10093,5956,3207,8348,5396,2736,1151,5459,4654,3453,1407,3792,2700,1578,741,4037,3162,2065,1075,2859,1923,2300,1175,
资产减值损失(万元),8045,8641,5259,314,3787,3228,1702,793,5086,3758,2738,772,2047,1600,1002,578,783,597,516,60,317,972,-750,858,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-49,-5058,-5148,-899,-2202,-591,-114,74,3868,3341,3148,2914,-87,-54,6,7,85,--,19,27,59,--,--,--,
对联营企业和合营企业的投资收益(万元),-56,-5065,-5152,-899,-2212,-601,-114,74,3221,2759,2886,2914,-87,-54,6,--,85,--,19,--,59,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),53192,21181,17156,3508,36133,9481,6763,1910,22397,6699,5845,2777,13816,2639,1799,-4324,7141,355,680,-5659,5706,257,14747,12059,
营业外收入(万元),694,491,103,27,1083,820,2163,973,6506,3581,2678,1632,6393,3991,2646,1257,6745,3790,2714,1296,5642,3217,3340,2224,
营业外支出(万元),172,113,102,93,89,72,52,39,820,109,41,12,18,6,4,2,78,46,44,6,658,63,73,28,
非流动资产处置损失(万元),--,--,--,--,--,44,28,21,73,44,20,10,7,6,4,2,9,--,8,6,638,--,15,2,
利润总额(万元),53714,21558,17157,3442,37127,10229,8873,2844,28084,10171,8482,4397,20192,6624,4441,-3068,13808,4099,3350,-4370,10690,3412,18014,14254,
所得税费用(万元),6960,3462,2250,1502,4461,3869,2903,1332,4072,2236,1950,1266,2239,1985,856,253,2004,1116,995,2,1310,1395,2322,2773,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),46754,18096,14908,1939,32666,6359,5971,1512,24012,7934,6531,3131,17953,4639,3585,-3321,11804,2983,2354,-4372,9380,2017,15692,11481,
归属于母公司所有者的净利润(万元),43060,17384,14625,2281,30882,7570,6774,1895,22425,7456,6155,3030,17689,4681,3605,-3277,11584,2961,2346,-4357,9669,1918,15141,12357,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),3694,713,282,-341,1784,-1211,-804,-384,1587,478,376,101,263,-41,-19,-45,219,21,8,-15,-289,100,550,-876,
基本每股收益,0.67,0.27,0.23,0.04,0.48,0.12,0.11,0.03,0.36,0.12,0.1,0.1,0.59,0.16,0.12,-0.11,0.49,0.13,0.1,-0.19,0.43,0.09,0.67,0.55,
稀释每股收益,0.67,0.27,0.23,0.04,0.48,0.12,0.11,0.03,0.36,0.12,0.1,0.1,0.59,0.16,0.12,-0.11,0.49,0.13,0.1,-0.19,0.43,0.09,0.67,0.55,
