报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,
财务费用(万元),3789,2597,1157,5028,3354,2130,823,3161,1734,1083,623,758,817,375,447,2001,1475,950,508,2208,--,1125,566,2368,2181,1469,
资产减值损失(万元),1010,969,410,840,397,278,-265,333,505,269,170,-21,541,81,-34,182,-1,3,--,51,--,41,--,10,-12,-3,
公允价值变动收益(万元),--,--,--,1,-1509,138,6,-1,--,--,--,10,10,10,10,-10,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),15527,15515,15434,-1325,15060,15061,264,835,268,268,--,-196,-196,-196,-196,1261,151,151,151,76,--,76,76,60,75,104,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),25639,23912,20486,30264,37710,29973,6536,33787,24139,16815,7896,21356,11964,8369,3207,13682,8576,6691,3132,12646,--,6343,3130,12736,9843,8476,
营业外收入(万元),290,145,18,306,998,676,276,202,185,167,78,226,195,168,146,1211,1126,853,471,1241,--,369,42,1413,1575,238,
营业外支出(万元),44,29,23,93,62,15,2,116,104,102,100,13,4,1,--,10,10,--,--,150,--,13,1,138,4,6,
非流动资产处置损失(万元),--,--,--,--,--,--,--,2,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,34,--,6,
利润总额(万元),25884,24027,20481,30477,38646,30634,6810,33873,24219,16880,7875,21568,12155,8536,3353,14884,9692,7543,3603,13737,--,6699,3170,14010,11413,8707,
所得税费用(万元),5096,4332,3473,6698,8325,5785,1537,7729,5548,3985,1913,4589,2510,1607,586,2245,1737,1240,556,2029,--,970,494,2066,1681,1302,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),20789,19695,17008,23780,30321,24848,5273,26144,18672,12895,5961,16980,9645,6929,2767,12639,7954,6303,3048,11708,--,5729,2677,11945,9732,7405,
归属于母公司所有者的净利润(万元),19557,18870,16662,21008,27998,23641,4766,22217,15972,10945,5057,16244,9645,6929,2767,12639,7954,6303,3048,11708,8456,5729,2677,11945,9732,7405,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,511,511,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),1232,825,346,2772,2323,1207,506,3927,2700,1950,904,736,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.19,0.18,0.16,0.2,0.27,0.22,0.07,0.34,0.24,0.17,0.15,0.49,0.42,0.38,0.18,0.86,0.54,0.44,0.22,0.99,--,0.48,0.23,1.01,0.82,0.63,
稀释每股收益,0.19,0.18,0.16,0.2,0.27,0.22,0.07,0.34,0.24,0.17,0.15,0.49,0.42,0.38,0.18,0.86,0.54,0.44,0.22,0.99,--,0.48,0.23,1.01,0.82,0.63,
