报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6812,32362,21755,13068,6272,31089,21912,14096,7442,28212,19490,12420,6415,23803,17995,11439,5395,20730,15067,16146,11628,
营业外收入(万元),5,6,5,--,25,518,52,9,--,468,165,135,2,841,309,192,184,434,290,60,182,
营业外支出(万元),5,279,243,242,232,6,5,5,2,12,0,--,0,18,17,7,1,1,1,106,0,
非流动资产处置损失(万元),--,--,232,232,232,5,3,3,1,12,0,--,0,18,17,7,1,--,--,6,--,
利润总额(万元),6811,32089,21517,12826,6065,31601,21960,14101,7439,28668,19656,12555,6418,24626,18286,11623,5578,21163,15356,16100,11810,
所得税费用(万元),1021,4774,3213,1933,910,4436,3117,1988,1031,4163,2947,1882,963,3562,2709,1709,837,3099,2249,2399,1731,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5790,27315,18304,10893,5155,27165,18843,12113,6409,24504,16708,10673,5455,21064,15578,9914,4741,18064,13107,13701,10078,
归属于母公司所有者的净利润(万元),5790,27315,18183,10872,5155,27165,18843,12113,6409,24504,16708,10673,5455,21064,15578,9914,4741,18064,13107,13701,10078,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,121,21,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
基本每股收益,0.12,0.55,0.36,0.22,0.1,0.55,0.38,0.24,0.13,0.98,0.67,0.43,0.22,2.02,1.56,0.99,0.47,1.81,1.31,1.37,1.01,
稀释每股收益,0.12,0.55,0.36,0.22,0.1,0.54,0.38,0.24,0.13,0.98,0.67,0.43,0.22,2.02,1.25,0.99,0.47,1.81,1.05,1.37,1.01,
