报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
研发费用(万元),18119,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业税金及附加(万元),5175,4252,2026,3942,2890,2135,1203,4986,4444,2594,870,2244,1762,1455,774,4706,3643,2521,954,2187,861,664,365,2029,1142,1031,374,512,333,164,147,132,118,19,6,289,267,143,183,22,
销售费用(万元),28433,18137,8995,40191,30058,18562,8384,36358,18537,11131,5495,17879,10177,7490,4541,16385,11764,8046,3906,11400,8038,5505,2702,10233,6476,3725,1879,6618,4328,2629,924,4420,3111,1845,931,4844,3217,719,4168,4032,
管理费用(万元),16451,19008,9477,32359,22112,14475,7016,35348,26284,14284,4950,16809,10210,6232,2904,15606,12083,8711,3434,8988,5459,3506,1865,10579,7095,4229,1926,7949,4545,2664,1316,4086,2225,1341,574,2964,2155,700,2888,1583,
财务费用(万元),19266,7759,-5069,1995,-220,640,1368,13794,8200,6892,4265,21521,2199,1241,1619,-417,-960,-1191,-1502,-2804,-3321,-1266,-465,-1052,-3693,-2756,-1623,-2166,-2266,-1343,-152,-1003,597,76,-218,504,362,220,1819,1780,
资产减值损失(万元),2872,1985,1121,5231,-6136,-3573,-3003,16276,-578,-460,277,5276,194,-1062,-171,9946,4778,2775,-140,6364,1497,1497,-1452,7954,3841,549,-268,2122,101,-268,--,1550,-222,-222,0,299,265,108,318,-179,
公允价值变动收益(万元),-14,-14,0,14,--,--,--,--,1804,1426,653,-1435,-315,3186,1477,-2458,-2089,-2089,-1531,2089,0,0,0,43,0,--,--,-43,--,--,--,--,--,--,0,0,--,0,0,0,
投资收益(万元),14412,10725,3406,22880,13998,12374,4635,21185,12367,9110,3746,21741,12749,10163,3178,13905,8446,3103,1035,5846,2615,1285,0,2410,0,--,--,1266,--,--,--,--,--,--,0,0,--,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,-1225,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业利润(万元),37236,26283,19374,69543,55897,37200,14831,30475,35167,22006,10811,34255,47484,29217,12527,72407,55158,29710,17436,71027,51054,27571,17247,62096,48901,26632,12316,47348,29654,17164,7730,39584,28759,17635,7439,27283,18870,3886,10818,15587,
营业外收入(万元),206,82,60,784,848,522,2423,13610,6162,4009,1368,6310,3705,2828,1335,6211,4213,3283,1709,3128,1248,351,83,616,359,317,42,1220,846,531,105,549,789,482,181,416,239,217,96,133,
营业外支出(万元),709,282,26,308,61,-5,-20,1327,1197,1001,921,488,379,85,14,188,182,155,14,111,58,15,0,94,73,22,3,130,104,40,5,34,18,12,0,41,39,1,79,19,
非流动资产处置损失(万元),--,--,--,--,47,-16,-23,1180,1119,937,919,402,327,41,12,21,15,5,2,4,4,3,0,--,--,--,--,27,--,--,--,1,--,--,0,35,--,0,8,0,
利润总额(万元),36734,26084,19408,70018,56684,37727,17275,42758,40132,25014,11258,40077,50809,31960,13849,78430,59189,32839,19130,74043,52245,27908,17330,62618,49187,26927,12355,48439,30396,17656,7831,40099,29529,18105,7620,27658,19070,4103,10836,15701,
所得税费用(万元),1770,2358,2800,9553,7929,5392,2731,7306,6374,3431,1628,5619,7702,5040,2152,11864,8884,4569,2656,10519,7664,3889,2698,8986,7701,4134,1878,7678,3956,2579,1197,5796,4792,3073,1147,2699,1881,423,1035,1171,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
净利润(万元),34963,23725,16608,60466,48754,32336,14544,35451,33757,21583,9630,34458,43107,26920,11697,66566,50305,28270,16474,63524,44580,24019,14632,53632,41486,22793,10477,40760,26440,15077,6634,34303,24738,15032,6473,24959,17188,3680,9801,14529,
归属于母公司所有者的净利润(万元),35624,24003,16708,60293,49089,32780,14284,37439,35003,22157,10440,34565,43218,26953,11697,66566,50305,28270,16474,63589,44582,24020,14632,53632,41486,22793,10477,40760,26440,15077,6634,34303,24738,15032,6473,24959,17188,3680,9801,14741,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
少数股东损益(万元),-660,-278,-100,173,-335,-444,261,-1988,-1246,-574,-810,-107,-110,-33,0,0,0,--,0,-64,-1,-1,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,-212,
基本每股收益,0.08,0.05,0.04,0.13,0.11,0.07,0.08,0.23,0.22,0.14,0.07,0.22,0.27,0.17,0.07,0.42,0.31,0.18,0.15,0.6,0.42,0.22,0.21,0.76,0.59,0.32,0.15,0.58,0.37,0.32,0.14,0.77,0.57,0.36,0.16,0.6,0.41,0.22,0.24,0.37,
稀释每股收益,0.08,0.05,0.04,0.13,0.11,0.07,0.08,0.23,0.22,0.14,0.07,0.22,0.27,0.17,0.07,0.42,0.31,0.18,0.15,0.6,0.42,0.22,0.21,0.76,0.59,0.32,0.15,0.58,0.37,0.32,0.14,0.77,0.57,0.36,0.16,0.6,0.41,0.22,0.24,0.37,
