报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
管理费用(万元),24759,20650,10969,140273,60980,31122,14801,59627,39956,24219,11645,30949,21249,12109,5880,17545,12795,7587,3178,8999,5907,3280,1439,5778,4147,2654,1518,3051,1676,1040,523,1160,796,505,875,718,449,565,292,
财务费用(万元),56580,37673,17198,87271,64326,27898,12381,64803,40634,25846,8741,34898,13640,7451,3540,16792,13201,8237,4028,11630,8148,5215,2278,4224,2035,1141,721,139,296,284,65,371,363,214,51,4,0,-83,13,
资产减值损失(万元),14595,13926,870,1088154,25970,23916,-117,35197,5045,4986,--,12015,2946,2946,--,5369,2005,2005,--,2777,838,838,--,690,347,348,--,394,267,267,--,172,--,0,410,309,-60,96,10,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
投资收益(万元),8322,7397,--,17365,31886,25910,1409,3664,2612,1507,-0,7875,8526,8526,2074,1,-71,-71,-38,-136,-135,-135,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
对联营企业和合营企业的投资收益(万元),7259,7012,--,13594,8610,2634,1409,3583,2612,1507,-0,5,--,--,--,-32,-8,-8,-3,-9,-67,-67,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
营业利润(万元),-185841,-130954,-44505,-1740845,-286073,-109443,23914,-33750,2448,2837,12285,6942,5417,7336,2311,4787,1263,5251,4377,23671,18173,13099,8204,19741,13374,10203,5876,16136,10933,7120,3469,7293,5428,3271,4742,3318,1975,3169,1492,
营业外收入(万元),2609,1579,7,1806,374,55,2382,4660,2461,1797,10,4499,3464,5,0,2756,1351,1336,--,1069,948,256,16,3110,2303,681,411,289,254,--,--,200,--,0,34,34,0,0,0,
营业外支出(万元),53,27,20,7135,187,175,78,3781,87,30,14,4024,57,0,0,252,48,36,--,100,100,100,--,50,--,--,0,1,--,--,--,9,5,5,7,7,7,1,24,
非流动资产处置损失(万元),--,--,--,--,--,--,--,3542,--,--,--,3763,--,--,--,47,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,4,--,0,7,--,7,0,1,
利润总额(万元),-183285,-129403,-44518,-1746173,-285885,-109563,26219,-32871,4823,4604,12282,7417,8824,7341,2310,7290,2566,6552,4377,24640,19022,13254,8220,22801,15677,10884,6287,16424,11187,7120,3469,7484,5423,3266,4770,3346,1968,3168,1468,
所得税费用(万元),1513,1450,74,72258,-57656,-26561,26253,-10682,-9069,-3426,4379,-14295,-6259,-3583,240,-5590,-4748,-78,182,1402,1723,2046,1210,3805,2461,1838,1185,3337,2447,1280,563,474,370,148,322,290,172,142,0,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
净利润(万元),-184799,-130853,-44593,-1818431,-228229,-83001,-35,-22189,13892,8030,7903,21712,15084,10924,2070,12880,7313,6630,4195,23238,17298,11208,7011,18997,13217,9046,5103,13088,8740,5840,2906,7010,5052,3119,4448,3056,1796,3025,1468,
归属于母公司所有者的净利润(万元),-148948,-110391,-30724,-1387804,-165161,-63677,12479,55476,49299,28438,11474,57303,37705,25473,9538,36403,21815,15189,8571,25501,18431,11670,7112,19419,13409,9068,5119,13112,8740,5840,2906,7010,5052,3119,4447,3055,1795,3025,1469,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,0,
少数股东损益(万元),-35850,-20462,-13869,-430626,-63068,-19325,-12514,-77665,-35407,-20409,-3571,-35591,-22621,-14549,-7468,-23523,-14502,-8560,-4376,-2263,-1133,-462,-101,-423,-193,-22,-16,-24,--,--,--,--,--,0,1,1,1,0,-1,
基本每股收益,-0.37,-0.28,-0.08,-3.48,-0.41,-0.32,0.06,0.29,0.26,0.15,0.06,0.31,0.2,0.14,0.11,0.44,0.27,0.19,0.11,0.32,0.23,0.15,0.17,0.46,0.32,0.22,0.23,0.6,0.4,0.27,0.29,0.84,0.65,0.42,0.59,0.45,0.24,0.57,0.29,
稀释每股收益,-0.37,-0.28,-0.08,-3.48,-0.41,-0.32,0.06,0.29,0.26,0.15,0.06,0.3,0.2,0.14,0.11,0.43,0.26,0.18,0.1,0.31,0.23,0.14,0.17,0.46,0.32,0.22,0.23,0.6,0.4,0.27,0.29,0.84,0.65,0.42,0.59,0.45,0.24,0.57,0.29,
