报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),50,50,680,680,680,1680,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),8293,8070,7532,7195,9630,9965,8277,9688,5146,5958,7038,11440,7630,10208,18590,15996,8205,
长期借款(万元),6940,6940,7000,6000,2000,2000,3680,3680,3680,3680,3000,10650,10650,10650,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),4470,4531,4689,4850,18,4972,5003,5065,5067,5140,--,--,5294,5296,4432,3940,--,
递延所得税负债(万元),15,15,17,17,4911,18,20,20,21,22,24,24,25,26,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,5289,5291,--,--,--,--,3349,
非流动负债合计(万元),11426,11487,11706,10867,6929,6990,8703,8765,8768,8841,8313,15965,15968,15971,4432,3940,3349,
负债合计(万元),19719,19557,19238,18062,16559,16956,16980,18453,13914,14800,15350,27405,23598,26180,23021,19936,11554,
实收资本(或股本)(万元),9075,9075,9075,9075,9075,9075,9075,4538,4538,4538,4538,4538,3403,3403,3403,3403,3403,
资本公积(万元),18809,18809,18809,18809,18809,18809,18809,21078,21078,21078,21078,21078,6010,6010,6010,6010,6010,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1928,1893,1881,1860,1801,1801,1693,1613,1527,1527,1441,1415,1293,1293,991,728,431,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),17168,16891,16909,16795,16267,16020,14891,16997,16389,15997,15085,14798,13844,13324,10025,6906,4001,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),46981,46668,46674,46539,45952,45706,44468,44226,43531,43139,42141,41829,24549,24029,20428,17046,13844,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),46981,46668,46674,46539,45952,45706,44468,44226,43531,43139,42141,41829,24549,24029,20428,17046,13844,
负债和所有者权益(或股东权益)总计(万元),66699,66225,65911,64601,62511,62661,61448,62679,57445,57939,57491,69234,48148,50209,43450,36982,25398,		
  
