报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
固定资产(万元),--,17540,18377,17249,17436,17484,18532,17980,17383,16960,17278,9710,9776,9754,9652,9630,9783,9860,1156,1181,1178,921,801,
在建工程(万元),--,--,47,44,12,--,296,276,275,275,255,245,101,--,--,--,--,--,14419,13587,12831,7034,191,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2296,2386,2479,2534,1770,1859,1485,1549,1575,1651,1352,1029,1058,1070,1017,1037,1064,1099,1704,1682,1726,1760,1716,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,66,
商誉(万元),2,2,2,2,2,2,2,2,2,2,--,2,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1518,1526,1540,1543,1521,1486,1278,1261,1264,1268,1014,907,911,915,771,774,777,780,1164,1059,575,240,172,
其他非流动资产(万元),3147,2591,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),33515,32362,30780,29826,29328,29549,30442,30045,29596,29377,28984,25539,25169,25406,25100,24997,25043,25163,22591,21596,20178,13509,6556,
资产总计(万元),226815,239350,236702,192544,195057,201780,199450,195544,192716,180600,176018,109772,112577,114679,106907,101657,107128,108139,75987,69077,69712,45564,39530,
短期借款(万元),4378,5682,4320,4375,4322,8422,7600,8400,22394,7464,7561,--,--,--,--,--,--,1700,3893,4582,4482,2800,1540,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,2528,--,2404,1004,1004,1004,--,--,1611,1611,--,--,903,903,--,363,363,314,314,--,--,--,
应付账款(万元),--,20609,--,19030,17999,17850,18496,18149,20272,18633,12022,10850,9969,10676,10652,11976,12850,14574,13137,13543,13769,8837,5453,
预收账款(万元),28542,23696,19759,20350,24000,22315,20241,20868,23213,20470,19334,16619,20666,19492,16933,12844,21541,16805,16992,7491,11356,4612,11720,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3641,4218,4142,3912,4275,4558,3738,3330,3269,4644,3842,49,47,895,49,38,41,1113,36,30,610,361,306,
应交税费(万元),791,1581,1397,1062,703,1197,1292,746,598,1606,272,324,248,523,-2169,-1925,-3451,-2460,-2102,-62,-988,-220,-1720,
应付利息(万元),92,58,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,571,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,9963,13431,10625,11278,9991,7758,10136,6953,7245,482,449,496,513,430,505,390,414,351,347,287,209,143,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),10585,23456,23686,12480,13980,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,9285,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),82218,91790,90764,74238,77562,65347,60129,62200,76699,61673,54408,28290,31427,33002,26798,23438,31734,32510,32620,26245,29515,16600,17442,
长期借款(万元),--,--,--,10712,10833,25887,28613,28484,12827,12714,13038,--,--,--,--,--,--,--,5803,5603,5883,659,--,
应付债券(万元),23736,25728,24666,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,7646,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),1525,1625,1836,1754,1755,1805,2299,5356,5448,5062,10129,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2479,2160,2225,2247,2102,1865,1996,1880,1904,1929,1884,1781,1805,1830,1902,1926,1949,1973,--,--,--,--,--,
递延所得税负债(万元),217,252,286,300,330,360,394,426,432,454,397,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2116,1876,1882,348,210,
非流动负债合计(万元),35081,37148,37176,22757,22805,37708,40852,43517,27606,26879,33094,1781,1805,1830,1902,1926,1949,1973,7919,7479,7765,1007,210,
负债合计(万元),117299,128938,127941,96995,100367,103054,100981,105717,104304,88552,87502,30071,33232,34832,28700,25364,33683,34483,40540,33725,37280,17607,17652,
实收资本(或股本)(万元),28056,27638,27638,27638,27638,27550,27550,27550,27200,27200,27200,27200,13600,13600,13600,13600,6800,6800,5100,5100,5100,5100,5100,
资本公积(万元),20455,17318,17005,16758,16511,15866,15579,15189,12316,12316,12316,12316,25916,25916,25915,25915,32715,32715,75,75,75,75,75,
减:库存股(万元),2743,2743,3710,3710,3710,3224,3224,3224,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4706,4706,4557,4557,4557,4557,3535,3535,3535,3535,3397,3397,3397,3397,3074,3074,3074,3074,2753,2762,2302,1915,1234,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),48727,51689,50872,48276,47561,51738,52370,44316,43249,46916,44569,35962,35781,36238,34948,33177,30444,30614,27116,27004,24556,20492,15148,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),108554,109447,107858,94629,93777,97779,97488,88892,87582,91203,87676,78874,78693,79150,77537,75766,73033,73203,35044,34941,32034,27582,21558,
少数股东权益(万元),962,965,903,920,913,947,981,935,829,846,839,826,652,697,671,527,412,453,404,412,398,375,320,
所有者权益(或股东权益)合计(万元),109516,110412,108761,95549,94690,98725,98470,89827,88412,92049,88516,79700,79345,79847,78208,76293,73445,73656,35447,35353,32431,27957,21878,
负债和所有者权益(或股东权益)总计(万元),226815,239350,236702,192544,195057,201780,199450,195544,192716,180600,176018,109772,112577,114679,106907,101657,107128,108139,75987,69077,69712,45564,39530,		
  
