报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
在建工程(万元),--,4829,4911,6237,6149,5736,3547,3472,9434,13152,7809,7691,7463,6028,5024,2352,1328,359,8030,7919,6173,4932,6929,2583,1719,262,199,129,128,183,243,110,89,59,7120,6535,5189,3817,6043,4425,2971,2909,9278,7160,5215,2478,1706,974,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,80,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
无形资产(万元),15014,15180,15250,14923,14675,14570,11825,11859,11414,11264,11088,9750,9841,9908,9151,9225,8437,8527,1650,1671,1696,1722,8152,1697,1718,1740,1732,1753,1743,1752,1423,1435,1449,1469,1519,1524,1481,1372,1387,1402,1416,1431,1469,952,925,937,92,99,114,101,4,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
商誉(万元),101443,101443,105506,103043,81213,53062,56443,43786,43513,40343,34612,31588,30603,23342,19991,9532,102,102,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,0,0,
长期待摊费用(万元),1980,1856,1829,2012,2151,1929,1965,1844,2080,2346,1125,1039,629,605,522,343,336,327,359,305,337,268,266,264,267,290,321,326,326,343,51,43,52,35,48,19,20,22,51,57,63,69,76,82,92,98,9,12,17,29,49,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,--,
递延所得税资产(万元),15694,16357,14548,14117,13685,9813,12745,9078,8100,7584,6739,6903,8339,8435,4695,4850,4514,5244,3014,3113,3016,3580,2883,2558,2892,3469,2144,1910,2170,2526,1357,1207,1549,1900,1345,952,1041,988,490,554,654,730,563,443,780,725,160,32,260,174,20,
其他非流动资产(万元),1634,1809,1994,3564,11449,3342,2832,5101,8591,8689,55049,32658,13259,13443,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
非流动资产合计(万元),418387,408972,423528,413812,389499,372211,355957,349580,354945,375865,393177,253194,212137,130328,105666,92999,79554,79376,64740,64472,60908,59873,64017,58899,52694,51964,50365,50012,51157,52375,33938,33621,34462,35290,32537,31339,29595,27717,23981,22805,21581,21426,18856,16061,13950,11126,7280,6381,5531,2090,1748,
资产总计(万元),1300035,1344022,1264190,1239709,1241008,1269122,1206905,1194928,1195885,1190655,1097253,1030846,1056756,770018,639862,610328,626588,664431,514746,486291,483732,505517,416653,373897,376711,402043,326130,308581,307804,337761,278087,275666,268190,277393,235592,226805,216533,221841,188352,180597,180167,207798,148281,138761,150039,161353,121490,61383,59807,35594,25324,
短期借款(万元),4833,2333,1533,2939,2857,3587,3315,1661,656,387,--,199,500,500,--,--,--,--,--,--,--,--,--,--,--,--,619,2293,4403,10766,13880,16983,16660,16667,18996,17611,20127,16764,10010,4339,1495,9141,3964,5413,9859,6227,5117,13919,9811,5500,5500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,0,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,--,
应付票据(万元),--,10668,--,8562,10896,6945,9115,5985,9490,10976,5533,7574,8747,7139,13602,9393,12066,10989,8881,9648,11070,7845,7993,3545,6235,8186,8397,3880,4314,14341,9912,5905,5205,4845,7243,6811,2261,5671,5502,8266,6059,12675,1820,836,3698,2610,1110,1080,0,0,0,
应付账款(万元),--,82356,--,59072,55358,43776,41913,42163,34680,50832,46959,28601,30252,45061,55898,52917,29805,44137,37151,35186,37919,39858,34717,26968,21704,27195,26448,20131,15519,23442,19336,26307,20666,23917,14861,13550,9367,12709,12191,13136,11958,16249,15737,12002,12540,26616,15255,9298,11913,6409,3449,
预收账款(万元),142890,181116,163619,153760,140950,172479,165490,153556,134011,146244,122698,128290,139058,154567,94018,89397,94475,114204,57486,43291,36471,48115,27621,18971,16316,26925,1399,2230,6786,7551,2228,2404,3163,7506,3820,2765,1619,7202,5144,5093,13144,24745,4582,2782,7535,13646,3021,4030,2701,92,129,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应付职工薪酬(万元),28379,52055,32602,29081,25737,43055,28825,27557,24687,36728,27584,25427,25787,36934,22699,25481,22313,26924,15921,16750,13647,16516,11031,8605,10568,12207,7623,5830,7548,8507,4391,3168,5034,6063,4271,2441,2403,3483,2399,3037,2844,2948,2141,1644,3197,3271,1940,1169,2608,1041,408,
应交税费(万元),14758,17872,12013,10335,11353,17036,11215,9332,13614,23778,10785,11299,11006,24400,5747,5161,5015,19428,-8619,-8613,-4733,16865,-2482,-863,-927,16345,-1616,-165,1754,19518,-1069,-1593,-840,10619,888,5169,277,5223,-1744,-2386,-1262,5128,-1712,-865,541,4695,-384,-1477,6167,3254,514,
应付利息(万元),7,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应付股利(万元),502,1482,--,517,15,91,91,385,13,28,1061,1461,1061,218,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,--,
其他应付款(万元),--,34174,34022,30471,32769,22031,25250,23265,21476,23439,14399,14748,14601,17708,10880,6858,9285,12262,4736,6039,6729,9597,3953,4021,5780,7680,3967,3687,4272,4606,1570,1696,2078,3501,1861,1235,1512,2261,602,748,873,1300,322,342,576,474,323,319,1373,1887,3289,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,0,2500,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
流动负债合计(万元),312338,382062,309420,294738,279934,309000,285214,263904,238631,292412,229019,217599,231012,286528,203145,189207,172960,227943,115556,102302,101102,138796,82834,61248,59677,98538,46836,37885,44596,88731,50249,54870,51966,73117,51941,49582,37565,53315,34104,32234,35111,72186,26854,22154,37946,57539,26382,28338,34574,20683,13290,
长期借款(万元),150,200,250,--,--,--,--,548,611,675,--,--,--,--,--,--,--,--,--,--,--,--,26,73,123,171,221,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,2500,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,1501,1501,1030,367,1024,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
长期递延收益(万元),7435,7108,8095,8274,7597,7012,7153,7300,7279,7734,8646,7709,6477,6768,4613,4404,3621,3785,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,
递延所得税负债(万元),3660,3692,5089,4609,4646,4687,4703,4713,7029,2850,4501,738,2186,401,163,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3828,3995,4647,4652,4213,3509,4040,3955,3604,3538,3859,2928,2182,2234,1848,1658,1228,1380,1085,1035,1002,1063,1141,1141,1208,1241,1080,1109,0,--,0,0,0,
非流动负债合计(万元),11245,11000,13434,12884,12243,11698,11856,12561,14919,11259,13147,8446,8664,7169,4777,4404,3621,3785,3828,3995,4647,4652,4239,3582,4162,4126,3825,3538,3859,2928,2182,2234,1848,1658,1228,1380,1085,1035,1002,1063,1141,1141,1208,1241,1080,1109,1501,1501,1030,367,3524,
负债合计(万元),323583,393062,322855,307621,292177,320698,297070,276465,253550,303670,242166,226045,239675,293697,207922,193611,176581,231728,119384,106296,105749,143448,87073,64830,63839,102665,50661,41423,48455,91659,52431,57104,53814,74775,53169,50962,38651,54350,35106,33297,36252,73327,28062,23395,39026,58648,27883,29839,35604,21050,16814,
实收资本(或股本)(万元),240899,242889,242889,242889,242889,242889,242889,242889,161926,161926,161926,161926,107950,89668,89668,89668,89668,89668,89668,89668,74724,74724,74724,74724,62270,62270,62270,62270,44478,44478,44478,44478,34214,34214,34214,34214,34214,34214,34214,34214,28512,28512,28512,28512,14256,14256,14256,10656,10656,10656,5000,
资本公积(万元),218893,229813,229813,229813,229813,229813,229813,229813,310775,310775,310776,311321,311368,18097,18097,18097,18097,18103,18070,17712,17701,17674,17779,17772,17865,17865,18250,18070,35861,35906,35886,35981,36478,36782,35861,35861,35861,35861,35861,35861,41564,41564,41564,41564,55819,55819,56019,1078,878,234,23,
减:库存股(万元),--,11301,6909,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,
盈余公积(万元),62859,62859,61508,61508,61508,61508,53888,53888,53888,53888,46997,46997,46997,46997,40024,40024,40024,40024,32080,32080,32080,32080,25668,25668,25668,25668,20310,20310,20310,20310,15210,15210,15210,15210,10399,10399,10399,10399,6774,6774,6774,6774,3619,3619,3619,3619,1405,1405,1405,558,846,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
未分配利润(万元),401267,381267,360306,349989,383100,364166,347647,335064,324470,298030,271226,256169,313975,296089,261080,247730,284056,267017,238489,226722,239800,224106,198191,187874,204803,191146,172276,164279,156410,143088,127820,120618,126682,114642,100523,93950,95956,85625,74987,69025,65620,56159,46525,41672,37319,29011,21926,18405,11264,3097,2641,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
