报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),26194,24003,24600,29629,38386,36491,40666,39819,55445,52650,40032,38632,34315,44880,31060,34317,22071,20577,9981,8889,9177,10358,10310,9668,9444,7059,5573,5901,6219,5340,4969,4395,2903,2622,2950,4336,2527,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,2,20,2,20,0,0,0,32,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),557,516,511,319,3653,7147,8567,1035,1135,1496,12643,17167,3237,5000,1296,1153,399,439,359,318,30,1,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),147014,155121,168657,180967,173807,179071,180701,185008,215194,239278,211268,213002,193897,201660,176771,169622,182860,174511,125337,129235,115175,107572,110430,110535,106033,105164,105301,106670,101717,111878,134154,135250,27267,24220,25413,21502,15586,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),646,646,646,646,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),48,42133,40942,40052,11397,5197,4551,4551,4751,4550,4550,4550,4550,4550,4550,4500,4500,4500,4500,4500,13750,20228,20250,20250,20250,20250,20250,20938,21250,14850,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),4428,4464,4535,4550,1961,1975,1996,3942,2764,2768,2792,2806,3662,3643,3680,3696,2083,2109,25,25,25,25,25,25,25,25,35,35,40,46,57,57,69,69,80,0,0,
固定资产原值(万元),--,33633,--,33786,--,36015,--,38922,--,39961,--,45332,--,41683,--,40783,--,39695,--,34107,--,15365,--,13860,--,3038,--,2742,--,2664,--,2487,0,2338,2281,0,0,
累计折旧(万元),--,9545,--,8925,--,8532,--,8169,--,7773,--,7888,--,6616,--,5386,--,4576,--,2655,--,1569,--,1052,--,827,--,611,--,518,--,420,0,303,280,0,0,
固定资产净值(万元),--,24088,--,24862,--,27483,--,30753,--,32188,--,37444,--,35067,--,35396,--,35119,--,31451,--,13796,--,12808,--,2211,--,2131,--,2146,--,2067,0,2035,2001,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),23703,24088,24464,24862,27102,27483,27814,30753,31766,32188,36867,37444,36961,35067,35411,35396,35183,35119,31730,31451,14212,13796,12850,12808,2310,2211,2220,2131,2113,2146,2026,2067,2108,2035,2001,1956,284,
在建工程(万元),31191,31031,30372,28428,41509,35572,30137,26914,32220,31039,28393,27740,26541,26522,25895,25401,25310,24296,22726,20522,30456,15159,14318,10855,24377,17202,15056,13872,12711,6529,1903,1506,1424,1209,467,11767,1599,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),33984,34362,34808,35273,35657,36123,35929,36401,11774,11924,12000,12081,12115,12189,11383,11444,11512,11585,11642,11710,11720,11785,11847,11908,12045,12045,12180,12142,12211,12276,12338,12404,12470,12537,12655,566,563,
开发支出(万元),--,--,--,--,--,--,524,427,328,126,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),4177,4177,4177,4177,4177,4177,4177,4177,5412,5412,7711,7711,8653,8653,3534,3534,4788,4788,4642,4642,4619,4606,1044,1044,631,631,566,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),331,405,475,539,57,59,58,75,107,110,124,124,157,199,232,270,437,439,47,49,50,116,122,40,--,--,--,--,--,--,--,--,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),5854,3691,2788,2703,2977,2895,2814,3235,2465,1948,1895,1715,1551,1451,1468,1195,1068,1225,1025,806,884,870,844,693,781,808,729,729,791,811,798,752,733,750,756,244,175,
其他非流动资产(万元),7518,7557,7484,6479,8161,7517,12452,10528,17671,17655,18774,18633,18444,19619,18620,18657,715,734,714,734,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),111880,152555,150690,147707,132998,120996,120450,121002,109256,107720,113105,112804,112634,111894,104775,104093,85597,84796,77051,74439,75716,66585,61300,57622,60418,53171,51037,49847,49115,36658,17122,16787,16804,16600,15959,14532,2620,
资产总计(万元),258894,307676,319348,328675,306805,300067,301151,306010,324451,346997,324373,325806,306531,313554,281545,273715,268456,259306,202388,203674,190890,174157,171730,168158,166450,158334,156338,156517,150832,148536,151277,152036,44071,40819,41372,36034,18206,
短期借款(万元),11912,13022,17630,18630,18500,16200,8700,9700,11200,43700,45500,39506,35199,33459,28500,23083,24999,19565,2250,2250,0,0,0,--,--,--,--,--,--,--,1800,1800,1800,1800,9600,11000,400,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,6252,10341,13908,14185,12773,14434,20718,16879,9364,9197,10899,11722,10817,16008,16119,15779,15322,9308,8641,10035,9499,7965,8694,8347,3496,2259,2766,1709,844,1077,748,1451,1384,1069,678,0,
应付账款(万元),--,50194,37857,47259,44078,42220,43696,44809,44757,48594,41533,41750,35560,40899,31891,37541,38746,35771,16948,17170,16043,14707,15755,13837,13339,12531,9130,9944,7332,7232,4500,5535,3321,3327,2994,3072,1899,
预收账款(万元),15174,13588,15664,16108,19567,16447,17122,16783,31093,21592,18247,21244,20928,21335,12281,10546,7419,6376,2625,2391,2636,2697,3954,1707,1468,1035,3462,3140,976,1077,858,818,489,366,1306,2265,579,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),1145,1211,272,2982,1071,973,1135,2131,466,1064,949,1236,758,757,652,1106,580,459,205,876,465,300,145,391,168,260,98,95,101,93,126,118,121,125,141,126,79,
应交税费(万元),4698,12765,12356,13821,4404,4972,4615,4657,7724,7637,6830,8301,9051,8575,5080,4313,1547,1407,298,833,-212,490,502,794,337,1087,593,382,1148,2048,604,651,1493,1235,2128,2181,2266,
应付利息(万元),--,--,1439,--,--,--,18,18,4,0,--,0,0,--,39,39,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,13,12,50,22,0,
应付股利(万元),--,63,63,63,63,--,--,--,--,0,--,154,154,475,--,--,--,0,10,362,362,365,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),17506,32663,40345,30312,10276,10280,12415,11186,11615,9055,10361,11583,7504,10946,11515,11137,11586,11344,10700,9984,7218,119,439,482,295,321,401,510,131,321,67,529,21,20,3,654,638,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),3001,3001,3751,3740,3437,3437,3435,3437,1677,1727,1660,1727,1660,1660,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,27,27,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,34,
流动负债合计(万元),107468,132759,139718,146824,115580,107301,105571,113439,125415,142732,134276,136401,122536,128924,105966,103886,100681,90272,42345,42509,36548,28177,28760,25905,23954,18730,15943,16836,11396,11614,9033,10198,8708,8271,17291,19997,5894,
长期借款(万元),23249,23269,24738,24758,26999,27011,28482,28498,26384,26351,15641,13585,7134,6240,4000,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,5500,5500,5500,5500,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,2311,2751,3183,5189,1580,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,15,15,15,15,15,15,15,15,115,50,0,
预计非流动负债(万元),--,--,374,374,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,1157,1075,
长期递延收益(万元),4930,5043,5157,5280,6241,5754,5900,5980,2994,3069,3144,2919,2294,2369,--,2319,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),644,656,674,679,690,701,712,722,735,753,758,764,784,784,661,661,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,2244,--,2394,2469,2544,2619,2659,2745,2919,2919,3680,3680,3680,3755,4130,4130,4130,4130,3930,3930,3930,0,0,
非流动负债合计(万元),28823,28968,30942,31090,33929,33466,35093,35200,30112,30173,19542,17268,10212,9393,6905,2980,2394,4780,5295,5802,7848,4325,2919,2919,3680,3680,3695,3770,4145,4145,9645,9645,9445,9445,4045,1207,1075,
负债合计(万元),136291,161727,170660,177914,149509,140767,140664,148639,155527,172905,153819,153669,132748,138317,112871,106866,103074,95052,47639,48311,44395,32503,31679,28823,27634,22410,19638,20606,15541,15759,18678,19843,18153,17716,21336,21204,6969,
实收资本(或股本)(万元),71280,71280,71280,71280,71280,71280,71280,71280,71280,71280,71280,71280,23760,23760,23760,23760,23760,23760,24018,24018,24018,24082,24082,24082,24082,24082,10800,10800,10800,10800,10800,10800,8000,8000,8000,8000,100,
资本公积(万元),50605,50605,50605,50605,50598,50598,50564,50564,50663,50663,47695,47695,95215,96935,96935,96935,96405,96405,97380,96800,97175,97238,96972,96972,96670,96670,108399,108399,108399,108399,108399,108399,5247,5247,5247,5022,612,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),4497,4497,4497,4497,3817,3817,3817,3817,3817,3817,3817,3817,3605,3605,3605,3605,3129,3129,3129,3129,2650,2650,2650,2650,1966,1966,1966,1966,1268,1268,1268,1268,661,661,661,255,2298,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),-13314,9338,11761,13257,11128,12721,13034,10405,20469,24972,22166,23755,23595,24359,23052,21850,21723,20670,17692,18822,18691,17143,16347,15630,16097,13206,15535,14746,14825,12310,12133,11727,12010,9196,6129,1553,8228,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),113068,135720,138143,139639,136824,138417,138695,136066,146229,150732,144958,146547,146175,148659,147352,146150,145017,143964,142218,142768,142534,141113,140051,139334,138816,135924,136700,135911,135292,132776,132599,132194,25918,23104,20037,14830,11238,
少数股东权益(万元),9535,10229,10544,11122,20472,20884,21792,21305,22695,23360,25597,25591,27608,26578,21322,20699,20365,20291,12530,12594,3961,541,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),122603,145949,148687,150761,157296,159300,160487,157371,168924,174092,170555,172138,173783,175237,168674,166849,165382,164254,154748,155363,146495,141654,140051,139334,138816,135924,136700,135911,135292,132776,132599,132194,25918,23104,20037,14830,11238,
负债和所有者权益(或股东权益)总计(万元),258894,307676,319348,328675,306805,300067,301151,306010,324451,346997,324373,325806,306531,313554,281545,273715,268456,259306,202388,203674,190890,174157,171730,168158,166450,158334,156338,156517,150832,148536,151277,152036,44071,40819,41372,36034,18206,		
  
