报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
其他流动资产(万元),5836,3030,12999,13072,16475,16700,15830,243,88,87,188,130,378,123,123,166,--,--,--,--,18,--,--,0,--,--,--,--,--,
流动资产合计(万元),89799,85305,97224,102455,92496,83307,83879,59146,56485,54118,51836,58309,53601,52998,57153,60311,55882,56374,58027,60907,59126,60446,62777,63980,60542,30587,31261,26805,17120,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
可供出售金融资产(万元),2266,2266,2266,2266,2520,2520,2520,2520,2520,2520,4020,2020,2020,2020,20,20,30,--,--,--,--,--,--,0,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,502,--,--,--,
长期应收款(万元),2900,2900,2645,2678,2792,3419,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
长期股权投资(万元),2912,700,700,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,700,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
固定资产原值(万元),--,45371,--,43636,--,39611,--,34174,--,28865,--,28626,--,25083,--,19179,--,18477,--,17932,--,15436,--,14045,--,--,6667,5064,4675,
累计折旧(万元),--,14873,--,13351,--,11833,--,8152,--,7209,--,6350,--,5456,--,4711,--,4211,--,3692,--,3316,--,2922,--,--,2356,1945,1808,
固定资产净值(万元),--,30497,--,30285,--,27778,--,26022,--,21656,--,22277,--,19627,--,14468,--,14266,--,14240,--,12120,--,11123,--,--,4311,3118,2867,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),30121,30497,30202,30285,27500,27778,28080,26022,25982,21656,22074,22277,19771,19627,19474,14468,14327,14266,14414,14240,12014,12120,11705,11123,9678,9468,4311,3118,2867,
在建工程(万元),1447,1438,1355,1108,2467,2388,1777,1505,1721,5408,4624,3693,5502,4606,3853,7229,6545,4999,4196,3228,1113,903,855,811,1935,--,4759,2669,85,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
固定资产清理(万元),--,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
无形资产(万元),10993,12098,11158,11636,11360,10182,9966,4318,4392,4467,4542,4632,4715,4469,4524,4531,3721,3758,3795,3823,4417,4433,3902,3932,3979,4005,4078,1335,1264,
开发支出(万元),1634,1081,1058,1143,448,1823,1037,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
商誉(万元),141824,141020,141020,141020,128653,126759,126235,390,390,390,390,390,682,301,301,301,--,--,--,--,--,--,--,0,--,--,--,--,--,
长期待摊费用(万元),8133,7226,6680,6290,2585,2333,2279,607,604,608,612,616,625,598,537,541,554,552,554,566,19,27,35,43,51,59,76,6,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1872,1837,1728,1730,2328,2294,2005,1925,1609,1306,1135,1148,929,587,454,423,602,568,613,464,429,398,374,381,388,322,371,254,204,
其他非流动资产(万元),639,684,1652,652,2109,1228,--,11,--,162,22,22,175,140,--,55,758,397,504,469,2791,--,--,0,--,--,--,--,--,
非流动资产合计(万元),204742,201748,200465,199107,182763,180724,173900,37297,37218,36517,37418,34798,34418,32347,29163,27568,26537,24540,24076,22790,20783,17881,16871,16990,16031,14356,13595,7382,4420,
资产总计(万元),294541,287053,297689,301562,275259,264031,257779,96443,93702,90635,89254,93107,88020,85345,86316,87878,82419,80913,82103,83696,79910,78327,79648,80970,76573,44943,44856,34187,21541,
短期借款(万元),7000,10000,7000,7000,5000,500,2000,2000,2000,3000,1000,--,--,--,--,--,--,--,--,--,--,--,--,0,--,4500,2500,2000,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,1312,1126,838,1577,915,520,624,892,1743,1830,2002,1213,702,842,878,730,268,263,423,233,25,211,460,103,351,1163,718,--,
应付账款(万元),--,16819,18769,18270,12630,12604,9926,6336,4665,4107,4201,5005,4385,3498,2111,2797,2855,3189,2288,2670,2795,2229,1952,1933,1709,2666,4444,2272,2040,
预收账款(万元),22901,22433,18510,20893,12639,10686,10376,3876,4598,3172,3149,4703,4427,3379,3756,3123,1943,1944,2950,2418,2851,2252,2704,2846,2915,2272,4073,2139,1415,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应付职工薪酬(万元),3792,3692,3155,4882,2437,2177,2022,1169,527,550,584,1825,524,562,805,1802,536,427,526,1494,398,420,458,806,406,383,639,499,216,
应交税费(万元),3802,3021,3186,4838,2791,2030,2253,2126,969,587,824,1784,591,402,589,1390,1248,1130,775,1406,684,570,817,1588,548,1419,1550,1723,641,
应付利息(万元),--,11,7,7,6,0,3,3,2,4,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),7091,6007,26300,26775,29473,25878,25755,3818,3385,1008,1215,1558,1277,978,1288,1136,876,473,645,798,807,769,571,1050,672,343,526,389,384,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,37,--,
流动负债合计(万元),65252,63295,78054,83502,66552,54790,52854,19951,17038,14171,12804,16877,12417,9520,9391,11126,8189,7430,7447,9208,7768,6264,6713,8683,6353,11934,14895,9777,5196,
长期借款(万元),3000,3000,3600,3600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,--,--,--,--,--,--,0,--,--,--,--,--,
预计非流动负债(万元),0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),665,670,674,678,683,662,421,224,208,217,236,236,245,219,219,219,--,--,--,--,--,--,200,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
非流动负债合计(万元),3665,3670,4274,4279,683,662,421,224,208,217,236,236,245,219,219,219,23,0,0,0,0,0,200,0,0,0,--,--,--,
负债合计(万元),68917,66965,82328,87781,67235,55453,53275,20175,17246,14388,13040,17112,12662,9739,9610,11345,8211,7430,7447,9208,7768,6264,6913,8683,6353,11934,14895,9777,5196,
实收资本(或股本)(万元),34518,34453,33962,33962,33962,33962,33962,25200,25200,25200,25200,25200,25200,25200,12600,12600,12600,12600,9000,9000,9000,9000,6000,6000,6000,4500,4500,4500,3000,
资本公积(万元),144849,143624,139462,139462,144339,145081,145081,28628,28628,28628,28628,28628,28628,28628,41228,41228,41228,41228,44828,44828,44828,44828,47828,47828,47828,12978,12978,12978,3847,
减:库存股(万元),4994,4410,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
专项储备(万元),1045,1137,1098,1065,1034,1000,964,929,885,858,823,793,736,695,645,599,521,408,410,396,188,195,195,195,--,--,--,--,--,
盈余公积(万元),2778,2778,2778,2778,1737,2627,2627,2627,2503,2503,2503,2503,2503,2503,2503,2503,1724,1724,1724,1724,1594,1593,1243,1243,1342,1124,971,81,521,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),43912,39712,35360,33686,24821,23341,19431,18170,18393,18208,18194,17956,17351,17927,19026,18836,17988,17360,18503,18322,16278,16172,17179,17022,15050,14406,11511,6851,8507,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
归属于母公司股东权益合计(万元),222109,217295,212661,210954,205893,206010,202064,75553,75610,75397,75348,75080,74418,74954,76003,75767,74060,73320,74465,74270,71888,71789,72444,72287,70220,33008,29960,24410,15875,
少数股东权益(万元),3515,2794,2699,2827,2131,2568,2440,714,846,850,866,915,940,652,704,766,147,163,191,218,255,275,291,0,0,--,--,--,470,
所有者权益(或股东权益)合计(万元),225624,220088,215361,213781,208024,208578,204504,76268,76456,76247,76214,75995,75358,75606,76707,76533,74208,73483,74657,74488,72142,72063,72735,72287,70220,33008,29960,24410,16345,
负债和所有者权益(或股东权益)总计(万元),294541,287053,297689,301562,275259,264031,257779,96443,93702,90635,89254,93107,88020,85345,86316,87878,82419,80913,82103,83696,79910,78327,79648,80970,76573,44943,44856,34187,21541,		
  
