报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),3368,3448,348,348,268,268,--,--,--,--,--,--,--,--,200,200,200,200,--,--,--,--,--,--,--,--,--,--,5400,7500,--,2200,2200,2200,--,61,4000,1000,4000,
其他流动负债(万元),122,122,1085,1385,1085,1085,780,780,780,780,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,18,
流动负债合计(万元),665930,704107,662677,666697,681215,641204,565538,611367,596876,663462,567798,635410,607974,607463,602705,669416,682390,679184,584652,547867,559040,577671,532703,557594,464625,490832,461610,502153,403094,401890,336008,355542,311186,378925,388050,428926,407400,435327,373125,
长期借款(万元),15475,15395,18853,18853,19023,19023,19380,19380,17680,17680,17680,13680,3680,3680,--,--,--,--,200,200,200,200,200,200,200,200,--,--,1000,1000,8500,8500,8900,8900,11100,11100,7400,8600,6946,
应付债券(万元),488130,487954,485498,448026,447878,447732,447576,447430,447288,447152,446981,446852,446725,446597,446461,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),--,431,21859,488,178,254,178,178,252,252,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项应付款(万元),--,60504,--,21373,21868,22138,9469,9299,9693,9693,3105,2472,3446,2679,8311,9915,9136,9871,9909,9718,12418,12574,8789,12224,9772,8075,13221,11249,10132,7276,37,--,75,--,1092,560,0,12379,12215,
预计非流动负债(万元),485,485,310,310,310,310,310,310,310,310,310,310,310,310,260,260,260,260,260,260,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,510,250,2332,
长期递延收益(万元),21665,21864,22654,22654,23895,22930,23895,24018,24314,24225,23872,23897,23820,23820,24765,25311,23159,24160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税负债(万元),5176,3142,3156,3156,3499,3270,3499,3502,3534,3383,6883,6872,6980,7246,7725,7732,7221,7339,8562,8433,8422,8422,8558,8492,8755,8755,8281,8280,8483,8483,8743,8743,9199,8747,8661,8661,9859,8616,5315,
其他非流动负债(万元),288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,159513,158857,155960,155960,157009,157009,154571,154571,165564,165458,162785,162804,176154,177048,185787,172774,190066,190254,188953,195247,200683,
非流动负债合计(万元),657193,655181,635072,597602,596852,596709,617104,615568,613602,612307,631711,626409,615275,614648,623508,178171,172169,174024,178443,177467,177510,177666,175066,178435,173808,172111,187576,185497,182910,180072,193944,194801,204470,190931,211429,211085,206722,225092,227490,
负债合计(万元),1323124,1359289,1297748,1264300,1278067,1237913,1182642,1226935,1210478,1275768,1199510,1261820,1223249,1222111,1226213,847587,854559,853208,763095,725334,736550,755337,707769,736029,638433,662943,649186,687650,586004,581962,529952,550343,515656,569856,599479,640011,614122,660419,600615,
实收资本(或股本)(万元),439163,439163,439163,439163,439163,439163,439163,439163,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,385700,270000,270000,6000,6000,
资本公积(万元),804786,804786,804627,804627,803984,803984,804012,804012,431270,431270,431168,431168,428968,428968,428697,428697,428697,428697,424424,423955,423820,423914,424368,424124,424815,424815,424580,424580,424549,424549,419730,419730,418751,418742,406652,130904,131611,213112,218614,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),265,108,151,123,139,65,49,5,--,--,486,486,486,486,193,199,201,201,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
盈余公积(万元),27065,27065,25356,25356,25356,25356,21261,21261,21261,21261,14873,14873,14873,14873,10589,10589,10589,10589,7023,7023,7023,7023,4607,4607,4607,4607,2309,2309,2310,2309,--,--,--,--,--,0,0,47650,47650,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),530771,529165,554705,561305,627780,612329,593782,592312,589847,562010,540796,500232,483923,463865,458348,441946,390298,370626,325138,309054,295243,270990,239126,220541,212855,190203,169866,147502,139767,118349,112382,101816,87399,68032,56114,45598,17077,-75167,-121769,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,291,159,197,196,281,186,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),1807638,1794977,1823168,1829696,1896587,1880472,1853846,1852496,1422196,1394782,1362322,1321834,1303635,1283375,1279181,1265554,1212214,1193115,1142576,1125891,1111983,1087823,1054082,1035158,1027976,1005325,982455,960091,952326,930907,917812,907246,891850,872474,848466,446503,418688,191596,150495,
少数股东权益(万元),16289,16733,21652,21384,21209,21071,19699,14527,20968,20552,26773,25947,25096,24858,29527,30132,29226,29042,31753,31461,27298,27415,25074,25178,19859,19773,14612,15755,2116,1995,1426,1317,--,--,--,0,0,0,1099,
所有者权益(或股东权益)合计(万元),1823927,1811710,1844820,1851080,1917797,1901543,1873545,1867024,1443164,1415334,1389094,1347781,1328731,1308233,1308708,1295687,1241440,1222157,1174329,1157352,1139280,1115238,1079156,1060336,1047835,1025098,997067,975845,954443,932902,919238,908563,891850,872474,848466,446503,418688,191596,151594,
负债和所有者权益(或股东权益)总计(万元),3147051,3170998,3142568,3115380,3195864,3139456,3056186,3093959,2653642,2691102,2588604,2609600,2551980,2530344,2534921,2143273,2095999,2075366,1937424,1882686,1875830,1870575,1786925,1796365,1686268,1688042,1646253,1663495,1540447,1514864,1449190,1458906,1407506,1442330,1447945,1086514,1032810,852015,752210,		
  
