报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1665,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,0,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
无形资产(万元),45873,46133,46547,45651,45883,46114,44843,36506,36637,35219,34959,31889,27252,27373,26870,26976,27920,27346,25065,25201,25264,25310,25376,25373,22266,22384,16282,15756,15821,15920,15892,15922,10183,7639,6125,6262,5880,2733,1865,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
商誉(万元),12125,12125,15625,15625,15625,15625,22054,8972,8972,8972,8972,8972,8972,8972,8972,8972,8972,8972,10473,10473,10473,10473,11015,10479,10473,10473,8972,8972,8972,8972,8906,8906,8906,0,0,0,0,0,0,
长期待摊费用(万元),4889,4644,2170,1926,2625,2845,3778,729,516,448,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延所得税资产(万元),33457,32617,28337,27279,25830,24926,26649,27006,21328,21232,11781,10956,9821,11382,10885,11953,11436,11442,4734,4225,4032,4066,1449,1843,1127,1458,717,689,542,571,583,587,583,567,532,612,557,439,352,
其他非流动资产(万元),11485,12659,3556,3705,4593,3925,1018,--,1398,3300,9014,3841,1354,2400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
非流动资产合计(万元),587199,560820,585555,563294,564448,567975,571417,521568,501297,505320,470941,464825,442595,435177,382639,382632,394301,401397,378223,378538,376449,372030,446689,344390,320282,300374,126410,94900,86469,79959,73740,71029,61714,45946,39295,35981,29651,18646,13055,
资产总计(万元),2875111,3182948,2775640,2652639,2434153,2492254,2623271,2255387,2057205,2134768,1804024,1647132,1566002,1711490,1719328,1582759,1581353,1523071,1273110,1268822,1270361,1207864,1111101,1022171,894547,750954,447212,379314,333358,324424,298466,289246,274143,259096,167036,139351,111839,98818,94701,
短期借款(万元),556212,662789,661170,624272,638241,564662,602867,494301,362095,368739,347702,276513,258088,296394,365100,400950,440601,413079,398331,407827,455863,377096,194919,169448,256930,177080,84770,71210,53630,45180,38201,39817,25223,19628,69758,47838,39850,39587,25144,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融负债(万元),--,--,50,--,68,133,3,16,32,82,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付票据(万元),226494,268625,245059,200544,178017,169617,228058,194505,201004,215782,142502,142384,131362,164302,212623,144602,108252,133351,152661,124331,84929,50127,260515,241781,127735,67994,79044,36432,20970,19650,9790,3820,4276,9320,22900,25620,10250,10980,25616,
应付账款(万元),373268,370985,406399,434270,293000,395745,401894,378738,284345,316644,216157,210217,158365,186639,207799,255432,289745,286580,162771,162977,173355,197183,109796,76366,82381,68618,30680,26147,20183,22241,19597,17727,17560,14538,14585,8836,8377,9405,15510,
预收账款(万元),19835,43767,35463,45923,46183,39470,34507,18228,11017,9712,14005,13799,9892,14507,32707,16646,39997,42907,28499,21781,7379,3401,1627,24992,2423,1245,4272,744,433,882,1765,1045,1011,489,300,243,123,127,112,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付职工薪酬(万元),6805,13123,9775,8650,6578,10827,9447,7925,6898,9934,7944,5482,4384,8223,4664,4466,2510,6125,1581,2338,1802,4288,1877,1660,1445,2476,827,783,714,1592,804,785,770,673,239,173,468,264,465,
应交税费(万元),12607,32017,4972,11181,3989,15482,5295,5147,9585,41436,4297,6034,6031,15625,1619,2826,4534,19810,2232,1385,7427,9384,-31324,-27466,-23984,-16062,-1954,-788,-1620,-456,-2670,-1071,-1149,1084,-35,2106,3802,4245,4246,
应付利息(万元),5564,9662,17460,16330,15049,9047,13151,9433,7191,2953,1742,5394,2775,2496,5435,4314,5677,2152,2882,1056,4371,4846,5263,6229,7462,6611,-162,69,88,85,71,55,35,38,162,69,92,66,54,
应付股利(万元),41,41,41,23,23,139,217,--,--,--,--,46,46,46,46,46,6789,6920,2670,46,46,46,46,269,46,46,46,46,2449,46,46,0,2026,0,0,0,0,112,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应付款(万元),122499,130340,34931,49127,40246,48227,59128,47369,38371,48148,36598,32318,22238,31630,64812,34497,10525,36502,67435,82842,17507,25418,5005,4632,56377,64764,2006,1893,1821,1853,1830,1747,5658,611,981,478,214,493,2190,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),157698,160462,70881,82774,159675,176703,137072,49055,66680,69516,--,--,--,--,--,--,--,--,--,--,--,20000,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动负债(万元),14130,52874,45832,75074,94475,93282,148115,146951,147330,146628,84604,84238,84306,84205,142488,62534,61952,61952,--,--,40000,40000,80000,80000,40000,40000,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动负债合计(万元),1495153,1744686,1532034,1548168,1475544,1523330,1639755,1351668,1134548,1229573,855550,776424,677487,804066,1037294,926313,970580,1009379,819063,804583,792680,731789,627724,577911,550815,412772,199530,136537,98667,91072,69433,63924,55410,46382,108890,85363,63176,65278,73336,
长期借款(万元),189084,242877,233990,203831,189424,146034,143018,125054,126683,148141,273378,214063,220315,209315,203979,124091,100000,100000,100000,100000,100000,91100,115900,89000,68000,68000,--,--,--,--,50,0,50,0,0,0,0,0,0,
应付债券(万元),112814,110044,100687,120318,118230,119586,77529,126617,128250,127684,81071,80231,84153,82456,80680,79673,83525,82295,81104,79693,83493,82113,80000,80000,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应付款(万元),138944,145124,306342,170885,74002,100588,178127,85148,84581,48806,107082,77981,65020,89073,19213,1569,1440,1448,--,--,1982,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,39,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期递延收益(万元),12623,12819,12627,13300,13234,13497,12866,13772,13485,13842,8173,7404,7606,7837,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
递延所得税负债(万元),1148,1255,1146,1177,1223,1226,1066,1,7,13,184,192,197,203,1795,1801,222,228,233,240,247,253,269,274,278,285,294,302,310,319,420,435,448,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,7708,7940,8402,8417,3354,3454,2692,3654,3175,97,97,97,58,58,58,58,1578,68,68,68,203,203,203,163,137,
非流动负债合计(万元),454613,512119,654793,509512,396114,380931,412605,350592,353006,338487,469888,379873,377291,388884,313375,215074,193589,192388,184691,183387,188453,177121,199344,169371,68375,68382,352,360,368,377,2048,503,566,68,203,203,203,163,137,
负债合计(万元),1949766,2256805,2186826,2057679,1871658,1904262,2052361,1702260,1487554,1568060,1325439,1156297,1054778,1192951,1350669,1141387,1164169,1201767,1003754,987970,981132,908909,827068,747282,619191,481154,199882,136897,99036,91449,71482,64427,55976,46450,109093,85566,63379,65441,73473,
实收资本(或股本)(万元),87396,87396,64129,64141,64141,64141,64141,57223,57223,57223,57223,56829,56829,56829,56829,56829,56829,48060,48060,48060,48060,48060,48060,48060,24030,24030,24030,24030,24030,24030,24030,24030,24030,13350,10000,10000,10000,10000,8280,
资本公积(万元),616963,616963,333497,333498,333342,333186,333212,236241,236058,235875,235199,229837,229837,229837,215847,223968,217269,107925,108277,108245,104390,104390,104042,100530,128033,127901,148578,148578,148578,148578,148578,148578,148578,159258,14358,14358,14358,14358,1455,
减:库存股(万元),3130,3130,3321,3321,3321,3321,5756,5756,5756,5756,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
盈余公积(万元),14191,14191,12439,12439,12439,12439,10755,10755,10755,10755,9676,9676,9676,9676,8879,8879,8879,8879,6785,6785,6785,6785,5867,5867,5867,5867,4394,4394,4394,4394,3225,3225,3225,3225,2039,2039,2039,940,1598,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未分配利润(万元),184057,181901,158300,163354,134417,159513,139488,148736,160605,159494,89901,98461,119462,124729,82541,106000,91427,102652,67134,76251,85997,92209,84760,80648,76283,71926,65341,61590,53512,52179,47436,45248,38633,35804,31081,26964,21727,7869,9055,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1018,1034,1060,393,-303,355,471,128,-943,-177,-228,-80,--,--,--,--,0,--,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),900540,898770,569156,573784,542510,567162,540490,443815,457073,455295,389295,396825,414139,419726,362838,396694,375438,268576,230650,239039,245587,251915,242858,234163,234035,229496,242262,238592,230514,229181,223268,221081,214466,211636,57478,53360,48124,33167,20388,
少数股东权益(万元),24804,27373,19658,21176,19986,20831,30420,109311,112577,111413,89291,94011,97085,98813,5821,44677,41746,52729,38706,41814,43641,47039,41174,40727,41321,40304,5068,3825,3808,3794,3716,3738,3702,1010,465,425,336,210,840,
所有者权益(或股东权益)合计(万元),925345,926143,588813,594960,562496,587993,570910,553126,569650,566708,478585,490835,511224,518539,368659,441371,417183,321304,269356,280852,289228,298954,284032,274890,275357,269800,247330,242417,234322,232975,226985,224819,218167,212647,57943,53785,48460,33377,21228,
负债和所有者权益(或股东权益)总计(万元),2875111,3182948,2775640,2652639,2434153,2492254,2623271,2255387,2057205,2134768,1804024,1647132,1566002,1711490,1719328,1582759,1581353,1523071,1273110,1268822,1270361,1207864,1111101,1022171,894547,750954,447212,379314,333358,324424,298466,289246,274143,259096,167036,139351,111839,98818,94701,		
  
