报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7722,7772,7823,7873,7828,7876,7924,7574,7620,7666,7712,9361,9417,9469,9525,9636,9688,9743,9799,9855,--,9967,10191,8293,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),802,882,955,939,851,841,821,663,280,--,--,2,3,4,5,27,40,53,66,79,--,91,140,82,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),445,434,395,905,966,226,263,437,355,331,436,342,501,42,704,54,30,33,20,22,--,30,28,102,
其他非流动资产(万元),4037,3901,4171,4743,4559,4402,3793,5348,7504,6047,5170,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),131265,134643,138235,140950,142578,144493,147352,149164,148111,147500,150417,143275,141105,139150,139027,136509,139439,139710,144810,140947,--,130546,114235,58411,
资产总计(万元),288162,292678,263963,259470,238708,230822,220101,215912,208035,213891,214589,215965,242411,212936,210447,224068,251883,222249,239665,246740,259300,226837,185535,120934,
短期借款(万元),66180,73955,55405,57455,44500,29500,22494,22476,21500,28000,33500,44400,67200,70650,53770,59300,80550,62000,66160,88310,--,87550,80748,32396,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),4011,4011,30,30,--,124,124,1000,3500,7000,8380,5825,4740,4353,2008,3475,3831,2296,2199,4549,--,5651,459,6000,
应付账款(万元),27331,23654,26624,20024,21727,20220,24506,21041,17275,18008,20998,15168,16259,13564,15561,17527,21255,18967,27382,18631,--,19942,23314,11337,
预收账款(万元),5812,8312,3874,9414,4838,6618,3788,7077,4399,6931,3476,4924,4990,3421,3886,3227,7799,2808,8337,3057,--,2598,3636,3465,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3288,3047,4480,3067,2998,3068,4348,2479,2664,2318,2694,2063,2005,1649,2035,1436,1491,1908,1189,1089,--,1121,880,1105,
应交税费(万元),3143,2246,2055,2313,2881,2538,2082,3155,2199,1952,1219,1243,826,2212,170,1002,-165,-929,200,-1466,--,-1867,-2571,284,
应付利息(万元),230,125,182,21,--,--,--,--,--,--,--,--,131,32,4,--,27,20,--,--,--,--,64,18,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61,--,--,--,--,--,45,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2325,2757,2706,2794,2778,2714,2573,2902,2502,2302,2383,1928,1872,1790,1826,1048,959,937,1224,605,--,949,1023,683,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,5736,7661,24618,24456,7375,7297,7220,7142,--,5298,3000,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),112320,118107,95356,95117,79723,64782,59916,60130,54039,66510,72650,75551,103759,105332,103879,111533,123121,95304,113911,121917,132400,121286,110552,55288,
长期借款(万元),8130,1130,1130,--,--,--,--,--,--,--,--,--,--,--,1886,7636,26561,28404,30248,32092,--,18702,--,5000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),590,617,644,671,599,626,653,797,822,797,821,639,659,680,700,--,--,727,--,--,--,663,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,1,1,1,1,--,2,3,4,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,689,708,--,612,630,--,--,283,94,
非流动负债合计(万元),8720,1747,1774,671,599,626,653,797,822,797,821,639,659,680,2586,8325,27269,29133,30861,32723,--,19367,285,5098,
负债合计(万元),121040,119854,97131,95789,80322,65407,60568,60927,54862,67307,73471,76190,104418,106011,106465,119859,150391,124437,144772,154640,168800,140653,110838,60386,
实收资本(或股本)(万元),20268,20268,20268,20268,20268,20268,20268,20268,20268,20268,20268,20268,20268,15200,15200,15200,15200,15200,15200,15200,--,15200,15200,15200,
资本公积(万元),41812,41812,41812,42942,42942,42942,42942,42942,42942,42942,42942,41812,41812,17666,17666,17666,17666,17666,17666,17666,--,17666,17954,17950,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),8285,8415,9072,9742,9484,9155,8747,8556,7849,7885,7597,7244,6775,6412,6047,5516,5213,4806,4495,4240,--,3765,3982,3231,
盈余公积(万元),11937,11937,11937,10242,10242,10242,10242,8418,8418,8418,8418,7973,7973,7973,7973,7682,7682,7682,6730,6730,--,6730,5504,4402,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),75054,80745,74038,70375,65746,73720,69251,67639,66283,60047,56052,56590,55640,54444,52085,53544,51212,48123,46621,44377,--,39144,28424,17834,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),157357,163177,157128,153569,148682,156327,151450,147823,145761,139561,135277,133887,132468,101695,98971,99607,96972,93476,90711,88213,86700,82504,71064,58618,
少数股东权益(万元),9765,9647,9704,10112,9705,9088,8083,7162,7413,7022,5841,5888,5524,5230,5012,4602,4521,4336,4182,3888,--,3679,3633,1931,
所有者权益(或股东权益)合计(万元),167122,172824,166832,163681,158387,165415,159533,154985,153173,146583,141118,139775,137993,106925,103983,104210,101493,97812,94893,92100,90500,86183,74697,60548,
负债和所有者权益(或股东权益)总计(万元),288162,292678,263963,259470,238708,230822,220101,215912,208035,213891,214589,215965,242411,212936,210447,224068,251883,222249,239665,246740,259300,226837,185535,120934,		
  
