报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
固定资产(万元),81289,82529,82332,83535,83152,84218,85281,85525,78463,59750,60795,61862,40703,39503,33073,33810,34222,34712,30637,31197,31537,31747,32206,32465,32175,31882,30972,21247,16595,16741,13704,13771,9578,9589,9261,9546,4785,
在建工程(万元),11152,9891,10631,9394,9285,8021,7690,8031,15696,33028,32048,30175,48294,45730,48081,46483,43700,40535,40586,37602,23807,18150,14124,11554,7194,4244,2383,872,4808,4542,4326,4313,4426,4005,2274,12,788,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
固定资产清理(万元),--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
无形资产(万元),22932,23041,23224,23783,23098,23612,23729,24132,22366,22596,22509,22937,22517,22915,16926,17135,17404,17720,16200,16414,16400,16353,14465,14625,14748,12841,12459,9709,8549,8644,3422,3283,2631,2685,2705,2423,1390,
开发支出(万元),9771,9637,9526,9288,8204,8018,8243,7933,8598,8528,8321,8191,7700,7197,6341,6130,5305,5157,6379,5764,5190,5058,4968,4397,3234,2713,2260,1838,1226,1210,1279,120,--,0,0,0,0,
商誉(万元),6780,6780,6780,6780,7010,7010,7010,7010,7010,7010,7010,7010,7004,7004,89,89,89,89,89,89,89,89,89,89,89,89,89,89,--,--,--,--,--,0,0,0,0,
长期待摊费用(万元),228,256,285,268,292,316,341,365,392,417,434,457,3,--,--,--,4,8,13,17,21,25,27,30,34,0,--,--,--,--,--,--,--,0,0,0,4,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税资产(万元),3027,2943,2871,2675,2618,2512,2319,2166,2364,2200,1968,1699,1624,1616,1512,1383,1437,1414,646,570,541,488,419,364,481,366,360,395,383,337,136,100,126,152,161,48,31,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,350,350,2000,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
非流动资产合计(万元),159793,159760,160426,160579,158583,158663,155102,155974,152154,147830,147478,144771,133241,129713,111765,108061,103213,100688,95625,92705,78670,73020,67416,64654,59081,53856,50545,36192,32603,32514,27167,25449,20039,18983,16013,12651,6999,
资产总计(万元),301716,285160,291921,292421,292406,279560,275961,273317,266623,236834,236881,234860,228456,230848,201735,198294,198327,197438,203479,200314,191886,186200,183434,179331,169378,172545,171242,167118,163627,160880,157863,162242,151029,42409,41511,33515,18646,
短期借款(万元),40456,29200,31700,37900,38600,32700,25200,23950,21350,21350,13150,12700,13568,14300,2800,2500,1700,1350,1700,2300,2700,2700,2700,3100,3300,3300,3500,3500,2800,2800,700,7800,3500,2500,3500,1000,700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付票据(万元),--,3983,4742,3780,2998,1998,2300,3112,2999,2599,2600,3000,2000,1000,1000,1000,1101,2121,5140,4375,1657,1617,826,237,757,896,1229,300,564,600,513,649,--,0,0,0,0,
应付账款(万元),--,14147,14123,13785,11853,12205,12925,14200,14168,12730,12696,14286,9558,10897,7770,7831,6938,7716,7748,8155,8288,6701,5680,7693,6282,6299,7732,6616,4976,5353,5060,4796,2889,3034,3169,1644,699,
预收账款(万元),1949,2026,2306,2671,4496,2945,3142,3272,2395,2942,2894,2717,2514,2371,2598,2518,1717,1455,1148,1385,1006,966,751,872,978,1043,1279,1412,879,880,787,1122,725,829,898,2005,303,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应付职工薪酬(万元),1567,1337,1320,1687,1247,1260,1302,1755,1337,1382,1237,1410,1062,946,778,964,713,699,664,956,793,808,723,781,609,397,471,744,590,532,375,552,206,228,401,395,349,
应交税费(万元),1957,1563,1676,1224,1695,1131,1268,1028,1845,1261,1227,1209,1159,708,804,904,320,163,688,1330,837,1284,1254,1095,774,891,638,626,875,535,515,107,728,652,735,-36,332,
应付利息(万元),--,21,34,41,36,35,33,20,15,15,36,33,34,30,13,11,3,--,--,--,1,1,2,2,3,2,3,3,--,--,--,10,--,4,6,2,2,
应付股利(万元),--,181,716,893,121,193,254,121,121,121,153,206,--,--,63,81,--,--,--,--,--,--,--,--,--,0,--,--,--,1500,--,--,--,0,1716,0,287,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应付款(万元),5773,4577,4329,3751,4764,6043,4748,4349,5252,5883,14519,13978,5051,10994,3109,2907,3959,3324,3425,3021,2817,2500,2026,1569,2192,9289,1449,2119,2894,2510,2989,2954,2437,3407,4609,2227,1274,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动负债(万元),462,615,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,400,400,--,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
流动负债合计(万元),70230,57652,60946,65730,65812,58511,51172,51807,49483,48283,48511,49539,34946,41245,18936,18716,16451,16828,20513,21522,18098,16578,13962,15350,14894,22118,16301,15320,13577,14710,11338,18390,10485,10653,15033,7238,3946,
长期借款(万元),--,--,769,923,1077,1231,1385,1538,1692,1846,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,194,197,197,239,299,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期递延收益(万元),6641,6916,7007,7173,6972,7615,8052,8287,7743,7686,7773,7804,7661,7738,6952,6999,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税负债(万元),1134,1132,1057,969,1152,1064,1021,945,810,707,693,633,528,536,7,8,--,--,2,2,3,15,10,4,3,2,6,16,25,18,30,16,--,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7254,6934,6771,6765,6813,5629,5448,5345,2057,1967,2116,2176,1887,1125,1143,1160,1178,1195,1230,1280,1080,
非流动负债合计(万元),7774,8048,8833,9065,9201,10104,10655,10968,10484,10538,8465,8438,8189,8273,6959,7007,7254,6934,6772,6767,6816,5643,5458,5349,2060,1969,2122,2192,1912,1143,1173,1176,1178,1195,1230,1280,1080,
负债合计(万元),78005,65699,69779,74795,75013,68615,61827,62774,59966,58821,56977,57977,43135,49519,25895,25723,23705,23762,27286,28289,24914,22221,19420,20699,16954,24087,18423,17512,15490,15854,12511,19566,11662,11848,16263,8518,5026,
实收资本(或股本)(万元),40449,40449,40449,40449,40449,40449,40449,40449,40449,38915,38915,38915,38915,38915,38915,38915,38915,38915,19520,19395,19395,19395,19395,19278,19278,19278,14830,14830,14830,14830,7415,7415,7415,5555,5555,5555,5050,
资本公积(万元),94800,94800,94800,94800,94814,94383,94383,94383,94383,73740,73777,73777,81565,81565,81615,81615,82424,82345,101661,99615,100112,99838,99562,97402,97096,96754,102898,102671,102687,102687,110102,110102,110153,5541,5541,5759,657,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
盈余公积(万元),7232,7232,7232,7232,6234,6234,6234,6234,5437,5437,5437,5437,4800,4800,4800,4800,4352,4352,4352,4352,3320,3320,3320,3320,2516,2516,2516,2516,1394,1394,1394,1394,579,579,579,0,15,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未分配利润(万元),57233,53489,56555,52706,53456,48833,52431,49281,46713,41865,45017,42637,40201,36986,38727,36162,37828,37043,39627,37776,33274,30618,31445,28432,23987,21486,21749,19277,17460,14688,18645,16404,15147,13257,8965,8410,4211,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),199714,195970,199036,195187,194953,189899,193498,190348,186983,159958,163147,160766,165481,162266,164056,161491,163518,162654,165160,161138,156102,153171,153722,148432,142877,140035,141993,139293,136371,133599,137556,135315,133293,24931,20640,19724,9933,
少数股东权益(万元),23998,23491,23106,22439,22439,21045,20636,20195,19673,18055,16758,16117,19840,19063,11784,11080,11104,11022,11033,10887,10870,10808,10293,10200,9548,8423,10825,10313,11767,11428,7797,7362,6074,5630,4608,5273,3688,
所有者权益(或股东权益)合计(万元),223712,219460,222142,217626,217392,210945,214134,210543,206656,178013,179905,176883,185321,181329,175840,172571,174622,173677,176193,172025,166971,163979,164014,158632,152425,148458,152818,149606,148138,145027,145353,142677,139367,30561,25248,24997,13621,
负债和所有者权益(或股东权益)总计(万元),301716,285160,291921,292421,292406,279560,275961,273317,266623,236834,236881,234860,228456,230848,201735,198294,198327,197438,203479,200314,191886,186200,183434,179331,169378,172545,171242,167118,163627,160880,157863,162242,151029,42409,41511,33515,18646,		
  
