报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),2793,1885,2476,1529,1924,1492,1665,1600,905,696,905,356,471,722,814,611,508,563,599,531,395,249,495,690,1040,922,549,485,628,1077,1313,264,314,810,31,129,119,170,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),29489,30250,30230,30275,31730,30903,27893,29270,25526,25447,24333,23229,25347,23920,21928,23477,22262,20962,18485,19568,17474,17964,17066,17795,16223,15709,15752,15021,13531,11892,9644,7412,6995,6503,6384,5825,6681,5906,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),11065,4099,22536,25693,32545,29092,24323,29957,1182,693,2401,1346,2037,1277,1249,349,816,--,952,721,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动资产合计(万元),122219,119178,141048,149926,138521,135339,128788,129777,56268,56310,54362,50716,51392,47896,46545,45562,44679,45462,43409,40257,36476,35674,35031,36546,37082,34576,35586,37426,39414,40178,36562,33848,35870,37214,39287,13233,11657,10211,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),5300,4300,300,300,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90,90,--,--,--,--,--,--,40,0,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),2181,2213,2245,2276,1944,1970,1997,2023,2050,2076,1961,1986,2012,2037,1346,1362,1379,1395,1412,1428,1445,1461,1478,1494,1511,1527,1544,1561,1868,1906,1907,1915,1934,1954,1973,1993,2071,642,
固定资产原值(万元),--,53800,--,50758,--,44981,--,41957,--,39628,--,38538,--,36631,--,36759,--,34800,--,33883,--,27143,--,26946,--,24259,--,22181,--,16678,--,11199,--,7725,--,7338,6710,7526,
累计折旧(万元),--,17393,--,15757,--,14469,--,12960,--,12497,--,11897,--,10560,--,9679,--,8389,--,7329,--,6207,--,5312,--,4406,--,3625,--,2907,--,2492,--,2151,--,2423,2240,1822,
固定资产净值(万元),--,36407,--,35000,--,30511,--,28996,--,27132,--,26641,--,26071,--,27081,--,26411,--,26554,--,20936,--,21635,--,19853,--,18556,--,13771,--,8707,--,5573,--,4916,4469,5704,
固定资产减值准备(万元),--,121,--,75,--,4,--,4,--,5,--,10,--,10,--,10,--,11,--,11,--,11,--,11,--,11,--,11,--,13,--,13,--,13,--,13,13,0,
固定资产(万元),36820,36286,35620,34925,31305,30507,29585,28992,27303,27127,26969,26632,25868,26061,26846,27071,26868,26401,26460,26544,24362,20925,21324,21624,19811,19843,19579,18546,15643,13758,9624,8694,7958,5561,4855,4903,4456,5704,
在建工程(万元),238,81,19,667,1495,974,803,636,541,525,156,81,190,139,44,15,45,271,119,61,77,3395,3305,3094,4161,4026,3745,3943,2875,2191,1880,1166,551,1878,1351,799,487,155,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),12433,12467,13468,14567,12480,13206,13750,14505,1588,1600,1538,1540,1549,1556,1671,1686,1735,1715,1701,1707,1400,1413,1419,1432,1450,1448,1466,1471,1006,1010,802,803,807,812,813,818,836,1027,
开发支出(万元),273,322,99,--,694,587,504,385,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
商誉(万元),233972,229859,229859,229859,197591,197591,197591,197591,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,363,363,363,363,397,776,--,--,--,0,--,0,0,0,
长期待摊费用(万元),2276,1937,2097,2360,1504,1637,1216,1255,503,478,503,516,463,473,366,351,375,359,349,337,232,277,294,314,273,310,294,198,280,278,159,168,84,61,66,71,27,20,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),2466,2414,3156,3427,1898,1781,1654,1960,752,730,673,663,370,363,363,367,96,96,96,96,69,69,70,69,56,56,56,56,31,31,69,31,33,33,33,33,23,9,
其他非流动资产(万元),1017,1269,797,679,3133,2510,8455,1415,904,369,438,607,755,191,326,182,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
非流动资产合计(万元),296976,291147,287660,289060,252344,250763,255555,248761,33988,33252,32586,32373,31555,31168,31309,31381,30846,30584,30485,30521,27932,27908,28238,28374,27717,27665,27047,26139,22101,19951,14442,12777,11407,10298,9091,8617,7901,7557,
资产总计(万元),419195,410325,428708,438986,390865,386102,384343,378538,90256,89562,86948,83088,82946,79064,77853,76943,75525,76046,73894,70778,64409,63582,63268,64920,64799,62240,62634,63565,61514,60129,51005,46625,47277,47512,48378,21849,19558,17768,
短期借款(万元),24521,20549,10077,13341,15705,19209,18235,15179,16448,25243,25723,24212,25259,24850,23354,22354,18929,16752,15991,12900,13400,12400,15400,16000,16000,13500,14200,15200,13200,12200,6500,4000,4700,5700,8000,6500,5000,8000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付账款(万元),--,7082,5440,8792,7500,6210,5577,7974,3830,4414,3671,3598,4724,3773,3360,3981,4599,5059,4696,4840,3326,3187,2455,3601,2938,3283,2977,2604,2892,2684,2507,1776,2060,1827,1113,1169,1237,1166,
预收账款(万元),4841,5510,3408,2366,2773,4384,2867,2560,500,652,689,724,942,759,703,826,1120,1011,1508,1094,928,717,743,630,1133,892,957,847,1286,758,304,423,256,194,324,237,241,284,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付职工薪酬(万元),3400,3526,2923,3378,2074,2171,1910,2134,1031,1047,1047,1045,898,897,977,974,926,1029,1042,941,27,27,33,35,15,14,10,10,--,--,8,--,--,0,--,0,15,25,
应交税费(万元),3457,2989,2283,8015,3463,2295,2312,7068,988,719,1100,1094,601,365,521,724,12,-144,84,47,58,-371,-57,-405,-367,-754,-1032,-811,-304,-394,-381,-286,-117,-31,29,99,21,79,
应付利息(万元),--,53,9,50,4,33,--,24,--,16,--,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付股利(万元),--,3003,12,12,287,1335,284,284,443,459,174,174,194,281,87,389,87,134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,1,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),9190,5429,12263,12790,3135,2938,2481,2356,3142,3081,2842,2682,795,694,615,1427,722,663,655,608,249,261,399,660,449,671,947,1243,177,1564,440,164,567,176,49,130,144,80,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动负债(万元),--,5680,9680,9686,9680,1190,400,400,400,400,400,400,300,300,200,200,125,3125,3050,4940,4960,2960,3480,1540,2020,2020,3500,3500,3500,3500,--,--,--,0,3500,3500,0,0,
其他流动负债(万元),68,249,--,--,308,76,382,1296,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动负债合计(万元),52360,54069,46095,58429,44930,39841,34448,39274,26783,36032,35645,33944,33713,31918,29817,30876,26520,27629,27026,25370,22948,19180,22452,22061,22188,19626,21560,22593,20752,20313,9377,6077,7465,7865,13015,11636,6659,9635,
长期借款(万元),17325,19005,19005,19845,2520,11360,12350,8000,8200,200,400,400,600,600,800,800,900,900,1000,--,--,3000,--,1940,1480,1480,--,--,--,--,3500,3500,3500,3500,--,0,3500,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应付款(万元),10,12,13,8,16,18,19,20,24,25,24,23,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1487,1687,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期递延收益(万元),666,482,505,528,470,268,257,294,300,214,222,257,28,36,44,52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税负债(万元),1287,1406,1539,1692,1537,1643,1751,1858,16,16,22,22,23,23,23,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,20,30,41,51,61,71,81,91,101,111,122,132,162,162,162,0,0,
非流动负债合计(万元),19289,20905,21061,22074,4543,13289,14377,10173,8540,455,668,703,676,659,867,875,900,900,1000,0,10,3020,30,1981,1531,1541,71,81,91,101,3611,3622,3632,3662,162,162,4987,1687,
负债合计(万元),71649,74974,67156,80502,49472,53130,48825,49447,35323,36487,36313,34646,34389,32578,30684,31751,27420,28529,28026,25370,22958,22200,22482,24041,23718,21167,21631,22674,20843,20415,12989,9699,11097,11527,13177,11798,11646,11322,
实收资本(或股本)(万元),68484,52680,52680,52623,52614,52609,52571,52542,25008,25001,24992,24923,24904,24904,15565,15360,15360,15360,9600,9600,9600,9600,9600,9600,9600,9600,6000,6000,6000,6000,6000,6000,6000,6000,6000,4500,4500,4229,
资本公积(万元),198303,214082,244488,244017,243462,243376,245988,245717,5214,5070,4918,4308,5160,5108,16011,14762,17210,17210,22010,22010,22010,22010,21942,22106,22179,22179,25779,25779,25706,25706,25706,25706,25381,25381,25381,1946,1946,560,
减:库存股(万元),2458,--,--,--,565,565,567,567,1036,1036,1041,1041,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
盈余公积(万元),1992,1992,1992,1992,1937,1937,1937,1937,1467,1467,1467,1467,1127,1127,1127,1127,802,802,802,802,629,629,629,629,610,610,610,610,531,531,531,531,364,364,364,364,148,425,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未分配利润(万元),72111,59584,55174,52594,41503,33676,29275,23843,17786,16159,14858,13959,12761,11233,10067,9519,8894,8014,7669,7373,6203,6176,5521,5449,5590,5684,5647,5552,5557,5434,5047,4676,4435,4240,3456,3241,1317,1232,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-225,18,-64,-134,-45,-13,59,2,21,-1,0,-5,--,--,--,--,--,0,--,0,0,0,
归属于母公司股东权益合计(万元),338216,327896,353727,350423,338495,330815,329157,323139,48679,46869,44753,42963,43230,41524,42025,40123,42042,41405,40017,39651,38397,38402,37751,37786,38000,38072,38037,37936,37794,37670,37284,36912,36180,35985,35201,10051,7912,6446,
少数股东权益(万元),9329,7455,7825,8061,2898,2157,6361,5953,6254,6206,5882,5478,5327,4962,5144,5070,6064,6112,5851,5757,3054,2980,3036,3093,3081,3001,2965,2955,2877,2044,733,15,--,0,--,0,0,0,
所有者权益(或股东权益)合计(万元),347546,335351,361552,358484,341393,332972,335517,329092,54933,53075,50635,48442,48557,46486,47169,45192,48106,47517,45868,45408,41451,41382,40786,40878,41081,41073,41002,40891,40671,39714,38016,36927,36180,35985,35201,10051,7912,6446,
负债和所有者权益(或股东权益)总计(万元),419195,410325,428708,438986,390865,386102,384343,378538,90256,89562,86948,83088,82946,79064,77853,76943,75525,76046,73894,70778,64409,63582,63268,64920,64799,62240,62634,63565,61514,60129,51005,46625,47277,47512,48378,21849,19558,17768,		
  
