报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
递延所得税资产(万元),819,2055,1890,2879,2940,3360,4581,5494,3876,2370,2551,2596,10360,9691,8319,7709,7174,5889,5554,5361,10442,8997,7515,6874,5557,4802,4426,4361,3914,3746,3607,3461,2233,1851,1644,1390,1122,849,706,578,490,504,511,299,141,
其他非流动资产(万元),--,877,11004,11004,11004,11004,11004,11773,20646,20646,20646,20646,20646,20646,20646,20646,21802,17802,11807,9802,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,
非流动资产合计(万元),143895,152043,165064,158112,161678,161163,164843,167762,183563,246689,249146,181734,200597,196429,196850,196493,197357,193885,187046,185936,109419,109471,107325,104898,85453,82622,81715,82409,73340,72835,67319,66791,60229,59957,60059,57089,46424,45373,36503,29588,24816,23128,22838,18569,10960,
资产总计(万元),367949,365027,355552,351860,354092,330269,347425,374236,376598,393041,415277,351655,361200,350782,370989,368591,371066,361627,367756,379220,364331,336134,357632,339712,324073,284843,290468,281740,220618,186157,200279,179948,172841,144986,161262,139042,131241,114955,111012,106334,101796,56549,52440,43885,28686,
短期借款(万元),35000,45000,15000,15000,13090,2340,9100,20000,15800,25000,23000,55000,35000,35000,25000,25000,15000,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,311,--,0,--,--,--,1000,1000,3000,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,--,--,30,1930,1480,280,530,1445,2070,375,647,1562,1800,446,5363,4852,150,150,100,100,100,50,0,
应付账款(万元),--,60166,69217,76277,69433,59140,60030,80718,67804,59458,70137,76196,70775,60966,70864,72701,68016,71171,72030,84999,71312,61709,67789,71841,59434,54364,50686,61016,53465,44145,47033,47101,42267,35373,42064,35223,30541,26055,25489,26996,24452,18555,19055,14336,10701,
预收账款(万元),69404,65368,76583,69586,76828,71908,78450,77036,82769,77628,87755,88443,96318,92663,105116,101772,102960,108725,126408,127021,133565,116092,133297,114853,118663,92567,105383,90663,86045,65994,76986,63876,61711,45137,53938,39697,38729,27085,29691,24383,20275,13293,12059,6160,2737,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付职工薪酬(万元),749,730,1546,4145,2718,2095,1559,3960,2708,2010,1458,3405,607,582,606,865,557,553,551,1090,468,590,548,607,304,267,266,504,378,286,209,187,229,226,220,218,288,249,227,199,391,407,232,693,306,
应交税费(万元),6514,4295,3725,2515,3068,3130,3786,2998,2471,1881,3644,1088,1742,1528,1685,1663,2801,2300,2076,2246,-7938,-7521,-6025,-1216,2718,1153,771,3146,2189,935,981,2990,1514,-430,-25,-830,1050,-786,-912,881,1077,-16,1211,1026,797,
应付利息(万元),--,54,20,20,--,--,6,19,18,29,54,79,48,49,41,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,1069,0,--,0,--,--,--,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
其他应付款(万元),17817,18597,16578,16367,16292,13259,16803,16968,15016,52826,55577,56964,55989,51777,53361,54751,67420,59430,52118,55390,31092,22878,16677,14328,8621,7658,5879,7879,5495,4677,6255,5618,6202,5797,6682,10840,2979,2964,2653,2326,2582,1086,1518,4082,4020,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,
其他流动负债(万元),7576,7222,6914,4266,5107,6289,5680,4299,6171,6228,6175,6873,8040,7630,9300,8145,9722,9685,9497,7609,10974,10238,9023,7941,6113,4584,3925,2438,4337,4206,3927,2647,2982,1672,1720,490,1573,1030,744,228,672,556,113,57,0,
流动负债合计(万元),203630,201433,189582,188176,186536,158161,175413,205998,192757,225060,247800,288048,268519,250196,265972,264938,266477,256863,262680,278355,239474,204487,221310,208355,195883,162523,168390,165926,152440,121688,137461,122794,115553,89337,107468,86395,80523,61451,58042,55164,49549,34981,35288,29403,18561,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,693,957,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,
预计非流动负债(万元),1703,1703,1703,1951,--,--,--,--,--,230,230,680,--,--,--,--,130,160,195,313,200,200,200,200,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
长期递延收益(万元),420,450,480,510,661,697,733,709,717,669,696,722,81,88,94,101,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,135,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,
非流动负债合计(万元),2123,2153,2183,2461,661,697,733,709,717,899,926,1402,81,88,94,101,130,160,195,313,200,200,200,200,0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,--,--,0,0,828,957,
负债合计(万元),205753,203586,191765,190637,187197,158858,176147,206706,193475,225959,248726,289450,268600,250284,266066,265039,266607,257023,262875,278667,239674,204687,221510,208555,195883,162523,168390,165926,152440,121688,137461,122794,115553,89337,107468,86395,80523,61451,58042,55164,49549,34981,35288,30231,19518,
实收资本(或股本)(万元),69204,69204,68456,68456,68456,68456,68456,68456,68456,68456,68456,54150,54150,54150,54150,54150,54150,54150,54150,54150,54150,54150,54150,54150,54150,53560,35707,35707,32064,16032,16032,16032,16032,16032,10688,10688,10688,10688,10688,10688,10688,8008,8008,8008,8008,
资本公积(万元),117713,117144,114352,114352,114352,114352,114352,114352,114352,117878,117878,32267,32267,32267,32267,32267,32267,32267,32267,32267,33898,33773,33653,33673,34562,31740,49272,48961,7985,23411,22806,22197,22197,22197,27541,27541,27541,27541,27541,27541,28789,1178,1178,452,217,
减:库存股(万元),3351,3351,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,
盈余公积(万元),12832,12832,12832,12832,11048,11048,11048,11048,7737,7737,7737,7737,7745,7745,7745,7745,6322,6322,6322,6322,6322,6322,6322,6322,4291,4291,4291,4291,2666,2666,2666,2666,2331,2331,2331,2331,1487,1487,1487,1487,841,841,841,723,338,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
未分配利润(万元),-29491,-30338,-28172,-31040,-23885,-19830,-20078,-24012,-4949,-21267,-21436,-26139,3394,10851,14937,13232,15759,15647,15371,10986,29675,36373,40970,37863,35704,33050,32931,26847,25185,21895,20715,15458,15513,13554,11403,9997,9597,12822,13254,11454,10934,10014,5653,3576,603,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),166907,165491,167468,164600,169972,174027,173779,169845,185596,172804,172634,68015,97557,105013,109099,107394,108498,108386,108110,103725,124045,130618,135094,132007,128707,122642,122201,115806,67899,64004,62219,56353,56072,54114,51963,50556,49313,52537,52970,51169,51252,20041,15680,12759,9166,
少数股东权益(万元),-4711,-4050,-3680,-3377,-3076,-2616,-2500,-2315,-2473,-5722,-6083,-5810,-4957,-4515,-4176,-3842,-4038,-3782,-3229,-3172,612,829,1027,-850,-517,-322,-123,7,279,466,599,800,1216,1535,1831,2090,1405,967,--,--,995,1527,1471,895,1,
所有者权益(或股东权益)合计(万元),162196,161441,163788,161223,166895,171411,171278,167530,183124,167082,166551,62205,92600,100499,104923,103552,104460,104604,104881,100552,124657,131447,136122,131157,128190,122320,122078,115814,68179,64469,62818,57153,57288,55649,53794,52647,50718,53504,52970,51169,52247,21569,17151,13654,9168,
负债和所有者权益(或股东权益)总计(万元),367949,365027,355552,351860,354092,330269,347425,374236,376598,393041,415277,351655,361200,350782,370989,368591,371066,361627,367756,379220,364331,336134,357632,339712,324073,284843,290468,281740,220618,186157,200279,179948,172841,144986,161262,139042,131241,114955,111012,106334,101796,56549,52440,43885,28686,		
  
