报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),16543,15976,8923,15231,11410,8930,5776,16048,14701,11514,6568,13181,11780,11617,6918,9864,8130,7553,4040,--,4949,2272,1219,14,17,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),281,204,43252,188,173,152,187,805,479,523,439,360,324,184,96,150,141,146,166,--,233,56,31,38,--,
流动资产合计(万元),186144,168986,176861,158219,84767,81339,85567,72356,70234,63266,60338,50173,48732,45984,49405,44351,45212,44392,22937,--,17444,16028,11551,7333,2021,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),5440,5440,5440,5440,--,--,--,1800,1800,1800,1800,1800,1800,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,7247,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),7957,8133,8337,8207,7101,--,4860,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),11499,--,11321,--,11200,--,11173,--,10876,--,10454,--,9810,--,8033,--,7507,--,7104,--,6611,6400,--,--,--,
累计折旧(万元),4879,--,4345,--,3926,--,3600,--,3123,--,2650,--,2219,--,1917,--,1638,--,1390,--,1182,1002,--,--,--,
固定资产净值(万元),6620,--,6976,--,7274,--,7573,--,7753,--,7804,--,7591,--,6116,--,5869,--,5714,--,5429,5398,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),6620,6713,6976,7216,7274,7472,7573,7714,7753,7601,7804,7844,7591,6445,6116,6195,5869,5827,5714,--,5429,5398,5423,5445,601,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1309,1303,1338,153,149,101,117,86,106,126,146,167,187,208,228,249,269,290,310,--,351,392,474,557,638,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,25,25,25,25,25,--,25,25,25,25,25,
长期待摊费用(万元),63,409,328,537,530,590,620,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),699,602,602,433,433,333,333,403,403,384,384,208,190,154,147,137,137,112,112,--,121,85,71,36,1,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),23889,24400,24820,23785,17286,17543,15303,11803,11863,11710,11934,11819,11569,8607,6516,6606,6300,6253,6161,--,5926,5899,5993,6062,1266,
资产总计(万元),210033,193386,201681,182004,102053,98882,100870,84160,82097,74976,72271,61992,60301,54591,55921,50957,51512,50645,29098,24845,23370,21928,17543,13395,3287,
短期借款(万元),13269,7351,19612,19107,14732,13900,14680,8780,8780,4780,2000,--,--,--,--,0,--,--,1710,--,1300,900,1800,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,207,--,--,--,--,--,--,--,--,
应付账款(万元),10589,4672,7434,5331,4228,1934,2237,2825,2247,2000,1428,1122,1012,114,206,283,246,555,447,--,384,201,496,1115,198,
预收账款(万元),264,55,847,449,324,217,422,162,233,164,143,23,11,16,--,--,--,--,--,--,--,--,--,1,4,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1627,1374,1693,1458,1262,1223,1598,1082,1103,1086,962,914,865,744,646,591,560,490,492,--,444,341,276,208,77,
应交税费(万元),7023,6793,6508,3381,3483,2817,3787,2365,2201,1959,3061,1414,1171,871,1421,587,735,643,1274,--,622,1101,754,581,216,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),18526,16797,10211,10415,12245,3890,2909,185,519,376,616,424,293,170,111,44,174,569,134,--,84,93,27,627,43,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,200,200,200,200,200,--,200,200,200,200,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),51299,37042,46306,40141,36275,23981,25633,15399,15083,10365,8209,3898,3351,1913,2584,1705,2121,2458,4257,--,3035,2836,3552,2733,537,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,900,950,1000,1050,1100,--,1200,1300,1500,1700,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),45,--,52,--,--,111,131,99,100,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,57,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),45,45,52,57,100,111,131,99,100,100,0,0,0,0,900,950,1000,1050,1100,--,1200,1300,1500,1700,0,
负债合计(万元),51344,37087,46358,40198,36375,24091,25764,15498,15183,10465,8209,3898,3351,1913,3484,2655,3121,3508,5357,--,4235,4136,5052,4433,537,
实收资本(或股本)(万元),40235,19733,19733,19733,17591,17591,17591,17591,17594,17576,17576,17576,17576,8698,8698,8698,4832,4832,4200,--,4200,4200,4200,4200,1000,
资本公积(万元),66542,78910,78910,78377,6938,17770,17770,17312,17367,17055,17055,16819,16819,22606,22606,22606,24297,24297,1749,--,1749,1749,1749,1749,120,
减:库存股(万元),9504,1371,1371,1354,2430,2430,2430,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),6126,6126,6126,4256,4256,4256,4256,3081,3081,3081,3081,2331,2331,2331,2331,1721,1721,1721,1721,--,1157,1157,641,272,297,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),55075,52761,51772,40638,39178,35411,35738,28807,27346,25547,25249,20711,19893,19008,18802,15278,17541,16287,16071,--,12030,10686,5901,2742,1332,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),158474,156160,155171,141650,65533,72598,72925,66790,65388,63258,62961,57437,56619,52642,52437,48302,48391,47138,23741,19704,19135,17792,12491,8963,2750,
少数股东权益(万元),215,140,152,155,145,2193,2181,1871,1527,1253,1102,658,330,35,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),158689,156299,155323,141805,65678,74791,75106,68661,66914,64511,64062,58095,56949,52677,52437,48302,48391,47138,23741,19704,19135,17792,12491,8963,2750,
负债和所有者权益(或股东权益)总计(万元),210033,193386,201681,182004,102053,98882,100870,84160,82097,74976,72271,61992,60301,54591,55921,50957,51512,50645,29098,24845,23370,21928,17543,13395,3287,		
  
