报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
应收利息(万元),59,120,619,308,623,287,599,298,583,292,561,275,552,275,554,277,--,--,--,2136,--,--,--,2296,141,--,--,--,--,--,--,0,0,0,0,
应收股利(万元),1880,--,--,--,--,--,--,--,95,95,95,95,95,95,--,--,--,--,47,47,--,--,--,--,63,63,--,--,--,--,--,0,0,0,0,
其他应收款(万元),13753,10366,15227,16078,11274,9839,1685,1939,1977,1712,9975,7554,2844,1964,5569,5122,5324,4481,6259,7406,8477,7089,8187,7972,7870,8165,9131,4472,4615,4778,2178,4286,4477,8914,5029,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
存货(万元),220144,182486,158193,136870,100500,82779,95133,102839,97674,117583,128826,112795,122595,144917,169719,174562,166052,163936,182299,152060,132667,147923,186115,221870,188774,162651,143284,139256,133538,123016,118483,109360,107454,137960,101557,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),9957,9928,45663,46488,46463,46463,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),4083,8084,144214,97696,75397,108862,122641,37763,72567,117052,154285,154301,85143,60140,93500,108500,68727,70582,112582,20000,--,--,1200,--,22271,11000,--,--,--,--,--,0,0,0,0,
流动资产合计(万元),1080663,1060744,1169586,1127435,887944,896218,880459,854428,879894,884870,925553,902142,911520,901809,974114,1003903,996671,996738,1048618,1028721,1065869,1043676,905402,901353,820999,837120,811845,825388,788629,757781,723778,436410,414388,344982,217208,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),--,5058,5499,3933,3667,3667,3197,2388,2682,3117,3192,4460,4427,3943,6580,4947,5167,6695,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,40108,39828,39003,39003,36924,36924,36924,36924,36924,36924,36924,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),16833,20732,22825,29280,33987,35609,19642,36012,14463,14821,10524,6779,6758,8800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),479340,48758,50120,45932,285070,43142,40603,42803,42673,42281,41576,41570,39719,41028,41508,41588,41171,40498,43052,42828,43134,43108,22246,16024,11725,7426,7075,5860,5529,3335,1949,1949,1658,808,1408,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
投资性房地产(万元),4361,4401,4441,4480,4520,4560,4600,4639,4679,4719,990,1000,1010,1020,1030,1040,1049,1059,1069,1079,1089,1099,1109,1119,1129,1139,1148,1157,1166,1175,1184,1193,1211,976,153,
固定资产原值(万元),--,473253,--,463242,--,217980,--,244597,--,235750,--,239377,--,239660,--,220511,--,210636,--,208835,--,206973,--,194721,--,181316,--,84775,--,76336,--,48943,46216,31710,0,
累计折旧(万元),--,210928,--,200492,--,80741,--,98161,--,90385,--,85871,--,78237,--,70467,--,62460,--,57855,--,50647,--,45052,--,38753,--,33235,--,30356,--,12333,10398,7215,0,
固定资产净值(万元),--,262325,--,262749,--,137239,--,146436,--,145366,--,153505,--,161423,--,150044,--,148176,--,150980,--,156326,--,149669,--,142564,--,51540,--,45980,--,36610,35817,24495,0,
固定资产减值准备(万元),--,5826,--,5489,--,1369,--,1128,--,1128,--,1145,--,1145,--,449,--,449,--,449,--,449,--,449,--,449,--,449,--,449,--,179,179,187,0,
固定资产(万元),252366,256499,256246,257261,132936,135870,142082,145308,140797,144237,148349,152360,156373,160278,146484,149595,144517,147727,150195,150531,153060,155877,155464,149220,144127,142115,128943,51091,44763,45531,35983,36432,35638,24309,23624,
在建工程(万元),13576,11763,11982,11383,3064,3209,12379,12066,16527,15725,18392,17925,12890,11719,21628,21875,19908,20596,18251,19087,17382,15614,13882,11048,12848,11155,8433,78666,68917,60333,43822,31141,3105,565,399,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7247,--,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,106,106,106,108,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
无形资产(万元),105950,107861,104924,107106,32529,32742,38583,38849,39129,39402,39572,39855,40118,40425,40696,40805,40954,41234,41163,36010,36185,33001,32605,32818,25752,25926,25816,25286,22580,22575,22426,21855,16443,577,606,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8525,--,--,--,5271,3855,5995,1751,5742,561,560,6982,--,0,0,0,0,
商誉(万元),34577,34577,34499,34499,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期待摊费用(万元),2142,2037,1938,1685,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税资产(万元),25291,25465,23114,24761,21565,19774,18423,18666,18750,17183,16079,14253,13665,13259,11596,10152,9447,8892,8083,7048,5703,7123,6733,6578,5501,5402,7280,5236,4933,4932,3574,3108,2851,1458,2193,
其他非流动资产(万元),1975,337564,1975,1975,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
非流动资产合计(万元),941502,854715,517562,522296,517338,278572,319722,340666,318809,320596,315656,315143,311901,317413,306463,306940,299156,266718,270355,256600,256571,255838,237326,220679,207094,194931,184455,167875,155712,144880,108938,95677,60907,28693,28384,
资产总计(万元),2022165,1915459,1687148,1649731,1405283,1174790,1200181,1195094,1198703,1205465,1241208,1217285,1223420,1219222,1280577,1310844,1295827,1263456,1318974,1285320,1322440,1299514,1142728,1122032,1028093,1032051,996300,993263,944341,902661,832716,532087,475295,373675,245592,
短期借款(万元),10400,11100,23800,20800,--,--,--,--,--,--,10102,10208,9754,9717,9844,9844,9843,9755,--,--,--,--,--,1000,1000,1500,1500,1000,1000,1000,1000,13000,10000,14500,5000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,194,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付票据(万元),158881,128809,111030,102898,72638,36727,49249,47120,58547,69834,77888,56672,46239,41822,60614,49623,33831,22796,42606,60997,75805,71075,78998,79391,80955,96670,100773,101307,97710,56124,35812,49665,32730,26104,17850,
应付账款(万元),171283,259448,166990,164999,95720,113923,117232,122076,126329,118882,131081,126020,129701,131039,137980,167197,170090,160513,186387,162690,160893,163233,160915,167069,108599,100501,102302,113550,116459,94629,85429,69593,62981,47815,26423,
预收账款(万元),104427,81369,64486,58923,43551,25352,25738,30085,15645,19889,32028,26075,34763,45040,61652,56625,57258,56249,75043,57064,57682,74424,107767,129952,135014,167394,133558,143147,116979,159650,165211,137394,153213,162877,111795,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付职工薪酬(万元),22186,26137,20392,19813,6566,6958,6649,6693,6831,6830,7115,7191,5462,6840,8369,11170,9388,11867,13780,15219,13738,14857,17801,17919,18058,18101,19125,17202,18160,19190,12130,12362,12638,7199,7513,
应交税费(万元),10570,8237,7036,7493,4141,5038,6379,2425,6405,4308,3713,6668,8408,2129,655,467,10346,6738,1471,-3918,4667,6435,-1699,-10066,-8503,-8905,1170,2261,3242,3943,-222,1371,3194,-2563,4133,
应付利息(万元),825,30,10,30,--,--,--,--,--,--,--,--,--,22,--,--,18,18,--,--,--,--,60,60,44,27,--,--,--,--,--,0,0,0,0,
应付股利(万元),3337,--,--,1906,--,--,--,611,--,--,--,2904,--,--,8598,26749,--,--,19857,26475,4225,4505,19706,19706,19706,16758,35725,4225,4225,4225,4225,4642,358,1710,423,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应付款(万元),31309,18408,22408,23451,19128,8195,17981,18682,17689,19755,18658,18154,20038,19691,19559,17730,19455,18340,14721,16982,22469,19159,19119,16547,13415,12428,15372,19674,20836,21888,7617,9816,7199,19313,25407,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动负债(万元),8200,8000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3850,4850,4850,4900,--,--,--,--,--,--,--,--,5000,--,0,0,0,0,
其他流动负债(万元),6214,--,1542,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
流动负债合计(万元),527633,541538,417694,400312,241937,196193,223229,227694,231447,239499,280584,253893,254364,256301,307271,339404,310228,290126,358715,340358,344379,353689,402668,421578,368289,404474,409524,402365,378611,365649,311201,297842,282313,276954,198544,
长期借款(万元),298754,188614,81800,81800,90000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4900,4950,4950,5000,6500,7000,11800,12300,12300,31300,30596,27300,5000,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,200,200,200,200,200,200,196,196,
专项应付款(万元),4704,4991,4991,5257,5780,1316,1315,1315,1288,1289,1725,1725,1727,1757,1602,1604,1602,1607,1689,1562,1070,1868,4458,4464,4604,5486,7520,7692,8988,9608,7835,8304,9519,1433,1541,
预计非流动负债(万元),5533,7509,8084,8921,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期递延收益(万元),284,954,1257,1352,1630,1428,2867,2265,2555,2431,3595,2618,2912,2784,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税负债(万元),13938,14322,13849,14377,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他非流动负债(万元),662,--,--,--,--,--,--,--,--,--,--,--,--,--,3286,3339,3505,3505,3738,3738,3738,3673,1832,1779,1779,728,948,1654,1604,898,--,0,0,0,0,
非流动负债合计(万元),323876,216390,109981,111708,97410,2744,4182,3580,3843,3721,5320,4343,4639,4541,4888,4942,5107,5112,5427,5299,4807,10441,11240,11193,11383,12715,15468,21346,23092,23006,39335,39100,37019,6629,1737,
负债合计(万元),851509,757928,527675,512020,339347,198937,227411,231274,235290,243219,285903,258235,259003,260842,312159,344346,315335,295238,364142,345658,349187,364129,413908,432771,379672,417189,424992,423712,401703,388655,350536,336942,319332,283583,200281,
实收资本(或股本)(万元),173247,173247,173247,173247,173247,162112,162112,162112,162112,162112,162112,162112,162112,162112,162112,162112,162112,162112,162112,162112,162112,162112,140000,140000,140000,70000,70000,70000,70000,70000,70000,56000,56000,56000,8070,
资本公积(万元),430344,430338,430338,430338,430338,351332,349334,349334,349334,349334,349334,349334,349334,346834,343644,342845,341065,342593,344834,344834,344834,344834,188791,188791,188791,258791,258791,258791,258791,258791,258791,2751,2751,2120,2415,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
盈余公积(万元),56977,56977,55254,55254,55254,55254,52507,52507,52507,52507,52010,52010,52010,52010,50307,50307,50307,50307,41799,41799,41799,41799,27735,27735,27735,27735,16870,16870,16870,16870,8478,8478,8478,2753,3026,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未分配利润(万元),428766,413444,418658,403045,396067,388648,398010,389417,388445,386492,387241,388654,392945,388930,396222,394909,410909,396862,388530,372268,405698,367332,342547,303244,264361,230882,209847,208482,182602,153841,135764,119036,82376,26681,25953,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,14,11,11,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),1094651,1080021,1087033,1067416,1057699,967417,962121,953195,952225,950257,942658,945611,949890,943232,952301,950187,964405,951885,937276,921013,954443,916078,699073,659770,620887,587408,555508,554143,528262,499502,473033,186264,149605,87554,39465,
少数股东权益(万元),76004,77510,72440,70295,8237,8436,10649,10624,11188,11989,12647,13438,14527,15148,16118,16311,16087,16334,17556,18649,18810,19307,29747,29491,27534,27454,15800,15408,14375,14504,9147,8881,6358,2538,5847,
所有者权益(或股东权益)合计(万元),1170656,1157531,1159473,1137711,1065936,975853,972771,963819,963413,962246,955305,959049,964417,958379,968419,966498,980492,968218,954832,939662,973254,935385,728821,689261,648420,614862,571308,569551,542637,514006,482180,195145,155963,90092,45311,
负债和所有者权益(或股东权益)总计(万元),2022165,1915459,1687148,1649731,1405283,1174790,1200181,1195094,1198703,1205465,1241208,1217285,1223420,1219222,1280577,1310844,1295827,1263456,1318974,1285320,1322440,1299514,1142728,1122032,1028093,1032051,996300,993263,944341,902661,832716,532087,475295,373675,245592,		
  
