报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),956,803,624,616,790,815,736,738,835,827,1045,949,753,587,315,248,
其他非流动资产(万元),22,33,955,945,848,846,2995,2973,2947,2700,--,2600,100,1835,--,--,
非流动资产合计(万元),21049,20930,19339,18115,18451,18497,16016,15794,15781,15647,15633,15240,12352,10215,8379,7581,
资产总计(万元),117684,117843,109608,105920,101859,101585,97248,95592,94053,94721,88470,86910,55825,51215,42323,40824,
短期借款(万元),--,--,--,--,--,--,--,--,--,0,--,--,1600,1600,2140,4950,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,1000,--,--,--,--,--,--,790,1190,--,19,800,500,357,200,
应付账款(万元),8017,10193,7425,6525,5534,7582,7266,6961,4945,6800,5653,6234,5727,5783,5986,3633,
预收账款(万元),16792,13516,12304,9971,10412,7745,8838,8732,12447,9688,9488,7240,4699,6127,3638,6371,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),435,1482,453,440,344,1306,378,344,244,1149,377,387,972,944,646,429,
应交税费(万元),538,880,728,1456,206,920,120,-240,-60,710,-540,659,677,620,-713,1063,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),42,42,29,29,--,--,--,--,--,--,1230,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1702,1834,1502,2867,2444,2377,559,824,648,996,1503,1809,492,852,1327,708,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),27526,28947,22442,21289,18940,19929,17161,16621,19013,20534,17711,16348,14968,16426,13380,17352,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),865,865,1009,1009,1009,1009,865,865,865,865,655,655,655,671,72,12,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),644,661,679,697,715,731,549,563,581,591,241,245,254,292,305,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,308,
非流动负债合计(万元),1509,1526,1688,1706,1724,1740,1414,1428,1446,1456,896,900,909,963,377,320,
负债合计(万元),29035,30474,24130,22995,20663,21670,18575,18049,20459,21989,18607,17248,15877,17389,13757,17672,
实收资本(或股本)(万元),30234,30234,30237,30213,10071,10071,10071,10071,10000,10000,10000,10000,7500,7500,7500,7500,
资本公积(万元),19621,19515,19422,19169,39080,38953,38586,38596,37175,37175,37175,37175,12655,12655,12655,12655,
减:库存股(万元),1151,1151,1166,1480,1491,1491,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),5191,5191,4443,4443,4443,4443,3693,3693,3693,3693,3095,3095,3095,2462,1925,1487,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),34402,33221,32179,30210,28706,27550,25957,24807,22349,21476,19216,19013,16514,11009,6486,1510,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),88298,87010,85114,82554,80809,79525,78308,77167,73217,72345,69487,69284,39765,33626,28565,23152,
少数股东权益(万元),351,359,364,371,387,389,365,377,376,387,376,378,183,200,--,--,
所有者权益(或股东权益)合计(万元),88649,87369,85478,82925,81196,79915,78673,77543,73593,72731,69863,69662,39948,33826,28565,23152,
负债和所有者权益(或股东权益)总计(万元),117684,117843,109608,105920,101859,101585,97248,95592,94053,94721,88470,86910,55825,51215,42323,40824,		
  
