报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
长期递延收益(万元),-79,-81,-84,-86,-89,-91,-94,-100,-99,-101,-103,-106,-108,-111,-120,-142,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-152,
非流动负债合计(万元),41877,54627,25060,29239,43209,36086,27317,27316,15820,11925,12552,5701,27947,28011,26158,11243,9647,
负债合计(万元),208528,216320,156563,128469,123564,112487,89337,90376,69121,60637,50769,46364,46296,50516,52234,44896,30365,
实收资本(或股本)(万元),45455,40534,40534,40534,40534,40534,40534,40534,20267,20267,20267,20267,15200,15200,15200,15200,15200,
资本公积(万元),66099,34612,34612,34612,34612,34612,34598,34598,54874,54874,54874,54874,21766,21766,21766,21766,21766,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3159,3159,3044,3044,3044,3044,2803,2803,2801,2803,2247,2247,2247,2247,1506,949,408,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),37243,35635,36302,35371,36239,33951,32262,31013,31287,29576,28715,26858,25251,23135,15337,12123,5535,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),151956,113940,114492,113561,114429,112141,110198,108948,109229,107520,106103,104245,64464,62348,53809,50038,42909,
少数股东权益(万元),237223,235052,231048,228259,225661,222441,219931,120062,119899,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),389179,348992,345541,341820,340089,334582,330128,229010,229128,107520,106103,104245,64464,62348,53809,50038,42909,
负债和所有者权益(或股东权益)总计(万元),597708,565311,502104,470289,463653,447069,419465,319386,298249,168158,156872,150609,110760,112864,106043,94935,73274,		
  
