报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
应收利息(万元),5316,3386,12850,10810,13473,11318,6290,8230,3636,5119,8243,14827,18658,11999,1212,1267,1433,5086,941,1145,3755,2565,4627,1396,1412,625,1070,--,1502,1844,--,0,0,527,0,0,0,--,0,0,0,0,
应收股利(万元),8170,7966,4039,4287,6104,6104,13295,8939,7662,7603,5952,5702,2193,2578,1180,1580,2222,7236,2063,2960,3525,3400,2664,2931,18045,3631,2571,6305,10036,12332,19404,26090,1613,1881,2141,3479,4329,4539,9114,8219,6066,4422,
其他应收款(万元),154549,132480,277164,220081,185792,172702,146968,159380,103880,114535,100642,176739,112960,142757,142081,183799,163886,126782,126533,124941,155513,130652,173019,153576,149550,143004,133906,137117,136305,110331,125679,103725,141767,107319,134923,105545,109914,111468,116134,84275,85893,76565,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
存货(万元),3944118,3447380,3578241,2865532,2940050,2488326,2801454,2629501,2574986,2390018,2984961,2709223,2754070,2618500,2807697,2627432,2459307,2215052,2510474,2258117,2360201,2341027,2397012,2171261,2270626,2117532,2250092,2205098,2191059,2032810,2053176,1930455,2062826,2019300,2088048,2134484,2118385,2175083,1914279,1678043,1638920,1206921,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
一年内到期的非流动资产(万元),470691,481551,461396,459865,493375,446683,364422,325201,228130,246682,162187,140662,155195,162521,121961,132137,143702,142657,119612,109989,101730,113085,2454,2413,2665,3471,2804,2735,2665,3109,2340,2258,10381,10299,11005,10941,16655,16715,18037,17213,50560,89818,
其他流动资产(万元),1483397,1830923,1880179,1835962,1483668,1599598,1392934,2103429,1407478,1470915,1072314,1744311,1118825,1030928,816808,844850,975981,1095139,714298,544145,528202,549231,544533,544186,609112,662186,543811,591908,644935,694653,526800,481144,456600,657200,473173,448794,525794,536621,408115,592413,455684,159229,
流动资产合计(万元),14318450,14435726,14637948,13637621,13411852,13378410,13106269,12774442,12567822,12864677,12608539,12413311,11876426,11123208,10887843,10692696,10055675,10142730,9993205,9640017,8997978,9177843,8857441,8526694,8236471,8391039,7991918,7947848,7642602,7681131,7872332,7558981,7010401,7007287,7055429,6947809,6565919,6370632,6250599,5933759,4941705,4393705,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
可供出售金融资产(万元),337126,139381,157994,165734,164553,174094,170287,140028,139065,156217,141909,170037,144190,126462,156123,86299,95439,94026,123722,113678,117064,137716,109545,116186,58817,63920,23206,26916,22461,26970,29258,31034,39043,41071,35506,35643,36769,71151,50955,64682,86534,10443,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,2000,--,--,1086,1086,1086,1086,1032,1032,1032,1032,1000,1000,--,--,--,0,0,0,0,0,0,--,9623,15601,33550,40741,
长期应收款(万元),875344,875597,729804,763146,716029,697963,677721,702663,653135,626268,457095,412763,369737,387543,323831,288457,242175,243884,125615,134798,118863,131855,--,--,--,0,596,585,589,589,1567,1567,1555,1555,2695,2695,2738,2709,0,0,12001,576,
长期股权投资(万元),1096902,1070496,1030351,990064,953605,907986,848451,837745,721349,695158,712483,694190,670065,683269,382914,418643,415448,391731,392507,393821,388036,372610,422773,433970,415853,334265,360385,324229,337304,323515,326088,283321,306601,292012,305536,300138,288141,278109,273609,269719,241340,248282,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
投资性房地产(万元),81738,83251,94396,34255,34953,35397,36187,36773,12896,13022,13365,13383,13838,13764,13592,13735,13877,14020,14026,14242,14286,14504,12205,12652,12697,12937,12988,13130,13299,13442,13553,13757,13953,14154,0,0,0,--,0,0,0,0,
固定资产原值(万元),--,2831973,--,2317831,--,2315252,--,2256608,--,2144815,--,2373821,--,2399436,--,2305301,--,2401849,--,2298795,--,2304033,--,2083695,--,1969872,--,1812904,--,1761875,--,1693643,0,1701264,0,1370752,0,1271406,0,0,1177354,0,
累计折旧(万元),--,1411388,--,1167991,--,1121198,--,1102252,--,1015355,--,1121587,--,1092732,--,1012444,--,994697,--,967107,--,936487,--,829198,--,746490,--,723094,--,679989,--,679033,0,646371,0,590622,0,556730,0,0,564225,0,
固定资产净值(万元),--,1420586,--,1149840,--,1194054,--,1154356,--,1129460,--,1252233,--,1306703,--,1292858,--,1407153,--,1331688,--,1367546,--,1254496,--,1223382,--,1089810,--,1081887,--,1014611,0,1054894,0,780131,0,714676,0,0,613130,0,
固定资产减值准备(万元),--,29308,--,29722,--,30156,--,29714,--,27531,--,15969,--,15969,--,16103,--,16316,--,17039,--,17180,--,13215,--,14835,--,14247,--,14625,--,20510,0,20728,0,19721,0,19817,0,0,21127,0,
固定资产(万元),1366585,1391278,1428863,1120118,1144703,1163898,1182666,1124642,1054940,1101929,1232192,1236264,1272009,1290734,1263243,1276755,1370345,1390837,1318093,1314650,1325220,1350366,1316786,1241281,1217672,1208547,1064930,1075564,1078907,1067262,970505,994100,1029136,1034165,857457,760410,696502,694859,685875,696097,592003,466859,
在建工程(万元),302095,255614,150152,183702,143619,135086,117518,115874,123084,98014,100870,124105,113953,115913,151947,127860,127041,121795,172202,185607,181294,172204,187542,181236,171238,153185,335944,311082,307787,278740,263239,226234,196302,193659,390541,370040,459356,425909,453956,375808,259523,162356,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,4147,7474,4483,984,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
无形资产(万元),708159,711725,722277,543290,543670,548363,517253,262204,230619,235905,243369,245123,256006,252323,245979,260168,252768,254496,261012,264143,264793,260617,267706,264971,259417,226690,203679,202707,204043,206228,202213,211213,218652,221291,241418,219794,192516,207489,170051,167468,153139,131126,
开发支出(万元),12116,10434,13159,9863,10131,8966,9663,9207,8619,8317,9278,8728,8482,7664,8758,8284,7856,7077,11757,8270,7871,6937,5624,1178,843,141,5667,469,230,90,1641,1584,1566,993,1263,2853,407,926,1024,1024,0,0,
商誉(万元),267879,264890,266698,114901,113199,113601,18915,18915,17542,17542,15517,14807,14807,14807,14807,14807,14807,14807,16752,16752,16752,16752,15849,15849,1248,1248,1248,1248,1248,1611,7707,7707,7707,7707,12470,363,363,363,1287,1287,2134,1131,
长期待摊费用(万元),22284,24715,13796,7510,7601,7692,6810,7307,7366,7823,44291,37554,38279,39509,36982,37593,38191,39537,33547,33910,38673,39030,23709,23514,23266,22979,13759,13357,13552,13977,9157,6856,5122,5717,11997,11910,12011,8082,5624,5393,2834,4840,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
递延所得税资产(万元),419455,398267,361513,330653,288445,289784,302044,300213,286931,290125,282636,273968,287806,268348,217093,220384,219528,211692,184062,191155,181012,187489,161676,158929,151329,150259,119800,130398,114878,111475,93119,90087,90912,90829,78385,79295,74710,74253,75610,61610,39409,28981,
其他非流动资产(万元),79356,273203,79385,81641,102671,102152,99764,98605,78,97369,72323,26399,31127,31512,1494,810,108,2641,1060,532,1266,946,111865,104822,94792,105263,106819,111798,98030,96155,76975,89804,53353,52169,48409,42755,41661,31307,15517,667,3324,1215,
非流动资产合计(万元),5569040,5498850,5048389,4344877,4223177,4184981,3987277,3654175,3255622,3347689,3325326,3257321,3220297,3231848,2818764,2755796,2797584,2786542,2655441,2672641,2656213,2692111,2636311,2555619,2408204,2280467,2250021,2212482,2192328,2140054,1995021,1957264,1963900,1955322,1985675,1825895,1805173,1795156,1747278,1666829,1430273,1097532,
资产总计(万元),19887490,19934576,19686337,17982498,17635029,17563391,17093546,16428617,15823444,16212366,15933865,15670632,15096723,14355056,13706607,13448492,12853259,12929271,12648645,12312658,11654191,11869954,11493752,11082313,10644675,10671506,10241939,10160330,9834931,9821184,9867353,9516245,8974301,8962608,9041104,8773703,8371092,8165788,7997877,7600588,6371978,5491237,
短期借款(万元),301384,255351,289207,205571,221605,214631,162484,195411,130220,109224,212617,194959,440290,489293,198139,205057,205084,213918,194326,190951,163021,181844,166681,143137,70614,44258,38154,33504,24011,24533,24130,19650,68186,74410,76705,35660,49034,56483,86576,138029,41994,20340,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
交易性金融负债(万元),458,--,--,--,--,--,--,--,--,--,--,--,--,--,357,3280,3777,--,3197,4877,7506,7616,8748,2015,159,224,--,--,--,--,448,3475,944,944,1265,1265,1855,2173,482,0,99,0,
衍生金融负债(万元),1441,--,10683,--,1791,--,61,--,1662,--,1607,--,169,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
应付票据(万元),661560,714473,655197,543549,557999,591303,530124,452487,313356,327611,378733,413131,408046,489805,502762,402351,374525,414447,358895,308098,241144,245681,236505,179917,161888,199388,179048,157271,121474,153923,146502,117414,94440,158027,189236,172368,197373,204648,192977,185073,125319,35738,
应付账款(万元),3496361,3374021,3867078,3542498,3272456,3069946,3285325,3144365,2861891,2820709,3103359,2846612,2779685,2693759,2850650,2816992,2451461,2509897,2546621,2607586,2227583,2403125,2412654,2201921,2210649,2065657,2104601,2052421,1858777,1596793,1580943,1550602,1423764,1281842,1528818,1378680,1100162,997982,948700,944250,643862,455979,
预收账款(万元),4265201,4410023,4385305,4183130,4417059,4365168,3973806,3851724,3821936,3892815,3744182,3697732,3747545,3610944,3385957,3327334,3263896,3190673,3208349,2807983,2722123,2800723,2591048,2509425,2615586,2823542,2603849,2723544,2765666,3086125,3139015,2996708,3030667,3172071,3067846,3074671,2962443,2931753,2826618,2443722,2405186,2291050,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
应付职工薪酬(万元),261904,303336,230993,227677,210429,251183,195890,200925,195299,244036,182888,183726,160497,224621,203699,208657,203045,236959,206808,206819,186720,214222,211841,190600,165154,179841,158218,153309,140687,149004,133010,126218,106272,127753,89597,95470,97904,116000,100463,124217,101974,87423,
应交税费(万元),139362,202957,99473,175797,85406,232859,108193,141242,144994,248338,195142,144353,160354,206165,54886,138452,117103,191549,88286,132661,109292,221133,87126,133542,95245,193472,73400,86471,79337,115214,89758,110635,110899,155532,116177,101204,118225,125739,134612,226035,133876,102450,
应付利息(万元),19603,17639,14072,7752,7973,14382,8968,5751,8951,13844,8723,5297,5161,12812,7727,4156,1597,10536,6396,3819,602,428,4611,3322,2050,729,3536,2698,1600,549,3296,2316,1324,348,4265,2400,1394,392,3107,496,37,6,
应付股利(万元),27547,27480,44508,109043,27473,31907,45420,131699,21814,21889,32466,165845,22340,22364,34675,224427,22033,21024,18183,199394,23310,18952,36267,189657,33720,3008,5851,112840,2444,2463,9272,46687,4673,10075,14693,143101,78683,8393,70850,21063,42996,1733,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
其他应付款(万元),471518,447009,529528,543509,499329,461411,466141,397310,348949,305849,318776,506472,321081,297525,327830,306380,283788,285731,298441,294013,295017,287983,292464,259122,293671,239596,263545,238087,254829,243495,264974,285900,274136,229727,252945,238068,217426,206571,220487,217572,242652,152619,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
一年内到期的非流动负债(万元),159585,317165,326881,296193,266400,105393,86547,162812,150117,198569,85266,67044,97623,84293,170879,174656,202784,177708,23625,41591,68026,178517,283307,155124,154349,144454,45937,30728,29516,21552,39107,45259,36486,38243,17285,18794,20803,18133,6415,9420,4191,7162,
其他流动负债(万元),1015810,1061666,797258,877680,839984,965207,1037007,1054326,1117601,1399199,1441073,1329101,1158548,1197855,1049494,913671,916593,972699,892800,877423,910850,823256,923143,940982,756421,848896,853511,758208,723898,698745,686649,632152,502225,500029,454990,425542,411816,399318,353642,284068,216820,174542,
流动负债合计(万元),10821733,11131973,11250182,10712959,10407904,10306069,9899966,9740500,9476186,9959877,9704829,9554472,9301339,9329817,8787056,8725414,8045686,8225979,7845925,7675214,6955194,7383480,7254395,6908765,6559505,6743065,6329649,6349081,6002239,6092397,6117104,5937016,5654016,5749001,5813822,5687223,5257116,5067585,4944928,4593945,3959006,3329042,
长期借款(万元),565897,414544,352493,99968,119241,99725,52670,33154,11387,12399,76214,80581,82640,85364,96995,34049,41888,35392,188661,193787,218415,216484,81709,72755,70767,70055,95474,90299,99650,109729,125126,139322,146506,141840,157690,156218,149612,153686,143627,85530,16720,12224,
应付债券(万元),994912,1005803,1001698,991999,964255,1114838,1119834,1107283,1096864,1079280,1118232,1094907,677837,199320,199263,199206,199148,199091,199034,198976,199056,--,--,--,--,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,0,0,
长期应付款(万元),99592,94371,161599,151527,157118,128526,105845,72154,63757,56393,42766,36545,43860,34795,37739,24333,24402,21698,29033,25097,12172,22370,923,1252,192,192,1363,1172,1501,1035,2568,1790,2568,2400,3661,2999,3505,1830,1931,2388,4883,5301,
专项应付款(万元),33027,35962,36290,31492,24910,26866,28915,29584,29190,29295,57712,44242,62769,59604,63638,75790,63403,52243,60682,52205,42144,38415,4138,3685,4026,3705,3234,3242,3362,2957,2837,4253,1523,2156,8062,4794,5298,7958,10884,8752,9975,8605,
预计非流动负债(万元),10902,10941,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
长期递延收益(万元),95827,105596,94419,71767,57339,71200,64898,65674,64493,66093,43177,46094,41895,42483,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
递延所得税负债(万元),33784,33753,37075,36897,31710,31293,27807,22906,18672,24188,23962,27067,51590,39134,56902,52284,58012,61167,53538,52852,54861,53820,43208,44067,32219,33692,15998,29566,31202,33348,34711,33636,45056,46344,40566,45791,53573,47710,59616,90675,59543,37301,
其他非流动负债(万元),1863,2156,4978,5910,11147,6817,3439,6226,4030,6924,8053,11083,19302,10913,68623,37988,51569,59409,79134,69308,39093,87159,104989,55048,45029,55219,21431,35006,35495,31473,31906,42356,20555,14506,6290,4624,4799,3483,4220,4030,1556,1845,
非流动负债合计(万元),1859898,1730444,1713514,1401870,1377604,1492609,1417322,1350904,1303292,1289471,1375986,1353907,991704,482732,526844,427334,438422,432436,610081,592225,565741,418248,234967,176807,152233,162863,237501,259286,271209,278540,297149,321357,316209,307246,316270,314425,316787,314668,320279,291375,92677,65275,
负债合计(万元),12681631,12862417,12963696,12114829,11785508,11798678,11317287,11091405,10779478,11249348,11080814,10908380,10293043,9812550,9313900,9152748,8484108,8658415,8456007,8267439,7520935,7801728,7489363,7085572,6711737,6905928,6567149,6608367,6273448,6370938,6414253,6258373,5970225,6056246,6130092,6001648,5573903,5382252,5265207,4885319,4051683,3394317,
实收资本(或股本)(万元),1472518,1472518,1343116,1343116,1343116,1343116,1343116,1282431,1282431,1282431,1282391,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1282363,1250769,1250769,1250769,1250769,1250769,1250769,1189165,1189165,1189165,1189165,
资本公积(万元),1650550,1653462,1459749,972266,972539,972061,950135,720354,553092,553090,563106,573186,540518,423466,471105,448374,445351,444869,435621,420622,436489,425266,468688,432214,416956,411717,418669,425060,427920,429032,415629,391090,212663,214413,209964,196354,188017,191459,213846,317047,239389,205054,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
专项储备(万元),12085,12085,11746,11804,11120,10370,10674,10348,10164,9397,8763,8296,7532,7009,6656,6308,5832,5276,3434,3614,3487,2593,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
盈余公积(万元),509193,509193,460603,460603,460603,460603,415882,415882,415882,415882,415780,415780,427791,415780,393594,389338,387023,387023,343719,343719,336568,331489,272368,272262,271798,272966,245142,240786,240640,240572,208161,206136,202820,202820,165237,165237,183684,183684,154801,147236,86247,44848,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
未分配利润(万元),2013680,1911190,1882984,1745202,1658814,1610248,1629643,1577708,1409930,1362988,1342178,1286588,1296449,1231328,1176021,1137067,1165304,1106490,1108418,1053008,1060840,1008900,983466,1053442,1047722,957994,944532,827153,829680,747144,814879,718333,652774,582067,613710,517959,499030,508051,435659,287895,135960,34157,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-7357,-5269,-5065,-5426,-3541,-6234,-157,46,7945,-427,-1195,681,1764,1136,566,1134,1992,-999,-3007,-2584,-2150,-3687,-1557,-1795,-6755,-6374,-5047,-870,
归属于母公司股东权益合计(万元),5645238,5553708,5253544,4651701,4565014,4509275,4452063,4086412,3758143,3725109,3689486,3687220,3642582,3423639,3322382,3258181,3280807,3220595,3170014,3097092,3119590,3050656,3014829,3039853,3017645,2925719,2892470,2776498,2781169,2700245,2723023,2596922,2316020,2247484,2237530,2126631,2119941,2132167,1986717,1934969,1645714,1472353,
少数股东权益(万元),1560621,1518450,1469097,1215969,1284507,1255438,1324197,1250801,1285824,1237909,1163564,1075033,1161098,1118868,1070326,1037564,1088344,1050261,1022625,948127,1013667,1017570,989560,956888,915293,839859,782320,775465,780314,750002,730077,660950,688057,658878,673482,645424,677248,651368,745953,780300,674581,624567,
所有者权益(或股东权益)合计(万元),7205859,7072159,6722641,5867670,5849521,5764713,5776259,5337212,5043966,4963017,4853051,4762252,4803680,4542507,4392708,4295745,4369151,4270857,4192639,4045219,4133257,4068226,4004389,3996742,3932938,3765578,3674790,3551964,3561483,3450247,3453100,3257873,3004077,2906362,2911012,2772056,2797189,2783535,2732670,2715269,2320295,2096920,
