报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
可供出售金融资产(万元),--,12865,12865,12865,12865,13075,13285,13285,14265,14265,12826,13026,12599,12599,13467,9067,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),16853,17920,18422,18346,17835,17788,7053,7192,7202,14474,14593,14593,9824,9824,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),28999,29027,29453,29497,5068,2083,2112,433,460,492,537,--,119,227,888,519,509,543,1777,440,432,417,265,258,247,237,301,282,268,257,209,178,174,174,203,164,139,139,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,212669,--,222784,--,205926,--,171658,--,164716,--,111541,--,108563,--,100507,--,98728,--,35334,--,24726,--,20534,--,19756,--,14380,--,9280,--,7027,--,6382,5832,4850,3890,2278,
累计折旧(万元),--,94636,--,93460,--,81585,--,74305,--,68878,--,49956,--,44287,--,37795,--,32335,--,7481,--,6276,--,5147,--,4114,--,3332,--,2880,--,2697,--,2571,2460,2063,1737,1404,
固定资产净值(万元),--,118033,--,129324,--,124341,--,97354,--,95838,--,61585,--,64276,--,62712,--,66392,--,27853,--,18450,--,15387,--,15643,--,11048,--,6399,--,4330,--,3811,3372,2788,2153,873,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),--,118033,122254,129324,127080,124341,105603,97354,91404,95838,61397,61585,61747,64276,61088,62712,64169,66392,62873,27853,17931,18450,15515,15387,15120,15643,13433,11048,6429,6399,4276,4330,4308,3811,3372,2788,2153,873,
在建工程(万元),--,5856,4534,4851,5558,8847,12768,7861,13729,11317,8953,8841,10384,10158,3617,3490,3455,2982,2854,0,9629,7939,7527,5038,4747,3948,4534,2795,3415,1620,1383,1289,101,71,70,25,307,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),24869,25192,25517,22734,23040,23350,23662,23787,19910,20199,19809,20076,20381,20656,7863,8078,8273,8438,8827,1010,1020,1029,1038,1047,1056,1066,293,296,299,302,305,308,311,313,316,325,30,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
商誉(万元),46596,46596,46596,46596,46596,46596,46437,46437,45113,45113,25251,25251,25251,25251,20237,20237,20237,20237,19142,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),2503,2685,1715,1764,1503,1670,1226,1311,1052,1069,1288,1235,1044,598,136,146,140,128,69,72,48,14,14,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),7628,7454,6113,5958,5748,5713,5527,5477,4868,4854,4287,4801,4793,4695,3382,3020,2857,2942,1186,469,424,463,245,247,318,334,134,140,165,170,110,111,106,106,70,80,38,43,
其他非流动资产(万元),12052,11847,9639,8027,813,1466,3397,3594,814,813,9109,9351,5468,5144,12676,1650,1530,756,1797,5266,5422,3914,2181,3207,1975,1918,--,0,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),271873,277475,277109,279962,246105,244930,221070,206731,198816,208434,158051,158761,151610,153427,123353,108919,101170,102418,98526,35110,34906,32226,26786,25185,23464,23144,18696,14561,10575,8748,6282,6216,5000,4475,4031,3382,2667,1055,
资产总计(万元),820072,850149,810145,803844,767183,684957,627092,597422,555334,566337,474920,457044,443633,474846,360165,326922,294770,303026,280871,102407,101063,101520,98948,93738,92574,93141,86374,81193,81558,81376,82306,80731,77944,19045,18413,14838,11326,7798,
短期借款(万元),154032,162037,165277,180832,156148,126049,128448,120458,102978,91138,75417,68730,67840,77406,71730,62423,41883,42687,35519,2000,--,--,--,--,--,--,--,0,--,--,--,--,300,300,300,300,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,10534,--,13042,10438,8188,8733,7041,8098,11065,12669,11018,10352,8173,8998,8633,7463,5388,7864,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
应付账款(万元),--,130530,--,96719,91121,111471,54642,53079,45833,63240,47877,42379,34786,49329,35639,34287,25323,42601,32218,7930,9447,12396,8142,6872,6425,9464,4476,3135,4092,5022,5287,5191,4659,4366,4456,4302,4551,4157,
预收账款(万元),32050,27161,29330,24901,30388,19474,32656,22696,17140,12884,14430,18219,13045,11440,6890,2608,6131,3814,8360,2726,2159,1736,5842,4216,3612,2918,3354,1702,1529,1654,3355,3639,1614,1539,1864,1659,1644,259,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),1674,5347,3786,2834,2151,4238,3197,2764,2353,4732,3106,3161,2103,3403,2526,1820,907,3722,2755,258,222,218,164,216,203,163,11,9,1,--,--,--,--,0,0,0,21,67,
应交税费(万元),19982,22987,19045,14889,14850,16413,11397,11007,9727,10103,9062,8870,11658,11470,9533,8382,8322,8563,7078,2421,2178,1788,1686,1130,1353,1186,1064,850,850,638,741,679,633,632,687,810,594,712,
应付利息(万元),1343,1149,--,891,764,737,1564,1546,1743,1646,1514,1288,1368,1196,189,222,207,207,42,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
应付股利(万元),--,--,--,3622,--,--,--,3600,--,--,4,4,4,4,1763,1763,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,44,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),--,22429,26619,28333,25345,25625,30424,25958,29132,33612,28510,27039,26789,39593,42116,29804,27934,20321,15756,478,435,509,380,318,281,204,178,171,160,238,220,211,199,86,102,23,67,183,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),7335,8398,5272,5272,9560,4960,4764,4767,2646,5652,70,789,928,1535,932,2591,3806,5449,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),356254,390572,364502,371334,340765,317156,275825,252915,219650,234073,192660,181498,168874,203549,180314,152533,121977,132751,109635,15814,14440,16647,16215,12751,11873,13935,9084,5867,6632,7552,9603,9720,7405,6922,7409,7094,6878,5423,
长期借款(万元),19830,20030,16435,16034,12492,17469,10700,8700,800,800,2000,2000,2000,2000,581,581,581,581,831,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付债券(万元),46757,46024,45300,44571,43505,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),--,4037,5003,130,1074,1782,2264,2768,3271,3774,--,--,--,--,63,124,317,865,7741,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),212,212,95,95,95,95,40,40,45,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),69,74,81,88,96,103,110,119,211,215,234,222,230,234,249,395,286,305,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),524,578,637,684,716,733,761,774,820,808,--,--,--,--,--,--,--,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,8,--,--,--,--,--,--,--,--,--,267,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动负债合计(万元),70883,70955,67551,61602,57978,20182,13876,12401,5154,5638,2234,2222,2230,2234,893,1100,1183,1752,8843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),427137,461528,432052,432936,398743,337338,289701,265316,224804,239710,194894,183721,171104,205783,181207,153633,123160,134503,118478,15814,14440,16647,16215,12751,11873,13935,9084,5867,6632,7552,9603,9720,7405,6922,7409,7094,6878,5423,
实收资本(或股本)(万元),181104,181103,181101,181100,181100,181100,180000,180000,180000,180000,174750,174750,116500,116500,103800,103800,51900,51900,51900,40080,20040,20040,20040,20040,20040,20040,20040,20040,10020,10020,10020,10020,6680,5000,5000,5000,1500,1500,
资本公积(万元),81321,81311,81460,81290,81111,80968,73689,73689,73689,73689,35591,35591,93841,93841,33360,33360,85260,85260,85260,25983,46023,46023,46023,46023,46023,46023,46023,46023,56043,56043,56043,56043,56043,382,382,382,0,0,
减:库存股(万元),4136,4136,8272,8272,8272,8272,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),2743,2502,1964,1607,1251,1144,940,777,621,545,300,278,128,128,40,40,40,40,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),9467,9467,9178,9178,9178,9178,7854,7854,7854,7854,6722,6722,6722,6722,5200,5200,5200,5200,3989,3989,3989,3989,2892,2892,2892,2892,1914,1914,1914,1914,1151,1151,1151,1151,494,494,473,161,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),104687,100571,94829,88451,86510,82182,73631,68590,67298,63451,54347,47610,46716,43224,35324,29574,27788,24634,20379,16542,16572,14822,13778,12032,11746,10251,9313,7350,6950,5848,5489,3797,6665,5590,5127,1868,2475,714,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),391618,387463,376872,369642,367168,346280,336114,330910,329462,325539,271710,264950,263907,260414,177725,171975,170188,167034,161528,86593,86623,84873,82733,80987,80701,79206,77289,75326,74926,73825,72703,71011,70539,12123,11004,7744,4448,2375,
少数股东权益(万元),1318,1159,1220,1266,1272,1339,1277,1196,1068,1087,8317,8374,8622,8649,1234,1315,1422,1489,865,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),392936,388622,378093,370908,368440,347619,337391,332106,330530,326627,280027,273323,272528,269062,178959,173289,171610,168523,162393,86593,86623,84873,82733,80987,80701,79206,77289,75326,74926,73825,72703,71011,70539,12123,11004,7744,4448,2375,
负债和所有者权益(或股东权益)总计(万元),820072,850149,810145,803844,767183,684957,627092,597422,555334,566337,474920,457044,443633,474846,360165,326922,294770,303026,280871,102407,101063,101520,98948,93738,92574,93141,86374,81193,81558,81376,82306,80731,77944,19045,18413,14838,11326,7798,		
  
