报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
实收资本(或股本)(万元),32000,32000,32000,32000,32000,32000,32000,32000,16000,16000,16000,16000,16000,12000,12000,12000,12000,12000,
资本公积(万元),80286,80286,80286,80286,81065,81065,81065,81065,97065,97065,97065,97065,97065,25365,25365,25365,25365,25365,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),9692,9692,8012,8012,8012,8012,6241,6241,6241,6241,4657,4657,4657,4657,3221,3221,2045,1178,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),70842,68210,68735,64495,65511,61872,60161,55952,63309,57360,55756,51259,50560,45900,44488,36067,24626,13913,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),192313,189860,188776,184651,186520,182877,179335,175104,182437,176492,173275,168738,168044,87681,84839,76408,63824,52243,
少数股东权益(万元),8904,7954,7716,7553,8606,8265,2099,1422,1366,1478,1377,1324,1264,1193,1260,1220,1077,943,
所有者权益(或股东权益)合计(万元),201217,197814,196492,192204,195126,191142,181434,176527,183803,177970,174652,170062,169308,88874,86099,77628,64901,53186,
负债和所有者权益(或股东权益)总计(万元),226515,220498,214868,211986,212655,214318,207315,205630,210453,205191,197140,192531,193775,111217,107807,101816,85810,82803,		
  
