报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
在建工程(万元),1916,1993,1991,3762,3974,3478,3399,3713,3098,3351,3289,4607,5137,5255,4763,4883,3653,3259,3815,2573,2841,5557,5063,4221,3327,311,177,4751,
工程物资(万元),180,200,145,134,174,151,147,249,387,529,537,601,642,204,219,232,350,224,221,136,183,210,215,179,248,186,115,98,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6422,6476,6531,6630,6602,6657,6710,6812,6912,6944,6998,6080,6076,6054,6054,2179,2199,2192,1664,1880,1374,1221,1039,1033,1040,1049,963,607,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,948,948,948,948,948,948,948,948,948,948,948,948,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),119,29,33,34,31,39,47,55,63,30,35,164,187,62,72,83,94,105,116,127,138,149,163,5,2,4,6,4,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),43,43,43,30,30,30,30,42,42,42,42,20,20,20,20,26,26,16,16,16,16,15,15,13,13,10,15,2,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,--,--,--,--,--,--,
非流动资产合计(万元),47961,48447,49432,50456,50861,51317,52176,52004,52535,52710,53630,48483,47990,46979,46681,38603,37544,35372,35458,32503,32479,31489,31219,29582,28871,26684,24846,22142,
资产总计(万元),112406,113381,112549,110827,108108,108338,107341,102880,100990,102931,105455,98970,97086,96373,94324,86885,83153,80354,76425,73965,71470,70463,68132,73689,36380,35059,28660,24098,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1100,2100,2100,4100,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),5560,5611,6506,6594,6430,6390,6829,6543,6677,7099,10729,7479,7637,6302,7014,5675,5348,4329,3741,4215,3127,3285,3669,3511,3583,4783,3691,3385,
预收账款(万元),6536,6827,6726,8277,7135,7335,7872,6389,5426,6229,7413,6417,7534,8736,8886,7688,7109,6672,5648,5377,4788,5047,4538,3999,3938,3856,2348,992,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),489,629,782,451,455,448,578,458,455,526,688,414,413,460,566,257,249,120,407,309,295,302,309,207,182,317,192,26,
应交税费(万元),191,255,755,415,375,332,614,456,542,602,773,775,689,718,642,626,511,548,476,323,320,399,502,17,-78,405,630,-190,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,17,20,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,743,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),458,463,476,176,166,174,196,224,600,588,699,653,616,923,722,189,252,197,203,104,181,130,134,590,113,55,21,13765,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,900,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),13234,13785,15245,15912,14561,14679,16089,14070,13700,15057,20302,15739,16889,17138,17831,14435,13469,11866,10476,10329,9453,9163,9153,9425,9854,11533,11002,18878,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7575,8450,8450,7550,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,3,3,2,2,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),38,44,51,57,64,74,85,95,105,115,125,135,145,155,165,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,175,185,195,205,225,225,235,246,256,266,286,326,366,
非流动负债合计(万元),38,44,51,57,64,74,85,95,105,115,125,138,147,157,167,175,185,195,205,225,225,235,246,7831,8716,8736,7876,366,
负债合计(万元),13272,13829,15296,15969,14625,14754,16174,14165,13805,15172,20426,15877,17037,17294,17998,14610,13654,12061,10682,10554,9679,9398,9399,17256,18570,20269,18878,19244,
实收资本(或股本)(万元),42243,42243,42243,42243,42243,42243,42243,42243,42243,42243,42243,42243,42243,23468,23468,23468,23468,11734,11734,7334,7334,7334,7334,7334,5500,5500,5500,1000,
资本公积(万元),2375,2375,2375,2375,2375,2375,2375,2375,2375,2375,2375,2375,2375,21150,21150,21150,21150,32884,32884,37284,37284,37284,37284,36983,1726,1726,1726,1600,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),137,288,141,185,248,331,182,186,180,221,8,455,490,383,351,515,565,555,403,568,601,643,519,569,586,447,297,161,
盈余公积(万元),6136,6136,6136,5247,5247,5247,5247,4396,4396,4396,4396,3232,3232,3232,3232,2182,2182,2182,2182,1360,1360,1360,1360,712,712,712,226,176,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),47122,47355,45209,43631,42177,42170,39873,38233,36667,37158,34619,33377,30273,29297,26576,24959,22133,20937,18541,16865,15212,14443,12237,10835,9287,6406,2034,1917,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),98014,98398,96105,93681,92290,92365,89920,87434,85862,86393,83641,81682,78613,77530,74777,72275,69499,68293,65744,63411,61791,61064,58734,56433,17810,14790,9782,4853,
少数股东权益(万元),1120,1154,1149,1177,1194,1218,1248,1281,1323,1365,1388,1411,1435,1549,1549,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),99134,99552,97253,94858,93483,93584,91168,88715,87185,87759,85029,83093,80049,79079,76326,72275,69499,68293,65744,63411,61791,61064,58734,56433,17810,14790,9782,4853,
负债和所有者权益(或股东权益)总计(万元),112406,113381,112549,110827,108108,108338,107341,102880,100990,102931,105455,98970,97086,96373,94324,86885,83153,80354,76425,73965,71470,70463,68132,73689,36380,35059,28660,24098,		
  
