报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
在建工程(万元),195,128,143,80,113,50,14554,14641,15879,15788,15872,16294,19651,18654,16796,15424,13336,11670,17750,17141,14716,11831,10276,9139,6091,5724,2951,610,413,149,26,21,0,0,9868,1018,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,24,--,--,--,1,0,--,--,--,--,--,--,--,--,2,0,0,0,2,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),45464,46228,46852,44677,44286,41762,36937,37987,36936,37760,36921,29763,23803,24015,13954,14245,13843,12740,9225,8904,9073,6648,6346,5323,5390,5458,5525,4349,4386,4422,4459,4496,4532,4569,350,409,
开发支出(万元),16614,15431,12333,13137,13113,13493,15395,11078,9326,7591,5452,10315,13166,11324,13683,10986,8587,8488,10022,6904,3827,5007,3284,3243,2353,1991,784,1061,818,664,385,179,0,0,0,0,
商誉(万元),--,--,3303,3303,3303,3303,4110,6202,6202,6202,5395,5395,6446,3303,2100,2100,--,--,141,141,141,141,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),78,82,36,32,35,35,--,454,484,147,1151,205,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),2177,2252,4403,4085,3130,3059,3236,3005,3088,3228,2939,2719,1825,1909,1172,1040,978,1156,1099,1100,984,1105,855,875,855,759,346,295,295,295,351,268,230,148,116,99,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,3736,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),151150,150434,153440,149463,148253,146944,146146,138707,132647,130337,129930,127968,108053,104767,91464,79691,65942,63524,69530,65458,57810,51874,46675,43340,38326,37448,32200,27845,27288,26910,23332,17027,16160,16161,12574,3598,
资产总计(万元),430073,423921,421535,408204,410782,405776,396436,389415,413389,411849,381923,373342,344199,328548,312592,298302,287093,283376,282934,273303,270977,268415,254137,242580,239688,238372,227846,223783,223442,227819,216354,209197,49128,51623,44068,30597,
短期借款(万元),--,--,2000,12000,12000,12000,10000,--,40000,40000,40000,40000,--,--,3943,4001,2244,2225,--,--,--,0,0,0,--,--,--,--,--,--,--,0,2000,2000,4000,3340,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),935,1483,927,716,--,--,--,--,--,148,--,--,--,--,--,104,--,244,244,--,--,383,271,71,--,31,298,577,649,5194,3000,507,1996,5814,3140,2367,
应付账款(万元),21736,15598,17711,16305,12293,9009,13493,14668,17091,12612,8616,5988,8765,5295,5668,5246,3906,4148,4171,2794,4720,3228,2644,2529,1505,3017,1358,1711,1598,1839,2255,2387,1677,1380,1091,1996,
预收账款(万元),5317,5571,3409,3480,4628,4435,6797,6426,5095,9090,4031,3545,5355,4532,1726,2142,1527,1338,1348,1548,1417,821,2445,636,1591,1165,469,923,664,3822,353,56,92,170,718,669,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),1255,3823,992,984,971,4350,1020,1159,1181,5064,1227,1307,1090,3302,953,999,856,2890,888,888,890,2383,927,1035,771,2876,658,620,595,1562,242,0,0,316,717,375,
应交税费(万元),778,2181,1497,1516,2002,3122,1281,1567,1571,3243,830,1122,1301,2334,-642,-443,-399,-299,231,940,1247,2001,1886,1466,625,563,1037,1043,767,523,765,1134,631,899,185,749,
应付利息(万元),--,--,2,12,15,11,--,--,1165,791,413,35,--,--,6,12,6,6,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,1,6,10,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,154,2046,410,410,410,410,--,--,--,--,--,--,--,0,0,0,840,388,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),46226,42500,36573,15408,17485,15777,18904,21491,11754,9972,10115,8006,11828,6932,3862,2422,918,798,4284,1363,489,351,271,216,277,137,189,499,277,204,66,45,73,1275,2413,358,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,58,110,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),76248,71156,63110,50422,49393,48703,51495,45311,77857,80921,65233,60003,28396,22504,15515,14482,9058,11350,11320,9579,9172,9577,8854,6364,4769,7789,4008,5374,4550,13143,6682,4130,6469,11854,13111,10253,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,147,199,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),96,96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),1249,1360,--,832,1830,2026,1907,2204,2513,2836,--,3717,3049,3257,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),233,238,242,247,251,256,260,301,317,317,204,205,127,128,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,497,--,--,--,--,--,--,--,3186,--,--,--,3004,1823,1861,2330,2368,2972,3244,3991,1481,1904,2269,1632,1308,835,470,617,183,162,162,306,1190,1005,
非流动负债合计(万元),1578,1694,739,1079,2081,2282,2167,2505,2830,3153,3390,3922,3176,3385,3152,2022,1861,2330,2368,2972,3244,3991,1481,1904,2269,1632,1308,835,470,617,183,162,162,306,1190,1005,
负债合计(万元),77826,72850,63849,51501,51474,50985,53662,47816,80687,84074,68623,63925,31572,25889,18666,16503,10918,13680,13688,12551,12416,13568,10334,8267,7038,9421,5317,6209,5020,13760,6865,4292,6631,12160,14301,11258,
实收资本(或股本)(万元),137779,137779,137779,137779,137779,137779,137779,137779,137779,137779,137779,68890,68890,68883,68806,68306,34174,34046,34019,33896,33600,33600,33600,33600,22400,22400,22400,22400,11200,11200,11200,11200,8400,8400,8400,8200,
资本公积(万元),72794,72794,71994,66568,64332,64332,63776,61531,58041,58292,54073,122963,122449,122403,121665,117980,151130,149104,149885,147614,142714,142289,141075,140614,151814,151762,151762,151762,162962,162962,162662,162662,6277,6277,5807,3207,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),10031,10031,9695,9695,9695,9695,8858,8858,8858,8858,8262,8262,7822,7822,6466,6466,6466,6466,5336,5336,5336,5336,4540,4540,4540,4540,3707,4013,4013,4013,2579,2579,2579,2579,1525,679,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),135112,129873,134968,132466,135564,130692,123416,118508,114632,109957,102323,99746,95119,90688,90552,82991,81481,77305,77520,71583,74812,71478,63370,54730,53286,49985,44395,39200,40052,35690,32852,28464,25240,22206,14035,7254,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-49,-44,-74,-69,-31,-26,-12,-6,0,0,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),352303,351061,356771,351002,353678,349373,337382,329831,321183,316937,302783,299486,294152,289572,287440,275700,273175,266853,266728,258402,256450,252697,242585,233484,232039,228686,222264,217374,218227,213864,209293,204905,42496,39462,29767,19340,
少数股东权益(万元),-56,10,915,5701,5630,5418,5392,11768,11519,10837,10518,9931,18475,13087,6485,6099,3000,2843,2518,2349,2110,2150,1217,830,611,264,265,200,195,195,196,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),352247,351071,357686,356703,359308,354791,342774,341599,332702,327774,313301,309417,312627,302659,293925,281799,276175,269696,269246,260751,258560,254847,243802,234313,232650,228950,222529,217574,218422,214060,209489,204905,42496,39462,29767,19340,
负债和所有者权益(或股东权益)总计(万元),430073,423921,421535,408204,410782,405776,396436,389415,413389,411849,381923,373342,344199,328548,312592,298302,287093,283376,282934,273303,270977,268415,254137,242580,239688,238372,227846,223783,223442,227819,216354,209197,49128,51623,44068,30597,		
  
