报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
其他应收款(万元),40244,32966,31885,42919,33651,35938,28449,26339,21452,15291,13159,15383,15056,13953,8316,9222,8255,7287,5821,7212,4656,7111,6377,5706,5034,4580,3115,2895,2932,2210,1509,2131,1520,1724,1297,1579,1175,1618,702,1439,1336,1787,880,333,469,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
存货(万元),97768,90705,89041,86125,83222,65663,60404,37628,33101,35631,31268,24995,28836,21619,18065,11592,12202,12220,12169,11079,8777,8732,8807,8532,5945,7043,5133,5569,4196,3796,3651,3251,3239,3029,3621,1718,794,1235,978,1198,908,757,648,2253,1233,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
一年内到期的非流动资产(万元),24224,29805,29805,4669,4669,4669,4669,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,--,--,4,--,--,--,--,--,0,7,10,34,39,47,54,48,59,--,15,5,15,0,0,
其他流动资产(万元),17421,37562,40365,51488,36259,14259,17517,17668,21083,22371,21362,24074,1644,1513,1720,8994,19629,629,1226,167,3528,961,732,48,45,53,56,20,28,13,13,23,1009,1000,9,--,0,172,172,--,0,0,--,0,192,
流动资产合计(万元),664406,670958,724259,672406,638335,556360,553289,512685,508241,485310,476688,479245,272164,238118,256455,257822,252333,255395,268202,260552,283285,104492,110556,109342,99901,99727,103184,92286,90497,47239,54726,44919,49384,50365,56545,57240,47050,50035,50993,46704,45943,16556,20274,18459,13200,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
可供出售金融资产(万元),41911,40971,39824,32619,29899,29899,29899,27799,27439,26439,24930,16635,15087,12587,12587,10587,--,--,--,--,--,--,--,6000,6000,6000,--,--,--,--,0,0,0,0,0,--,0,0,0,0,--,0,--,0,--,
持有至到期投资(万元),550,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,0,0,--,0,--,
长期应收款(万元),53310,59143,53614,35914,34894,26970,27908,13410,10006,5568,5568,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
长期股权投资(万元),30793,31697,31697,31721,29621,29957,28917,30384,27834,25848,24266,22243,5310,1924,1924,2398,3338,3330,3330,3142,1630,1553,1553,1596,1673,1824,1274,1195,1294,1468,1468,1401,1403,1531,273,--,469,42,42,42,0,0,--,23,249,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
投资性房地产(万元),2178,1953,1969,1985,2001,2017,2034,2050,2066,2082,2098,2115,2131,2147,2163,2179,2196,2212,2228,2244,2261,2277,2293,2309,2325,2342,2358,2375,2391,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
固定资产原值(万元),220466,--,198420,--,161980,--,145489,--,120581,--,114083,--,94750,--,90479,--,67103,--,62718,--,32790,--,30187,--,25599,--,24145,--,22383,--,22491,0,7971,0,7768,--,6565,--,6460,--,6216,--,5941,3847,--,
累计折旧(万元),62337,--,53036,--,45953,--,39519,--,33356,--,28248,--,23731,--,19505,--,16316,--,13421,--,9791,--,8067,--,6781,--,5589,--,4399,--,3843,0,3368,0,2951,--,2662,--,2320,--,2006,--,1607,1177,--,
固定资产净值(万元),158129,--,145384,--,116026,--,105969,--,87225,--,85834,--,71020,--,70974,--,50787,--,49297,--,23000,--,22121,--,18817,--,18557,--,17985,--,18649,0,4603,0,4817,--,3904,--,4140,--,4211,--,4334,2670,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,0,--,--,0,0,
固定资产(万元),158129,149400,145384,115750,116026,103685,105969,89209,87225,86282,85834,72162,71020,70891,70974,52202,50787,48697,49297,36902,23000,22167,22121,18360,18817,18486,18557,18464,17985,19490,18649,6006,4603,4668,4817,3867,3904,4030,4140,4180,4211,4161,4334,2670,2478,
在建工程(万元),35956,26964,19464,39459,33276,37941,27134,34310,29833,28029,19780,25466,14488,13492,5707,18755,13695,6554,3664,9436,7069,5970,4179,2518,256,293,233,254,448,252,182,8405,6413,4645,3343,4475,2493,579,450,674,355,405,318,116,195,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,0,0,--,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,-5,0,--,0,-0,--,--,0,0,--,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
无形资产(万元),143090,115997,113309,97589,102829,101352,107073,68705,65709,64630,65011,63678,67114,69543,60825,56727,51136,51714,52002,49569,43084,35544,32703,12970,10184,9546,8601,7809,6305,6728,6846,6436,5895,5468,5652,4455,3606,2931,2356,1219,1219,1200,1209,547,513,
开发支出(万元),46988,64280,55822,60245,48012,39750,29112,36813,35923,28825,25568,20030,14110,11633,17686,17884,19243,16561,13946,11082,6834,12546,9326,9929,10753,8466,6899,4224,4270,3412,2810,2751,2228,2012,1403,1067,604,1134,1412,1509,1177,953,704,0,0,
商誉(万元),112215,112215,112215,112571,112571,112571,112571,70346,70346,49391,49391,49982,49391,49391,49391,35369,35360,35360,35360,35189,590,590,590,590,590,590,590,804,804,804,804,879,725,356,356,--,0,--,--,184,0,0,--,0,--,
长期待摊费用(万元),7269,5259,3522,3278,2634,1627,1428,1284,1141,1184,1146,1157,1155,1223,1319,620,610,374,332,258,121,137,155,121,124,133,144,78,81,61,69,13,1,2,2,9,14,35,38,117,37,25,17,16,28,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
递延所得税资产(万元),31950,27012,27013,15944,15933,13437,13473,10535,10540,10532,10540,6706,6713,6116,6155,3875,3884,3784,3792,2464,2355,1863,1863,1678,1648,1281,1281,953,953,953,953,419,419,419,431,241,241,241,241,192,192,192,192,113,108,
其他非流动资产(万元),5942,5958,5942,2593,2593,2589,2589,38509,51276,48213,48213,31803,31803,31803,31803,15000,--,600,600,600,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,0,0,--,0,--,
非流动资产合计(万元),670280,640849,609774,549668,530288,501795,488106,423353,419337,377022,362346,311977,278322,270751,260535,215597,180248,169186,164550,150887,86944,82645,74782,56069,52371,48960,39936,36157,34531,33170,31782,26311,21688,19096,16277,14114,11331,8992,8679,8117,7190,6936,6775,3486,3571,
资产总计(万元),1334686,1311807,1334034,1222074,1168624,1058155,1041394,936038,927578,862332,839034,791222,550486,508869,516990,473419,432581,424581,432753,411438,370229,187138,185338,165411,152272,148687,143120,128443,125028,80408,86507,71230,71072,69461,72822,71355,58381,59026,59673,54821,53133,23492,27049,21945,16771,
短期借款(万元),77609,53257,42057,32557,32147,35890,30590,30090,47200,27200,22200,24200,19900,900,900,--,--,--,654,2619,--,--,--,3000,3000,--,--,--,--,1980,1980,0,3800,3800,3800,6550,0,500,500,--,--,4000,4000,4800,4000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,0,--,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
应付票据(万元),12566,22114,29314,23723,19129,16464,29660,16748,13200,12884,20040,11540,17679,10191,13656,12955,4904,5580,9194,8762,3921,4241,4381,7436,2866,2692,2177,859,716,867,665,1043,281,149,1035,1036,734,76,926,951,862,268,1930,178,760,
应付账款(万元),143971,111363,105962,76300,75592,87235,61670,57837,58939,78152,56852,54907,50002,44160,46779,35926,35492,28127,29298,30793,17421,16623,16964,15167,13451,14273,11851,8283,6777,5859,7811,2774,3029,2453,3694,3134,1587,1611,1791,1497,1294,1540,1582,1604,948,
预收账款(万元),52092,67617,72375,70304,48536,42818,47097,37831,23065,24824,22520,21706,12176,10063,13494,21362,9561,7864,8464,9712,4615,4278,4943,3013,1631,2289,2010,2657,2113,1656,2073,1165,1188,279,385,740,217,81,82,737,411,71,221,148,102,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
应付职工薪酬(万元),17180,7187,35700,18356,10583,3321,23048,10531,7997,4240,12005,8348,5148,2388,8595,4565,3287,902,5074,3241,1942,1159,3301,1806,1109,68,1934,--,--,--,900,0,199,0,402,17,29,13,2,79,15,10,13,94,114,
应交税费(万元),12551,13680,26176,6549,5741,1912,14377,2101,3436,3134,6346,4539,4184,2905,8144,2695,1626,2562,4853,2173,1277,1614,1750,1396,739,920,1737,289,956,992,1883,444,265,192,481,882,481,189,801,44,217,181,411,355,129,
应付利息(万元),2,--,83,--,--,--,120,--,--,--,--,--,--,--,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,35,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,0,0,--,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
其他应付款(万元),134270,130088,137827,53459,48565,30900,45537,48425,48926,13213,20141,10592,9623,11169,16019,10034,6287,6869,13568,12442,2413,2045,1320,1770,1713,1605,1537,1323,1604,1578,1652,1713,1184,626,798,770,437,582,650,154,271,202,215,100,308,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
一年内到期的非流动负债(万元),13000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,300,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,300,300,300,300,0,0,
其他流动负债(万元),955,--,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,0,0,--,0,--,
流动负债合计(万元),464196,405306,449515,281248,240293,218540,252099,203564,202763,163648,160104,135832,118712,81776,107592,87557,61191,52205,71404,69743,31589,29961,32658,33588,24508,21847,21247,13412,12166,12932,16963,7140,9946,7500,10595,13128,3485,3052,4752,3761,3370,6572,8672,7279,6360,
长期借款(万元),36049,46049,46070,46299,47099,48036,37083,33186,31688,11188,3744,--,--,--,--,--,--,--,--,300,300,300,300,300,300,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,0,0,--,300,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,0,0,--,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,0,0,--,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,1139,380,
预计非流动负债(万元),43310,35878,29369,37244,35612,21392,21088,20526,19459,15987,15643,15785,14363,14139,12082,10556,8604,8664,9704,5808,4766,2967,3097,2893,3021,3314,2717,2031,2655,2358,2376,1725,1465,1376,1288,1335,902,841,614,782,797,991,690,542,678,
长期递延收益(万元),14005,13300,10323,8093,6281,5441,5039,3569,3051,2782,3524,3196,3014,4063,3767,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),3946,3904,3506,4044,4137,4338,4209,4428,4602,3880,3702,4536,4293,3682,3407,3958,3357,3113,2824,3088,1602,969,549,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2164,2471,2130,2716,1092,379,447,461,1095,1573,445,577,702,977,712,1022,1003,975,909,1035,1050,976,1127,1267,166,166,391,488,0,0,
非流动负债合计(万元),97311,99132,89267,95680,93129,79207,67418,61708,58801,33836,26613,23517,21670,21884,19256,16677,14432,13908,15243,10288,7048,4682,4407,4289,4894,3760,3295,2733,3632,3070,3398,2728,2440,2285,2323,2386,1878,1968,1881,948,963,1382,1178,1981,1058,
负债合计(万元),561507,504438,538782,376928,333422,297747,319517,265273,261563,197484,186717,159349,140382,103660,126848,104234,75624,66113,86647,80030,38636,34643,37065,37877,29402,25606,24542,16145,15798,16002,20361,9867,12386,9785,12918,15514,5363,5020,6633,4710,4333,7954,9850,9260,7417,
实收资本(或股本)(万元),208248,138869,138869,138869,138869,132649,131548,129550,129377,129191,128663,128584,121522,80785,80299,80174,80150,47110,46849,46849,46849,37812,37812,37812,37812,25208,25208,25208,25208,24112,16075,16075,16075,16075,16075,16075,16075,10717,10717,10717,10717,8037,8037,7306,7306,
资本公积(万元),439303,527893,525404,521073,518436,442520,412127,373616,371534,377005,371141,371646,165729,202319,193806,192503,191451,223362,216169,215425,214742,50149,49473,48926,48322,61290,59713,59703,59680,18487,26524,26524,26524,26524,26524,26524,26524,31882,31882,32071,32174,3439,3439,1052,1031,
减:库存股(万元),84676,85188,85188,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,0,0,--,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),11634,11634,11634,11125,11125,11125,11125,9887,9887,9887,9887,8109,8109,8157,8157,6379,6379,6379,6379,5215,5215,4818,4818,3538,3538,3538,3538,2604,2604,2604,2604,1518,1518,1518,1518,720,720,720,720,287,287,287,287,540,179,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
未分配利润(万元),180218,189205,181093,154997,148863,158768,151369,132012,129774,124150,117083,98696,90641,95060,88401,72045,63916,66748,61659,48950,50200,45780,42348,35383,31258,31184,29198,23838,20881,18358,20084,16367,14024,15239,14271,11746,9699,10687,9721,7037,5337,3500,5176,3787,633,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,--,--,0,--,0,--,
归属于母公司股东权益合计(万元),754716,782363,771772,826037,817272,745046,706144,645064,640572,640233,626773,607035,386001,386321,370663,351101,341896,343599,331056,316440,317007,138558,134451,125658,120930,121219,117656,111353,108372,63560,65287,60484,58141,59356,58388,55065,53018,54006,53040,50111,48514,15262,16939,12685,9149,
少数股东权益(万元),18463,25007,23479,19109,17930,15362,15733,25702,25443,24615,25543,24838,24103,18888,19479,18084,15062,14870,15050,14968,14586,13936,13822,1875,1940,1861,922,946,858,846,860,879,545,320,1516,775,0,--,--,--,285,276,260,0,205,
所有者权益(或股东权益)合计(万元),773179,807369,795251,845146,835202,760408,721877,670765,666015,664848,652317,631873,410104,405209,390142,369186,356957,358468,346105,331408,331592,152495,148273,127534,122870,123081,118578,112299,109231,64406,66146,61363,58686,59676,59904,55840,53018,54006,53040,50111,48799,15538,17199,12685,9354,
负债和所有者权益(或股东权益)总计(万元),1334686,1311807,1334034,1222074,1168624,1058155,1041394,936038,927578,862332,839034,791222,550486,508869,516990,473419,432581,424581,432753,411438,370229,187138,185338,165411,152272,148687,143120,128443,125028,80408,86507,71230,71072,69461,72822,71355,58381,59026,59673,54821,53133,23492,27049,21945,16771,		
  
