报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
应收利息(万元),978,650,--,629,1256,1052,993,766,770,754,1006,506,512,380,222,--,--,--,--,--,--,--,--,--,32,--,121,127,157,--,0,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,6000,--,--,--,--,--,--,--,--,--,--,--,188,188,--,--,75,--,--,--,0,--,--,0,80,--,--,--,
其他应收款(万元),--,11441,79547,5094,9942,15671,13949,12123,11502,8829,8362,8120,11436,11039,2256,3267,2120,1155,321,257,322,315,265,285,259,260,229,178,475,92,85,93,53,155,307,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
存货(万元),208873,214180,237990,208776,187206,157557,148116,105089,62850,49598,74028,62008,47077,34435,47324,46740,50137,45159,16251,14707,13412,11435,8935,9172,9909,8418,8612,8781,9028,8368,7536,7143,6527,4048,3363,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,6103,5797,5775,5406,102,112,60,73,681,684,702,702,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
其他流动资产(万元),47659,153752,174170,197222,200940,275394,335385,398477,359202,605012,515225,465961,8558,16867,16739,2777,9644,6168,55,3,0,0,--,18,60,355,--,0,--,--,0,--,--,--,--,
流动资产合计(万元),1086772,1078328,1028459,1227861,1134658,1024632,1013522,991053,1137702,1120835,913835,862093,365371,249822,178078,178507,163943,154922,39141,40684,38142,34776,33457,35059,36867,39533,42116,47281,45157,50500,26512,28162,23409,19919,11705,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
可供出售金融资产(万元),--,189301,191755,163406,163272,175538,187983,185098,184623,182972,176523,175284,--,--,--,--,--,--,3303,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
长期股权投资(万元),164225,155923,148178,157624,148850,148208,150735,133363,47087,86827,72814,68307,42065,41584,39160,37175,--,--,--,3303,3303,3303,3303,3303,1949,1949,1949,1349,1349,1349,1349,1349,1349,794,531,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
固定资产原值(万元),--,75412,--,73510,--,103615,--,105905,--,103377,--,65906,--,2375,--,2243,--,3835,--,38792,--,37226,--,19697,--,17817,--,16316,--,16057,0,10947,10657,--,--,
累计折旧(万元),--,39178,--,37862,--,55751,--,55640,--,50784,--,30412,--,1594,--,1472,--,2261,--,7911,--,6439,--,5590,--,4865,--,4184,--,3536,0,3213,2786,--,--,
固定资产净值(万元),--,36234,--,35648,--,47864,--,50266,--,52592,--,35494,--,781,--,771,--,1575,--,30882,--,30787,--,14107,--,12952,--,12132,--,12522,0,7734,7871,--,--,
固定资产减值准备(万元),--,--,--,--,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,336,--,288,--,284,--,284,--,284,--,284,0,284,284,--,--,
固定资产(万元),--,36234,36885,35648,35396,47860,49340,50266,51845,52592,36749,35494,718,781,750,771,1443,1575,29856,30545,30268,30499,13431,13824,12354,12668,11606,11848,12109,12237,7583,7450,7587,5063,4438,
在建工程(万元),--,--,--,--,--,1208,115,60,60,60,1370,1382,--,--,--,--,--,10,530,236,891,686,17382,15294,11737,11408,3751,2844,1494,1079,4289,1449,431,13,1,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48,107,--,--,--,0,--,--,0,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
无形资产(万元),7654,8684,8787,9764,10045,11437,11688,13444,14905,13247,16893,17843,250,277,304,338,384,429,5819,5850,6205,6236,6267,6298,6330,6361,6392,6423,4711,4732,4753,4774,2154,623,629,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
商誉(万元),97037,93215,86841,86815,86821,204019,214228,214223,144483,139626,16962,16954,5360,5360,5360,5360,5395,5395,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
长期待摊费用(万元),3838,4598,5612,6135,6782,22913,14353,15483,16151,16103,2483,1662,138,145,909,1077,1245,1405,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
递延所得税资产(万元),28743,28043,23030,22137,19518,21122,19929,19267,17641,14767,10562,13408,5268,3508,1765,1329,1511,914,--,--,411,406,302,398,313,305,312,317,280,198,169,146,85,63,55,
其他非流动资产(万元),3600,3502,780,714,4061,1555,2605,38030,26722,2721,72054,2764,1000,1600,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,0,--,--,--,--,
非流动资产合计(万元),514821,519500,501868,482243,474746,633859,650976,669233,503518,508914,406411,333097,54798,53255,48248,46050,9979,9727,39509,39935,41078,41130,40733,39225,32684,32691,24010,22781,19942,19596,18143,15168,11605,6556,5655,
资产总计(万元),1601593,1597828,1530327,1710104,1609404,1658490,1664498,1660285,1641220,1629749,1320246,1195190,420169,303076,226327,224557,173922,164649,78650,80619,79220,75906,74190,74284,69551,72224,66125,70063,65100,70096,44654,43330,35014,26475,17360,
短期借款(万元),113931,127002,120084,78745,50781,61790,64557,49776,41789,44071,57619,88184,55729,30881,23361,26296,21597,8826,16980,16590,11850,9550,9966,10385,8880,8370,4680,9380,3400,9200,9800,9000,5500,5300,2470,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73,36,36,0,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,1000,--,--,--,
应付账款(万元),--,39309,--,48678,30713,48926,54884,61942,67100,72702,35482,35631,720,1806,613,878,1202,4197,11485,12261,13217,12003,10675,11448,9238,12344,10380,10100,9588,10063,9495,9115,8803,5041,3955,
预收账款(万元),49952,40942,62327,44385,51868,52891,90483,50655,21544,16278,27819,17278,7729,5123,7243,5196,11259,7974,145,20,92,92,60,78,118,18,135,12,32,7,5,15,54,30,19,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
应付职工薪酬(万元),27226,33163,20181,23537,24405,47179,56662,47961,32885,40523,27262,18805,681,924,929,883,826,925,1080,1313,1048,1356,1104,898,787,1216,754,651,573,1003,767,677,926,884,611,
应交税费(万元),31916,33187,25681,20868,25314,37095,15714,23741,26046,32618,15917,13761,9467,14147,7343,4732,4867,8628,68,178,123,109,402,246,27,12,406,692,582,460,375,649,417,902,1674,
应付利息(万元),192,218,--,291,1121,296,2831,1976,1315,483,333,1304,778,181,169,142,88,67,31,25,20,16,15,16,18,14,7,18,5,17,16,5,5,4,4,
应付股利(万元),0,0,--,0,0,0,0,0,0,0,0,0,5,5,5,2541,4438,4438,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他应付款(万元),--,25229,23256,110118,25251,35003,33644,32246,24632,41413,41742,57431,13383,49464,11626,11622,23228,20889,568,859,503,679,512,504,263,541,234,367,495,607,356,378,399,553,2180,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,62101,105098,110560,35198,35824,15903,10903,12203,18160,21347,21347,23421,9000,4500,1000,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
其他流动负债(万元),80676,93080,115121,126372,101466,127801,145606,141079,149266,163302,151823,101002,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
流动负债合计(万元),358517,392130,395177,539797,442486,521540,499579,445199,380480,422292,370202,351557,109839,123880,74709,61291,72004,56944,30356,31246,26853,23804,22734,23575,19331,22515,16596,21294,14712,21392,20814,20840,16103,12715,10912,
长期借款(万元),77926,79375,40624,27400,50000,50000,115594,128545,196158,203262,138051,74959,95896,64286,63486,79718,22231,26731,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
长期应付款(万元),--,--,96,100,--,--,--,22,64,64,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期递延收益(万元),200,1357,1462,1700,1700,1700,--,--,--,--,50,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
递延所得税负债(万元),2477,2282,229,229,203,3111,2508,2895,3814,3652,621,452,43,42,48,55,65,75,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
其他非流动负债(万元),191522,191705,192288,202110,203139,203466,203861,204338,204140,155205,14267,3900,--,--,--,--,--,--,1232,1270,1308,1346,827,587,605,622,640,657,675,82,84,85,87,--,--,
非流动负债合计(万元),272213,274808,234698,231539,255042,258277,321963,335800,404176,362183,152989,79361,95939,64329,63534,79773,22296,26806,1232,1270,1308,1346,827,587,605,622,640,657,675,82,84,85,87,0,0,
负债合计(万元),630730,666938,629876,771337,697529,779817,821542,780999,784656,784475,523191,430918,205778,188208,138243,141064,94300,83750,31588,32516,28161,25150,23562,24162,19936,23137,17235,21951,15387,21474,20898,20924,16190,12715,10912,
实收资本(或股本)(万元),138652,138649,138649,138649,138640,138639,138639,138638,138637,138637,138631,138630,55940,55940,55940,55940,55940,55940,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,10000,10000,7500,7500,7500,2400,1800,
资本公积(万元),290888,290817,290958,356302,355842,355731,359192,422088,421647,416214,416024,416342,2344,2327,2301,2275,2275,2275,18142,18142,18142,18142,18142,18142,18142,18142,18142,18142,28142,28142,6260,6260,6260,5667,--,
减:库存股(万元),42862,41676,34614,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
盈余公积(万元),15132,15132,12774,12774,12774,12774,10621,10621,10621,10621,8641,8641,1200,1200,610,610,610,610,1516,1516,1516,1516,1344,1344,1344,1344,1048,1048,1048,1048,506,506,506,1019,665,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
未分配利润(万元),492356,443759,407245,353692,333869,297856,257362,216673,193755,161210,118301,84783,45072,43056,22933,18767,15342,16735,7405,8446,11402,11099,11143,10636,10129,9600,9700,8922,10523,9432,9490,8139,4557,4674,3983,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,
归属于母公司股东权益合计(万元),888146,843914,813414,854646,828803,796417,759126,782721,760005,721431,677218,643421,103577,102575,81801,77591,74171,75567,47062,48103,51059,50756,50629,50122,49615,49086,48890,48112,49713,48622,23757,22406,18824,13760,6448,
少数股东权益(万元),82717,86977,87037,84121,83072,82256,83830,96565,96559,123844,119837,120852,110814,12293,6283,5902,5452,5332,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,
所有者权益(或股东权益)合计(万元),970863,930890,900451,938767,911876,878673,842956,879286,856564,845274,797055,764272,214391,114868,88084,83493,79622,80899,47062,48103,51059,50756,50629,50122,49615,49086,48890,48112,49713,48622,23757,22406,18824,13760,6448,
负债和所有者权益(或股东权益)总计(万元),1601593,1597828,1530327,1710104,1609404,1658490,1664498,1660285,1641220,1629749,1320246,1195190,420169,303076,226327,224557,173922,164649,78650,80619,79220,75906,74190,74284,69551,72224,66125,70063,65100,70096,44654,43330,35014,26475,17360,		
  
