报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
累计折旧(万元),--,39668,--,39110,--,37563,--,35899,--,34600,--,33016,--,31416,--,--,--,29677,27694,--,--,--,
固定资产净值(万元),--,50792,--,42744,--,44199,--,43221,--,44210,--,44594,--,45607,--,--,--,45596,31917,--,--,--,
固定资产减值准备(万元),--,511,--,523,--,523,--,524,--,526,--,529,--,544,--,--,--,550,663,--,--,--,
固定资产(万元),49427,50282,41651,42221,42884,43676,42062,42697,42844,43684,43420,44065,44312,45063,44898,45517,44748,45046,31253,30157,29311,29326,
在建工程(万元),4529,3389,8028,5099,4039,2670,7345,5524,4227,2538,1849,1132,688,251,1044,282,766,789,5704,1051,766,562,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6884,6943,6975,7035,7059,7151,8923,8991,9065,9129,7439,7489,7575,7612,7674,7735,7797,7865,8113,8361,5881,6130,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),3285,3362,1323,1457,1514,1661,1638,1609,1764,1845,1962,2154,2134,2342,2228,2491,2387,2388,1558,723,969,980,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),5095,5015,5061,4771,4563,4435,4247,4177,3668,3537,3738,3648,3212,3111,2940,2860,2645,2523,1977,1874,1597,1578,
其他非流动资产(万元),1360,483,2001,1504,493,382,--,--,--,--,1772,1772,1772,1772,1772,1772,1772,1772,--,--,--,--,
非流动资产合计(万元),119071,120688,115029,111301,109716,110971,107110,103381,101670,105625,101645,103725,98525,101941,92556,89899,87503,90810,75374,67635,63262,53206,
资产总计(万元),472944,469382,472876,464380,447484,448977,450193,436840,440107,423890,404987,402140,397882,399301,406208,353751,336801,334278,308180,302851,222660,187814,
短期借款(万元),68000,62175,63000,63000,55000,57100,62500,70500,76000,57000,52000,60000,75950,68550,75971,93841,92290,86632,54552,67806,54512,44537,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,27,53,27,1,--,--,--,--,--,--,--,--,--,8,8,1,23,44,260,451,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),27039,29857,37147,31767,34229,48464,32532,19757,23868,24855,22677,8946,11060,15087,20933,17850,10741,12412,12705,13862,5791,4883,
应付账款(万元),71976,70869,76838,82702,74818,74100,85131,84012,75280,76978,82054,87867,73877,71491,73609,74650,74244,70899,59889,48262,47915,41159,
预收账款(万元),28738,25032,24944,23307,22711,20465,25649,23605,23811,25649,23893,22977,20960,21960,21978,18627,19131,19080,23636,20971,16143,11172,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),9927,14760,12674,10678,8415,12267,8105,6534,5344,8805,7106,7082,5957,8008,6248,6005,3483,7487,5001,3817,2786,2406,
应交税费(万元),2864,6689,2692,1997,2985,4002,3124,3275,4437,4678,2876,3951,3533,4711,2198,4019,2524,4042,3337,5013,1959,1622,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,389,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),12149,14713,15192,13964,10783,12441,16166,16786,18521,11882,11226,10092,7777,8975,18689,19484,20030,19712,18634,19837,17475,12229,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),950,1400,6475,5800,7575,6800,3550,4650,2900,5000,4275,3200,2100,5925,4950,5150,4800,1900,3900,250,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,638,621,554,603,--,--,--,--,
流动负债合计(万元),221645,225522,239016,233242,216516,235639,236758,229508,230160,214847,206107,204115,201214,204708,225221,240274,227797,222792,181697,180078,147033,118008,
长期借款(万元),24725,19750,14875,15625,15675,1400,6500,5000,6800,6800,3550,4650,5800,6800,7825,7850,4250,9075,1900,7675,4200,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),3833,3958,4416,4654,4630,4744,4917,5025,4998,5130,5470,4273,4249,4328,--,--,--,--,--,--,--,--,
递延所得税负债(万元),1370,1410,1399,1457,1604,1494,1404,1194,1241,1467,1060,1606,1284,1176,--,0,1,1,20,2,4,529,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1212,1252,1293,1334,--,--,--,--,
非流动负债合计(万元),47376,42208,37750,38531,38199,23619,27296,25424,26954,27042,20715,20954,21347,22318,9037,9103,5544,10411,1920,7677,4204,529,
负债合计(万元),269020,267730,276766,271773,254715,259258,264054,254932,257115,241889,226822,225069,222561,227026,234258,249377,233341,233203,183617,187754,151237,118537,
实收资本(或股本)(万元),39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,39500,29500,29500,29500,29500,29500,29500,29500,
资本公积(万元),70549,70549,70549,70549,70549,70549,70549,70549,70549,70549,70549,70549,70580,70580,70580,17927,17927,17927,37352,36842,17937,20810,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),10496,10496,9112,9112,9112,9112,7741,7741,7741,7741,6157,6157,6157,6157,4890,4890,4890,4890,3907,2923,2002,1008,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),78689,76024,72569,68580,67811,65442,63455,60294,61059,58653,56425,52289,52281,49776,55010,50111,49157,46738,39479,32118,19882,12608,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),202089,199762,194609,191003,191131,188151,184495,180125,181083,179979,176827,175683,173890,170774,169980,102427,101474,99054,110238,101382,69321,63926,
少数股东权益(万元),1834,1890,1501,1604,1638,1568,1644,1783,1909,2022,1338,1388,1431,1501,1969,1946,1986,2021,14325,13715,2101,5351,
所有者权益(或股东权益)合计(万元),203923,201652,196110,192607,192770,189719,186139,181908,182992,182001,178165,177071,175321,172275,171950,104374,103460,101075,124563,115097,71423,69277,
负债和所有者权益(或股东权益)总计(万元),472944,469382,472876,464380,447484,448977,450193,436840,440107,423890,404987,402140,397882,399301,406208,353751,336801,334278,308180,302851,222660,187814,		
  
