报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
存货(万元),92016,85727,93591,73798,66673,58483,59431,61127,57330,57016,58931,56345,66154,88360,94935,103368,54642,67747,60866,61518,56183,54882,37410,33974,26326,45649,37581,48272,102423,119031,131558,127250,81935,57926,25940,8762,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,500,100,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),24728,33106,32237,49625,73848,72187,31262,37521,43267,106881,76992,103196,97377,123446,68878,1289,--,5000,--,3000,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),617806,612973,647713,639746,645203,670266,579240,579203,603586,648172,793530,669551,706354,675799,671979,688700,719641,717812,715749,718144,758972,774770,764967,754519,787380,771688,767775,758174,808751,798872,763187,737975,141692,125502,53011,21273,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
可供出售金融资产(万元),136334,146153,158101,133850,150527,128019,118257,106659,106559,119927,87650,88875,70466,60366,45628,29996,31904,25639,21817,9217,12488,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,12000,12000,12000,12000,12486,12483,12470,12000,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),353,253,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),60378,62144,7526,7804,8191,8523,8303,8344,6430,5813,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,124519,--,118637,--,115562,--,112118,--,108887,--,92673,--,79828,--,103556,--,48925,--,30378,--,26030,--,24443,--,16532,--,16064,--,14920,--,14749,0,7968,7477,--,
累计折旧(万元),--,40570,--,36638,--,32128,--,27033,--,21566,--,17954,--,14316,--,36947,--,8629,--,8071,--,7234,--,6520,--,5918,--,5548,--,5078,--,4609,0,4116,3457,--,
固定资产净值(万元),--,83949,--,81999,--,83434,--,85085,--,87321,--,74719,--,65512,--,66609,--,40296,--,22308,--,18796,--,17923,--,10614,--,10516,--,9843,--,10140,0,3852,4020,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
固定资产(万元),80910,83949,84794,81999,85227,83434,84320,85085,84819,87321,76074,74719,77370,65512,67238,66609,39645,40296,22438,22308,21345,18796,18355,17923,14515,10614,10719,10516,10233,9843,9937,10140,10173,3852,4020,4068,
在建工程(万元),80554,76980,65665,60299,45087,38884,37944,33025,27660,23001,19182,18393,15350,24002,22018,19699,14174,13136,21031,17505,16252,13665,10930,8161,8368,7566,2949,1908,1513,658,134,0,0,7653,0,6,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),59660,62506,64176,66231,68185,69585,68719,69442,69163,70339,16895,16975,17137,17305,17383,17485,17636,17699,17648,17763,6937,7005,7074,7113,7139,7204,5751,5814,2837,2858,2879,2865,1922,257,268,213,
开发支出(万元),1297,1264,1176,1077,1105,1047,769,643,464,268,218,211,178,114,108,80,57,51,46,99,67,66,60,60,15,1,--,--,--,--,--,0,0,0,0,0,
商誉(万元),212263,220570,224037,228679,232560,234168,225418,223845,218106,219200,134900,129648,130254,129762,115315,115322,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),21380,21603,21747,21880,22125,22337,10300,10426,10254,10405,10408,10558,10743,10759,9182,9305,9428,9551,327,332,336,343,30,30,--,--,68,114,161,207,253,300,347,394,586,141,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税资产(万元),12160,14073,22104,21335,21253,19575,19002,17982,17154,17152,6772,6148,5990,6327,3291,3291,40,377,31,30,231,363,56,56,215,358,31,31,262,262,5,5,5,5,7,33,
其他非流动资产(万元),19026,16473,3319,2813,5346,3521,2323,2380,3552,3251,4403,2902,3117,3089,2804,2926,3159,2577,12878,11508,21181,10981,0,0,0,0,0,--,--,--,--,0,0,0,0,38,
非流动资产合计(万元),684315,705969,664645,637967,651606,621093,587841,570312,556630,568677,356503,348429,330605,317236,282967,264713,116043,109326,96217,78760,78837,51219,36505,33343,30252,25743,19520,18383,15006,13828,13208,13309,12447,12161,4881,4499,
资产总计(万元),1302121,1318941,1312358,1277713,1296809,1291359,1167081,1149515,1160216,1216849,1150034,1017980,1036958,993035,954946,953413,835684,827138,811966,796904,837809,825989,801473,787863,817632,797431,787295,776557,823757,812700,776395,751284,154140,137663,57892,25773,
短期借款(万元),134026,136105,92210,47905,47421,46275,59720,3050,--,5000,1663,--,4591,284,47727,54430,--,--,--,--,--,7316,--,0,--,--,--,--,--,--,--,0,18000,18000,12242,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,641,774,432,195,323,223,--,--,--,--,--,--,--,--,--,--,--,16,314,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付票据(万元),--,334,262,33,45,208,237,46,--,19,61,42,65,85,20,43,69,26,44,44,36,36,4,24,62,42,--,--,--,--,--,0,0,0,0,0,
应付账款(万元),11823,13935,11469,13799,12915,7087,7631,7415,9179,9858,7609,7133,7961,9830,5752,7079,4085,7260,2451,2258,2379,5265,2193,2292,867,163,74,50,61,1809,63,48,58,58,1044,0,
预收账款(万元),5404,5083,5105,3837,5378,3992,3273,3302,2956,2583,446,391,449,1093,225,325,196,142,20,18,417,11,7,22,23,22,356,722,1725,846,2100,2065,1141,1593,3131,0,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付职工薪酬(万元),4767,8117,5892,4338,4565,5952,2935,2532,4120,5916,3715,2939,2019,4575,789,3257,18,2439,35,32,1439,2437,36,33,1543,2340,52,51,66,1502,64,62,101,263,435,176,
应交税费(万元),952,1843,594,1137,770,2326,986,798,5666,3745,2753,2039,5856,1242,3067,2235,2783,2735,1588,2316,3891,1685,2585,179,3739,1067,47,3402,2934,4693,-1565,3784,-5084,-124,845,325,
应付利息(万元),2407,1528,3677,2884,2074,1776,806,779,985,996,1037,815,773,830,834,838,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,26,0,0,
应付股利(万元),--,--,--,24220,--,--,--,36341,--,--,--,253,--,--,--,19314,--,--,--,2707,--,--,--,4477,--,--,8100,9000,--,--,--,0,0,0,1000,2200,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应付款(万元),3940,5475,4334,4514,4092,5391,2667,2874,1289,1759,861,769,703,600,549,364,420,600,462,489,444,399,573,414,487,410,1447,1165,321,347,461,392,320,3196,532,112,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动负债(万元),131395,152495,125600,128181,119728,132751,110778,113944,61105,61412,4771,4585,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动负债(万元),150,163,314,472,460,198,542,433,378,437,85,41,75,88,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
流动负债合计(万元),294863,325077,249459,231321,197447,206597,190348,171946,85873,92048,23222,19008,22491,18628,58964,87887,7571,13202,4600,7863,8606,17148,5413,7754,6721,4043,10075,14390,5108,9198,1124,6350,14537,23014,19229,2813,
长期借款(万元),109241,82658,136168,120698,120068,110432,104922,121348,172870,178550,253698,112643,114322,100505,53896,53899,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,5200,6400,6400,7600,8000,
应付债券(万元),99324,99279,99234,99190,99146,99103,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),867,983,1029,1157,1180,798,915,1166,1388,1659,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),11,10,9,8,7,6,5,5,4,3,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),865,899,913,932,2326,2338,2251,2235,3643,3661,3586,3447,3463,3944,337,337,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),2621,2967,2720,2865,2563,2729,2984,3151,2722,2753,2921,3329,3396,3601,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税负债(万元),28986,31617,52435,52412,57100,54728,53395,52160,51471,54388,24544,28445,28274,27035,13539,10164,4651,3731,3173,1280,840,859,861,872,898,909,904,914,925,936,946,957,967,975,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,6305,3827,3865,3447,3251,3279,3430,3446,1647,1120,1033,1046,184,193,201,210,219,228,236,245,280,315,
非流动负债合计(万元),248497,225205,298257,282991,287976,275909,169592,185045,236754,245496,289336,152138,153667,139151,74077,68226,8516,7179,6424,4558,4270,4305,2508,1992,1931,1955,1088,1107,1126,1146,1165,6384,7604,7620,7880,8315,
负债合计(万元),543360,550282,547716,514312,485423,482505,359940,356991,322627,337544,312559,171146,176158,157779,133041,156113,16087,20380,11024,12422,12876,21453,7922,9745,8652,5998,11163,15496,6234,10344,2289,12734,22141,30633,27109,11128,
实收资本(或股本)(万元),124720,124720,124720,124720,124720,124720,124720,124720,80020,80020,80020,80020,80020,80020,80020,80020,80020,80020,80020,80020,80020,80020,80020,80020,80020,80020,80020,80020,40010,40010,40010,40010,36000,36000,9000,9000,
资本公积(万元),421657,421657,421657,421657,421880,421880,423410,422028,527814,527814,527738,527738,527814,527814,532208,552421,554042,548717,545469,533018,536395,529804,530226,529709,529719,529719,529647,529555,569440,569440,569372,569372,1702,1702,1702,1702,
减:库存股(万元),--,--,--,--,--,--,--,--,58909,11610,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),49028,49028,48206,48206,48206,48206,43083,43083,43083,43083,43083,43083,43083,43083,39475,39475,39475,39475,35618,35618,35618,35618,28943,28943,28943,28943,22547,22547,22547,22547,10423,10423,10423,10423,2271,669,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
未分配利润(万元),143910,139712,132658,128146,157373,158581,154395,150114,190373,170785,154605,140315,155344,136813,129002,117597,137698,130599,131881,127749,164645,150735,142984,127938,160338,142983,138190,123380,182393,167190,153355,118222,83334,58364,17810,3273,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-703,-171,-206,-166,-139,-55,-26,36,12,-32,-20,-19,-11,-5,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),749188,758040,753429,751960,799868,797119,798667,785208,830568,871902,829708,838728,852561,826979,813493,788809,811064,798606,792822,776266,816623,796151,782209,766622,798988,781644,770385,755492,814385,799187,773161,738028,131459,106489,30783,14644,
少数股东权益(万元),9574,10620,11214,11441,11518,11735,8474,7316,7022,7403,7767,8106,8240,8277,8412,8491,8533,8152,8120,8217,8310,8386,11341,11495,9992,9790,5747,5568,3138,3169,945,522,540,540,0,0,
所有者权益(或股东权益)合计(万元),758761,768660,764643,763401,811386,808853,807141,792524,837589,879305,837475,846833,860800,835257,821905,797300,819597,806757,800942,784483,824933,804536,793551,778117,808979,791434,776132,761060,817524,802356,774105,738550,131999,107029,30783,14644,
负债和所有者权益(或股东权益)总计(万元),1302121,1318941,1312358,1277713,1296809,1291359,1167081,1149515,1160216,1216849,1150034,1017980,1036958,993035,954946,953413,835684,827138,811966,796904,837809,825989,801473,787863,817632,797431,787295,776557,823757,812700,776395,751284,154140,137663,57892,25773,		
  
