报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),33684,32172,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1360,1360,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),101117,111804,72776,80284,53992,47652,42482,44808,39282,45285,43382,41421,29629,31424,31331,31453,35116,38284,37445,32486,33959,35955,
长期借款(万元),--,--,30951,31209,31293,30998,29488,--,--,--,--,--,--,--,--,--,--,--,--,6000,12640,2020,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),4955,4684,6194,6117,--,--,--,--,--,--,--,--,--,--,83,83,--,83,83,83,83,83,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),143,185,235,238,261,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),30975,30839,31468,32041,28348,28726,28396,29150,25083,25811,26504,27217,28096,27213,26937,26155,--,--,--,--,--,--,
递延所得税负债(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26037,25458,25691,10045,5721,
非流动负债合计(万元),36073,35708,68848,69605,59903,59725,57885,29150,25083,25812,26505,27218,28096,27213,27020,26238,25824,26120,25541,31774,22768,7824,
负债合计(万元),137190,147512,141623,149888,113895,107376,100367,73958,64364,71097,69887,68639,57725,58637,58351,57690,60940,64405,62986,64261,56727,43779,
实收资本(或股本)(万元),174107,174113,174113,174113,172795,172795,172795,172795,172839,172764,86382,86382,86382,85760,42880,42880,--,38280,38280,17400,17400,17400,
资本公积(万元),34060,32127,29967,28148,13992,13556,13137,12706,12656,11194,96688,95804,94878,83635,126515,126515,--,1154,1154,1154,1154,1154,
减:库存股(万元),15075,18179,18526,18526,3757,7213,7372,7372,7781,11646,11864,11864,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),60691,60691,60691,60691,50679,50679,50679,50679,40351,40351,40351,40351,31945,31945,31945,31945,--,25378,25378,25378,19642,14406,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),404849,366843,371644,346481,318092,291138,305940,282708,264106,237474,239908,217351,202116,176887,176428,159833,--,130130,113249,132893,104620,63772,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-133,-132,-147,-36,-2,
归属于母公司股东权益合计(万元),658977,614555,615506,589760,551112,520839,535063,511403,482050,449996,451339,427899,415177,378075,377628,361031,211601,194809,177929,176677,142779,96730,
少数股东权益(万元),3782,3775,3768,3789,4206,3012,3005,2980,2962,2941,2936,2915,2854,2793,2757,2703,3074,3033,2978,2966,4103,7395,
所有者权益(或股东权益)合计(万元),662759,618330,619274,593548,555318,523851,538068,514383,485012,452937,454275,430815,418031,380868,380384,363734,214675,197842,180907,179643,146882,104125,
负债和所有者权益(或股东权益)总计(万元),799949,765842,760897,743437,669213,631227,638435,588341,549376,524034,524162,499453,475756,439505,438735,421424,275615,262247,243894,243903,203609,147904,		
  
