报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
应收分保合同准备金(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收利息(万元),--,3017,--,10979,2267,3196,2105,2838,2667,284,2633,3678,1164,2744,966,1230,1151,2553,2640,1357,1168,561,539,635,602,148,73,334,234,68,--,305,202,107,122,135,144,70,92,210,97,9,
应收股利(万元),--,3791,--,5255,4826,4841,4734,4023,4673,10108,4806,3730,3805,13823,13723,11923,11923,10178,10178,64,64,28,28,293,283,1924,1665,1659,1659,2074,1860,1777,1874,1782,2281,1879,1879,2388,2060,4191,45,181,
其他应收款(万元),--,--,5119605,4396639,4132848,3242113,3662464,3451284,3140996,3657401,3228553,2637421,2905680,2018668,2153254,1996523,1976832,1984768,2046555,1383838,1384481,1475547,1442014,1342356,1385031,1274879,1214854,1058753,1031686,1248081,1247010,1558836,1386795,1695918,1515036,1450774,1384562,875824,1164948,701030,839324,379811,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
存货(万元),5760832,6206721,5985793,12542929,11829288,13239534,13074389,12835089,12219110,12811489,12426093,11862686,11530524,12690602,12346208,11055919,10641599,11305305,11028573,11384714,10793055,11431218,11388476,11547518,11034027,11919924,11588343,11729662,10612053,11037129,10390334,9812862,8890109,8892495,7425274,6573189,5951929,5273660,4853597,4529607,3186957,2264765,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
一年内到期的非流动资产(万元),349861,267945,204277,175773,217193,378440,363669,336344,374564,594071,655856,649572,705478,355425,562083,450977,486778,397405,390133,312281,436943,121194,247252,231548,316559,155826,159325,104996,103128,104466,103617,43247,53789,25867,4894,1,1,39,7,13,0,0,
其他流动资产(万元),192482,418243,417739,343739,323665,272855,232874,181170,149737,21186,30124,65164,22932,29613,23405,31527,18759,166224,172003,166224,139420,199048,222387,222568,244206,258242,241601,192385,192263,--,25000,--,--,22525,31907,0,0,0,0,0,0,0,
流动资产合计(万元),33942057,35411532,34701128,33064513,32232895,32690790,32426645,31218925,30277454,29456896,29006140,27542046,27555879,26261964,26052461,25016149,24708656,25270609,24641353,23810299,23995419,24318194,23658111,23195789,23926254,25507976,25045787,24709582,23968427,24315163,23519392,23738240,21499435,21541852,20360031,19044539,17709868,17986655,14118308,13206952,10761657,7113876,
发放贷款及垫款(万元),--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
可供出售金融资产(万元),--,0,--,456251,441050,394600,306839,286304,266557,218490,196839,180517,168015,169585,181030,171202,164309,145615,143762,31226,31128,28432,26937,32366,33744,32000,35045,37225,36818,40946,45349,77482,86725,91580,85907,92147,81075,66949,48747,31082,174884,55420,
持有至到期投资(万元),--,0,--,0,--,0,--,0,--,2,2,2,2,2,2,27,2,2,2,2,2,2,2,2,2,16,16,516,16,24,23,30,30,13,25042,50192,30140,46842,14760,4670,50170,10411,
长期应收款(万元),2162068,2122139,2143329,2136605,2354118,1405892,1281188,1210624,1127716,778137,787317,774635,788252,1694039,1672456,1586648,1738329,2587577,2523527,2242237,2034236,3376670,3101561,3000533,2349234,2923623,2864321,2425420,2223765,1714798,1821636,1101896,1027183,234108,177715,99521,87267,0,0,0,0,0,
长期股权投资(万元),1385486,1215676,1100184,1022629,891607,744734,673047,639892,516349,429655,429655,391779,391503,389681,392290,392334,393921,508182,515547,519927,522285,385208,385848,352679,351392,351006,353569,306165,309075,273729,267819,260377,249560,187973,186215,184971,183536,614160,180891,168033,124051,111535,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
投资性房地产(万元),539213,597718,592910,370865,338612,285890,285687,245492,248660,214391,217320,215351,217028,189864,192069,178863,186439,204248,206898,180680,181764,174283,174944,156171,157447,109035,108456,98281,97758,90451,91188,90634,81165,57091,91194,80258,79182,76259,77065,82955,45381,56547,
固定资产原值(万元),5145675,--,5070741,--,5034904,--,4982913,--,5013719,--,4930484,--,4806005,--,4656133,--,4770797,--,4698382,--,4607135,--,4644023,--,4579078,--,3740163,--,3769466,--,3474244,--,3360936,--,2750399,0,2572570,0,2187532,2136905,1745650,1620252,
累计折旧(万元),2202442,--,2105788,--,2000749,--,1935803,--,1861530,--,1756202,--,1647438,--,1541693,--,1426079,--,1328308,--,1206877,--,1171764,--,1044278,--,1247072,--,1139350,--,1094518,--,994352,--,928381,0,838171,0,778761,711086,625073,610246,
固定资产净值(万元),2943233,--,2964953,--,3034156,--,3047110,--,3152189,--,3174282,--,3158568,--,3114440,--,3344718,--,3370074,--,3400258,--,3472259,--,3534800,--,2493091,--,2630116,--,2379725,--,2366584,--,1822018,0,1734399,0,1408771,1425819,1120577,1010007,
固定资产减值准备(万元),206229,--,201053,--,173806,--,155920,--,148414,--,142417,--,143146,--,57301,--,57243,--,104214,--,61970,--,71600,--,70413,--,17083,--,7374,--,1930,--,1863,--,357,0,357,0,357,357,370,16602,
固定资产(万元),2737004,2728913,2763900,2776244,2860350,2854074,2891190,2911934,3003776,2989351,3031865,2974360,3015422,3080047,3057139,3252907,3287475,3229581,3265861,3291870,3338289,3375433,3400659,3422766,3464387,2519292,2476008,2526446,2622742,2436280,2377796,2311820,2364721,1808495,1821661,1774889,1734042,1471567,1408414,1425462,1120207,993405,
在建工程(万元),--,344478,317852,291215,282622,335006,322977,393978,365317,381030,350760,386042,357892,348001,305809,285218,228021,344779,260505,308220,285527,463217,455770,470572,464149,1708044,1785341,1673186,1623128,1503750,1498014,1405406,1329574,1515114,1424801,1293432,1215640,1174145,1099909,712635,368463,177188,
工程物资(万元),--,--,--,6630,6481,6624,6661,6759,6907,6591,7014,6422,7370,7281,6951,4773,4762,4854,4873,4873,4839,4531,4659,5329,4798,9537,7432,10588,7507,43605,25172,16793,16057,20254,25045,30135,28853,54831,26732,15418,5861,18447,
固定资产清理(万元),--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,530,0,0,0,0,
生产性生物资产(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
油气资产(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
无形资产(万元),1613373,1486964,1502115,1529906,1541918,1586938,1550175,1473344,1441686,1449281,1455861,1445795,1452735,1494409,1491670,1485232,1496756,1486704,1509920,1524919,1527873,1504421,1512078,1535371,1544443,1812876,1804504,1966710,1969841,1911301,1967582,1915732,1883687,1696937,1686606,1661964,1547965,1432768,1387686,1302510,504495,324380,
开发支出(万元),--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,1319,--,--,0,0,0,0,0,0,0,0,
商誉(万元),16318,16335,16335,16428,16428,16573,16573,16587,17306,17319,17319,17373,17373,26522,26521,27045,27045,25821,25821,27843,27845,34839,33666,37183,37571,50695,50693,50776,51440,56393,56393,54699,54699,147642,147642,137994,154552,162430,162430,162430,158888,110249,
长期待摊费用(万元),26967,29017,27401,28680,29602,27116,21773,21725,24936,24134,24020,19666,20471,20987,17559,16161,16777,16401,17075,17480,17688,19473,18284,16928,16830,15818,15291,15395,14854,14195,14358,13839,13129,13493,12262,11094,10517,14816,10783,9257,9402,3070,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
递延所得税资产(万元),515243,490865,483732,460232,458570,449207,450292,438249,435801,403761,409124,368205,373342,347933,342430,325284,331613,304108,297471,289299,298735,269002,276055,259271,267789,263324,262706,252267,259233,225731,235853,217927,216108,195661,195920,188505,185084,157716,159102,146287,100052,108417,
其他非流动资产(万元),7599,2104,2806,15484,2266,32722,36478,16421,16697,2152,2061,10818,11000,10421,13720,13720,13744,21877,21877,22990,22815,29711,33307,5230,5440,8988,8061,17050,18494,--,--,--,--,--,0,0,0,0,0,0,0,11031,
非流动资产合计(万元),9949527,9586217,9422502,9111168,9223623,8139376,7842881,7661309,7471707,6914293,6929156,6790964,6820403,7778773,7699646,7739413,7889192,8879748,8793137,8461565,8293025,9665223,9423768,9294403,8697225,9804254,9771443,9380025,9234670,8311201,8401183,7467956,7322638,5968360,5880009,5605102,5337853,5273013,4576519,4060739,2661853,1980099,
资产总计(万元),43891584,44997749,44123630,42175681,41456517,40830166,40269526,38880234,37749160,36371189,35935296,34333009,34376282,34040737,33752106,32755562,32597848,34150357,33434490,32271864,32288444,33983417,33081879,32490192,32623479,35312230,34817231,34089607,33203096,32626364,31920575,31206195,28822072,27510212,26240040,24649641,23047721,23259668,18694828,17267690,13423511,9093975,
短期借款(万元),4780932,5153240,5414287,5337737,3942586,5240818,5531311,5485082,4974044,5615052,4904636,4101676,3679815,4505880,3696353,4041580,3646126,5020054,5067454,4819700,4508060,4376571,4484882,3954852,4251303,4785817,5149330,5300253,5150991,4972307,4484770,4245463,2727010,2821819,3167319,2922048,2465710,3892114,4099979,3092422,2987185,1312598,
向中央银行借款(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
拆入资金(万元),--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,100000,0,0,0,0,0,0,
交易性金融负债(万元),--,0,--,0,--,0,--,0,--,--,--,0,--,0,--,--,--,0,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
衍生金融负债(万元),50,0,--,0,--,26,663,987,1744,943,768,1091,1434,756,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付票据(万元),--,--,--,2565659,2233223,1866763,1696606,1716800,1763829,1495531,1449456,1660638,1564163,1453412,1373851,1276594,1180849,1190838,1216306,1059872,761025,873875,999447,888690,821851,1021767,1144489,1055733,810359,795398,864441,808679,782073,731860,670574,557573,461079,430910,349055,629339,459863,460323,
应付账款(万元),--,--,--,10837885,11749891,10976877,11316019,10877251,11199931,10271361,9787746,8552782,9341399,8320733,8258590,7288754,7772216,7614626,7364692,6722224,7018646,6466817,6184911,5787528,6050809,5944859,5759593,5352402,5320590,5763581,5694255,5124718,5191512,4681241,4745711,4107128,4381573,3889190,3841551,3416977,2798329,2055198,
预收账款(万元),19178,6391,7802,4715970,4386142,4684803,3883969,3161637,3316135,3612268,3241599,3132186,3013996,3562837,3332996,3485775,3397885,3564493,3435012,3549430,3531117,4689624,4463925,4052849,4019313,4438898,4412550,4552906,4454387,4789076,4551844,4725624,4172577,4593452,4346731,4478933,4129709,3891379,3580292,4307745,3353232,2082247,
卖出回购金融资产款(万元),--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付职工薪酬(万元),195816,211562,213521,200281,197470,197557,198786,184114,191557,220209,220560,197056,206116,210427,210815,195256,198777,201980,210499,188027,196029,219911,222902,199593,234245,237096,243792,215242,257423,206842,221466,170775,193403,179420,162298,124055,131218,137995,94605,121760,128792,246073,
应交税费(万元),379406,277175,267847,342092,342872,153331,185291,313508,311077,179084,196815,521576,605784,489467,500863,513071,639947,615447,665391,635624,730474,633117,637221,643852,735827,563842,592580,525411,632236,313812,297532,318498,467283,249383,242181,297373,333263,239847,295384,279754,309981,208478,
应付利息(万元),--,89211,--,60950,55188,28079,61611,44541,49353,86882,95292,169283,75212,176804,153626,118749,97059,84710,123882,99348,97638,89908,125647,75173,80148,185369,178554,127879,94045,86001,117198,80125,47527,23048,31849,34024,19835,40709,26548,44867,11009,5556,
应付股利(万元),--,84595,--,106002,105708,74029,198639,82712,82743,59954,75924,76050,79106,49867,144236,47705,50493,84139,187055,73249,79865,21992,25958,44127,47860,31309,31195,41042,36344,21083,118862,33619,30094,14879,16347,20697,22282,15298,216689,4797,6427,908,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
其他应付款(万元),--,--,2715752,2150594,2522307,1842704,1973694,1808001,1868113,1780508,2009355,1245228,1629445,1171123,1590340,1657073,1588850,2035277,1982950,1918261,1979311,1460798,1412831,1536587,1424298,1389072,1415393,1270452,1131655,1400624,1148601,916746,941756,844214,909330,928785,792027,1053479,1080257,1121988,1056176,678901,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
一年内到期的非流动负债(万元),1465421,1890520,2222024,1487404,1842391,675548,889694,1463941,1444025,1271013,1572887,1271234,1339683,1141479,1489818,1119804,1187597,844434,1136116,957761,1109601,885285,866747,1063473,1124007,1371776,1919439,1811674,1746752,532612,921022,939833,1027027,831233,1063324,741281,761379,334056,249661,635277,236968,174055,
其他流动负债(万元),489095,663500,698629,609137,635740,518085,473603,377942,399788,415780,1109632,1713529,2011310,1959423,1694229,1999255,1996620,1447421,1095708,1693439,1892721,2298769,1905681,2345907,2145483,2742615,2143154,1704073,1702207,1141507,1441467,1835685,1836282,1395000,395000,0,0,0,0,0,0,192815,
流动负债合计(万元),29706494,30598124,30302120,28413711,28013518,26258621,26409883,25516513,25602338,25008585,24664669,22642328,23547462,23042209,22445716,21743616,21756419,22703418,22485065,21716935,21904486,22016668,21330152,20592632,20935143,22712419,22990067,21957066,21336987,20022844,19861458,19199765,17416543,16365551,15750663,14311898,13498076,13924975,13834020,13654927,11347961,7417152,
长期借款(万元),2379324,2668639,2152418,2549576,2347074,2936235,3116624,3092030,2503882,2422266,2368777,2278768,1925993,2352622,1827796,2174763,2132988,2501436,2361236,2196042,2161805,3742316,3504933,3684253,3561625,3832837,3122436,3256700,3112062,4022436,3839198,3911530,3449277,3647319,4112056,3942854,3287262,3814245,2694501,1521793,572356,509469,
应付债券(万元),851209,852621,826234,685810,708668,1325686,1002140,665400,665400,1005343,999473,1453018,1097249,1377640,2336742,2200968,2194592,2621161,2364018,2065896,2060606,2064958,2143486,2146543,2144827,2144985,2141593,2138661,2136430,2140354,1822984,1820576,1818193,1350000,350000,350000,350000,350000,350000,350000,0,0,
长期应付款(万元),--,127491,118304,72092,109923,184466,91082,81880,85028,98047,89217,87537,89224,66512,81634,82527,86482,55926,37284,27575,26629,25544,24774,17711,17281,18332,20957,25583,23012,71354,77842,80673,76379,343345,343994,606745,607539,19882,21325,21342,32962,22364,
专项应付款(万元),--,--,--,19104,17217,842,796,343,718,3124,3137,1606,1498,1587,1547,2213,2250,9103,7434,4651,4272,5554,5080,4909,4876,13213,12272,12336,12354,36229,36838,8715,8290,7498,6583,11105,8644,14703,10390,2115,9563,16458,
预计非流动负债(万元),86174,42951,64730,25620,27047,54127,25441,63251,56888,20186,23869,22713,23264,25730,13782,19888,20815,402166,409021,402162,404977,472991,477304,476114,478102,530761,536542,543867,548427,589373,590888,562755,566695,574872,583498,595542,600026,598766,608750,628516,699044,745147,
长期递延收益(万元),121104,124521,122624,123901,127197,131662,133836,126940,138230,79285,138046,148829,145297,150291,150291,145451,155284,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
递延所得税负债(万元),11139,17704,17323,21104,18404,26254,21012,27799,21240,35047,31822,35459,32531,53500,45045,53969,48187,51536,48342,49670,56209,41413,49807,42132,53647,53227,53820,54426,52439,37255,52357,51750,54489,49249,48237,40982,42186,24523,41471,37969,75838,13833,
其他非流动负债(万元),1460,0,--,0,--,0,--,0,--,0,--,0,--,4323,3910,9452,3910,159815,153765,176832,162938,147694,147707,146537,147746,162578,161717,165432,163907,88959,89490,83373,80890,51495,52687,37892,37804,30296,31037,36431,28819,15501,
非流动负债合计(万元),3918146,4193127,3661172,3849963,3710951,4997038,4731285,4411365,3836052,4050853,4041728,4426192,3713317,4451397,4857142,5079244,5038979,5801143,5381100,4922826,4877436,6500468,6353091,6518198,6408103,6755932,6049337,6197005,6048629,6985959,6509598,6519372,6054212,6023777,5497055,5585122,4933460,4852414,3757474,2598166,1418582,1322772,
负债合计(万元),33624640,34791251,33963292,32263674,31724469,31255658,31141168,29927877,29438390,29059438,28706397,27068520,27260780,27493606,27302857,26822860,26795397,28504561,27866165,26639761,26781922,28517136,27683243,27110830,27343246,29468351,29039405,28154070,27385616,27008803,26371056,25719136,23470755,22389327,21247718,19897020,18431535,18777389,17591494,16253093,12766543,8739924,
实收资本(或股本)(万元),2072362,2072362,2072362,2072362,2072362,2072362,2072362,2072362,2072362,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1911000,1300000,1300000,749286,611520,
资本公积(万元),2249268,2252725,2252767,2244461,2252767,2241734,2241709,2244030,2243834,1787449,1787449,1782885,1787669,1782865,1782865,1780768,1782622,1838002,1840012,1861764,1861348,1831845,1833303,1808328,1808592,1807745,1809993,1811883,1810987,1808387,1810043,1807571,1806927,1732871,1700915,1674195,1675918,1678740,-923653,-937094,101675,116965,
减:库存股(万元),--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
专项储备(万元),1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,2322,2432,1881,1881,2219,1975,1255,0,0,
盈余公积(万元),145542,133862,133862,133862,133862,110065,110065,110065,110065,69887,69887,69887,69887,52955,52955,52955,52955,42066,42066,42066,42066,28937,28937,28937,28937,28937,28937,28937,28937,28937,28937,28937,28937,18765,18765,18765,18765,23669,23668,2837,1255,0,
一般风险准备(万元),--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
未分配利润(万元),2354695,2126897,2089728,2157261,2000792,1818703,1731282,1764564,1620390,1483893,1389782,1414735,1278225,1145045,1049228,1054900,927552,791161,722881,769794,658518,585196,521602,504227,399861,1161165,1076398,1181350,1095011,930991,867572,880099,760486,607252,529585,327448,217031,139235,2248,2248,-749563,-1000677,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-20217,-35363,-28527,-20057,-12096,-9224,-36157,-34746,-30439,-31339,-27193,-26899,-19641,-17480,-13457,-11506,-14994,-23560,-13289,-11141,-13552,-11663,-10881,-2720,-1534,
归属于母公司股东权益合计(万元),8394336,8349949,8314182,8403261,8249983,8064732,7642150,7671265,7055308,6235613,6159142,6183378,6055763,5425908,5355640,4853708,4733726,4563267,4481850,4557352,4454130,4346137,4286873,4217589,4114898,4879662,4796244,4907231,4820291,4660929,4601326,4615405,4497098,4257215,4139137,3920000,3813454,3741310,392576,358365,99933,-273725,
