报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
固定资产净值(万元),--,31183,--,31367,--,33430,--,33170,--,25237,--,25588,--,26157,--,26738,--,26096,--,25423,--,18355,--,7415,--,5746,--,6179,--,6512,--,6165,--,6256,--,6167,--,6261,6291,0,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
固定资产(万元),30544,31183,31989,31367,33046,33430,33845,33170,26217,25237,25134,25588,25843,26157,26491,26738,26447,26096,25698,25423,18396,18355,18098,7415,5782,5746,5914,6179,6314,6512,6369,6165,6085,6256,6143,6167,6373,6261,6291,6701,4854,
在建工程(万元),--,--,340,1462,628,913,1334,355,55,33,26,--,210,164,53,26,19,147,108,91,6018,6172,6329,14206,14277,13155,12160,10722,8294,7958,5153,2450,580,512,507,504,--,0,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
无形资产(万元),29043,29059,52343,53040,51368,50929,51037,51450,45747,45655,19796,18911,19999,20898,20908,21005,20245,20294,20528,20806,20663,20860,21074,21350,19189,19024,19168,19170,19327,19470,19583,19744,18891,19000,19115,4603,4573,4594,4589,1453,1360,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
商誉(万元),300233,294262,288479,293174,275657,256283,259424,260041,257629,256806,203612,119056,119054,117200,117315,116551,110107,111861,51251,49025,2971,2971,2971,2971,3067,1402,658,658,1400,1400,--,--,--,0,--,0,--,0,0,0,0,
长期待摊费用(万元),4644,5164,5251,5575,6602,6540,4924,3267,2259,2537,2686,2545,2464,2626,2663,1672,1624,1246,1185,1018,679,578,504,510,525,603,666,658,631,602,659,688,244,81,101,21,28,56,128,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
递延所得税资产(万元),11979,8923,8657,8731,23303,23832,23240,23618,2376,2901,1993,1486,2568,2688,1770,1694,1365,1156,731,652,393,341,354,372,294,260,291,262,187,196,174,242,221,229,231,226,212,205,153,122,100,
其他非流动资产(万元),199,173,181,165,1208,2912,4452,5721,33376,21467,50002,32351,11276,4750,1505,1889,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
非流动资产合计(万元),526055,521626,536540,540661,537849,526507,524095,517395,484443,455310,411554,270902,234649,217042,206613,191190,181878,182526,105083,102795,54696,52732,52975,50565,46984,43617,42088,40961,39557,36534,32326,29290,26021,26077,26097,11521,11186,11116,11162,8275,10601,
资产总计(万元),853690,858308,935744,836394,859855,870168,824215,836621,807542,790159,758917,480929,502268,438533,415137,411007,406515,376214,317846,324272,263964,253478,195666,192487,169309,158635,163332,159963,155813,152337,157916,160861,144716,136355,136772,128037,133727,51179,43493,45241,31023,
短期借款(万元),163427,171751,145238,128234,104754,129749,116481,105605,64978,48222,50409,65184,82881,43308,28433,28330,44787,45157,45145,51670,9277,9010,9107,2000,--,0,--,--,--,1000,1000,1000,1000,0,--,2000,3500,8000,13500,12000,7500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,89,--,--,--,16,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应付票据(万元),--,--,186,186,--,338,685,1105,856,98,178,209,98,200,361,541,505,388,350,136,50,676,1207,699,54,0,--,--,--,--,--,--,--,0,--,0,3350,4067,572,406,0,
应付账款(万元),--,40575,38447,41949,40838,44242,38699,49130,46541,41251,26222,18394,31567,18641,19101,24496,27408,23989,17480,21689,16602,12904,12674,20014,13893,9672,10215,10128,8582,7047,7245,13223,3781,2168,3307,2075,3100,4903,3071,2128,2645,
预收账款(万元),10838,7028,6326,6722,10138,7909,8359,8084,10494,10890,7945,5127,7696,5784,5022,3866,4899,3730,3385,3455,4319,4243,3800,3762,1657,1206,1147,1587,1888,2463,3003,3160,2292,643,1141,698,556,708,423,838,2593,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应付职工薪酬(万元),6119,6548,7634,12539,6802,6850,6716,8073,6343,5890,5337,5654,5362,6120,4832,7794,3532,3024,1918,2746,2097,1626,1298,2193,1316,1316,1172,961,967,893,831,975,650,581,471,409,559,651,519,458,302,
应交税费(万元),7764,5503,6369,6235,6244,8370,10087,9269,9125,9544,8298,8889,6251,7590,4956,4555,3951,7053,3950,4426,2661,2446,2462,3314,1326,2235,1858,1823,1734,1613,2224,2485,1975,957,1415,905,2765,2462,2343,2397,659,
应付利息(万元),--,555,4739,3304,2872,1370,2393,1504,756,165,2350,1635,944,222,2371,1666,1073,347,2486,1799,922,202,13,2,--,0,--,--,--,1,1,1,1,0,--,0,--,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,100,100,100,100,100,100,100,100,94,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
其他应付款(万元),1895,4808,1799,5915,8815,2979,9177,23506,78590,104136,146127,4518,280,2140,2680,2508,12013,21129,2516,2618,1530,1618,1372,1155,980,746,516,471,426,326,78,157,43,70,70,2,695,24,6,1546,3311,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
一年内到期的非流动负债(万元),21791,20142,64718,65469,65704,68534,24206,25776,25944,21777,2854,5313,--,158,7560,7560,579,483,395,395,263,263,--,--,--,0,1200,1200,1200,1200,300,300,--,0,500,500,500,500,0,0,0,
其他流动负债(万元),842,929,50836,50810,80443,80502,30599,30983,--,--,--,--,--,--,--,--,21,21,222,221,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
流动负债合计(万元),250692,257840,326292,321364,326611,350845,247401,263034,243716,241973,249718,114922,135096,84163,75416,81417,98868,105420,77947,89253,37820,33088,32028,33140,19226,15176,16107,16170,14798,14544,14682,21301,9742,4419,6904,6589,15025,21314,20433,19772,17010,
长期借款(万元),14284,15064,16666,3485,3660,5540,120,120,--,--,--,--,--,316,--,--,142,238,658,658,921,921,1315,1315,2000,0,--,--,--,--,1200,1200,1500,1500,1500,1500,1500,1500,0,0,0,
应付债券(万元),9946,9936,9925,0,--,--,44945,44933,44921,44909,54875,54861,54847,54833,54820,54807,54794,54781,54769,54757,54745,54731,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
长期应付款(万元),19,43,20768,18168,18422,18697,38497,38711,37264,37001,--,1895,9333,11715,10194,8578,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,38,39,41,42,44,0,0,0,60,
预计非流动负债(万元),156,156,156,156,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
长期递延收益(万元),868,1302,1136,956,49,99,166,224,288,356,420,565,670,784,707,644,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,45,138,54,--,
递延所得税负债(万元),1092,1292,1465,1191,443,463,569,576,300,400,--,--,--,116,117,117,2,9,9,1,11,1,12,1,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
其他非流动负债(万元),--,0,--,--,--,--,--,--,--,--,--,--,1911,1911,1772,1772,602,615,17,18,20,21,23,34,167,30,49,51,32,33,35,36,--,0,--,0,--,0,0,0,0,
非流动负债合计(万元),26366,27793,50116,23956,22573,24799,84296,84563,82773,82665,55295,57321,66760,69675,67610,65918,55541,55643,55452,55434,55696,55674,1350,1349,2167,30,49,51,32,33,1235,1236,1538,1539,1541,1542,1544,1545,138,54,60,
负债合计(万元),277058,285632,376408,345320,349184,375644,331697,347598,326489,324638,305013,172244,201856,153838,143026,147335,154409,161063,133398,144687,93516,88762,33377,34490,21393,15206,16156,16220,14829,14577,15916,22537,11280,5958,8444,8131,16569,22859,20571,19826,17070,
实收资本(或股本)(万元),135716,135716,135716,130694,130694,130789,130789,130789,130789,130894,130851,126455,126452,126388,63194,63194,63194,62378,61440,61440,61440,61440,40960,40960,40960,40960,40960,40960,40960,40960,25600,25600,25600,25600,16000,16000,16000,12000,12000,12000,8000,
资本公积(万元),209172,209195,209195,146213,146002,146428,146544,146446,146547,146540,140482,24331,24966,23684,86366,85772,85305,60912,37394,37394,37394,37394,57874,57874,57874,57874,57874,57874,57874,57874,73234,73234,73234,73234,82834,82834,82834,0,0,0,245,
减:库存股(万元),--,--,--,0,--,773,919,919,919,1754,1754,1754,1911,1911,1772,1772,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
盈余公积(万元),19011,19011,19011,19011,15510,15510,15510,15510,12255,12255,12255,12255,9580,9580,9580,9580,8080,8080,8080,8080,6339,6339,6339,6339,4994,4994,4994,4994,3987,3987,3987,3987,3572,3327,2871,2871,2583,2583,2226,1928,737,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
未分配利润(万元),187282,190318,184668,180022,206053,188022,184290,179718,176916,162377,146404,138366,130241,117655,105177,97192,84824,72949,67020,62035,55278,49715,47261,42741,36332,32259,37461,34139,30923,27861,33335,29606,24723,21729,20050,17628,15158,13153,8109,10888,4971,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,67,413,-59,-11,-8,-5,-4,-9,-13,-17,-20,-6,-4,-0,--,0,--,0,--,0,0,0,--,
归属于母公司股东权益合计(万元),562969,559120,546010,477182,500296,484503,483481,479517,470385,454929,448690,302951,290874,275269,262613,253878,241432,204324,174000,169361,160392,154877,152425,147908,140155,136077,141275,137950,133724,130676,136153,132427,127128,123890,121755,119333,116574,27735,22334,24816,13953,
少数股东权益(万元),13664,13556,13326,13893,10376,10021,9037,9507,10667,10592,5215,5734,9538,9426,9498,9794,10674,10827,10448,10224,10056,9840,9864,10090,7760,7352,5900,5793,7259,7085,5847,5896,6308,6507,6572,572,584,584,588,598,0,
所有者权益(或股东权益)合计(万元),576632,572676,559336,491074,510672,494524,492518,489024,481052,465522,453904,308685,300412,284695,272111,263672,252106,215151,184448,179585,170448,164717,162289,157998,147915,143429,147176,143742,140984,137761,141999,138323,133436,130397,128327,119905,117158,28320,22922,25415,13953,
负债和所有者权益(或股东权益)总计(万元),853690,858308,935744,836394,859855,870168,824215,836621,807542,790159,758917,480929,502268,438533,415137,411007,406515,376214,317846,324272,263964,253478,195666,192487,169309,158635,163332,159963,155813,152337,157916,160861,144716,136355,136772,128037,133727,51179,43493,45241,31023,		
  
