报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2704,2808,2052,1706,1836,2517,3067,3159,2385,1649,2472,3062,2805,3932,2282,1906,2433,
应付账款(万元),8157,9191,6961,6936,4933,5193,3899,4479,5520,6377,4470,4153,7383,6234,4697,2767,4277,
预收账款(万元),293,173,339,384,264,137,253,106,201,128,239,61,183,373,192,384,32,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),917,1355,898,773,906,1059,793,649,932,1061,727,766,1658,1285,739,583,470,
应交税费(万元),702,552,723,550,380,405,589,671,985,725,610,648,978,976,636,454,708,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,2022,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),476,387,285,156,714,232,242,343,295,373,220,302,216,253,146,93,109,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),13249,14466,11258,10505,9033,9543,8843,9406,12341,10313,8737,8991,13223,13054,8692,6186,8028,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,11,11,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1624,1659,1744,1779,1814,1849,1894,1904,1914,1924,1934,1744,1764,1524,1564,702,551,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),1640,1675,1755,1790,1814,1849,1894,1904,1914,1924,1934,1744,1764,1524,1564,702,551,
负债合计(万元),14889,16141,13013,12295,10847,11392,10737,11311,14255,12237,10672,10736,14987,14578,10257,6888,8579,
实收资本(或股本)(万元),17091,17091,17091,17091,17091,16853,16853,16853,16853,16853,16853,8427,6320,6320,6320,6320,6320,
资本公积(万元),27226,27226,27226,27226,27205,21052,21052,21052,21052,21052,21052,29479,3665,3665,3665,3665,3665,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4087,4087,3911,3911,3773,3773,3564,3564,3199,3199,2813,2813,2395,2223,1430,964,540,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),31819,32091,31499,30388,30646,29837,28915,27961,26571,26656,24466,23099,19401,17668,11777,8347,5021,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),80223,80495,79728,78617,78715,71515,70385,69430,67675,67760,65184,63818,31781,29875,23191,19295,15546,
少数股东权益(万元),73,82,77,147,305,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),80296,80577,79805,78764,79020,71515,70385,69430,67675,67760,65184,63818,31781,29875,23191,19295,15546,
负债和所有者权益(或股东权益)总计(万元),95185,96718,92818,91059,89867,82907,81122,80741,81930,79997,75856,74553,46769,44453,33448,26183,24125,		
  
