报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
应收利息(万元),2296,2777,2302,1964,1967,1967,1049,1055,968,1197,845,1544,40,649,1567,1035,1269,1269,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
其他应收款(万元),6722,6177,11349,10477,7078,9950,11138,8639,6005,6824,4570,4244,4927,4247,30626,33454,42163,31213,43755,21479,33386,15417,40974,17145,11680,8638,14863,11480,18051,23821,31000,10893,6411,8898,2595,5009,5615,4648,2088,1816,1974,1255,1526,1384,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
存货(万元),487236,483468,505883,501180,504318,512410,434216,419644,430772,443087,431908,399337,389637,383055,386951,403716,430365,409954,462224,428048,429464,399500,329775,309187,305203,307015,292474,307856,284299,287111,193291,174380,148088,137287,100896,74319,66793,60672,80836,84869,66425,50091,40573,21718,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,1198,1642,663,692,604,604,609,635,604,695,338,366,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
其他流动资产(万元),20424,34849,44762,32390,22620,43042,61526,56606,37835,57240,61291,56246,63259,48201,24985,13077,20841,29765,2690,16708,4235,1983,245,102,684,270,--,--,34,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
流动资产合计(万元),859511,834336,982426,973588,927568,915652,785430,752314,779329,789875,774159,798202,757307,701428,774333,838355,866434,787212,754270,715414,766903,714223,624977,631200,585137,521597,545471,455634,453957,381774,346210,299530,214238,195360,164876,163760,135686,141000,132527,159831,87334,66562,59550,37693,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
可供出售金融资产(万元),3225,3225,3175,3095,3095,2795,2950,2700,2700,2700,2100,2100,2100,2100,2100,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,646,646,646,646,644,2744,2744,2744,2747,2747,2747,2747,2148,2148,2148,2148,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,260,200,200,200,200,365,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
固定资产原值(万元),--,578000,--,549790,--,540490,--,459453,--,455893,--,429152,--,408822,--,388971,--,387652,--,338696,--,322701,--,227038,--,224253,--,187119,--,185124,--,130639,--,61833,--,54026,--,53864,--,42612,--,41404,29642,--,
累计折旧(万元),--,219998,--,200222,--,183956,--,172146,--,150286,--,135841,--,121011,--,109401,--,93626,--,80330,--,68579,--,59951,--,51216,--,44839,--,35911,--,30620,--,28751,--,26982,--,24960,--,22516,--,20933,18120,--,
固定资产净值(万元),--,358002,--,349568,--,356534,--,287307,--,305607,--,293311,--,287811,--,279569,--,294025,--,258366,--,254122,--,167087,--,173037,--,142280,--,149213,--,100019,--,33081,--,27045,--,28904,--,20097,--,20471,11522,--,
固定资产减值准备(万元),--,--,--,82,--,82,--,34,--,82,--,82,--,82,--,82,--,82,--,82,--,82,--,82,--,82,--,82,--,82,--,82,--,82,--,82,--,82,--,82,--,227,0,0,
固定资产(万元),347017,358002,340932,349486,323107,356452,314283,287226,292398,305525,280215,293229,285398,287729,273311,279488,285923,293944,257778,258285,260759,254040,168584,167005,169443,172956,118708,142198,141368,149131,97974,99937,31833,32999,26146,26963,27871,28823,21822,20015,19598,20245,11522,13189,
在建工程(万元),52694,50090,27578,11850,27084,10415,37929,46229,36951,37342,30453,26588,22170,26088,37271,31301,28276,25719,44510,38529,30497,25242,86713,81416,68310,69745,65111,27924,11727,9704,23771,15288,75690,66251,56202,20414,22177,8559,7174,1680,1665,966,404,4,
工程物资(万元),411,8,8,8,8,43,161,52,64,112,188,307,220,265,385,253,157,195,304,127,103,127,31,79,713,969,1842,589,809,680,1401,1401,33,33,--,0,--,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
无形资产(万元),20640,21213,14950,15559,16206,16615,17284,17924,17457,18526,17932,18539,18032,18408,18557,18890,16363,15908,15973,15649,15778,16045,12755,13173,12337,12717,12007,9362,9499,9224,6951,2960,3063,3091,3053,3045,3061,3126,3269,2391,2340,2484,1739,1494,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
长期待摊费用(万元),7603,8812,4187,4239,4217,5406,4783,4358,4195,4923,4196,4123,1816,2142,2296,2602,3043,2265,3047,2481,3075,1392,494,159,97,64,1656,261,324,324,418,482,717,39,--,0,--,--,342,68,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
递延所得税资产(万元),4946,5092,5895,5881,5942,6864,1270,1269,1284,2917,1425,1738,2094,2006,1772,1582,1669,1940,1873,3574,2226,2235,1231,2209,3357,4308,4707,868,1673,1678,609,653,698,859,363,505,1151,1207,236,317,339,339,858,517,
其他非流动资产(万元),10124,12257,16569,16154,17472,14260,25359,18427,14175,16925,11291,12024,10684,10697,246,246,--,280,--,1247,--,347,479,479,479,479,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
非流动资产合计(万元),446659,458698,413335,406272,397131,412851,404020,378186,369224,388969,348444,359293,343159,350081,336582,337105,338174,342995,326232,322639,315183,302176,272434,266669,256882,263386,206180,183352,167547,172891,133272,122870,114183,105421,87913,53076,56410,43863,33103,24670,0,24233,14724,15570,
资产总计(万元),1306170,1293034,1395761,1379860,1324700,1328502,1189450,1130500,1148553,1178844,1122603,1157495,1100466,1051509,1110915,1175461,1204609,1130207,1080502,1038053,1082086,1016400,897411,897869,842019,784982,751651,638987,621505,554665,479482,422400,328421,300782,252789,216836,192096,184863,165630,184501,111476,90796,74274,53263,
短期借款(万元),551400,540892,267189,236079,592864,380262,400183,312367,375574,297062,357500,356680,331505,372709,432061,523516,537492,472721,355514,396360,423324,402589,404731,382233,366758,334595,345196,329088,334637,281115,290284,228607,156153,113478,100363,72741,42100,35850,21150,30600,31941,27100,39400,17615,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
交易性金融负债(万元),52892,79934,366366,382396,41312,218512,147217,188517,160461,213265,137563,158170,158698,98567,93156,86997,102924,105914,99066,49931,53134,49924,33944,31744,36361,18537,7174,19343,13849,13837,4144,16113,16113,15411,--,0,0,0,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
应付票据(万元),6900,6000,23000,7500,7500,18654,552,5552,280,6780,21900,43730,61300,23570,9840,10,22865,3560,68010,47400,70620,22520,78572,97072,33858,24858,22324,30000,17000,16000,17500,11500,7300,10800,3500,0,6500,6500,0,0,0,0,2400,7400,
应付账款(万元),149027,157378,97303,142270,95172,153220,88684,90274,75063,136853,58971,65803,29678,48943,50638,52360,35733,46340,52342,38448,53283,79113,17019,26519,44929,59502,16798,15119,26878,43228,21002,19844,21014,15830,13669,17821,15925,16251,19286,23874,19048,14332,4673,4940,
预收账款(万元),39740,31154,51912,50700,39502,20992,23520,24496,25269,12271,24151,26219,17920,11777,12723,15855,16891,14605,39222,28161,28167,13463,5537,9924,6034,7549,11965,30384,25578,8461,5997,11020,947,4516,1364,764,1238,1377,5895,18579,19614,10439,820,753,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
应付职工薪酬(万元),3618,3904,5662,5447,5268,4459,4414,4319,3863,4058,3359,3303,3283,2902,3656,5090,4277,4068,3014,2908,2237,3229,2758,3128,2574,2459,2873,1700,1532,1797,752,860,607,682,211,304,673,610,676,1536,781,1236,925,758,
应交税费(万元),4039,2261,2797,1444,2901,2679,599,367,1539,2289,-242,914,2272,4817,296,398,-998,296,-18959,-15880,-18175,-15273,-11195,-6009,2522,-7056,1597,3126,-1548,-11884,-9248,-7383,-3683,-838,-26,-798,660,1615,1880,2690,1320,1711,1155,949,
应付利息(万元),1881,2390,9115,6941,4879,2369,6461,4940,3837,2622,7311,5877,4329,2384,8454,6578,5432,3284,6705,6237,4269,4016,1580,580,742,1596,1105,617,579,748,--,0,--,0,1442,1442,1442,1442,0,0,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,994,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
其他应付款(万元),14769,13969,15114,8867,9660,6325,9182,7160,5675,9524,8539,6277,6998,6656,5079,5032,5168,6912,9650,9136,6205,8239,7843,6823,6458,6143,7492,4458,3025,4486,11813,9165,2982,3056,3301,2747,3574,4886,6941,4263,4535,5481,3077,3200,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),13824,13824,109984,109934,110135,109835,--,--,350,--,1747,3421,5098,6745,6642,6790,4796,6345,6247,4470,5957,5958,26356,27701,27524,27470,5566,5519,4035,5337,--,0,--,15000,--,0,--,--,0,450,0,450,3786,3950,
其他流动负债(万元),--,2920,4164,2150,5164,8129,250,285,--,409,374,374,374,374,3974,3974,3878,3974,--,--,66,--,6505,--,60,--,--,13,--,5916,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
流动负债合计(万元),838089,854626,952604,953729,914356,925435,681062,638276,651911,685133,621172,670768,621455,579445,626519,706600,738458,668019,620813,567170,629087,573780,573650,580708,527820,475652,422089,439366,425564,369042,342244,289727,201433,177935,123824,95022,72112,68531,55828,81992,77239,60749,56236,39563,
长期借款(万元),--,--,8671,8671,8671,8671,8117,8117,8117,8117,8338,8338,--,--,--,--,--,--,--,--,--,--,--,0,70,70,22006,21900,21900,21900,1900,1900,1900,0,9000,6000,6000,6000,1000,0,0,0,0,136,
应付债券(万元),--,--,--,--,--,--,109786,109736,109687,109637,109588,109538,109489,109439,109390,109241,109241,109241,109241,109241,109093,109043,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
长期应付款(万元),15452,7266,9500,903,903,903,903,903,903,903,903,903,903,903,2628,4326,7648,7648,9270,12383,12383,13993,17000,17000,18911,19951,21781,21877,24663,24663,--,0,--,0,--,0,--,--,1081,924,734,817,506,398,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,255,0,0,0,0,0,
预计非流动负债(万元),311,311,196,196,196,196,11157,80,80,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
长期递延收益(万元),9063,8121,7501,7517,7868,7721,7303,6827,7418,7352,2253,2328,2453,2515,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),1170,960,2627,2627,2218,2543,319,319,324,325,1721,1742,2019,329,4770,3907,3683,3554,5145,5147,779,778,843,843,855,791,586,35,36,37,--,0,--,0,--,0,240,240,0,0,0,0,10,0,
其他非流动负债(万元),97,97,136,136,171,136,798,184,273,184,184,194,204,214,2550,2360,2890,2791,3449,3469,3569,3578,3772,2760,2343,2341,2252,2275,2309,2504,1000,1197,1000,1209,1263,1263,263,263,0,0,0,0,0,0,
非流动负债合计(万元),26093,16755,28631,20049,20027,20170,138383,126166,126802,126599,122986,123043,115067,113399,119337,119835,123463,123235,127105,130239,125822,127392,21615,20603,22179,23152,46625,46087,48908,49104,2900,3097,2900,1209,10263,7263,6503,6503,2336,924,734,817,515,534,
负债合计(万元),864182,871381,981235,973779,934383,945606,819444,764442,778713,811732,744159,793811,736522,692844,745856,826435,861921,791253,747917,697409,754909,701172,595265,601311,549999,498804,468714,485453,474472,418146,345144,292824,204333,179144,134087,102285,78615,75034,58164,82916,77974,61566,56751,40097,
实收资本(或股本)(万元),91040,91040,91040,91040,91040,91040,91040,91040,91040,91040,91040,91040,45520,45520,45520,45520,45520,45520,45520,45520,45520,45520,45520,22760,22760,22760,22760,19160,19160,19160,19160,19160,19160,19160,19160,19160,9580,9580,9580,9580,7180,7180,6500,6500,
资本公积(万元),98179,98179,98179,98179,98181,98179,98227,98227,98227,98227,98227,98227,143747,143747,143747,144261,146611,147790,144186,157031,147672,145411,138335,166524,167013,166598,166446,50988,51034,46648,51000,51000,51000,51000,50977,50030,59610,59610,60695,59895,1329,1329,0,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
专项储备(万元),3918,3570,3387,3254,2981,2781,2231,2007,2036,2090,1407,1014,1021,1217,1861,1819,1774,1540,2124,2541,2316,2459,1082,1503,1420,1363,1317,1323,1186,1059,876,804,822,870,350,964,--,--,--,--,--,--,--,--,
盈余公积(万元),28401,28401,24785,24785,24785,24785,22581,22581,22581,22581,20190,20190,20190,20190,17002,17002,17002,17002,14292,14292,14292,14292,11062,11062,10792,10792,8434,8434,8471,8434,6523,6576,6580,6576,5151,5151,6182,6117,3445,3445,3445,3445,2024,1371,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
未分配利润(万元),214353,202062,199829,189327,176628,169583,171242,162573,154986,151454,161626,147437,151044,144878,146172,136570,127825,123026,121292,116087,110761,102355,98619,90841,86128,80954,79779,73629,67181,61219,56779,52036,46525,44033,43064,39247,38109,34523,33745,28664,21548,17275,8998,5295,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),441178,420746,413298,404602,388915,381576,368688,364874,368669,365922,376101,361169,361271,355700,361318,345171,338733,334877,327413,335470,320561,310036,294617,292689,288113,282467,278735,153534,147032,136519,134338,129576,124088,121638,118702,114551,113481,109829,107466,101585,33502,29230,17522,13166,
少数股东权益(万元),810,906,1228,1479,1401,1321,1318,1184,1171,1190,2343,2515,2673,2965,3741,3855,3955,4077,5171,5174,6615,5192,7529,3868,3907,3711,4202,--,--,--,--,0,--,0,--,0,--,--,0,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),441988,421652,414526,406081,390316,382897,370006,366057,369840,367112,378444,363684,363944,358664,365059,349026,342688,338954,332585,340644,327177,315228,302146,296557,292020,286178,282937,153534,147032,136519,134338,129576,124088,121638,118702,114551,113481,109829,107466,101585,33502,29230,17522,13166,
负债和所有者权益(或股东权益)总计(万元),1306170,1293034,1395761,1379860,1324700,1328502,1189450,1130500,1148553,1178844,1122603,1157495,1100466,1051509,1110915,1175461,1204609,1130207,1080502,1038053,1082086,1016400,897411,897869,842019,784982,751651,638987,621505,554665,479482,422400,328421,300782,252789,216836,192096,184863,165630,184501,111476,90796,74274,53263,		
  
