报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),30826,28644,28082,28161,28281,28278,23330,22376,21984,22277,22570,22890,23181,23557,20616,18864,19058,19139,19516,19835,20151,20456,17460,17590,15634,15741,15533,15646,15777,15784,4405,4440,4479,4519,4490,4522,4559,4595,4480,2564,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,243,211,--,--,--,--,--,--,3646,3646,3603,3307,3370,3071,2861,2450,2283,1798,1409,892,313,0,--,0,0,0,
商誉(万元),36935,36935,38787,38787,38787,38787,38787,38787,38787,38787,38787,38787,38787,38787,39783,16624,16624,16624,17668,17668,17668,17668,18203,18203,19153,19153,22285,22285,22285,19153,--,--,--,--,--,0,--,0,0,0,
长期待摊费用(万元),3478,3270,3463,3606,3364,2773,2830,2848,2947,2509,1664,1475,1482,1292,983,716,624,372,480,565,688,643,834,877,1004,677,800,847,890,892,631,676,667,493,451,481,400,363,416,302,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),7461,7475,3042,3042,3042,3042,2853,2718,3399,3479,3213,3307,3159,3262,1610,1546,1481,1536,1441,1223,1028,1343,1058,1053,1029,1082,958,936,845,896,544,499,512,506,629,689,746,646,780,338,
其他非流动资产(万元),5358,4968,40017,37399,37472,28682,17647,9191,5709,6859,5718,5263,6047,6104,7340,6933,6991,6219,3132,3132,3132,3132,3132,3132,3132,3132,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
非流动资产合计(万元),608217,588769,554830,516872,452200,421240,365852,351359,327836,283038,274087,262866,259744,255087,242657,183332,177143,172021,170340,166445,164153,161710,154081,147194,140103,134946,130349,124314,115987,96637,47882,45832,43997,41393,40383,35882,34325,31894,18230,11755,
资产总计(万元),1327336,1268098,1311725,1282509,1231273,1089449,1064057,934603,923157,918936,907066,974680,710938,693219,649175,554354,485796,486786,450307,444440,416275,423186,408139,398129,398089,390624,368973,345133,330968,324152,281028,275533,281664,290536,276902,270979,123953,119242,97839,78830,
短期借款(万元),278554,225726,174500,175808,180530,141767,161869,115000,99000,65000,92800,174800,193580,187680,146911,108857,79871,48800,30800,12000,14000,22500,23565,10565,16500,34500,30500,30500,23300,21720,16000,12000,12000,11977,8000,8000,33500,28700,35000,33100,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融负债(万元),--,89,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),--,37895,--,66200,39828,56110,29802,25698,28518,52961,46015,45784,29049,27034,47797,37805,24635,46288,12093,25064,18059,7960,23456,30840,26666,21717,17317,8000,--,1400,--,--,--,--,--,0,--,2166,0,1928,
应付账款(万元),--,157973,--,111113,98176,109846,85742,73305,72085,88583,78165,74573,75834,63421,48115,37163,21439,23372,27371,33956,27752,35798,15568,18680,17673,20871,17828,12514,16275,16125,6130,7665,10798,19709,13745,9642,14813,14747,10119,8213,
预收账款(万元),7840,8470,13558,12667,11537,13011,26714,7972,5681,6030,5435,3449,2888,3218,2772,2258,1174,1096,1830,1109,834,683,1352,873,876,1137,1732,1493,2484,1304,1185,840,1030,459,1048,874,268,186,1027,543,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
应付职工薪酬(万元),3265,3933,2645,2679,2903,5128,2875,2259,1505,4646,2322,2023,2677,3697,2383,1765,1496,1781,1713,1531,1365,1718,1314,1167,947,1476,153,787,575,1025,-112,-95,106,395,223,192,86,394,359,94,
应交税费(万元),6576,8389,9092,3616,4402,7689,8523,4807,3065,10077,5271,3371,4984,8872,2479,2492,4400,4002,2391,1979,2690,3819,939,1054,2074,2762,-1222,-1993,-1335,1204,-258,-1120,-1121,375,-692,-1272,-1511,-746,3846,752,
应付利息(万元),3624,2437,--,5146,3789,2214,1051,429,1550,1069,319,375,301,398,1393,234,205,188,111,75,111,114,148,100,82,95,105,118,89,408,11,15,18,19,6,8,66,66,61,83,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,980,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),--,11438,9929,7142,5350,6908,5111,5235,2008,3042,10993,18105,23540,27640,25090,5372,1665,1078,2254,1511,2046,3812,5876,3043,3112,1379,3228,4111,10120,13418,554,541,518,731,1889,2527,1840,1083,961,789,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动负债(万元),82500,60000,30000,20000,--,--,1500,--,--,10000,2770,4770,14770,14770,2000,4000,4000,24000,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,5000,5000,0,0,
其他流动负债(万元),1550,3178,90863,90705,2481,3289,2933,1561,3759,4019,2082,2013,2948,2917,1427,2535,1414,1776,2216,2455,1751,2263,2079,2449,1611,2101,944,1102,1328,1018,344,482,489,857,417,539,1356,1359,2174,626,
流动负债合计(万元),577234,519529,510606,495077,348995,345961,326120,236266,217171,245427,246173,329263,350571,339647,280367,202480,140299,153360,80778,79681,68608,78667,74299,68771,69542,86038,70585,56631,52837,57621,23854,20328,23838,34521,24637,20511,55417,52955,53546,46129,
长期借款(万元),44285,62636,62838,64396,65246,30000,30000,21500,21500,1500,11500,11500,10000,10000,39270,39270,39270,29270,54270,55270,35270,35270,31270,31270,31270,11270,11270,6200,--,--,--,--,--,--,--,0,15500,15500,5000,5000,
应付债券(万元),59798,59748,89596,89541,179251,89442,89365,29820,29808,29796,30416,30044,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期递延收益(万元),10364,10768,7852,6977,7440,7561,4826,4910,7178,7262,7347,7432,7516,7601,7685,7770,7554,7676,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,5,5,5,6,6,6,6,2,2,2,2,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7761,5962,6047,6632,4045,4045,4343,4007,3947,3682,300,50,15,15,8,8,293,293,427,403,1216,952,
非流动负债合计(万元),114447,133153,160285,160914,251937,127003,124191,56230,58486,38558,49263,48976,17516,17601,46955,47040,46824,36946,62031,61232,41317,41902,35315,35315,35613,15277,15222,9887,305,55,21,21,14,14,294,294,15928,15904,6216,5952,
负债合计(万元),691681,652682,670891,655991,600933,472964,450312,292496,275657,283985,295436,378239,368087,357247,327322,249520,187123,190307,142809,140913,109925,120569,109613,104085,105155,101315,85807,66517,53142,57676,23875,20349,23851,34534,24932,20805,71345,68859,59762,52081,
实收资本(或股本)(万元),87751,87751,87751,87489,87489,87417,87155,78667,78667,78667,77998,77998,60498,60498,60498,60498,60498,60498,60046,60046,60168,59920,59920,59920,29960,29960,29760,29760,29760,29760,29760,29760,24800,24800,24800,24800,18600,18600,18600,18600,
资本公积(万元),394690,394690,394460,392079,392079,391403,389111,404709,404709,404709,395936,395936,170710,170710,167302,167302,167302,167302,163031,163844,163843,162358,161558,161558,191513,191513,190273,190273,190282,190282,191035,190244,195204,195204,194296,194296,3931,3931,3985,3643,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
盈余公积(万元),12319,12319,10366,10366,10366,10366,10366,10366,10366,10366,9134,9134,9134,9134,8200,8200,8200,8200,5211,5211,5211,5211,4462,4462,4462,4462,3844,3844,3844,3844,3715,3715,3715,3715,3141,3141,3141,3141,1893,956,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未分配利润(万元),143422,122909,144039,130773,131654,118158,116721,95663,102399,95808,88738,79491,70155,64105,58775,52742,47459,44708,60276,56774,59801,55167,52081,48472,48721,45898,42643,38959,39051,36884,32792,31563,34171,32363,29832,28036,27025,24774,13662,2962,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-247,-216,-232,-204,-245,-248,-222,-197,-169,-200,-199,-215,-189,-138,-117,-121,-98,-99,-89,-63,-62,16,
归属于母公司股东权益合计(万元),637312,617592,636890,620290,621225,607143,603267,589313,596138,589560,571661,562412,310317,304314,294519,288464,283148,280508,289130,285660,288792,282452,277777,274165,274435,271637,266352,262637,262738,260555,257112,255144,257773,255962,251971,250174,52608,50383,38078,26176,
少数股东权益(万元),-1656,-2175,3943,6227,9116,9341,10479,52794,51363,45391,39969,34029,32533,31657,27334,16370,15526,15972,18367,17866,17558,20166,20750,19879,18499,17671,16814,15979,15088,5922,40,40,40,40,--,0,--,0,0,572,
所有者权益(或股东权益)合计(万元),635655,615417,640834,626518,630341,616484,613745,642106,647501,634951,611630,596441,342851,335971,321853,304834,298673,296480,307498,303527,306350,302618,298526,294044,292934,289308,283166,278616,277826,266477,257152,255184,257813,256002,251971,250174,52608,50383,38078,26748,
负债和所有者权益(或股东权益)总计(万元),1327336,1268098,1311725,1282509,1231273,1089449,1064057,934603,923157,918936,907066,974680,710938,693219,649175,554354,485796,486786,450307,444440,416275,423186,408139,398129,398089,390624,368973,345133,330968,324152,281028,275533,281664,290536,276902,270979,123953,119242,97839,78830,		
  
