报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收利息(万元),50,41,--,7,7,7,--,--,--,0,--,--,0,--,--,24,32,64,43,64,82,43,183,161,122,154,91,162,143,216,128,167,43,72,37,268,125,0,0,0,0,0,0,
应收股利(万元),0,--,--,--,--,0,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应收款(万元),--,1334,2331,2115,2013,1111,2982,3964,2128,1380,2452,2722,2096,2106,2989,2396,2550,1171,3150,2794,2265,1243,3037,2523,1826,961,2286,2042,1925,740,1957,1486,1359,455,1619,1506,1160,686,840,717,628,208,175,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
存货(万元),7219,7827,10247,9295,8799,8528,9393,10318,10290,10652,11785,12247,12296,12866,14232,11879,10876,10944,8395,6278,6349,6728,6931,4695,4234,3982,4131,3060,3006,2814,3498,3243,3118,2514,2502,2261,2196,1644,1937,1620,1913,1265,555,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),10756,15637,20792,16155,15330,14829,5552,5152,9039,14060,12103,12260,2508,7683,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动资产(万元),866,874,743,1111,1076,1032,407,501,384,420,307,304,237,236,20,20,240,390,--,5402,0,441,--,--,0,--,--,--,--,--,--,--,--,--,5,29,--,0,0,0,0,0,0,
流动资产合计(万元),67872,71588,76878,70406,66497,74937,71029,75761,60459,59605,58696,56666,49008,60378,51586,46269,44204,45038,46342,56847,51506,53779,52483,49953,49773,46715,46517,45098,46294,46890,48616,49273,49076,49537,51985,50110,49312,54720,11159,10790,7998,5395,2807,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
可供出售金融资产(万元),--,3488,3489,3463,3430,3455,3598,2612,2274,2279,3012,2047,1940,1743,342,342,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应收款(万元),7436,6799,10529,17003,18645,17272,24204,23783,18972,9211,7772,7109,10427,6748,14912,17299,17003,10108,8031,226,275,275,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期股权投资(万元),14010,14192,14328,14408,14512,14205,14462,14591,14894,15082,14650,14671,14317,14049,6836,6156,6132,6132,6131,1526,1551,--,0,0,--,--,--,646,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产原值(万元),--,44909,--,45272,--,45373,--,44867,--,44763,--,42511,--,41941,--,30937,--,30463,--,25572,--,24891,--,24289,--,23373,--,20556,--,19309,--,11399,--,10715,--,10160,--,2904,0,2269,2039,0,0,
累计折旧(万元),--,17465,--,17229,--,16300,--,15025,--,13680,--,12070,--,10527,--,9039,--,7740,--,6677,--,5575,--,4907,--,3940,--,3114,--,2347,--,1962,--,1576,--,1355,--,1129,0,952,787,0,0,
固定资产净值(万元),--,27444,--,28043,--,29073,--,29842,--,31083,--,30441,--,31414,--,21898,--,22723,--,18895,--,19316,--,19382,--,19433,--,17442,--,16962,--,9436,--,9139,--,8805,--,1775,0,1317,1252,0,0,
固定资产减值准备(万元),--,126,--,7,--,7,--,7,--,7,--,7,--,7,--,7,--,7,--,7,--,7,--,7,--,7,--,7,--,7,--,7,--,7,--,7,--,7,0,7,7,0,0,
固定资产(万元),--,27318,27481,28037,28578,29067,29227,29836,30417,31076,29985,30434,30748,31408,22058,21891,22265,22716,18974,18889,19064,19309,19305,19375,19181,19426,17566,17435,17069,16955,10075,9429,9155,9132,8877,8797,8477,1767,1561,1310,1244,837,511,
在建工程(万元),--,3571,3362,3098,3127,3084,1525,468,233,221,449,443,278,204,7570,7335,6041,5416,5740,4648,3817,3728,3371,3300,3067,2542,4369,4214,3391,3429,6915,5544,5392,5228,3027,2777,2970,7933,6118,5489,3605,46,51,
工程物资(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
无形资产(万元),12467,13301,13541,13113,13002,13232,8662,8570,8561,8434,7869,8047,8136,8321,8294,6036,6113,6213,5055,5125,5186,5255,4702,2624,2662,2697,1734,1341,1351,976,958,958,951,854,870,886,902,917,885,908,827,633,140,
开发支出(万元),2440,1978,1181,1609,1664,1331,2997,2862,2414,2475,2863,2615,2139,1894,3013,2149,1712,1340,1458,1155,948,813,1169,1269,1075,864,654,534,420,425,446,487,264,129,51,33,17,0,55,55,84,0,0,
商誉(万元),5362,5425,14716,14716,14716,14716,15618,15618,15618,15618,15618,15618,15618,15618,17550,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,3825,2523,2523,2523,2524,2524,2124,--,--,0,--,0,0,0,0,0,0,
长期待摊费用(万元),969,969,587,624,660,661,394,398,439,425,151,146,182,211,367,321,359,302,579,621,329,367,368,345,374,337,372,288,285,305,145,172,159,138,96,3,323,341,360,372,406,476,466,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延所得税资产(万元),1521,1590,839,779,777,778,776,767,657,604,858,678,651,567,526,424,422,420,342,342,337,337,247,247,246,246,170,170,170,170,107,107,107,107,106,106,106,106,6,6,4,2,21,
其他非流动资产(万元),1103,893,1816,1341,2152,1849,3579,2864,2599,1957,2614,2630,2642,2792,--,--,--,424,--,--,619,619,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
非流动资产合计(万元),78499,79526,91868,98190,101262,99650,105041,102371,97080,87382,85843,84438,87079,83556,81468,65779,63873,56895,50135,36356,35952,34529,32988,30985,30429,29938,28691,27152,25208,24783,21170,19220,18153,15587,13028,12602,12793,11065,8984,8139,6171,1994,1188,
资产总计(万元),146371,151114,168747,168596,167759,174587,176070,178132,157539,146988,144539,141104,136087,143934,133054,112047,108076,101933,96477,93203,87458,88308,85471,80938,80202,76653,75208,72250,71503,71672,69786,68494,67229,65124,65013,62713,62105,65784,20143,18930,14169,7388,3995,
短期借款(万元),10071,9848,10087,9376,6906,10746,17434,19180,27361,24083,24037,20577,15859,20001,20091,20350,17772,11017,5202,1000,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,1200,700,1200,1000,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付票据(万元),--,100,--,--,510,672,0,--,--,300,--,--,205,473,951,--,--,1012,1764,1293,1434,2324,1188,613,1252,1813,1004,594,586,1305,572,417,218,1249,1022,469,347,426,666,361,0,202,0,
应付账款(万元),--,7509,--,7158,6894,6375,7515,6460,6475,7658,6228,5998,5835,6618,4971,5161,3792,5046,3624,3726,2987,3133,3920,3214,2965,3634,4098,3801,3311,3474,3489,3557,3406,3518,4369,3980,4051,3916,3180,2841,2799,832,675,
预收账款(万元),1183,996,1070,1037,916,1010,1183,2510,1175,1321,1061,1023,1811,1529,2401,2019,2114,1126,2225,3871,1970,1927,2274,2165,1024,511,733,356,279,298,368,506,450,208,132,139,187,144,218,158,166,110,159,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付职工薪酬(万元),1201,1529,279,278,291,421,201,198,194,414,161,210,229,320,162,25,29,66,27,32,28,26,17,25,33,20,30,25,33,25,22,24,18,28,69,38,34,7,2,33,36,21,92,
应交税费(万元),646,637,362,509,630,1135,551,776,897,1435,670,490,445,739,77,202,140,178,804,579,272,664,322,216,215,367,211,298,246,382,325,172,130,173,220,116,99,228,177,217,65,217,168,
应付利息(万元),1605,1154,--,312,1578,1156,739,319,46,41,41,48,42,46,35,35,35,21,9,2,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,7,6,6,5,0,0,
应付股利(万元),0,--,--,--,--,0,--,--,--,0,--,772,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应付款(万元),--,1667,2647,2073,2126,2276,1780,1635,1092,1304,2363,2188,1109,3924,721,592,693,627,115,87,83,133,129,129,139,291,319,303,518,517,563,511,87,116,124,126,214,167,73,97,70,75,829,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),2355,7745,12896,13366,3860,5414,2723,2703,4714,4696,4047,3919,3271,3662,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,1150,500,750,250,0,0,
其他流动负债(万元),39,39,78,78,78,78,0,--,--,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动负债合计(万元),25957,31222,34584,34187,23789,29283,32125,33782,41954,41273,38609,35225,28805,37312,29408,28383,24575,19094,13769,10590,6775,8207,7850,6362,5628,6635,6394,5377,4973,6002,5340,5187,4308,5291,5936,4868,4932,7245,5522,5664,4392,1456,1922,
长期借款(万元),2350,2654,1326,1931,12527,14187,14577,14767,15626,5876,6600,6850,7350,7350,5000,2000,2000,2000,2000,1000,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,1600,2875,2250,1750,0,0,
应付债券(万元),29855,29733,29621,29517,29756,29636,29525,29423,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,0,443,881,1314,1742,2165,2584,3408,3408,--,--,--,--,842,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,139,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期递延收益(万元),6164,5650,5908,5889,4711,4767,2185,2225,2261,2290,2332,2277,--,2358,--,2415,--,2617,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
递延所得税负债(万元),307,307,343,343,343,343,389,389,389,389,460,460,460,460,132,22,22,22,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,0,--,--,--,0,--,--,2314,--,2407,--,2472,--,3019,3175,2839,2831,2569,1154,1182,1225,871,893,914,845,898,851,645,578,957,660,584,586,192,192,154,105,0,
非流动负债合计(万元),38676,38344,37197,37680,47338,48932,47119,47686,19590,10297,11558,12171,13531,13576,7540,4436,4494,4639,5862,4175,2839,2831,2569,1154,1182,1225,871,893,914,845,898,851,645,578,957,660,584,2186,3067,2442,1904,105,139,
负债合计(万元),64634,69567,71781,71867,71126,78215,79244,81467,61544,51570,50167,47396,42336,50888,36948,32820,29068,23733,19630,14765,9614,11038,10419,7517,6809,7860,7266,6270,5887,6847,6239,6038,4953,5869,6893,5527,5516,9431,8589,8106,6296,1561,2062,
实收资本(或股本)(万元),30880,30880,30880,30880,30880,30880,30880,30880,30880,30880,30880,30880,30880,30880,30880,29600,29600,29600,29600,29600,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,14800,7400,7400,7400,7400,7400,7400,5540,5540,4880,4880,1000,
资本公积(万元),39451,39451,39451,39451,39451,39451,39441,39441,39441,39441,39441,39441,39441,39441,39221,24779,24983,24779,25112,24983,39783,39783,39783,39783,39783,39676,39676,39676,39676,39654,39654,39654,43354,43354,43354,43354,43354,43354,1272,1272,84,84,1,
减:库存股(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
盈余公积(万元),3110,3110,3110,3110,3110,3110,3110,3110,3110,3110,2823,2823,2823,2823,2313,2313,2313,2313,1865,1865,1865,1865,1478,1478,1478,1478,1214,1214,1214,1214,899,899,899,899,606,606,606,606,337,337,337,132,98,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未分配利润(万元),7794,7343,22539,22302,22144,21795,22183,22002,21273,20679,20069,19376,19410,18689,18111,16990,16899,16104,15319,13148,12642,11987,10655,9016,8953,8649,8283,7305,7161,6415,5665,4782,8340,7602,6761,5826,5230,4994,4406,3676,2573,731,834,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),81520,81084,96264,95994,95785,95489,95902,95739,95026,94438,93481,92779,92785,92068,90765,73881,73793,72997,71896,69596,69089,68435,66716,65077,65014,64603,63973,62995,62851,62083,61018,60135,59993,59255,58120,57185,56589,56353,11554,10824,7873,5827,1933,
少数股东权益(万元),217,464,702,735,848,883,924,925,969,980,890,928,966,978,5340,5347,5215,5203,4951,8843,8755,8836,8336,8344,8379,4190,3969,2985,2764,2743,2530,2320,2283,--,--,0,--,0,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),81737,81547,96966,96729,96633,96372,96826,96664,95995,95418,94372,93708,93751,93046,96106,79228,79008,78200,76847,78438,77845,77270,75052,73421,73393,68793,67942,65981,65615,64825,63547,62455,62276,59255,58120,57185,56589,56353,11554,10824,7873,5827,1933,
负债和所有者权益(或股东权益)总计(万元),146371,151114,168747,168596,167759,174587,176070,178132,157539,146988,144539,141104,136087,143934,133054,112047,108076,101933,96477,93203,87458,88308,85471,80938,80202,76653,75208,72250,71503,71672,69786,68494,67229,65124,65013,62713,62105,65784,20143,18930,14169,7388,3995,		
  
