报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),10648,11097,9870,10177,8742,8970,9231,9469,8517,8625,8843,8627,8616,8497,8661,8829,8800,8692,8696,8843,7973,8052,8155,246,135,181,
开发支出(万元),1552,2370,2344,1553,1197,849,823,648,855,558,300,517,724,412,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),61472,61472,61472,61472,35776,35776,35776,35776,35758,26158,24959,24959,3175,2361,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),2710,2802,2650,2789,2751,2627,2258,2471,2328,2318,2411,2479,1857,1706,1605,1472,1308,1349,1340,1393,1250,1041,592,418,1002,1903,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2807,2844,2843,2750,1382,1485,1408,1416,941,790,569,576,754,668,620,701,645,597,538,885,349,345,284,112,73,42,
其他非流动资产(万元),3643,3781,4795,4793,28584,1933,2532,2647,2432,2799,2647,3003,2800,3146,1702,1559,1412,1120,234,234,--,--,--,--,--,--,
非流动资产合计(万元),152893,153895,153698,153634,125983,99529,99436,107434,105013,94243,80624,78612,56276,53872,36846,33915,31427,27560,25267,24625,22672,22619,22321,14739,15918,17613,
资产总计(万元),336867,322943,343176,354806,292126,277251,270434,265877,260191,237898,215531,211717,192768,184548,160136,166193,169730,169057,157955,119050,118516,112228,91746,79839,68329,63840,
短期借款(万元),0,--,--,--,0,0,0,0,0,0,0,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),--,82175,70450,75853,63219,58231,49042,55734,39725,37288,27902,29140,27316,22515,12662,16174,13820,11809,8396,11119,8995,11635,9615,6668,6226,5418,
预收账款(万元),87329,83919,80183,61773,89145,87508,77265,52545,81240,78780,64454,48754,70731,65420,52209,44262,63147,66471,58942,54046,68802,59892,38335,34425,27971,25456,
卖出回购金融资产款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),5854,5887,5713,5825,2058,2060,1857,1897,1010,1067,791,896,934,947,766,761,902,663,487,1803,526,559,554,172,135,224,
应交税费(万元),7859,6157,6910,12640,5577,4887,5524,8289,7018,6046,5152,7665,545,1741,1063,3465,817,1117,1145,3574,876,1320,2800,2235,2280,2144,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),18267,23598,25897,27949,28487,30125,28710,34693,36548,26165,24297,24368,9847,9627,6950,8422,7001,5518,6447,6852,6040,5923,5656,5467,5798,6844,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),4466,4413,4361,16348,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),209932,206148,193515,200388,188486,182812,162397,153157,165541,149347,122596,112823,109374,100251,73649,73085,85687,85578,75418,77394,85239,79329,56959,48968,42412,40086,
长期借款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),8331,8234,8137,8042,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),516,606,575,588,639,460,246,356,589,109,109,126,69,69,131,131,165,165,45,102,74,195,67,50,78,10,
长期递延收益(万元),91,588,1086,1086,1090,252,252,252,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),256,256,256,256,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),9195,9685,10054,9972,1729,712,499,609,589,109,109,126,69,69,131,131,165,165,45,102,74,195,67,50,78,10,
负债合计(万元),219127,215832,203569,210360,190215,183524,162896,153766,166130,149456,122705,112949,109443,100319,73781,73216,85852,85744,75463,77496,85313,79524,57026,49018,42491,40096,
实收资本(或股本)(万元),26267,26276,26291,26291,25375,25375,25375,25386,25386,24968,24968,24968,24968,24968,12484,12484,12484,12484,12484,10072,10072,10072,10072,10072,10072,10072,
资本公积(万元),61721,61721,69572,69223,48322,48208,47335,46648,45190,39289,39289,39289,39289,39289,51773,51773,51773,51773,51773,8150,8150,8150,8150,8150,8150,6951,
减:库存股(万元),1673,2991,3481,3481,4328,5835,5835,5986,5986,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),11529,11043,10707,10707,8945,8558,8484,8484,6977,6820,6820,6820,5602,5620,5364,5364,4613,4506,4275,4275,3714,3699,3488,2897,2260,1720,
一般风险准备(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),7905,1027,22962,29169,13354,8740,24009,29882,15600,12915,18032,24246,13023,14062,16735,23357,15007,14550,13960,19056,11267,10783,13009,9702,5357,5001,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),105748,97075,126051,131909,91668,85046,99369,104414,87167,83992,89109,95323,82883,83939,86356,92977,83877,83313,82492,41554,33203,32704,34720,30821,25838,23744,
少数股东权益(万元),11992,10035,13556,12537,10242,8681,8169,7697,6893,4451,3716,3444,442,290,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),117740,107110,139606,144446,101910,93727,107538,112112,94060,88443,92826,98767,83325,84229,86356,92977,83877,83313,82492,41554,33203,32704,34720,30821,25838,23744,
负债和所有者权益(或股东权益)总计(万元),336867,322943,343176,354806,292126,277251,270434,265877,260191,237898,215531,211717,192768,184548,160136,166193,169730,169057,157955,119050,118516,112228,91746,79839,68329,63840,		
  
