报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
短期借款(万元),33000,34000,34000,28440,23440,31540,23100,20100,20100,4600,7000,7000,5000,5000,4400,4400,4400,11800,--,11000,10450,11853,10433,10110,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2788,3259,3359,3099,3996,4388,2860,1740,1953,1964,1794,1958,4195,4289,4011,3630,1202,829,--,639,1864,2231,2945,2050,
应付账款(万元),30158,26922,25270,25636,21990,21986,18508,19721,19674,7884,7074,8274,8734,9236,8528,11100,8550,9776,--,9447,6601,7297,7098,8611,
预收账款(万元),184,135,164,390,167,167,91,192,366,60,100,31,61,75,1,75,84,96,--,92,44,683,49,166,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2597,4053,2991,2927,2892,3614,2873,2761,2723,1662,1000,1058,1077,1917,1023,1008,970,1000,--,401,740,954,1379,350,
应交税费(万元),1064,1018,1407,1444,1933,2757,1675,1398,2123,66,378,825,1192,231,386,705,638,711,--,671,269,294,639,1000,
应付利息(万元),--,--,--,1,53,20,342,178,284,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2888,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1073,970,1189,998,1069,906,857,883,2002,302,760,72,237,110,126,120,155,98,--,100,113,285,365,2125,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),3556,4100,4379,4556,9322,9383,11386,11749,6549,224,--,--,--,--,--,1800,--,1800,--,--,2450,--,--,--,
其他流动负债(万元),--,--,--,--,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),74420,74458,72760,67492,64906,74761,61693,58721,55775,16763,18106,19217,20495,20857,18475,22838,15999,26110,20196,22350,22532,23598,25795,24413,
长期借款(万元),--,--,--,--,--,--,--,--,16652,1881,2159,--,--,--,1800,--,1800,1500,--,4500,3000,2450,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),3970,4639,5103,6446,6848,8174,9734,11053,5750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),356,--,--,--,--,--,--,--,--,--,--,--,--,--,1840,1840,1840,1840,--,1840,1840,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),4240,4684,4410,4446,4455,4555,4557,4635,4400,1840,1840,1840,1840,1840,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),8567,9323,9513,10892,11303,12729,14292,15688,26802,3721,3999,1840,1840,1840,3640,1840,3640,3340,--,6340,4840,2450,0,0,
负债合计(万元),82987,83781,82273,78383,76209,87490,75985,74409,82576,20484,22105,21057,22335,22697,22115,24678,19639,29450,26536,28690,27372,26048,25795,24413,
实收资本(或股本)(万元),46886,46947,46947,46947,46947,46947,46947,47800,47800,40899,18591,18591,18591,18591,18591,18591,13279,9996,--,9996,9996,9996,6181,5000,
资本公积(万元),75002,75002,75433,75433,75433,75433,76325,75495,106807,26446,48755,48755,48755,48755,48755,48755,54066,22267,--,22267,22267,22186,13177,5549,
减:库存股(万元),--,61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3359,3359,3210,3017,2947,2947,2453,2723,2453,2453,2333,2333,2038,2038,1469,1469,1469,1469,--,1236,1015,521,5918,5334,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),27001,25681,26502,27459,27911,26294,26275,24185,22698,21276,21555,20818,22644,20829,19729,18460,18065,16428,--,14033,11544,6144,8338,7500,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,-1,-1,-1,--,-1,0,--,--,--,
归属于母公司股东权益合计(万元),152157,150879,152061,152834,153214,151600,152010,150208,179764,91076,91234,90496,92027,90212,88543,87274,86879,50159,48180,47531,44821,38847,33615,23382,
少数股东权益(万元),--,--,--,--,--,--,--,1,-35,--,--,--,--,--,--,--,--,--,--,--,--,893,811,703,
所有者权益(或股东权益)合计(万元),152157,150879,152061,152834,153214,151600,152010,150210,179729,91076,91234,90496,92027,90212,88543,87274,86879,50159,48180,47531,44821,39740,34426,24085,
负债和所有者权益(或股东权益)总计(万元),235144,234659,234335,231217,229423,239090,227994,224618,262305,111560,113339,111553,114362,112909,110659,111952,106518,79609,74716,76222,72193,65788,60221,48498,		
  
