报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,
存货(万元),43310,21458,21719,21343,20401,14863,20878,19255,13445,9168,11115,10375,8343,8663,7812,8391,6530,8725,7806,6796,4676,4569,4433,4054,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他流动资产(万元),12101,610,25708,766,1078,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
流动资产合计(万元),199811,184232,173309,133725,117346,122455,121434,123070,100674,102849,90233,91240,53191,45724,43812,40531,41321,35387,28938,20186,17806,13253,13621,8616,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期股权投资(万元),92,32037,32758,15981,16193,16338,16318,16098,100,100,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产原值(万元),--,27703,--,25100,--,24912,--,22666,--,18395,--,14186,14078,13908,13564,4131,--,3629,3472,3331,3263,3203,3151,3067,
累计折旧(万元),--,7482,--,6732,--,6060,--,5306,--,3045,--,2618,2203,1863,1490,1302,--,1034,933,824,725,619,523,425,
固定资产净值(万元),--,20222,--,18367,--,18853,--,17360,--,15350,--,11568,11874,12045,12073,2829,--,2595,2539,2507,2539,2584,2628,2642,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产(万元),52313,20222,18349,18367,18547,18853,18518,17360,15135,15350,11485,11568,11874,12045,12073,2829,2772,2595,2539,2507,2539,2584,2628,2642,
在建工程(万元),22163,2166,--,--,--,--,--,718,632,505,4045,3832,3483,3519,3348,9755,6166,354,267,7,0,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产清理(万元),--,--,--,--,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
无形资产(万元),18736,6883,4961,5057,4729,4826,4494,4548,992,1017,990,875,895,926,954,974,934,930,939,912,682,696,685,692,
开发支出(万元),1920,1676,3451,1840,1279,920,696,510,274,222,--,--,--,--,--,--,--,--,--,250,191,84,--,--,
商誉(万元),34335,3102,3102,3102,3102,3102,3102,3049,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期待摊费用(万元),530,276,276,343,418,493,312,342,258,282,305,322,356,237,162,144,155,155,--,--,0,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
递延所得税资产(万元),3381,1983,1635,1435,1245,1354,1206,1052,834,840,579,537,592,456,415,339,327,246,218,121,99,69,62,42,
其他非流动资产(万元),5657,5726,1426,4102,644,133,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
非流动资产合计(万元),139127,74071,65957,50228,46163,46019,44645,43677,18225,18316,17403,17135,17199,17182,16952,14041,10354,4279,3964,3796,3510,3434,3375,3376,
资产总计(万元),338938,258303,239267,183953,163509,168473,166079,166747,118898,121165,107636,108375,70390,62906,60764,54572,51674,39666,32901,23982,21316,16687,16995,11992,
短期借款(万元),25000,21000,24800,19850,10850,9000,14400,14800,2000,1000,2000,2000,1500,2100,2500,1500,3500,3500,2700,2700,2200,2200,2200,1700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付票据(万元),15788,12074,4440,4200,2950,1400,3900,5680,2000,2000,2100,1980,2600,2600,2600,2100,2600,1000,2515,1600,500,--,--,--,
应付账款(万元),68471,60188,50670,44608,35658,40179,36176,35250,22845,23013,20890,18503,17534,14892,12022,13867,12473,9460,9954,6141,5904,4568,4923,2939,
预收账款(万元),1898,1168,2558,1249,2049,1484,2336,1456,709,1203,1316,1352,469,265,130,326,314,605,422,368,165,454,364,326,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付职工薪酬(万元),887,909,761,788,870,951,719,582,508,489,486,481,406,395,314,295,240,229,200,16,14,12,11,5,
应交税费(万元),1210,3632,3072,2591,1408,3470,1554,1485,262,2633,1632,1361,2375,1248,1278,698,1151,113,582,337,389,159,299,221,
应付利息(万元),12,8,47,10,5,3,7,10,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付股利(万元),--,--,--,--,2834,--,--,4280,--,--,--,--,--,1724,--,--,--,--,--,--,0,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应付款(万元),8550,9032,13833,8115,8124,8886,10931,10045,7191,7592,527,718,1091,1190,2285,1309,326,45,35,20,14,14,303,216,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
一年内到期的非流动负债(万元),15053,2100,1600,500,1100,1100,600,--,--,800,2800,3600,3700,1450,1000,850,200,--,--,--,0,--,--,--,
其他流动负债(万元),104,70,48,85,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
流动负债合计(万元),136973,110181,101829,81997,65851,66473,70623,73589,35515,38729,31751,29995,29675,25865,22129,20944,20803,14952,16407,11182,9186,7407,8100,5406,
长期借款(万元),16300,16600,13610,8500,8500,8500,9000,9600,--,--,--,--,800,3600,4500,4547,1385,--,--,--,0,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期应付款(万元),10486,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,42,
预计非流动负债(万元),--,--,30,30,30,30,37,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期递延收益(万元),4469,618,618,600,600,600,674,674,--,674,--,324,320,--,240,--,594,--,--,--,0,--,--,--,
递延所得税负债(万元),4010,399,412,424,436,448,481,531,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,674,--,324,--,--,320,--,594,--,372,372,287,287,160,160,--,
非流动负债合计(万元),35264,17617,14670,9554,9566,9578,10191,10805,674,674,324,324,1120,3920,4740,5141,1979,372,372,287,287,160,160,42,
负债合计(万元),172238,127798,116499,91551,75417,76051,80814,84393,36189,39403,32075,30319,30795,29785,26869,26085,22782,15324,16779,11469,9473,7567,8260,5448,
实收资本(或股本)(万元),32550,32553,32553,28337,28337,28337,28339,28339,28339,28339,27589,13795,10346,10346,8622,8622,8622,8622,7822,6518,6518,6518,6518,6518,
资本公积(万元),56036,55994,55928,31147,31081,31014,30964,30897,30764,30764,24386,38180,4606,4606,6330,6330,6330,6330,6,6,6,6,6,6,
减:库存股(万元),4632,4660,4660,4660,4660,4712,6750,6750,6863,6863,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
专项储备(万元),69,69,74,74,54,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
盈余公积(万元),4142,4142,3694,3694,3694,3694,3202,3202,3202,3202,2696,2696,2696,2070,2070,1510,1510,1039,1039,557,561,250,250,--,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
未分配利润(万元),50032,38444,31503,30165,26725,31271,26939,24222,27267,26318,20889,23385,21947,16099,16873,12025,12431,8351,7256,5433,4758,2345,1961,21,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
归属于母公司股东权益合计(万元),138196,126542,119092,88758,85231,89646,82693,79910,82709,81761,75561,78056,39595,33121,33895,28487,28892,24342,16122,12513,11843,9119,8736,6544,
少数股东权益(万元),28504,3963,3675,3645,2861,2777,2572,2443,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
所有者权益(或股东权益)合计(万元),166700,130505,122767,92402,88093,92422,85265,82354,82709,81761,75561,78056,39595,33121,33895,28487,28892,24342,16122,12513,11843,9119,8736,6544,
负债和所有者权益(或股东权益)总计(万元),338938,258303,239267,183953,163509,168473,166079,166747,118898,121165,107636,108375,70390,62906,60764,54572,51674,39666,32901,23982,21316,16687,16995,11992,		
  
