报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
存货(万元),47309,54718,46821,49738,36362,33924,38073,39762,37631,49981,42894,41816,45428,49721,50788,55576,52579,58590,53041,62037,60998,55850,58971,66713,70159,64414,62003,55593,39553,42356,37462,46364,42885,30868,34535,41111,35310,31911,39764,53533,41207,36671,33653,28631,22494,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),556,570,570,--,--,--,560,560,560,1120,630,630,1260,1330,1330,1330,665,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他流动资产(万元),310996,283592,284636,55774,63624,67450,118488,52454,33193,51224,65131,49989,23273,47238,24981,13532,7814,6699,6961,7813,7458,6927,7520,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
流动资产合计(万元),544257,518471,496812,501182,185357,200327,265927,195505,178689,182754,200573,204282,178856,190184,188364,190038,184038,189781,179353,180261,162905,155818,157433,155896,148419,181937,175994,159302,140775,138295,125555,161783,104955,103614,101187,117768,115881,130226,122977,99019,87268,77861,49897,42909,44606,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),27761,25510,28907,27855,26939,23572,23492,23227,19862,20033,19216,19216,19216,18955,11843,10918,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
长期应收款(万元),1503,1523,1542,2118,2137,1856,1868,1850,1861,1745,2386,1906,2040,2209,3008,3142,3941,2080,2164,1605,1656,1302,1316,1326,1345,329,334,239,216,221,226,231,208,213,222,235,224,238,203,760,60,60,0,0,--,
长期股权投资(万元),47870,47716,48000,48015,47786,48338,8891,49243,49228,49125,49453,8653,8585,9222,17476,18342,28695,27175,27293,26124,26087,25414,25471,22894,20631,18485,18129,17637,16731,14613,12946,10919,9982,6617,4685,2161,2181,2181,2194,1104,1108,200,400,0,550,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
投资性房地产(万元),1125,1140,1155,1165,1182,1198,1215,1233,1248,1242,1256,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
固定资产原值(万元),643238,--,620876,--,518451,--,516287,--,514463,--,514096,--,520621,--,519779,--,511646,--,484937,--,489418,--,490589,--,484693,--,478915,--,477177,--,448298,--,413334,--,407431,--,324483,--,302513,--,217162,--,217062,206728,--,
累计折旧(万元),365344,--,348080,--,333646,--,319473,--,305110,--,288520,--,277277,--,262416,--,246423,--,230496,--,219555,--,212020,--,195498,--,178024,--,165858,--,149682,--,134409,--,119666,--,105521,--,93361,--,83115,--,78789,64699,--,
固定资产净值(万元),277894,--,272796,--,184804,--,196814,--,209354,--,225575,--,243344,--,257363,--,265222,--,254441,--,269863,--,278569,--,289194,--,300891,--,311320,--,298616,--,278925,--,287765,--,218963,--,209153,--,134048,--,138273,142029,--,
固定资产减值准备(万元),4090,--,4113,--,3518,--,3518,--,3518,--,3518,--,3424,--,3424,--,2806,--,2809,--,3223,--,5699,--,5073,--,5073,--,5529,--,5563,--,1001,--,1001,--,572,--,572,--,572,--,887,887,3703,
固定资产(万元),273804,260561,268683,221439,181286,186671,193296,198955,205835,214123,222057,234837,239921,247865,253939,256756,262416,267122,251632,255786,266640,265493,272870,279016,284121,290098,295818,299340,305791,288289,293053,271535,277925,280663,286764,269064,218390,204818,208580,198502,133475,136289,137386,141142,93975,
在建工程(万元),25798,43586,39885,115924,116831,94263,83208,30216,24465,15434,14950,11076,9171,1236,1471,3967,2859,8798,21124,12367,4495,7657,5951,2530,1622,708,287,1335,403,21227,17373,20789,13923,7564,3218,16019,57058,37074,26654,38345,84845,68802,50716,20380,46245,
工程物资(万元),199,562,562,169,--,--,71,5852,4887,12,112,7,--,--,--,--,--,--,4568,364,--,--,--,--,--,--,0,--,--,503,1410,6949,253,1129,460,515,2100,2357,1294,2,8,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
无形资产(万元),64281,64911,65541,66110,67384,67353,68202,68790,65738,66345,66987,66570,67258,47687,48301,49333,49921,51483,50858,50775,46155,45818,45094,44929,29115,29475,29835,25977,26239,26541,26903,23315,23413,23424,23810,24190,24565,24975,17807,13524,13638,13776,13722,11646,10428,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
商誉(万元),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期待摊费用(万元),19522,15004,15410,4359,3234,3456,3233,3196,3414,3533,3489,3535,3712,3642,3706,2842,2632,2403,2478,2237,2277,1937,1894,1951,2008,1867,1218,144,58,63,68,40,43,46,49,53,56,59,62,--,--,0,0,0,442,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
递延所得税资产(万元),4682,4667,5961,4442,4275,4409,4325,3782,3873,4053,3422,3242,1927,2058,2806,1928,2097,2961,2274,2373,2407,2205,1831,1498,1420,1169,1248,1077,1033,961,927,1119,999,1057,1168,830,819,805,846,761,811,803,799,708,1250,
其他非流动资产(万元),6225,5875,6760,3731,18204,24451,19647,26819,24400,26333,19588,15421,8290,9848,9891,6518,4540,2532,2784,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
非流动资产合计(万元),472774,471060,482412,495330,469262,455570,407452,413167,404815,401983,402922,364467,360125,342727,352447,353750,357105,364558,365180,351636,349720,349830,354431,354149,340266,342136,346872,345752,350471,352417,352906,334897,326746,320713,320378,313068,305394,272506,257641,252997,233946,219930,203023,173877,152890,
资产总计(万元),1017031,989531,979224,996512,654619,655897,673379,608672,583505,584738,603495,568749,538981,532911,540811,543788,541143,554339,544533,531897,512625,505648,511864,510046,488685,524073,522866,505054,491245,490712,478461,496680,431701,424327,421565,430835,421275,402733,380618,352016,321214,297792,252919,216786,197495,
短期借款(万元),2000,2000,2000,10000,18000,21100,35500,32000,39400,54400,49500,47500,30000,20000,20000,25000,38500,44000,47500,57500,62000,47000,52000,57000,56000,69500,55000,58000,64000,68000,72000,89000,104000,106800,114300,123800,140040,124040,101525,59025,29025,74325,57540,32440,29240,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3109,3109,0,3198,300,523,1085,2916,7267,4914,0,0,--,
应付账款(万元),75974,63767,79397,89077,64760,55830,67601,35701,36625,30653,43702,38914,35593,21336,26607,37938,32995,28019,32854,32929,26742,21803,25614,28454,24279,26467,34282,30711,29968,23286,18392,20814,26459,16721,23122,26973,30409,17405,22798,24247,17733,19169,24516,18855,14507,
预收账款(万元),27788,30111,30238,26688,21469,22807,28799,21695,18695,19898,25090,22985,20751,22420,27582,29266,24287,27553,23361,27649,19551,22567,23706,26565,25328,25758,22723,27771,23795,21511,22758,18685,14879,13409,11555,10661,6403,5317,12836,14851,14774,18000,15625,12043,8964,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付职工薪酬(万元),4781,6014,14581,3959,3349,2601,8189,4763,3656,2405,5742,4371,3352,2544,9797,2738,2472,1949,4000,2189,1963,1754,2763,1786,1562,1300,3272,1801,1749,1261,2324,1768,1695,1281,1981,1329,1362,1259,1746,1225,812,1094,1821,3380,3327,
应交税费(万元),24249,16647,19288,10583,8446,12125,12764,8160,5085,3971,7812,5648,4782,6811,7561,7097,7537,9612,11406,4179,3585,4905,6132,-236,-1179,-1257,5115,3877,2717,3640,2615,-2667,-2026,1744,546,-2002,-1795,4913,3931,1260,1665,4878,3686,2774,1442,
应付利息(万元),2,3,3,67,76,90,87,74,132,132,103,73,38,36,37,101,100,120,196,172,148,180,171,171,176,141,195,183,195,503,418,302,236,268,250,229,196,233,179,80,46,77,0,0,--,
应付股利(万元),--,--,--,--,--,18788,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他应付款(万元),6708,8024,7355,8100,7004,7788,8702,8392,9539,10558,11008,11414,9508,7885,7892,6485,7486,7169,6989,7924,8414,9178,9894,20963,8999,8895,8905,6552,6411,6340,6015,6515,6263,6038,5862,8083,8538,7777,3358,6870,7555,7620,6889,7752,11517,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,567,--,--,--,--,6200,6200,12700,6500,12826,6626,12775,6575,12700,6500,12700,12700,12700,6500,21700,15500,22292,22292,23292,11044,796,16300,36300,31300,14300,19300,19300,19300,3300,5300,
其他流动负债(万元),884,916,955,454,461,464,462,412,405,373,373,241,186,186,171,171,156,147,126,--,--,--,--,--,--,--,--,--,--,132,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
流动负债合计(万元),142386,127482,153816,148928,123565,141592,162105,111198,113536,122390,143896,131146,104211,81217,99647,114996,119732,131268,132934,145369,129030,120163,126855,147402,121665,143505,142192,141595,135334,146373,140021,156709,176906,172663,168661,173066,201753,197766,178756,124774,98176,149376,129376,80544,74296,
长期借款(万元),--,--,--,43000,43000,43000,35000,30000,15000,--,--,--,--,--,--,--,6200,6200,12400,12400,18600,18600,24800,24800,31000,31000,37200,37200,45400,48400,54600,69327,51575,54823,58071,68319,34815,25815,15000,46000,46000,73000,51000,77000,75000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,45708,50696,50032,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,14644,14485,14329,14172,14019,13872,13731,13560,13381,13209,13039,12870,12927,12760,12597,12215,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
预计非流动负债(万元),239,364,248,128,78,434,402,229,131,61,49,69,34,259,125,555,1168,4618,3289,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
长期递延收益(万元),5790,6009,6216,6808,6918,7026,7139,7155,7242,7097,7190,1752,1318,1365,1276,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,283,142,388,73,329,285,91,--,--,123,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1319,1228,972,1024,1056,1087,965,989,786,805,824,843,862,898,917,935,934,953,1036,1091,1009,925,942,958,1024,1024,1024,1024,0,0,
非流动负债合计(万元),6029,6656,6605,50324,50069,50789,42826,52118,36859,21487,21535,15841,15577,15707,15688,15255,21805,24829,29583,26383,32448,32162,38003,25586,31805,31824,38043,38062,46298,95025,106232,120293,52528,55859,59162,69328,35740,26757,15958,47024,47024,74024,52024,77000,75000,
负债合计(万元),148415,134138,160422,199252,173634,192381,204931,163316,150395,143877,165431,146987,119788,96925,115335,130252,141537,156098,162517,171751,161477,152325,164858,172988,153471,175329,180235,179657,181632,241398,246252,277002,229434,228522,227823,242394,237493,224523,194714,171798,145199,223400,181400,157544,149296,
实收资本(或股本)(万元),119228,119228,119228,119228,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,89466,40520,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,30000,30000,18000,18000,
资本公积(万元),373551,373551,373551,373551,107446,107446,107446,107446,107446,107446,107446,107320,107320,107320,107320,107320,107320,107320,107323,107323,107323,107323,107328,107082,107082,107082,107082,107082,107082,109892,104739,104571,93656,93656,93656,93428,93428,93428,98328,98134,98134,11489,11141,5084,4809,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
专项储备(万元),7466,7281,7180,6793,6497,6178,6014,5777,5521,5453,5246,5017,4758,4672,4530,4270,4103,3887,3634,3392,3235,3052,2854,1773,1754,1390,1297,989,996,1001,900,823,777,702,647,582,512,--,--,--,--,--,--,--,--,
盈余公积(万元),42409,33396,33396,28434,28434,28434,28434,22954,22954,22954,22954,17019,17019,17019,17019,12650,12650,12650,12650,12082,12082,12082,12082,9696,9696,9696,9696,6888,6888,6888,6888,4776,4776,4776,4776,2419,2419,2954,2376,1430,1430,1430,1430,2274,1404,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
未分配利润(万元),325649,321439,284280,267613,248207,230721,235932,218709,207001,214689,212093,200844,198511,215375,204980,197895,184127,180576,164630,143545,134891,137232,132318,126870,125171,140148,134208,120973,105182,91012,79682,69507,62257,55717,52994,47009,42554,37161,38279,34244,30448,25798,19744,22572,15254,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
归属于母公司股东权益合计(万元),867840,854638,818059,796525,480269,462814,467765,444625,432387,440008,437204,419665,417073,433851,423314,411601,397666,393899,377702,355807,346996,349155,344047,334886,333169,347782,341749,325397,309614,249314,232209,219678,201467,194851,192073,183438,178913,173543,178983,173809,170012,68717,62315,47930,39468,
少数股东权益(万元),776,755,743,734,716,702,683,731,722,854,860,2097,2120,2135,2162,1936,1940,4342,4314,4339,4151,4168,2959,2171,2045,963,882,--,--,--,--,--,799,954,1669,5003,4869,4667,6921,6410,6002,5675,9205,11312,8731,
所有者权益(或股东权益)合计(万元),868616,855393,818802,797260,480985,463516,468448,445356,433109,440861,438064,421762,419193,435986,425476,413536,399606,398241,382016,360146,351148,353323,347006,337057,335214,348744,342631,325397,309614,249314,232209,219678,202266,195805,193742,188441,183782,178210,185904,180218,176014,74392,71520,59242,48199,
负债和所有者权益(或股东权益)总计(万元),1017031,989531,979224,996512,654619,655897,673379,608672,583505,584738,603495,568749,538981,532911,540811,543788,541143,554339,544533,531897,512625,505648,511864,510046,488685,524073,522866,505054,491245,490712,478461,496680,431701,424327,421565,430835,421275,402733,380618,352016,321214,297792,252919,216786,197495,		
  
