报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
向中央银行借款(万元),14975600,14987400,14289100,14491500,13065200,11560700,8468400,2507400,1913700,1064900,4110700,278300,305100,360000,292100,408600,275400,135700,129900,179900,226400,247300,126200,140100,1616792,2581743,2624018,125690,113088,101220,152423,309870,223768,209927,120390,0,0,0,0,--,0,0,0,--,0,--,8641,--,--,0,0,--,--,
吸收存款及同业存放(万元),254188000,253693600,251383600,249084600,243132400,231882900,229881100,231265800,231418600,215963200,215717600,215369900,204502700,215907300,223015900,199601600,191863400,187754300,190121700,188341200,166779100,164878800,157258200,158882900,137533051,125514417,127330410,116409039,100625492,99543667,75328715,72304434,64528240,59968131,55412822,55833703,52877488,49448061,45935197,43869798,39657707,38969817,39556145,36240574,31366574,31379420,29090019,26945048,24927557,23357194,22060031,21228504,17522263,
拆入资金(万元),2460600,1783200,2083500,1747900,2802400,4475600,2645500,5951300,5258600,1292800,969300,911800,1214300,1684600,1793100,1373300,1355100,1640700,1876500,1929200,2263300,2034600,2339800,2186100,3906812,1018010,719732,1397924,2527935,987351,533571,486340,620017,1170301,497810,900000,757012,857007,1417095,1955159,738000,307983,130000,413768,264030,210902,217538,5154,--,1810,888475,--,32276,
交易性金融负债(万元),857500,959900,861400,1141300,904700,1059100,1411100,966300,2191300,2058500,2273900,1617000,850600,738600,562700,488900,425900,451200,495000,422700,369200,360000,305600,418000,172231,106569,39860,18907,--,--,--,--,--,0,0,0,0,0,531,3964,3942,3921,54509,54214,124666,127091,128461,162083,48375,51314,53786,67906,100787,
衍生金融负债(万元),2160500,2072900,1916100,2242400,1771200,673200,571000,696400,834900,1123800,1954900,1019700,403700,284400,325200,353700,266200,312000,326300,346800,291400,166800,131800,98800,95226,71572,73159,43425,73242,54077,36432,37652,31181,26590,15695,4285,2154,2304,3132,3605,5860,7832,20029,33864,25517,15723,10403,3223,2812,1463,1562,1617,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
应付账款(万元),--,--,--,--,--,--,--,--,--,--,300,19100,4400,278700,97800,144800,188300,193600,227100,220900,214900,136300,109200,204500,305178,2976877,2631028,4857485,7056073,4696338,1251831,754164,512082,148362,209860,141849,85088,45730,20411,4278,50748,104562,175864,--,0,--,0,--,--,393168,0,--,--,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
卖出回购金融资产款(万元),798800,200000,1214800,469900,635900,1964600,4906200,1233200,1894100,--,30000,439800,1100000,--,--,1842600,2256800,1865400,2038500,1109300,3604900,4229800,9598200,6469100,4614777,3394454,3667433,2201694,3919737,4615174,1498941,1324786,1758867,1035422,1530249,1236801,1373338,1574742,3333024,3138666,3891612,1574700,1118774,1553063,1646758,999356,715458,378048,74101,124101,1262750,116943,1389808,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
应付职工薪酬(万元),1223800,1054700,957100,846100,1071300,857400,719600,690700,928900,1064800,990100,837400,1035100,1052000,889600,658400,796100,698300,571500,448200,601300,523300,430000,344500,486311,414335,360975,299140,360035,270244,185728,135722,187860,162825,141500,107255,168173,129205,121534,98445,124742,101823,94039,73447,92541,72749,62984,45627,61463,0,49956,40993,--,
应交税费(万元),936600,759500,501900,1376400,1189100,968500,777100,1519900,1275400,924100,649100,875200,657100,739300,729300,721200,579400,552400,376500,440900,420500,362000,284600,200900,229864,218135,176561,277010,253581,214617,138537,131505,112512,82166,64632,72955,65229,67535,69639,111517,119785,94490,69339,44287,81976,54541,45320,57257,50355,43674,35789,52176,42761,
应付利息(万元),--,2766600,2900100,2938900,2606300,2246600,2167300,2132700,2153200,2115100,2071500,2270600,2325300,2570800,2400100,2424100,2522900,2477300,2121900,1933500,1660500,1595000,1414200,1347400,1152591,1137036,1043983,1089543,991366,872699,464203,389010,392007,354913,283052,262467,268216,252131,245586,255184,296322,293940,267610,196063,172807,162289,138090,107862,94254,0,93211,82109,71219,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,2344,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,110505,--,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,5891,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,14731,13724,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
应付债券(万元),38188400,32145200,36153900,35796800,34249200,33830600,35065000,31707900,26346400,32541900,30760300,24736000,21296300,19232500,10825400,7792100,4175000,4548100,2160500,1710800,810200,959700,959200,958700,1607861,1607217,1606807,1606133,1605449,1604695,1312510,947404,946949,946779,946637,946620,946271,946033,945903,796902,796428,647099,647035,648241,0,--,0,--,--,0,21229,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,38,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
预计非流动负债(万元),86000,2400,2400,2500,2500,6000,6000,6000,9000,2400,2500,2500,2600,2500,2500,2500,2500,3000,4500,5600,5600,6600,12800,12800,12768,8660,8660,11225,11225,10530,2051,666,305,171,337,337,336,338,446,889,2581,5236,6082,7745,7745,7030,6967,5545,5545,5545,5991,5872,3039,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,14731,13724,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126100,127190,127366,145366,137333,135106,141132,11531,11670,10308,11365,10249,12306,9453,10463,16736,24126,34168,16521,21098,22831,9854,16013,20527,23124,26267,24632,0,23505,19822,
其他非流动负债(万元),1979200,1257100,1661900,1379800,1211800,2411800,1450500,1168000,902200,1149500,1398100,981300,867700,1341700,1029100,995300,844000,1130200,1103600,891200,718700,570400,575800,859100,313148,404096,652034,430218,607307,440881,473990,328115,85624,175024,164475,263202,181385,184077,214600,218194,82044,180052,327494,255158,160862,171225,191347,322282,125637,0,0,107404,173908,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
负债合计(万元),317855000,311682500,313925800,311518100,302642000,291937000,288068800,279845600,275126300,259301000,260928300,249358600,234564900,244192400,241962800,216807100,205551000,201762200,201553500,197980200,177966000,176070600,173545600,172249000,152173799,139580486,141080024,128904764,118279636,113552624,81390463,77161337,69409719,64291974,59397707,59781780,56734143,53517625,52323834,50480727,45803938,42307974,42488019,39543254,33953330,33216339,30635753,28055252,25416365,24017632,23723184,21727028,19355884,
实收资本(或股本)(万元),1717000,1717000,1717000,1717000,1717000,1717000,1717000,1717000,1717000,1717000,1717000,1430900,1430900,1430900,1430900,1142500,1142500,1142500,1142500,952100,952100,819700,819700,512300,512335,512335,512335,512335,512335,512335,348501,348501,348501,348501,348501,310543,310543,310543,310543,310543,310543,238880,238880,229341,229341,208676,208676,194582,194582,194582,194582,194582,194582,
资本公积(万元),5646500,5646500,5646500,5646500,5646500,5646500,5646500,5646500,5646500,5646500,5646500,5932600,5932600,5932600,5932600,5227000,5227000,5227000,5014000,5189900,5173400,3942600,4022000,4050700,4013532,4022724,4128803,4161326,4153775,4052631,1330472,1343194,1339694,1357808,1355587,707917,701707,702921,725420,752825,797898,716987,691167,524479,521365,155408,163861,162249,164852,168322,164756,157437,108474,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
盈余公积(万元),1078100,1078100,1078100,1078100,1078100,1078100,1078100,1078100,1078100,852100,852100,852100,852100,633400,633400,633400,633400,435400,435400,435400,435400,283000,283000,283000,283046,283046,283046,283046,283046,191234,191234,191234,191234,128396,128396,128396,128396,78089,78089,78088,78089,93386,93387,71948,71948,56689,56689,45449,45449,32289,32289,32420,27013,
一般风险准备(万元),3985000,3855200,3855200,3855200,3855200,3446800,3446800,3446800,3446800,2752800,2752800,2752800,2752800,1911500,1911500,1911500,1911500,1650900,1650900,1650900,1650900,1363300,1363300,1363300,1363293,1179915,1179915,795490,795490,597778,597778,597778,597778,467628,467628,467628,467628,358330,358330,358330,358330,332433,332433,271570,271570,257970,257970,167970,167970,47970,47970,47970,27970,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
未分配利润(万元),9503700,9197300,8488900,8044500,7966100,7970900,7311000,6948300,6414300,6946300,6303600,5901900,5293300,5940700,5325300,4928500,4365600,4413400,3851200,3501700,2996300,3082700,2666200,2666600,2307672,2174569,1878162,1929332,1586438,1616817,1347254,1114300,874080,912081,741999,596499,438687,458961,326358,207427,95219,455780,338464,306800,206382,157612,82651,140359,86851,166492,123824,77331,71637,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,-4260,-4219,-4300,-0,
归属于母公司股东权益合计(万元),24004200,23523100,22814100,22339100,22205400,21811100,21145400,20773900,20217100,19822800,19170000,18756900,16150000,15713600,15088000,13670400,13094900,12673600,12094000,11730000,11208100,9491300,9154200,8875900,8479878,8172589,7982261,7681529,7331084,6970795,3815240,3595007,3351288,3214414,3042111,2210983,2046961,1908844,1798739,1707213,1640079,1837466,1694330,1404138,1300606,836355,769848,710609,659704,605395,559204,505441,429677,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,214213,206975,197832,--,--,--,0,0,0,0,0,0,--,0,0,0,--,0,--,0,--,--,0,0,--,--,
所有者权益(或股东权益)合计(万元),24004200,23523100,22814100,22339100,22205400,21811100,21145400,20773900,20217100,19822800,19170000,18756900,16150000,15713600,15088000,13670400,13094900,12673600,12094000,11730000,11208100,9491300,9154200,8875900,8479878,8172589,7982261,7895742,7538058,7168626,3815240,3595007,3351288,3214414,3042111,2210983,2046961,1908844,1798739,1707213,1640079,1837466,1694330,1404138,1300606,836355,769848,710609,659704,605395,559204,505441,429677,
负债和所有者权益(或股东权益)总计(万元),341859200,335205600,336739900,333857200,324847400,313748100,309214200,300619500,295343400,279123800,280098300,268115500,250714900,259906000,257050800,230477500,218645900,214435800,213647500,209710200,189174100,185561900,182699800,181124900,160653676,147753074,149062285,136800507,125817694,120721250,85205703,80756345,72761007,67506388,62439818,61992763,58781103,55426468,54122574,52187940,47444017,44145440,44182348,40947392,35253936,34052694,31405601,28765861,26076069,24623028,24282388,22232469,19785560,		
  
