报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
无形资产(万元),8394,9288,5901,6044,6298,6915,4026,4191,4696,5230,3676,3611,3938,4137,3146,3539,3626,4116,3069,3213,3626,3897,2555,2696,2681,2833,174,197,226,269,314,363,465,578,686,914,916,1421,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
商誉(万元),1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,--,--,--,--,0,0,0,1126,0,1012,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,3870,--,--,--,3247,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,279,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
递延所得税资产(万元),83514,74257,51113,55719,62572,66489,44172,48133,67406,50106,55622,22743,21213,22441,14743,11406,20190,19403,11817,9958,8565,8939,10665,6516,10284,12554,14007,7655,11058,9439,6354,7214,7340,1369,5360,9002,973,--,
其他非流动资产(万元),59080,65990,68107,49911,44765,45471,62059,62210,45740,50788,37885,21970,18579,19714,19527,21357,8650,7943,28007,31971,19236,15818,22627,21439,20070,19435,108523,90560,53279,31818,24749,26273,20087,3976,16536,3676,13698,62,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,17401,
资产总计(万元),16501519,15305540,14859301,14962450,13578415,13653482,11624745,11322720,11581082,11381805,11255056,13898534,9379530,7348754,5539701,4825503,4166313,3558618,3078905,2930228,2649895,2270383,2155513,2221962,2296122,2194594,2055011,2356424,2493005,3053745,2361733,2483472,2538999,1595071,1319065,2367506,2088679,1881653,
短期借款(万元),687502,558260,527727,475895,475272,392699,287030,325423,199101,202491,167199,245248,222693,38379,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
拆入资金(万元),100000,100000,100000,100000,100000,100000,200000,10000,--,170000,170000,170000,170000,170000,120000,20000,20000,94600,50000,--,107300,20000,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
交易性金融负债(万元),137645,153129,143174,223413,319497,392214,284895,275910,213498,112447,100588,129037,190401,76593,35278,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,10640,--,
衍生金融负债(万元),1779,2393,2241,2714,2764,2891,3119,2601,3339,3881,2980,3556,507,569,766,1822,4980,11110,3478,1536,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
应付账款(万元),481017,120177,305844,185528,170962,175192,168483,103761,105923,116287,84193,142919,108197,61219,51836,32825,48329,21263,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,15835,0,9389,--,112757,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
卖出回购金融资产款(万元),2070215,1777234,1648663,1715223,1008506,900485,1199841,1000706,1221410,1693478,2013036,2237656,1830234,1677182,1155138,1299253,1051613,808801,670392,463489,516552,327205,347196,343960,244429,274582,127460,222640,74560,72943,72280,67100,57990,21000,400,45890,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
应付职工薪酬(万元),334929,347173,287605,269985,295753,294462,279925,240666,307663,313224,237963,213253,180343,154492,99584,76878,85232,85568,70680,63190,72370,63819,53478,50921,51336,53363,47325,49433,65001,61860,48136,39603,56447,44117,29727,24425,47159,10840,
应交税费(万元),66363,72342,42887,49970,75878,81314,71145,57752,102736,92383,94291,119976,82702,63290,40746,24349,32141,27074,19146,16566,20608,13418,12744,14288,20906,17739,15594,13585,27151,28161,21332,13645,16568,10542,19620,26585,111833,46717,
应付利息(万元),137087,123685,118035,94724,85928,66913,45800,32989,85939,86581,65690,62150,46767,38089,20995,11951,2908,5478,1836,810,809,554,449,356,278,345,496,266,216,270,194,215,215,125,94,257,351,300,
应付股利(万元),--,--,--,--,--,--,--,--,29400,--,--,--,12325,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,25315,0,4906,--,6,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,50,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
代理买卖证券款(万元),2777983,2361466,2378871,2839509,2810344,3117512,2885161,3383908,3371765,3468334,3853405,5107020,2803192,2165882,1462975,1204205,1036064,932247,862033,945167,937844,902311,817613,890237,1026393,939044,955056,1151417,1400683,1983191,1336628,1760492,1847670,1003302,819907,1822232,1474448,1515766,
代理承销证券款(万元),--,--,--,--,--,99570,--,--,--,--,--,6300,--,--,--,--,--,--,--,83254,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,1698183,
长期借款(万元),--,--,--,--,--,--,--,--,--,600,1200,1800,2400,42444,62440,43888,44453,5400,6000,6600,7200,8915,9515,11230,11830,13545,14145,15860,4460,5575,5575,6690,7805,8920,10035,11150,--,--,
应付债券(万元),4892323,4653060,3927281,3446576,3345458,2747344,1925403,1628062,2656985,2654318,2244273,2493060,1242981,992942,991933,492467,246878,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,177,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
预计非流动负债(万元),1239,1248,1250,25000,25000,25000,--,5738,--,--,--,--,--,--,--,--,222,222,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,1000,1815,2582,2395,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
递延所得税负债(万元),1197,1191,2433,2090,3886,1203,155,751,1936,2973,528,1199,2149,1543,996,143,79,45,197,129,279,204,103,102,79,26,450,1082,1141,2111,2447,1479,4268,2233,273,139,17574,--,
其他非流动负债(万元),209538,192500,195297,294973,169083,115257,114908,123837,181052,112213,95232,101604,77338,73559,55169,50014,51495,43462,34550,39812,59174,26793,18313,22062,44381,19400,22100,28246,30535,24954,21346,32861,13277,939,11275,179,25930,--,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
负债合计(万元),12877087,11717711,11283010,11512426,10076407,10223677,8315222,8141267,8488728,9452998,9437222,12093953,7749920,5826181,4097859,3437792,2806791,2215269,1718312,1620552,1722137,1363219,1259411,1333157,1399632,1318045,1182626,1482528,1603748,2179065,1507939,1922085,2004240,1132500,892330,1947143,1690516,1698183,
实收资本(或股本)(万元),669667,669667,669667,669667,669667,669667,669667,669667,669667,520000,520000,520000,520000,520000,520000,260000,260000,260000,260000,260000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,220000,193700,193700,193700,193700,149000,149000,90800,
资本公积(万元),1436953,1437025,1437042,1447048,1447048,1447048,1433418,1433106,1433409,376719,376719,376719,376719,376719,384321,642819,638537,638495,638242,636250,290792,289543,286504,288972,287936,286884,286996,292294,293446,294314,296462,61022,65850,61270,59541,57131,67885,30280,
减:库存股(万元),--,--,--,54421,54421,54421,54421,54421,54412,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
盈余公积(万元),145560,145560,126133,126133,126133,126133,110679,110679,110679,110679,76561,76561,76561,76561,61486,61486,61486,61486,55481,55481,55481,55481,50999,50999,50999,50999,46840,46840,46840,46840,39597,39597,39597,28659,28659,26237,26173,11938,
一般风险准备(万元),135602,135602,116175,116175,116175,116175,100720,100720,100720,100720,66603,66603,66603,66603,51528,51528,51528,51528,45522,45522,45522,45522,41040,41040,41040,41040,36882,36882,36882,36882,29638,29638,29638,18701,18701,16279,16214,2044,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
未分配利润(万元),839290,802699,830761,763425,800119,731920,778132,684815,690310,639939,677477,621352,458896,351577,327020,279553,258531,239758,249026,231349,238935,216882,224462,217324,221447,204693,214594,211800,227731,206635,209082,183258,149643,121414,87015,139857,112291,42320,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-172,-47,852,-344,-202,-134,-73,-38,-20,-40,-62,-59,14,--,--,--,0,0,0,-0,0,-609,--,-283,
归属于母公司股东权益合计(万元),3372286,3342889,3324355,3204939,3253288,3169286,3157961,3038432,3036337,1851538,1745780,1740163,1577941,1468265,1393752,1344907,1320503,1300492,1291632,1272031,894220,870952,862066,857375,860440,842637,840247,842738,859820,839593,822458,534893,506107,440484,404357,402213,385817,177100,
少数股东权益(万元),252147,244940,251936,245085,248721,260519,151562,143020,56016,77270,72054,64419,51669,54309,48090,42804,39018,42856,68961,37645,33538,36212,34036,31430,36050,33912,32138,31158,29437,35087,31337,26494,28652,22086,22378,18150,12346,6370,
所有者权益(或股东权益)合计(万元),3624433,3587829,3576291,3450024,3502009,3429805,3309523,3181452,3092354,1928808,1817834,1804581,1629610,1522573,1441842,1387711,1359521,1343349,1360593,1309676,927758,907165,896102,888805,896490,876549,872385,873896,889257,874680,853795,561387,534759,462570,426735,420363,398163,183470,
负债和所有者权益(或股东权益)总计(万元),16501519,15305540,14859301,14962450,13578415,13653482,11624745,11322720,11581082,11381805,11255056,13898534,9379530,7348754,5539701,4825503,4166313,3558618,3078905,2930228,2649895,2270383,2155513,2221962,2296122,2194594,2055011,2356424,2493005,3053745,2361733,2483472,2538999,1595071,1319065,2367506,2088679,1881653,		
  
