报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
固定资产净值(万元),--,-76108,--,683348,--,666631,--,503651,--,491945,--,462500,--,445289,--,312879,--,305250,--,236309,--,217935,--,142119,--,127680,--,96823,--,88003,--,78330,--,78867,--,56334,--,51230,--,29308,--,25497,--,16682,--,13444,--,0,9726,0,--,
固定资产减值准备(万元),--,286,--,286,--,286,--,69,--,69,--,30,--,30,--,--,--,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,0,--,
固定资产(万元),--,923606,710835,683062,663669,666346,514825,503582,481997,491876,470032,462471,441039,445259,408004,312879,301593,305221,241187,236309,222499,217935,152935,142119,131590,127680,101995,96823,90618,88003,79351,78330,75058,78867,60741,56334,54079,51230,32342,29308,26012,25497,19978,16682,13412,13444,12366,12555,9726,5885,2765,
在建工程(万元),--,307309,368270,304445,226963,222585,270441,164503,139563,89879,48587,30172,40607,32813,35848,103015,108962,94049,102842,85718,74604,69240,78269,69278,71071,56088,42714,28108,14623,15512,14350,10212,11496,7178,15377,14308,11411,9930,16653,10751,7461,6597,8691,8880,6288,4675,1271,1001,320,1604,322,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,1,--,--,2,5,2,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,1,0,97,96,--,1,71,1,64,1,1,1,4,4,4,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
生产性生物资产(万元),100873,110874,133768,136909,128818,97966,103845,80884,65120,50383,44961,31944,29396,25353,23187,22668,20011,21519,18380,19775,20667,21451,21042,21363,15818,11709,10961,9704,6879,5521,7732,8497,6184,5980,5775,5828,4079,3890,3702,3659,3075,2374,1016,790,391,635,723,768,576,737,115,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
无形资产(万元),34890,34568,35294,34021,30570,31747,30176,29915,28528,29322,29108,28243,28310,28156,28290,22676,20622,23001,16350,16780,15323,15470,13787,13547,13550,13120,13393,12360,12500,12267,10943,11274,11133,11636,10034,9680,9602,9524,7311,5046,2336,2348,2108,2125,1713,1549,1474,1193,948,393,420,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
商誉(万元),3848,3848,3848,3848,3848,3848,3848,3848,3848,3848,4588,4588,6019,6019,5907,5907,5907,5907,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2058,2034,1891,1891,1891,1928,1931,1907,1907,1957,1975,--,--,--,--,--,--,0,0,0,0,--,
长期待摊费用(万元),27310,27855,24507,24757,24793,25685,23257,21826,17504,17055,15438,13702,14259,13594,13972,12940,14609,13762,14707,13970,14819,15001,13463,11660,11259,10428,8348,6640,5478,4101,3150,2389,1953,2151,2268,2055,1492,1643,1603,1227,1065,934,892,788,783,639,204,137,160,167,122,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,107,0,0,--,
递延所得税资产(万元),1290,1290,595,595,595,595,656,656,656,656,1674,1674,999,999,846,524,524,524,671,671,671,671,426,426,426,426,432,414,414,414,331,352,352,352,338,337,336,336,198,198,203,203,154,152,123,123,104,0,104,114,38,
其他非流动资产(万元),5102,8486,30795,32212,20407,21239,3740,15137,7708,8431,4957,16631,4146,4146,1696,4686,3786,3786,1146,1146,1146,1146,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
非流动资产合计(万元),1442621,1433808,1324457,1236392,1117189,1087536,983051,837213,760331,706856,632442,602523,576577,567309,529026,496129,487078,478838,402226,381648,357457,349411,287096,265680,250885,227221,184288,161987,138775,134130,119314,113959,109081,109066,98195,92517,84023,79556,66187,52219,40222,37955,32904,29419,22712,21066,16145,15764,11838,8900,3782,
资产总计(万元),2135010,2132563,1992089,1909421,1682850,1661574,1599037,1440298,1246227,1225895,988512,995144,944113,976352,853844,798788,753722,731196,662699,660619,636850,598375,531208,530326,523689,446680,398939,377358,337554,319764,328957,319845,299008,282421,260030,250486,239129,182195,155864,126041,106866,92804,99712,96615,95730,79638,72070,50997,44182,37137,26143,
短期借款(万元),388709,369357,373396,367745,325068,258749,249964,217984,160190,163940,141530,148340,157504,117197,97122,133499,105209,95616,81200,143580,142358,130060,123231,120538,139338,130921,107701,101830,74592,64367,59486,57900,57550,47610,45650,43450,40600,34945,35421,26090,24450,26680,27700,30800,31220,20720,20605,18790,12495,9695,6800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
应付票据(万元),--,134892,--,53317,33421,37028,50955,38431,19888,21779,35233,40351,32676,55917,90560,63131,46477,26019,24103,34527,22565,11019,13154,10129,18096,17060,16820,14486,7861,8511,14111,8558,3500,1495,1770,1492,2665,3273,1532,922,1229,776,2410,1890,3132,1327,80,1163,403,2090,--,
应付账款(万元),--,166849,--,167747,113124,152579,162771,151027,122377,130222,103936,115005,93541,95942,70781,79035,102903,100690,92444,92135,84675,98505,72943,76370,69676,68389,60978,49754,48895,50399,49639,54001,45079,36707,22586,25003,21167,20934,14651,15483,7915,8497,15006,13086,12755,12069,6320,7821,8450,7245,5311,
预收账款(万元),39249,31083,20286,20590,7871,17984,16046,18235,19576,18771,15297,27281,8275,13726,6611,7721,8572,8170,7278,8150,7709,7970,6105,7603,8615,6873,3819,3060,9011,4261,9597,11855,6926,2974,7018,5895,3514,4157,2393,3051,1606,1405,2122,2234,1526,869,1343,1002,405,625,88,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
应付职工薪酬(万元),13008,17930,16704,19515,17876,20542,14396,15803,14669,12018,10418,12434,8918,8722,8133,6154,7277,6546,6971,6684,5735,5722,4287,4308,5318,4246,4627,3227,3599,3043,3887,2528,2028,2144,1984,1681,1537,1770,1321,1194,869,868,817,764,690,699,777,673,673,668,334,
应交税费(万元),2092,2726,2254,2004,1855,3262,2317,2633,1934,4090,2873,3833,4878,7014,1745,1767,391,2617,207,479,359,1042,166,-327,170,793,443,0,-111,365,-1281,-1626,-1064,42,74,-154,380,682,261,291,393,425,360,307,366,451,195,141,304,87,37,
应付利息(万元),1748,1304,--,2040,1282,1201,434,269,575,707,723,256,336,2846,1766,1222,329,2884,1767,1105,211,2764,1673,890,--,52,135,88,84,47,83,49,29,38,29,29,29,32,--,0,--,--,--,--,--,--,0,0,0,0,--,
应付股利(万元),294,427,--,724,1307,456,1265,2403,1382,1147,2177,3130,13,1863,892,1519,138,2195,1505,2642,2539,2539,1970,2570,1476,1476,1316,2226,659,717,2151,1895,1645,1739,218,357,165,389,401,975,--,--,--,--,--,--,0,438,0,0,43,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
其他应付款(万元),--,157307,146814,137347,84842,116472,96490,53551,42219,47173,43925,45942,37250,39835,24099,31502,27708,29508,19824,28224,26970,26758,20013,24568,23298,23113,15283,10266,13990,13891,16028,16149,15372,20805,11984,8023,9180,11307,5399,5365,4780,5109,5104,2603,3726,2878,3084,1441,3656,1589,3219,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动负债(万元),140314,95869,85542,--,--,106314,--,--,--,56514,--,30975,--,44740,--,--,--,20000,--,--,2107,19408,--,--,--,18050,--,0,11680,11680,--,--,3000,16000,--,0,--,0,--,0,--,--,--,--,9,9,9,0,178,200,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,171,--,308,--,27,--,--,--,98,--,--,--,36,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,25,25,104,130,--,--,0,199,0,0,--,
流动负债合计(万元),1040840,977743,894561,771029,586644,714587,594638,500335,382811,456533,356111,427856,343392,387827,301710,325550,299005,294345,235299,317525,295229,305821,243543,246649,265987,270972,211121,184937,170259,157280,153701,151310,134066,129553,91314,85776,79237,77489,61379,53373,41265,43785,53622,51814,53423,39023,32412,31669,26562,22200,15832,
长期借款(万元),298322,334469,340887,390001,352091,208670,305283,268895,206270,123558,165820,124995,190590,156001,208013,161718,152610,127345,139335,154685,139010,80010,99550,95500,57600,36450,45580,50180,26500,28500,34900,38000,35500,29000,46550,46900,46950,37950,31500,16000,16000,3000,--,--,--,--,0,0,0,0,200,
应付债券(万元),52706,52684,52732,52647,52612,52612,11671,11662,11654,11645,11631,11628,11361,54634,54584,54550,54509,54481,54440,54406,54152,54337,54294,54301,54313,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
长期应付款(万元),--,34450,36426,40003,10655,9841,12022,9273,5376,6711,9929,10771,16385,17424,20411,9025,7759,7759,5987,6213,4568,4568,582,582,582,582,582,582,582,582,582,582,582,582,754,753,880,878,880,878,--,1019,1190,1188,1185,1181,0,0,1199,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,184,184,258,255,443,568,557,--,--,0,--,0,--,0,1021,--,--,--,--,--,0,0,0,615,432,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,20,--,
长期递延收益(万元),6830,6263,5517,5675,5694,5687,5563,5589,5273,5528,5343,5351,4839,5122,5566,5552,4390,4961,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,
递延所得税负债(万元),8,8,9,9,9,9,10,10,10,10,--,--,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,174,170,170,170,--,0,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),45000,45000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3866,4038,2824,3740,2926,2801,3069,2765,1877,1962,1369,1655,2284,1211,1072,1274,988,957,577,633,327,373,391,396,509,529,--,40,1299,1530,0,0,--,
非流动负债合计(万元),451305,472875,435571,488335,421062,276819,334548,295430,228582,147451,192723,152745,223345,233351,288745,231016,219438,194716,203798,219513,200724,142826,157523,153355,115734,39967,48394,53078,28880,31163,38380,40531,37882,31026,48465,48780,48577,39632,32707,17251,17412,4414,1699,1717,1185,1221,1299,1530,1199,635,632,
负债合计(万元),1492145,1450619,1330132,1259364,1007706,991405,929186,795765,611392,603983,548834,580601,566737,621178,590455,556567,518443,489061,439097,537038,495953,448647,401065,400004,381721,310939,259514,238015,199138,188443,192081,191841,171948,160579,139779,134556,127814,117121,94087,70624,58677,48199,55321,53531,54609,40244,33710,33198,27761,22835,16464,
实收资本(或股本)(万元),236387,236387,233080,233080,233366,233366,233366,229076,229076,229076,201447,67149,67169,67206,60496,59635,59635,59635,59635,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,43106,26941,26941,26941,26941,26941,22589,22589,22589,22589,22589,22589,15059,7530,7530,7530,5630,5630,5630,5630,
资本公积(万元),201716,200505,197735,196231,193600,193600,189208,182772,180393,180393,41678,174695,174167,174370,95136,103768,103768,103768,100603,18678,18678,18678,18696,18696,18696,18696,18152,25963,25963,25963,26149,26149,42313,42313,42041,42041,42041,2598,2597,2597,2597,2597,2572,10102,17749,17749,17769,380,349,239,117,
减:库存股(万元),14020,14020,12040,12040,12704,12704,4572,4750,4750,4750,6387,6387,6523,6763,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,1570,--,--,--,1273,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,
盈余公积(万元),17101,17101,16395,16395,16395,16395,13820,13820,13820,13820,7603,7603,7603,7603,3505,3247,3247,3247,3050,3050,3050,3050,3050,3050,3050,3050,1758,1570,1570,--,1273,1273,1273,--,1124,1124,1124,1124,912,912,912,912,692,692,692,692,661,661,502,374,193,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,0,0,--,
未分配利润(万元),166462,207884,192765,181822,207354,200916,191733,178397,174713,162370,154604,131678,93515,70709,63023,34999,28073,34359,19204,16215,25564,32478,37333,36215,40011,37898,42476,37261,36826,33001,32127,26424,22940,21389,20891,19058,17103,15735,15380,13557,13158,11929,12717,11600,9956,8833,8000,6687,5858,3611,1737,
