报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
应付票据(万元),--,16872,20012,21684,17491,6990,345,150,147,55,60,67,87,168,240,334,590,456,90,--,--,173,482,--,--,1091,
应付账款(万元),--,35413,29144,30394,29060,26038,24412,22275,23078,23223,21745,22526,23106,11593,10634,12144,12005,11842,12931,11607,10523,9234,7502,7385,7878,5698,
预收账款(万元),695,520,832,274,1441,806,456,309,4593,4147,2850,1381,496,128,166,207,134,195,146,180,134,128,131,130,400,571,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3457,3083,2333,4051,2658,2274,1491,3228,2042,1945,1473,2556,1310,1372,1024,1526,1086,955,690,1235,870,746,848,639,716,349,
应交税费(万元),1108,2889,1632,976,2307,2401,2126,2020,858,1264,1214,1123,834,1054,902,836,678,891,772,445,658,759,420,428,598,510,
应付利息(万元),--,175,47,45,22,22,22,22,--,--,11,11,--,--,--,--,--,--,--,--,--,--,0,4,7,4,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),4314,5138,6354,4902,6881,6929,8080,7205,6655,8655,7544,7728,6442,303,218,339,309,537,721,290,281,280,254,117,319,474,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,1901,1960,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,3631,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),97324,102754,100963,97787,93360,78958,70432,40210,37372,39289,36197,36691,32699,18847,13185,15387,14802,14877,15350,13757,12467,11320,9838,10889,12619,9198,
长期借款(万元),--,--,--,--,1977,2043,4128,4162,6010,9947,9692,9740,9542,--,--,--,--,--,--,--,--,--,--,--,1000,2000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2358,2388,2722,2639,1140,1262,1315,1369,1265,1320,1375,1434,912,1042,1042,1144,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),1498,1442,1286,1143,988,832,708,622,435,354,266,217,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,3631,--,3631,--,616,740,879,1012,1150,1239,1414,657,184,36,
非流动负债合计(万元),3857,3829,4008,3782,4105,4137,6151,6153,7710,11621,11334,11392,14084,1042,4673,1144,616,740,879,1012,1150,1239,1414,657,1184,2036,
负债合计(万元),101181,106583,104970,101569,97466,83095,76583,46363,45082,50910,47530,48083,46784,19889,17858,16530,15418,15617,16229,14769,13617,12559,11252,11545,13803,11234,
实收资本(或股本)(万元),47226,47226,47226,47249,47249,47249,47249,47249,47249,42206,41933,41933,16753,16753,16753,16480,16480,16480,8240,6900,6900,6900,6900,6900,3200,3200,
资本公积(万元),101078,100989,100900,100906,99988,99713,99486,99162,98673,5741,3724,3364,27844,27343,26804,23446,23446,23446,31256,8930,8930,8930,8930,8930,1,1,
减:库存股(万元),2722,2897,2897,3020,4856,4881,4881,4881,4049,4254,3980,3980,3631,3631,3631,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),7308,7308,7308,7308,5351,5351,5351,5351,3921,3921,3921,3921,2818,2818,2818,2818,1877,1877,2308,1877,1016,1016,1016,421,624,213,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),92100,84217,80854,74479,70221,63315,60894,55449,51364,46490,43173,39213,36557,33026,32521,29351,27862,24845,23627,20799,18911,16149,11690,5088,5984,1867,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),245144,236877,233323,226865,217689,210546,207978,202111,197033,93972,88925,84466,80341,76309,75265,72095,69665,66648,65430,38505,35757,32995,28536,21339,9809,5281,
少数股东权益(万元),9417,5464,2810,479,418,440,414,409,388,388,384,503,498,501,482,460,460,303,312,1102,1012,937,873,416,274,198,
所有者权益(或股东权益)合计(万元),254561,242342,236133,227344,218107,210986,208392,202520,197421,94360,89309,84969,80838,76810,75747,72554,70125,66951,65742,39608,36769,33933,29410,21755,10083,5479,
负债和所有者权益(或股东权益)总计(万元),355742,348924,341104,328913,315572,294081,284975,248883,242503,145270,136839,133051,127622,96699,93604,89085,85543,82569,81971,54377,50386,46492,40662,33300,23886,16713,		
  
