报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
长期待摊费用(万元),2778,2939,3097,2939,3093,1354,1380,1459,1460,1511,1430,1858,1275,25,69,123,199,52,82,949,143,266,411,526,17,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1853,1660,1603,1224,1201,986,977,1037,997,1731,1543,1025,1025,376,376,499,583,305,305,372,340,209,79,21,4,
其他非流动资产(万元),433,347,109,1509,1137,911,31,--,182,12180,--,28,48,9201,9201,7201,7367,1907,--,--,--,--,--,--,--,
非流动资产合计(万元),61813,62463,62692,60510,61452,57438,56154,56502,54473,54835,43594,44316,42276,38423,36456,31201,32022,20834,18534,18573,16649,8635,6162,2879,1230,
资产总计(万元),211540,204589,193465,175739,179918,181075,172610,171784,164761,152298,138221,140363,131714,124408,120618,119038,123687,109340,75871,67846,66242,47021,27683,16704,11805,
短期借款(万元),--,--,--,--,0,11494,23194,23194,16494,9700,--,--,--,--,--,--,--,--,--,--,--,--,--,1500,--,
向中央银行借款(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,44,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,21865,23312,21636,17052,12156,12277,14299,11726,12492,13003,12965,10716,12441,13225,10610,9271,9306,10329,9393,3544,--,--,--,
应付账款(万元),--,--,39781,28465,36643,31810,25239,22066,21344,19154,19179,19657,19385,18181,18269,15094,22956,18081,16290,13146,13595,10665,6136,3099,3729,
预收账款(万元),10327,13733,11367,10754,9270,15486,11053,9451,8253,13744,12232,10414,6270,10125,8628,7536,6104,10835,9714,7816,5744,4536,4126,2569,1689,
卖出回购金融资产款(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),4523,2995,2418,2778,3012,1131,1188,1720,2672,1019,550,580,794,485,1520,1459,2325,1153,998,830,1369,1187,872,932,437,
应交税费(万元),2715,2382,1944,869,1337,1311,762,924,800,1054,1321,3034,1441,-1861,-2839,-1718,1771,-716,-318,770,858,381,184,386,82,
应付利息(万元),0,--,--,--,0,175,131,76,25,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),0,--,--,--,--,0,0,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,3080,3248,2659,3154,2608,787,2396,2512,1055,1217,909,778,882,880,659,561,1975,395,397,399,325,101,46,21,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,100,--,--,--,--,--,--,
流动负债合计(万元),83759,84027,80623,68837,75052,81111,74554,72103,66399,57461,46992,47598,41633,38529,38899,36255,44328,40598,36486,33288,31358,20639,11419,8532,5957,
长期借款(万元),--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,0,0,--,--,1810,1810,3798,3798,6072,6141,5594,5594,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),554,39,39,39,39,66,66,80,80,150,150,--,--,10,10,100,10,--,--,--,--,--,--,--,--,
递延所得税负债(万元),55,55,55,55,55,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,100,--,100,100,--,--,--,--,
非流动负债合计(万元),609,94,94,94,94,66,66,80,80,1960,1960,3798,3798,6082,6151,5694,5604,100,0,100,100,0,0,0,0,
负债合计(万元),84368,84122,80717,68931,75146,81176,74619,72183,66479,59422,48953,51396,45431,44611,45051,41949,49932,40698,36486,33388,31458,20639,11419,8532,5957,
实收资本(或股本)(万元),31987,31965,31986,31964,31964,31772,31772,31926,31926,31946,31946,16021,16026,16026,16030,8009,8009,7863,6316,6316,6316,6316,6316,6000,2000,
资本公积(万元),9474,9043,8981,8658,8529,6984,6984,6984,6984,7353,7276,23205,23205,21299,20834,27912,27912,27724,3205,3205,3205,3205,3205,1221,--,
减:库存股(万元),1605,1896,2021,1833,1833,9,9,162,162,182,182,186,192,300,304,146,146,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),10052,7961,7961,7961,7961,7073,7073,7073,7073,5862,5862,5862,5862,4570,4570,4570,4570,2895,2895,2895,2895,1705,681,97,505,
一般风险准备(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),77055,72788,65422,59853,57639,53482,51383,52703,51419,47150,43626,43064,40699,37677,33964,36501,33417,30192,26966,22032,22365,15156,6062,854,3343,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-33,3,10,2,--,--,--,--,
归属于母公司股东权益合计(万元),127074,120085,112320,106368,104232,99196,97240,98796,97431,92185,88571,88107,85641,79290,75057,76648,73755,68642,39385,34458,34784,26382,16264,8172,5848,
少数股东权益(万元),98,383,428,439,540,703,751,805,851,692,697,860,642,507,510,441,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),127172,120468,112748,106808,104772,99898,97991,99601,98282,92877,89268,88967,86283,79797,75567,77089,73755,68642,39385,34458,34784,26382,16264,8172,5848,
负债和所有者权益(或股东权益)总计(万元),211540,204589,193465,175739,179918,181075,172610,171784,164761,152298,138221,140363,131714,124408,120618,119038,123687,109340,75871,67846,66242,47021,27683,16704,11805,		
  
