报告日期,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
长期应收款(万元),10992,12120,642,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,11167,10100,10737,10485,11333,11310,10933,9979,10743,9662,9178,8259,8009,8009,7706,7706,5790,16290,15349,15349,17399,17399,16321,16321,4198,4198,3010,3010,1414,1414,1414,1414,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
投资性房地产(万元),8608,8058,8058,8058,8058,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
固定资产原值(万元),652,--,649,--,639,--,1443,--,1892,--,1753,--,1506,--,1766,--,1835,--,1956,--,1561,--,1695,--,1694,--,1916,--,1505,--,1371,--,1135,--,1113,--,1140,--,1253,--,1252,--,952,--,946,
累计折旧(万元),301,--,253,--,199,--,524,--,509,--,511,--,442,--,600,--,554,--,606,--,563,--,512,--,429,--,611,--,535,--,472,--,420,--,483,--,458,--,430,--,368,--,388,--,340,
固定资产净值(万元),351,--,397,--,440,--,919,--,1384,--,1242,--,1065,--,1166,--,1281,--,1350,--,998,--,1183,--,1265,--,1305,--,970,--,899,--,715,--,630,--,682,--,822,--,884,--,564,--,605,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,
固定资产(万元),351,374,397,421,440,500,919,840,1384,1375,1242,1133,1065,847,1166,1222,1281,1284,1350,1247,998,1144,1183,1224,1265,1616,1305,1104,970,887,899,729,715,639,630,643,682,794,822,852,884,589,564,582,605,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
无形资产(万元),--,--,--,--,0,542,545,526,509,36,46,51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,--,0,0,0,0,0,0,0,0,
长期待摊费用(万元),--,--,--,--,--,--,--,1,2,3,4,6,8,14,19,25,31,37,45,54,66,74,94,102,105,112,97,81,48,35,36,45,41,0,0,0,--,0,0,0,0,6,6,22,37,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
递延所得税资产(万元),--,--,--,--,--,--,--,--,0,601,601,658,658,438,438,438,438,397,397,465,465,796,758,747,619,639,635,631,634,744,745,728,728,682,682,675,681,706,699,696,696,515,515,512,512,
其他非流动资产(万元),275,289,305,318,332,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
非流动资产合计(万元),20226,20842,9401,8797,8830,6567,1464,1367,1895,3816,3694,3648,3532,12477,11735,12434,12246,13062,13113,12710,11519,12769,11707,11262,10259,10388,10058,9533,9370,7467,17982,16862,16845,18721,18711,17638,17683,5697,5719,4559,4591,2524,2499,2530,2569,
资产总计(万元),81305,59458,36093,43194,54706,87192,131429,126640,137121,134220,135435,171178,139720,120615,116270,105703,106719,105447,98738,99880,93637,104617,98885,92923,93007,98736,88508,84750,77682,74768,80422,68346,63768,74429,78067,78127,78769,75065,80228,83655,102845,113795,89284,92594,93576,
短期借款(万元),--,1216,2908,5820,10254,11189,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,3558,8700,11400,11400,15900,20300,20300,23300,26350,30200,30400,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,0,--,0,0,0,0,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,--,0,--,0,0,0,0,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,--,0,--,0,0,0,0,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,--,0,0,0,0,0,0,
衍生金融负债(万元),--,1535,2432,6837,14175,19697,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
应付账款(万元),331,253,255,255,395,4079,12615,12646,12792,7021,6903,6956,7053,528,585,688,673,5033,5043,5552,5770,288,196,297,259,190,183,1415,184,181,181,181,181,208,208,208,208,208,591,774,774,449,474,778,2045,
预收账款(万元),209,163,3,17,56,982,48549,48701,48555,50544,50323,50016,49607,47255,43193,38388,33956,28177,21358,17356,15514,35456,30053,21722,17198,13726,4445,4562,2681,4227,1514,1474,1474,2880,1664,1383,2293,3741,3864,2892,6333,4267,3698,3462,2999,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
应付职工薪酬(万元),12,12,12,12,12,13,49,51,58,73,65,80,81,71,53,51,56,72,69,59,8,45,43,33,1,40,34,29,10,23,19,18,4,2,3,1,1,3,0,79,77,29,31,31,83,
应交税费(万元),1015,807,720,746,707,-288,1520,1523,2178,3020,3158,3260,3370,2083,2083,2099,2097,-2161,-1981,-1587,-1234,-2777,-2826,-1718,-275,-1,301,391,454,406,383,615,588,-362,-238,-239,-348,-411,-210,129,105,-64,1296,1219,1510,
应付利息(万元),590,47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,131,153,0,
应付股利(万元),--,--,--,--,--,--,--,16,16,16,31,31,46,674,46,67,82,82,82,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,--,112,112,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
其他应付款(万元),7168,7737,2397,2479,2257,5251,11286,4508,5411,11910,12030,46443,14004,12782,13038,5918,4586,7643,6611,13289,9789,9385,9467,8976,12743,17543,18225,17738,18001,15147,23353,12569,7931,17983,20159,15874,13210,7987,7694,7542,23333,33821,7351,6558,4949,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
一年内到期的非流动负债(万元),--,12,7,0,--,--,--,--,--,--,--,--,--,--,--,--,6800,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,1514,1920,2338,
其他流动负债(万元),40865,18493,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
流动负债合计(万元),50190,30277,8734,16165,27856,40923,74019,67445,69010,72584,72510,106786,74160,63393,58998,47211,48251,38846,31182,34781,29960,42509,37046,29423,30039,31611,23300,24248,21442,20096,25563,14970,10290,20824,25466,26040,26877,23040,27952,31828,51034,61914,40844,44433,44436,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6900,7500,7500,7500,8000,8500,10000,10000,10000,8000,4000,0,--,0,0,0,0,0,0,--,0,0,0,0,0,355,355,355,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
长期应付款(万元),1093,76,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
预计非流动负债(万元),291,22030,22228,22228,22228,--,3236,2980,9584,79,19,229,229,107,107,107,107,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,120,121,121,135,359,359,359,359,235,235,235,235,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),214,70,138,97,179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,3,77,0,0,0,0,
其他非流动负债(万元),59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
非流动负债合计(万元),1658,22176,22368,22325,22407,0,3236,2980,9584,79,19,229,229,107,107,107,107,6900,7500,7500,7500,8000,8500,10000,10000,10000,8000,4000,0,0,0,0,0,120,121,121,135,359,359,362,437,235,591,591,591,
负债合计(万元),51848,52452,31102,38490,50263,40923,77255,70425,78595,72663,72528,107015,74389,63501,59105,47318,48358,45746,38682,42281,37460,50509,45546,39423,40039,41611,31300,28248,21442,20096,25563,14970,10290,20944,25587,26161,27012,23399,28311,32190,51471,62149,41435,45023,45027,
实收资本(或股本)(万元),34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,34057,
资本公积(万元),4167,4106,4095,4095,4095,4095,4095,4095,4095,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,2990,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3209,3209,3209,3209,3209,3209,3209,3209,3209,3209,3209,3209,3209,2449,2449,2449,2449,2314,2314,2314,2314,2253,2253,2253,2253,1957,1957,1957,1957,1867,1867,1867,1867,1852,1852,1852,1852,1807,1807,1807,1807,1584,1584,1584,1729,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,0,0,0,0,0,0,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
未分配利润(万元),-13770,-36128,-36374,-36665,-36917,4909,5184,7212,9061,15662,16963,18178,19303,12006,11816,12972,12956,14326,14533,13453,12208,11217,10390,10437,9838,9287,9232,8426,8097,8071,8204,7564,7616,7512,7601,7124,7008,6923,7131,6630,6510,5489,5606,5326,5863,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,--,0,0,0,0,0,0,--,0,
归属于母公司股东权益合计(万元),27663,5244,4987,4695,4444,46270,46545,48573,50421,55918,57219,58433,59559,51501,51311,52468,52451,53686,53894,52814,51568,50517,49689,49736,49138,48291,48235,47430,47100,46985,47118,46478,46530,46410,46499,46022,45906,45777,45985,45483,45364,44120,44236,43957,44638,
少数股东权益(万元),1794,1761,4,9,--,--,7630,7642,8105,5640,5688,5729,5772,5612,5854,5916,5910,6014,6162,4784,4609,3591,3650,3764,3830,8835,8973,9072,9140,7686,7741,6899,6948,7075,5981,5944,5851,5888,5933,5982,6011,7526,3613,3615,3911,
所有者权益(或股东权益)合计(万元),29457,7005,4991,4704,4444,46270,54175,56215,58526,61557,62906,64163,65331,57114,57165,58385,58361,59701,60055,57599,56177,54108,53339,53500,52968,57126,57208,56502,56240,54672,54859,53376,53478,53485,52480,51966,51757,51665,51917,51465,51374,51646,47850,47571,48549,
负债和所有者权益(或股东权益)总计(万元),81305,59458,36093,43194,54706,87192,131429,126640,137121,134220,135435,171178,139720,120615,116270,105703,106719,105447,98738,99880,93637,104617,98885,92923,93007,98736,88508,84750,77682,74768,80422,68346,63768,74429,78067,78127,78769,75065,80228,83655,102845,113795,89284,92594,93576,		
  
