报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),54469,67097,69707,69906,70155,58871,46650,42994,39282,41796,40692,40924,40666,41312,43432,39157,36418,37732,35388,33948,30345,24783,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),265,15317,17975,17420,6331,15,51,68,164,--,--,--,205,--,3000,3001,1,--,0,--,2,8,
流动资产合计(万元),271835,240214,255870,237012,231840,179722,160691,147740,152171,146111,136489,130421,134062,149755,135662,134491,128029,133273,103854,102650,91028,75539,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,256,265,295,295,295,295,300,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),76834,--,71288,--,60972,--,55004,--,54345,--,51658,--,50525,--,47207,--,46073,--,44757,44118,42167,21994,
累计折旧(万元),29054,--,26139,--,24225,--,22604,--,21072,--,19413,--,17849,--,16693,--,15215,--,13691,12191,9585,8327,
固定资产净值(万元),47780,--,45149,--,36747,--,32400,--,33273,--,32245,--,32676,--,30514,--,30859,--,31065,31926,32582,13667,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),47780,46535,45149,37628,36747,31930,32400,31766,33273,31949,32245,32823,32676,30339,30514,30531,30859,30663,31065,31926,32582,13667,
在建工程(万元),--,4245,6352,10238,10382,3998,3886,5118,4972,1457,687,116,310,1147,428,115,231,46,181,514,944,15819,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),12262,12044,12124,11867,11982,12136,12146,12237,12254,12313,4433,4794,4510,4843,4881,4591,4607,4636,4657,4695,4755,2240,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,
长期待摊费用(万元),1499,1552,1413,1299,1294,--,155,--,--,55,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),912,1030,1092,942,717,981,805,676,607,682,638,556,515,709,583,515,515,736,532,449,553,461,
其他非流动资产(万元),1347,3107,2526,3181,2286,10562,6109,4392,2100,3406,3580,3006,2255,1328,1193,--,116,335,281,55,29,1992,
非流动资产合计(万元),69451,68611,68754,65510,63770,59999,55893,54582,53598,50260,41680,41392,40363,38463,37696,35849,36426,36513,36814,37737,38961,34278,
资产总计(万元),341286,308825,324624,302522,295610,239721,216583,202322,205770,196371,178168,171812,174425,188218,173358,170340,164455,169786,140668,140387,129989,109817,
短期借款(万元),99800,91500,90865,92766,97940,102281,84300,69300,44300,44800,40000,40000,40000,58433,56960,48155,37901,51751,56067,57563,40370,46500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,9048,13427,16042,16796,15826,27110,54353,47741,36849,35994,39026,32010,18480,25128,34207,28668,18243,10459,19244,937,
应付账款(万元),--,--,21087,14187,12237,24426,21145,13805,14631,14034,13048,9209,10064,13912,14773,12279,10187,9197,11596,13943,15262,13184,
预收账款(万元),23200,7752,36509,15846,6233,2789,3381,1933,1430,3870,3336,1765,1228,1020,1336,2346,1231,3335,945,2169,1349,611,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1842,599,609,641,1107,445,447,390,1062,466,466,580,1029,509,486,426,1074,379,377,789,889,708,
应交税费(万元),2908,3272,1006,807,369,818,812,256,653,340,193,590,449,754,456,461,1263,440,871,1880,1690,1898,
应付利息(万元),137,112,111,115,126,112,98,80,56,51,47,39,56,85,84,65,54,69,97,95,76,87,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,--,539,1428,596,1659,1465,1206,1513,1428,930,995,575,1133,1231,2284,602,570,543,525,823,366,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),163722,138035,159774,139219,134651,149328,127474,114079,117997,112731,94869,89171,92427,107855,93804,91145,86520,94408,88739,87423,79704,66291,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,412,--,--,--,650,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,243,41,354,--,166,90,90,367,553,593,590,752,759,524,389,471,500,--,58,102,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),3650,2981,3110,3128,2500,2089,2164,2006,2314,570,590,608,637,773,782,791,400,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,412,425,718,298,300,
非流动负债合计(万元),4151,3393,3353,3169,2853,2739,2330,2096,2404,937,1143,1201,1227,1525,1541,1315,789,883,925,718,356,1402,
负债合计(万元),167872,141428,163127,142388,137504,152067,129804,116175,120401,113669,96012,90372,93654,109380,95345,92461,87309,95292,89664,88141,80059,67694,
实收资本(或股本)(万元),50316,50316,50316,37271,37271,31097,31097,31097,31097,31097,31097,31097,31097,31097,31097,14135,14135,14135,11000,11000,11000,11000,
资本公积(万元),62119,62119,62119,75164,75164,12221,12221,12221,12221,12051,12051,12031,12031,12031,12031,23339,23339,23339,4225,4225,4165,4165,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),8208,6485,6485,6485,6485,5978,5978,5978,5978,5493,5493,5493,5493,5036,5036,5036,5036,4398,4398,4398,3821,3054,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),52371,48477,42577,41214,39186,38358,37483,36851,36073,34061,33515,32820,32150,30674,29850,35370,34636,32622,31381,32622,30943,23904,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),173013,167397,161497,160134,158106,87654,86779,86147,85369,82702,82157,81441,80771,78837,78013,77879,77146,74494,51005,52246,49930,42123,
少数股东权益(万元),400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),173413,167397,161497,160134,158106,87654,86779,86147,85369,82702,82157,81441,80771,78837,78013,77879,77146,74494,51005,52246,49930,42123,
负债和所有者权益(或股东权益)总计(万元),341286,308825,324624,302522,295610,239721,216583,202322,205770,196371,178168,171812,174425,188218,173358,170340,164455,169786,140668,140387,129989,109817,		
  
