报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),18060,16575,16239,15203,15434,15126,13707,13898,15715,15358,15571,15627,16905,15922,15391,14784,14472,13418,12821,12469,12902,12187,10764,10242,9096,6620,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),355,653,254,347,--,--,1200,1200,--,--,1000,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),44351,38279,36730,38503,39243,38316,36681,37302,34404,33406,34786,38755,39485,41336,37159,38553,44941,42858,51742,36612,--,32435,33136,31788,28734,19981,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),302,302,300,312,304,304,300,313,301,301,300,315,307,307,318,318,320,312,305,325,--,313,314,343,320,301,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,41219,--,41505,--,41720,--,41249,--,40371,--,40063,--,37831,--,36885,--,28377,--,27393,--,25345,23629,--,--,--,
累计折旧(万元),--,19093,--,18635,--,18141,--,16831,--,15716,--,14481,--,13440,--,12352,--,11331,--,10671,--,9857,9092,--,--,--,
固定资产净值(万元),--,22126,--,22869,--,23578,--,24418,--,24655,--,25582,--,24390,--,24533,--,17046,--,16722,--,15488,14537,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,7,--,7,--,7,--,7,--,8,--,8,--,8,8,--,--,--,
固定资产(万元),21734,22126,22469,22869,23271,23578,24102,24418,24257,24648,25475,25576,23567,24383,24687,24527,17401,17038,17301,16714,--,15479,14529,8535,7479,5534,
在建工程(万元),4298,4045,3479,3303,2684,2668,2649,2649,2447,2147,1677,1667,1797,1619,1683,1497,8777,8680,8544,8523,--,9783,10757,4331,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,95,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4262,4395,4549,4677,4550,4688,4840,4965,4757,4952,4901,5199,4921,4985,4364,4423,4049,3573,3573,3610,--,3766,3683,3948,4213,1198,
开发支出(万元),--,--,--,--,--,--,--,--,291,184,--,--,451,343,871,865,1310,1049,849,689,--,152,240,--,--,385,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,81,--,81,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),197,151,200,215,147,155,151,184,155,148,161,156,324,321,236,347,277,271,285,294,--,286,320,249,197,100,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),30792,31114,30997,31377,30956,31394,32042,32527,32208,32380,32515,32913,31448,31958,32240,31977,32133,30922,30857,30154,--,29780,29843,17405,12209,7518,
资产总计(万元),75144,69393,67727,69879,70198,69710,68723,69830,66612,65786,67301,71668,70933,73295,69400,70530,77074,73781,82599,66767,60070,62215,62979,49194,40943,27499,
短期借款(万元),13300,8300,8050,8800,9000,9000,9000,9006,17650,17650,18550,21900,21898,21900,18401,14346,21282,18700,20437,20161,16646,20790,16253,3977,2498,3762,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,1900,800,--,1000,1000,1200,1200,--,--,1000,1600,600,--,0,2950,2950,2300,6166,6832,3095,1929,--,--,--,--,
应付账款(万元),--,3337,2623,4239,3642,3534,1529,3339,3193,3806,3210,3146,354,2529,716,2685,2949,3043,2468,3572,3111,2792,5209,4493,3379,2759,
预收账款(万元),33,90,58,58,5,56,5,32,20,46,19,43,26,77,-45,26,16,16,16,39,--,82,231,97,96,98,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),80,52,15,142,120,153,137,103,110,81,136,234,141,176,102,149,119,178,226,293,--,346,383,701,766,394,
应交税费(万元),261,445,302,248,-65,-198,-19,-191,-222,-347,-425,-358,-320,-451,-654,-440,-661,-691,-469,-412,--,-286,-362,-370,283,-191,
应付利息(万元),--,--,--,--,--,--,87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,200,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),6019,6355,7302,7912,8052,7947,8376,8461,121,24,219,48,51,65,62,51,33,61,586,57,1069,79,77,74,1060,574,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1336,1686,1796,8000,1000,1400,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,146,138,138,138,114,114,114,114,--,--,--,--,--,832,984,924,501,--,
流动负债合计(万元),25923,20478,19149,21399,21753,21491,20315,21949,21018,21399,22847,26751,22864,24611,18696,19881,26687,23606,29430,31879,--,28361,30774,10895,9984,7396,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2863,5523,6042,6801,6200,15408,11348,3200,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),623,689,756,822,1325,1448,1262,1343,--,614,629,664,--,543,575,600,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,909,--,--,--,518,--,--,--,686,711,805,761,--,--,--,--,--,--,
非流动负债合计(万元),623,689,756,822,1325,1448,1275,1343,909,614,629,664,518,543,575,600,686,711,3668,6284,--,6801,6200,15408,11348,3200,
负债合计(万元),26546,21167,19905,22221,23078,22940,21589,23292,21927,22013,23477,27415,23382,25153,19271,20481,27373,24317,33098,38163,--,35162,36974,26303,21332,10597,
实收资本(或股本)(万元),9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,6900,--,6900,6900,6900,6900,6900,
资本公积(万元),25493,25493,25493,25493,25188,25188,25188,25188,24282,24282,24282,24282,24282,24282,24282,24282,24282,24282,24282,6449,--,6449,6449,6449,6449,6449,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2068,2068,2068,2068,2168,2168,2168,2168,2074,2074,2074,2074,2074,2074,2074,2074,1996,1968,1938,1879,--,1716,1582,1189,763,408,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),11757,11435,11114,10898,10546,10167,10503,9902,9130,8192,8283,8697,11996,12654,14573,14561,14299,14008,14134,13446,--,12048,11116,8392,5509,3146,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-77,7,-53,-69,--,-58,-42,-39,-9,-0,
归属于母公司股东权益合计(万元),48598,48226,47822,47659,47120,46770,47133,46538,44685,43773,43824,44253,47551,48141,50129,50049,49701,49464,49501,28604,27656,27053,26005,22891,19611,16903,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),48598,48226,47822,47659,47120,46770,47133,46538,44685,43773,43824,44253,47551,48141,50129,50049,49701,49464,49501,28604,27656,27053,26005,22891,19611,16903,
负债和所有者权益(或股东权益)总计(万元),75144,69393,67727,69879,70198,69710,68723,69830,66612,65786,67301,71668,70933,73295,69400,70530,77074,73781,82599,66767,60070,62215,62979,49194,40943,27499,		
  
