报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
投资性房地产(万元),94423,97172,93784,95848,95001,94984,45286,37373,37850,38243,38815,39544,27355,27595,25829,26188,26773,27059,27860,28037,28259,28427,28487,30958,30878,30932,30788,31013,31180,30137,30783,30705,28269,28467,28167,23637,
固定资产原值(万元),--,13082942,--,12487554,--,12336163,--,11082102,--,10403668,--,9356366,--,7092914,--,6435708,--,6258877,--,5932409,--,5849751,--,5716364,--,5181226,--,4816399,4719330,4414467,3907104,3864511,3550801,3568473,0,0,
累计折旧(万元),--,3730713,--,3565014,--,3330217,--,3165131,--,2955089,--,2721866,--,2297941,--,2162903,--,1990148,--,1920851,--,1742905,--,1617746,--,1456832,--,1329211,1257401,1203120,1131724,1076442,978025,970700,0,0,
固定资产净值(万元),--,9352229,--,8922540,--,9005946,--,7916971,--,7448579,--,6634499,--,4794973,--,4272805,--,4268728,--,4011558,--,4106846,--,4098618,--,3724395,--,3487188,3461929,3211347,2775380,2788069,2572776,2597773,0,0,
固定资产减值准备(万元),--,43076,--,20633,--,20729,--,16664,--,16664,--,16664,--,16664,--,14940,--,14940,--,14940,--,14940,--,11478,--,11478,--,--,--,0,60,--,--,--,0,0,
固定资产(万元),9292015,9309153,8983306,8901906,8838458,8985218,8475148,7900307,7581000,7431915,7012799,6617835,5082863,4778309,4610641,4257865,4218094,4253788,3959210,3996618,4055369,4091906,4061839,4087140,3863084,3712917,3482324,3487188,3461929,3211347,2775320,2788069,2572776,2597773,1721579,1248963,
在建工程(万元),968298,931609,1027921,1061003,1048227,924393,981340,1455178,1454915,1461474,1325923,1397516,1052524,1357272,1254039,1469455,1428115,1364857,1355871,1180746,979488,892932,758477,656944,779673,884859,970015,858807,785916,827301,995083,782015,891180,778262,904465,605935,
工程物资(万元),473,41074,100083,166512,129349,136911,156736,26728,3803,2182,4471,4279,4695,3464,2956,4388,3505,2832,8381,24406,32978,30930,22277,24601,24791,20166,38930,45129,105828,105729,100489,162951,152507,145041,68472,15382,
固定资产清理(万元),3886,4526,4819,5272,4175,4227,3218,3500,3596,3741,3139,2994,3502,3339,2426,2544,2589,2559,1415,1456,1694,1544,1060,1169,1764,1098,1784,1401,1376,599,3090,553,3164,483,470,218,
生产性生物资产(万元),605,605,576,553,529,526,468,451,427,425,441,599,173,180,217,220,190,200,231,230,229,222,260,257,252,251,234,223,211,207,221,219,219,217,245,254,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
无形资产(万元),10639015,10277844,8639284,7869876,7243917,5732110,4764929,4026151,3626752,3456824,3090154,2923410,2357375,2228391,1958624,1905658,1844180,1770087,1716659,1699388,1698574,1650068,1575183,1564325,1538890,1525576,1503352,1485047,1180982,1164936,1007161,929059,905051,891963,575528,312866,
开发支出(万元),3433,3364,3457,3289,3375,3350,3039,3003,2862,2896,5168,4498,3855,3025,3445,3400,3088,2817,3084,3023,2992,2783,2787,2611,2596,2574,2300,2237,2022,1831,3028,2577,2399,1991,1361,0,
商誉(万元),111274,111263,110373,110373,109832,109832,109832,109832,109832,109832,109832,109832,109832,109832,109832,109832,109832,109832,109832,109832,34966,34966,34966,34966,34966,34966,34966,34966,31022,34966,31022,34966,31022,34966,34966,3944,
长期待摊费用(万元),104885,99964,73708,52408,62682,39962,40349,35087,36006,30047,34066,22005,21385,18318,10155,11990,12425,9697,7725,6300,6524,7330,7829,6246,7689,6721,7903,6403,43461,4852,11469,4618,14155,7263,6247,9155,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
递延所得税资产(万元),228631,225213,208245,210059,206856,209376,188615,189451,186272,188926,178366,177399,134866,130941,117261,120395,112112,112749,94695,97524,101600,100659,89888,89788,83659,87423,101461,96953,57579,76562,50893,65566,53135,67155,68563,66383,
其他非流动资产(万元),251024,186795,24016,15654,31349,25887,36756,39205,44163,53445,59184,105107,27399,29206,32172,44861,23467,35665,27544,21780,23702,56191,11551,13890,15454,15359,16188,15478,8354,8817,10256,8692,9894,11690,18993,5837,
非流动资产合计(万元),29261826,28609207,25755951,24227041,23312775,21526440,19742623,18425571,17387009,16701083,15974462,15291911,12067896,11867775,10596658,9873456,9414113,9166554,8995470,8565931,8304833,8076044,7332127,7122420,6899428,6736616,6703915,6500325,6205163,5894680,5207874,4971110,4808211,4705243,3539339,2403197,
资产总计(万元),60632071,57594508,58281882,55358274,51583375,50027808,47510082,44358520,42301700,40510283,38651216,36281893,30236675,28675674,27942419,26061495,24166530,23146387,21701581,20958017,19082542,18152677,18071471,17427221,16998559,16321513,16068655,14409303,12944407,12147051,11996182,11101397,10024663,10166222,7622792,5374042,
短期借款(万元),6036809,4104002,5759479,4546826,4158659,2099258,2307877,2001855,1927582,1817860,2764400,2550648,1945936,1561703,2075552,1985921,1435727,1213597,1365687,1136856,1045639,815060,1166282,1381924,1488160,1402479,1613163,1520298,1288388,914271,1152306,1150426,1027990,908943,773026,670077,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
吸收存款及同业存放(万元),941183,1278252,1171403,1172049,967009,1279666,783420,603386,446065,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,206,111,--,--,--,7,--,0,--,--,--,--,0,0,
衍生金融负债(万元),496,928,1634,1757,1908,2418,3133,4208,4247,4115,5075,4968,6054,5732,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
应付票据(万元),349171,374520,368588,304393,284524,314012,278912,276725,395386,429766,244630,154186,142709,157014,169240,175297,157769,182429,149216,141780,137753,88138,101175,110778,98540,73294,64576,82369,130783,145114,97188,71180,83097,74916,45146,41025,
应付账款(万元),8220645,8696540,7726015,7846336,6948867,7853466,6647028,6493870,5872577,6290861,4915443,4833715,3774837,4444884,3939097,3702925,3408317,3500462,2893788,2865720,2621282,2826331,2470079,2584889,2233489,2512409,2022011,2084636,1767677,1941381,1279580,1504561,1196089,1492456,1093614,789605,
预收账款(万元),8102314,7775003,7939885,7362538,7331269,7299993,7064489,6323129,6072448,5761716,5738249,5402491,4555931,3832687,4126331,3223462,3202673,2904797,2724269,2613710,2349099,2314152,3058467,2634733,2905800,2513924,3037816,2910881,2890754,2533058,3045503,2274829,2243269,2255766,1492891,786265,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
应付职工薪酬(万元),176715,231839,158111,177164,157971,205871,176077,185587,166417,209224,154957,176257,119157,136147,110351,105728,96039,103842,91266,97516,86694,88964,85844,87684,78906,77776,78644,82157,79524,85727,78296,103582,64587,87108,79776,94013,
应交税费(万元),248814,307506,193898,236432,169670,297087,118436,176456,282292,367630,218317,225965,228293,285694,207662,227302,231905,268896,213880,215414,216389,254758,202304,187355,211456,241773,140017,152062,125218,170291,105189,113571,107432,162215,114153,94310,
应付利息(万元),83396,111001,129588,110086,121292,81699,87660,89279,76275,59645,64453,58779,59827,62684,63548,55248,64474,50633,58769,55715,41776,40554,20260,13893,19328,20664,13082,6343,1719,8532,5345,3914,2809,9977,4999,4640,
应付股利(万元),150577,154249,157086,67666,80880,82312,92861,17613,13412,10968,75520,225167,155874,157565,150984,212222,76342,71563,73189,138807,11114,11298,4219,42062,2031,2031,702,17726,--,19081,--,6877,--,9311,7100,4907,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
其他应付款(万元),2690464,2732016,3120091,3061630,3039094,2917304,3473590,3112949,2743989,2810519,2585299,2289282,2051377,2126584,1796527,1890221,1545805,1718207,1369347,1221338,1134344,1064913,865685,923615,1010298,923751,755721,788754,718052,736764,919836,868818,752640,727668,515523,437740,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
一年内到期的非流动负债(万元),1919336,2099816,1302117,1961478,1994259,2137023,1014339,997842,1192465,1712819,605527,847253,1384609,1402991,1308111,1338259,695099,847519,238328,362347,391813,491878,205134,221140,181322,203048,106255,124095,113080,146980,167225,170077,124279,160909,76356,69685,
其他流动负债(万元),531131,594838,513925,479367,578532,691435,1011477,913971,989733,755569,512943,874129,808806,759659,1025828,1022981,934761,885550,983189,1063588,946424,617471,557143,356878,356111,234255,235793,131795,5815,11705,1838,1991,112298,112298,0,0,
流动负债合计(万元),29451050,28460509,28541820,27327723,25833934,25261545,23059298,21196869,20182888,20230693,17884811,17642842,15233410,14933344,14973232,13939566,11848911,11747494,10160928,9912790,8982329,8613518,8736798,8545062,8585441,8205403,8067779,7901123,7121011,6712902,6852307,6269827,5714489,6001566,4202584,2992268,
长期借款(万元),15365132,13911439,15211890,14018885,13472068,12838184,12669435,11775330,11432772,10438303,11046704,10002316,7953816,6776391,6735618,6069514,6267676,5572376,5629569,5381352,4766207,4271224,4710741,4569721,4184422,4070412,4026428,3968548,3698000,3395517,3269132,2953774,2530361,2242543,1836865,983397,
应付债券(万元),1452919,1352612,1569680,1459984,1638851,1648298,2306980,2256390,1981453,1782768,1734773,1694886,1344593,1334483,1334139,1333971,1333345,1303285,1432648,1432417,1352553,1352426,787128,537006,536749,446627,446379,446261,248011,248011,247784,247784,247558,247558,118480,118293,
长期应付款(万元),537017,511369,681832,538597,560321,542035,355664,355104,348288,283129,442586,336416,281535,253988,482645,465173,405239,320440,481839,360728,376732,387442,414663,395605,409729,407030,430214,407009,424398,411273,322273,434546,460464,440642,466684,404494,
专项应付款(万元),621,646,5140,5247,4162,5201,2964,3726,3292,4015,6419,6980,5536,6492,3120,3185,3177,3213,3034,3054,2922,2924,20352,21977,11727,11593,11533,11516,10528,10543,4460,4099,7755,3823,7020,11315,
预计非流动负债(万元),7537,7537,8901,8901,8901,8901,--,--,13273,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1392,1392,1392,1392,145,145,811,320,1532,0,
长期递延收益(万元),145826,124925,85939,84348,63063,58552,54173,50196,39432,35788,36629,35768,14359,14159,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
递延所得税负债(万元),49573,46020,38455,34632,27665,27965,22921,20406,18182,15507,15786,12689,10856,8563,8996,7679,8629,6232,6554,9663,7690,5794,6175,6727,12850,10764,10542,8601,151,151,--,--,--,--,0,937,
其他非流动负债(万元),864470,845474,586739,632536,574401,538881,367847,325020,249883,197490,356534,299358,306691,336312,82501,82333,62250,62541,82919,82806,32680,33274,13873,13297,13384,10101,4102,2865,9433,4091,560,560,560,400,0,0,
非流动负债合计(万元),18880124,17257684,18710858,17301130,16885091,16191388,16329023,15329473,14634468,13307823,14174226,12922036,10125529,8934887,8647020,7961855,8080315,7268088,7636564,7270019,6538784,6053084,5952932,5544333,5168861,4956527,4930591,4846192,4391913,4070978,3844355,3640909,3247508,2935286,2430581,1518437,
负债合计(万元),48331174,45718193,47252678,44628852,42719026,41452933,39388321,36526342,34817356,33538516,32059037,30564878,25358939,23868232,23620252,21901422,19929226,19015583,17797492,17182810,15521113,14666602,14689730,14089395,13754302,13161930,12998369,12747314,11512924,10783880,10696661,9910736,8961997,8936852,6633166,4510705,
实收资本(或股本)(万元),1529904,1529904,1529904,1529904,1375463,1375463,1375463,1375463,1375463,1375463,1375463,1375463,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,660000,660000,660000,660000,660000,660000,660000,485103,414744,
资本公积(万元),2306401,2306401,2309231,2309231,1273065,1273065,1260358,1259286,1259001,1258027,1258138,1255706,1056118,1056098,1045158,1003470,1050697,1049989,1079118,1078679,1090727,1089376,1089249,1088123,1088334,1088377,1085441,68221,71904,71904,91055,91055,89878,260081,259501,321357,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
专项储备(万元),16619,9584,22243,16771,15097,11612,21843,18656,19135,11557,26757,24037,18313,14589,20672,22712,18982,14996,23979,22910,24862,18233,32121,28666,27250,24777,62479,61876,52801,50917,52348,45876,42128,42468,23821,0,
盈余公积(万元),134147,134147,114365,114365,114365,114365,92339,92339,92339,92339,74361,74114,49563,49563,36770,36770,36770,36770,22834,22834,22834,22834,6185,6185,6185,6185,5335,5335,5335,5335,4678,4678,4678,4678,0,0,
一般风险准备(万元),8578,8578,151,151,151,151,4,4,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
未分配利润(万元),3551967,3360169,3220665,3181653,2981699,2811105,2691663,2636363,2452432,2290732,2274719,2105576,1765406,1665092,1532184,1413193,1426843,1336901,1207902,1108352,1088976,1008193,903532,816860,724006,651897,548745,473309,351277,291277,224411,142892,57252,14612,41552,-64674,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-8258,-9754,-10178,-8612,-7730,-6246,-5637,-4596,-4996,-5063,-5065,-4497,-3602,-562,-918,1513,1237,-446,-648,-564,3798,
归属于母公司股东权益合计(万元),8035542,7881301,7732062,7702915,6337451,6167366,5987178,5920751,5714574,5546285,5854124,5059635,4118625,4008181,3560029,3427886,3483538,3388478,3285221,3185044,3181152,3092999,2986491,2894838,2800711,2726171,2657503,1265140,1140755,1078514,1034004,945738,853491,981191,809414,675225,
少数股东权益(万元),4265355,3995014,3297142,3026507,2526899,2407510,2134583,1911426,1769770,1425482,738056,657380,759110,799261,762138,732188,753766,742326,618868,590163,380276,393075,395250,442988,443547,433412,412782,396849,290729,284657,265517,244924,209174,248179,180213,188111,
所有者权益(或股东权益)合计(万元),12300897,11876315,11029204,10729422,8864350,8574875,8121761,7832177,7484344,6971767,6592180,5717015,4877735,4807442,4322167,4160074,4237304,4130804,3904089,3775208,3561429,3486074,3381741,3337826,3244257,3159584,3070285,1661989,1431483,1363171,1299521,1190662,1062665,1229370,989627,863337,
负债和所有者权益(或股东权益)总计(万元),60632071,57594508,58281882,55358274,51583375,50027808,47510082,44358520,42301700,40510283,38651216,36281893,30236675,28675674,27942419,26061495,24166530,23146387,21701581,20958017,19082542,18152677,18071471,17427221,16998559,16321513,16068655,14409303,12944407,12147051,11996182,11101397,10024663,10166222,7622792,5374042,		
  
