报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,188,--,175,300,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),40028,38165,30433,28639,21548,17404,6428,6459,6466,8503,6357,7661,7072,8405,4379,4845,4052,
长期借款(万元),1500,--,--,--,--,--,--,--,--,--,--,1700,8100,8381,3381,750,1406,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),600,600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),44,43,17,43,41,43,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),2144,643,17,43,41,43,0,0,0,0,0,1700,8100,8381,3381,750,1406,
负债合计(万元),42172,38809,30450,28682,21590,17447,6428,6459,6466,8503,6357,9361,15172,16786,7760,5595,5458,
实收资本(或股本)(万元),45218,45218,45218,45218,45218,45218,24000,24000,9600,9600,9600,9600,7200,7200,7200,7200,7200,
资本公积(万元),261366,261366,261366,261366,261366,261366,11640,11640,26040,26040,26040,26198,4111,4111,4111,4111,4111,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3558,3558,3216,3216,3216,3216,2659,2659,2659,2659,2062,2062,2062,2062,1482,919,418,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),25524,24663,38488,36248,32261,24144,20971,19667,19853,18152,16455,15411,15465,13848,11942,6877,3088,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),335666,334806,348289,346048,342061,333944,59270,57966,58152,56451,54156,53271,28838,27220,24735,19107,14817,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),335666,334806,348289,346048,342061,333944,59270,57966,58152,56451,54156,53271,28838,27220,24735,19107,14817,
负债和所有者权益(或股东权益)总计(万元),377838,373614,378739,374730,363650,351391,65699,64425,64618,64953,60513,62632,44010,44007,32495,24702,20275,		
  
