报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,
应付账款(万元),1079,730,994,768,898,727,654,631,444,1360,674,885,783,698,856,601,720,665,517,311,400,44,406,
预收账款(万元),368,507,644,387,545,249,356,152,318,587,594,366,509,537,592,215,230,182,267,305,267,384,400,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),731,647,1621,705,499,490,1327,461,421,471,1192,433,372,352,817,345,903,236,674,275,602,25,641,
应交税费(万元),881,595,815,462,539,355,678,316,120,49,342,361,274,170,711,185,622,304,475,285,524,217,332,
应付利息(万元),0,0,0,0,0,--,0,--,--,--,0,--,--,--,7,8,6,7,6,5,6,--,--,
应付股利(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2400,2410,2534,3422,3435,3458,3458,60,180,115,196,154,187,27,121,55,60,38,35,18,11,14,1,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100,100,--,800,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),5966,4893,6614,5750,5920,5284,6478,1625,1484,2587,3003,2203,2129,5673,7094,6399,6141,5560,4975,3900,3810,2784,2380,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,100,100,1000,900,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1000,1000,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,1000,900,0,
负债合计(万元),6966,5893,7614,5750,5920,5284,6478,1625,1484,2587,3003,2203,2129,5673,7094,6399,6141,5560,5075,4000,4810,3684,2380,
实收资本(或股本)(万元),16561,16561,16561,16563,16563,16563,16563,16563,16320,8160,8160,8160,4080,3060,3060,3060,3060,3060,3060,3060,3060,3060,3060,
资本公积(万元),6514,6450,6386,6305,6172,6038,5905,5707,2604,10764,10764,10764,14844,3,3,3,3,3,3,3,3,3,3,
减:库存股(万元),2326,2326,2326,3346,3346,3346,3346,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3041,3042,3041,2542,2542,2542,2542,2115,2115,3265,2115,1712,1712,1901,1712,1378,1378,1063,1063,781,776,608,608,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),24790,24111,23225,21738,20329,19862,19252,17655,16619,15502,16005,14579,13363,13116,12743,10497,10203,8252,7917,6517,5705,4465,3673,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-19,--,-16,--,-7,-8,-3,--,
归属于母公司股东权益合计(万元),48503,47624,46935,43890,42397,41920,41118,42214,37762,37711,37105,35247,33972,18080,17493,14919,14618,12362,12035,10355,9537,8134,7345,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),48503,47624,46935,43890,42397,41920,41118,42214,37762,37711,37105,35247,33972,18080,17493,14919,14618,12362,12035,10355,9537,8134,7345,
负债和所有者权益(或股东权益)总计(万元),55469,53517,54550,49639,48317,47204,47596,43839,39246,40298,40109,37450,36101,23753,24587,21319,20759,17922,17110,14354,14347,11818,9725,		
  
