报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
累计折旧(万元),--,18717,--,15522,--,13482,--,11793,--,10682,--,7789,--,6661,--,5839,--,5127,3808,--,2258,--,--,
固定资产净值(万元),--,54536,--,39681,--,40674,--,32209,--,32978,--,29585,--,26871,--,15944,--,16492,15015,--,5900,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),53360,54536,41818,39681,39915,40674,35744,32209,32804,32978,29033,29585,26465,26871,21988,15944,--,16492,15015,7541,5900,2084,1813,
在建工程(万元),10521,8849,6951,8089,7383,6364,11767,12191,11085,9544,8669,8112,6665,5796,7751,6526,--,3125,1403,4915,2778,1750,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,0,15,--,--,0,0,0,--,1,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),13518,12833,6783,6851,6919,6987,7042,7054,7119,7115,7010,7054,7097,7144,7184,7230,--,7323,4190,4293,4397,878,207,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),10778,10778,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),948,688,578,555,547,575,202,215,232,249,392,285,307,262,257,181,--,284,125,173,144,185,424,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),965,943,630,603,582,556,280,287,289,303,349,361,416,421,513,475,--,377,217,224,224,--,--,
其他非流动资产(万元),1364,542,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),92463,90177,57767,56786,56355,56164,56035,52971,52528,51190,46453,45397,40949,40494,37695,30357,--,27600,20950,17147,13442,4897,2444,
资产总计(万元),165205,165096,112178,111495,112916,111630,109094,103421,104118,93377,75861,74406,74719,73585,72206,69355,50640,47769,38998,34552,29189,22170,9542,
短期借款(万元),10000,8000,1500,--,--,--,--,--,--,3000,3500,2000,1500,1500,4500,7000,--,6500,3500,5500,6500,7000,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),20848,19917,10681,15014,14919,14881,16151,13973,14703,9781,8184,7938,7594,6433,5855,5349,--,3750,4547,3669,3715,2874,973,
预收账款(万元),75,91,162,70,183,63,51,68,654,118,26,44,68,30,20,26,--,21,68,6,15,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),983,1232,1036,946,873,1437,1366,1031,965,1378,595,572,448,867,467,404,--,784,735,645,375,218,86,
应交税费(万元),998,1787,1488,1411,1635,2004,1219,2046,2400,2085,622,963,1028,1264,229,814,--,1120,432,549,525,172,-63,
应付利息(万元),48,18,1,--,--,--,--,--,--,4,4,3,2,3,7,11,--,12,8,12,10,11,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),16632,21306,7538,7071,8264,9136,10123,9002,8544,3824,2924,3499,4439,5329,4586,899,--,1163,699,242,434,204,4,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),49585,52350,22406,24511,25873,27521,28910,26120,27265,20190,15854,15020,15080,15426,15664,14504,--,13349,9988,10622,11575,10479,1000,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2879,2614,1015,1040,1066,1091,1013,1037,1064,1087,1115,1137,1159,1182,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),721,731,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1198,1215,--,1248,868,896,896,--,--,
非流动负债合计(万元),3600,3345,1015,1040,1066,1091,1013,1037,1064,1087,1115,1137,1159,1182,1198,1215,--,1248,1868,1896,896,0,0,
负债合计(万元),53185,55695,23420,25551,26939,28612,29922,27158,28330,21277,16969,16157,16239,16608,16862,15719,--,14597,11856,12518,12471,10479,1000,
实收资本(或股本)(万元),19236,19284,19284,19284,19284,19292,19292,19252,9626,9449,8000,8000,8000,8000,8000,8000,--,6000,6000,6000,6000,6000,6000,
资本公积(万元),16759,17212,16755,16624,16493,16448,16141,15397,24846,20669,17619,17619,17619,17619,17619,17619,--,2441,2441,2441,2441,2441,2540,
减:库存股(万元),2519,3071,3053,3180,4442,4536,4536,4033,4089,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),5046,5046,4318,4318,4318,4318,3539,3539,3539,3539,2062,2062,2062,2062,1901,1901,--,1901,1703,1362,850,326,0,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),56682,54099,51454,48898,50326,47496,44736,42109,41866,38442,31211,30568,30798,29296,27824,26115,--,22829,16997,12231,7427,2923,2,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),95204,92571,88758,85944,85977,83017,79171,76264,75788,72100,58892,58249,58479,56977,55344,53636,34854,33171,27142,22034,16719,11690,8542,
少数股东权益(万元),16815,16830,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),112020,109401,88758,85944,85977,83017,79171,76264,75788,72100,58892,58249,58479,56977,55344,53636,34854,33171,27142,22034,16719,11690,8542,
负债和所有者权益(或股东权益)总计(万元),165205,165096,112178,111495,112916,111630,109094,103421,104118,93377,75861,74406,74719,73585,72206,69355,50640,47769,38998,34552,29189,22170,9542,		
  
