报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,14735,--,1460,1598,1734,1623,1475,2107,1158,145,5691,2733,9187,15010,8070,4084,994,--,--,--,--,--,--,--,--,124,275,216,720,220,--,--,--,--,0,0,0,0,0,
应付账款(万元),--,16880,--,18352,19358,16628,18821,10220,13466,11305,14254,14501,9609,9548,13878,14780,9315,6695,6589,6978,5916,4996,3301,5208,5171,3531,3880,3502,4338,3042,1754,1288,2146,1267,1304,1351,1977,1105,959,751,
预收账款(万元),9673,14639,13367,18551,16448,13904,12859,13160,10894,18677,11638,15180,15225,12559,7937,8894,10941,6847,3448,2977,3418,2433,2069,1392,434,192,546,218,318,218,98,98,383,383,258,258,211,300,163,23,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),2479,3396,790,823,802,3606,739,970,1039,2997,483,643,614,723,489,548,547,469,449,491,494,491,450,545,212,82,52,72,96,95,55,95,75,45,69,59,34,28,11,86,
应交税费(万元),7794,16375,10478,12540,8667,9974,7361,7356,7996,9874,8104,6202,4691,8613,6241,7277,6820,6739,4610,6547,2587,3978,1558,3645,2086,1927,14,1356,817,877,796,2125,888,2669,1161,1627,-93,2513,733,435,
应付利息(万元),934,4860,--,2566,1190,4900,3582,2265,951,330,277,291,417,262,274,216,184,147,90,112,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付股利(万元),60,60,--,3298,1,544,546,2910,362,5214,8471,12471,189,1139,319,319,240,--,--,2800,109,378,507,807,--,--,--,--,--,--,--,--,1916,--,--,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),--,118511,110987,91673,80568,64550,47316,39215,31896,27739,22355,22318,21686,24651,26617,34505,27728,26936,40874,45498,73761,32348,36213,29548,16907,11947,18050,7319,5268,3176,2618,2186,2601,3009,4011,5091,4138,2349,1422,2783,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),16645,46966,--,--,--,400,4034,4034,22200,99723,109723,134294,135022,161863,122919,116292,124717,17099,--,--,--,--,--,1000,1000,1000,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,4900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),382616,401763,328823,342792,346524,327330,284081,263806,273113,352016,345450,351591,330188,398445,378583,345900,324576,143926,104059,128404,106284,44625,44098,42146,25810,18679,22665,12743,11054,8127,5542,5792,8010,7373,11003,17587,15466,15495,8489,7579,
长期借款(万元),--,--,47005,46356,45544,46153,96406,96872,67183,97277,96101,96101,80000,30000,--,--,--,--,--,--,--,--,--,1000,1500,1500,2750,2750,3000,3000,--,--,--,--,--,0,0,0,0,107,
应付债券(万元),99748,99676,99607,99536,99466,99395,99328,99261,99193,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),--,--,150,--,--,--,--,--,3334,3334,3334,3334,32140,45655,45655,31315,31315,33670,42344,33670,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,150,150,150,161,195,--,195,195,195,195,195,216,343,548,--,--,--,--,--,--,--,--,--,--,--,--,--,60,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),3888,4012,4363,4490,4619,4749,4636,4753,4877,4994,4998,3744,3789,3904,4629,4153,4277,1578,1646,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),2555,2613,2588,2648,2732,2825,2897,2960,3026,3113,3256,3332,3258,3328,3403,3485,5233,1076,1107,1152,1170,299,--,--,40,60,--,--,--,304,--,--,--,--,--,0,0,0,0,1,
其他非流动负债(万元),106,121,226,330,435,559,689,803,945,1063,1180,1298,1473,1241,1345,1485,1592,1766,1876,3660,2422,1537,1662,214,195,140,140,60,60,60,41,--,--,--,--,0,0,0,28,28,
非流动负债合计(万元),106447,106573,153940,153511,152946,153831,204117,204844,178753,109975,109064,108005,120856,84324,55247,40781,42965,38090,46974,38482,3592,1836,1662,1214,1735,1700,2890,2810,3060,3363,101,0,0,0,0,0,0,0,28,136,
负债合计(万元),489063,508336,482763,496303,499470,481161,488198,468650,451866,461991,454514,459596,451044,482769,433830,386681,367542,182016,151033,166886,109876,46460,45760,43359,27545,20379,25555,15553,14114,11491,5642,5792,8010,7373,11003,17587,15466,15495,8517,7715,
实收资本(或股本)(万元),219812,219812,219812,219812,219812,219812,219812,219829,219829,219829,219829,219829,73281,73301,73189,73189,73189,73189,70000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,14000,14000,14000,10500,10500,10500,3800,
资本公积(万元),41963,41963,37226,37194,37194,37194,35013,35056,35056,35056,33964,33964,106187,106379,127033,127033,127033,127033,108789,150789,150789,150789,150789,150789,150789,150837,150837,150837,150837,150837,150787,150787,150787,164787,163790,163790,437,437,437,46,
减:库存股(万元),--,--,--,--,--,--,80,140,140,140,166,166,220,433,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),34182,34182,27467,27467,27467,27467,22518,22518,22518,22518,14752,14752,14752,14752,10040,10040,10040,10040,8271,8271,8271,8271,6728,6728,6728,6728,5236,5236,5236,5236,3572,3572,3572,3572,2331,2331,2331,2331,1098,881,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),144767,136218,161751,152937,143457,133641,136328,129535,130719,118610,111715,90111,162803,147533,134448,116910,104386,91860,79098,69518,58792,52052,44433,40203,49716,47721,42661,40522,34459,32737,30266,29104,24295,29715,25245,21787,17039,15485,7370,9103,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),440536,432401,446652,437297,426454,417392,413201,406810,408360,396309,380094,358490,356803,341532,344711,327173,314648,302122,266159,256579,245852,239112,229950,225720,235233,233286,226734,224594,218532,216809,212625,211463,206654,212074,205367,201908,30307,28753,19404,13830,
少数股东权益(万元),6962,6980,6732,7144,7257,7862,8164,7700,7733,8354,9117,7420,7054,6967,23797,22970,21438,8097,10368,9957,9560,8726,8654,8571,8497,2796,2830,2869,2887,2926,2960,--,--,--,--,0,0,0,0,6,
所有者权益(或股东权益)合计(万元),447497,439381,453384,444441,433712,425253,421365,414510,416094,404664,389211,365910,363856,348500,368508,350142,336086,310219,276526,266536,255413,247838,238604,234291,243730,236082,229564,227464,221418,219735,215585,211463,206654,212074,205367,201908,30307,28753,19404,13836,
负债和所有者权益(或股东权益)总计(万元),936560,947717,936147,940745,933181,906414,909563,883159,867960,866654,843726,825506,814900,831268,802338,736823,703628,492235,427560,433422,365289,294298,284364,277651,271275,256461,255118,243016,235532,231225,221227,217255,214664,219447,216370,219495,45773,44248,27921,21551,		
  
