报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),25428,23578,22806,19944,20615,20906,17617,15130,16141,15560,14459,16881,18314,19217,19827,19315,17670,15111,14980,15121,15913,15096,16568,16376,15574,15005,16724,16769,13713,12601,12501,10926,11270,10312,7514,10254,6566,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),39887,68167,76505,93770,24148,38122,46030,712,226,168,188,69,158,170,221,214,75,453,--,83,--,461,--,--,--,--,--,484,--,--,--,--,0,77,201,452,130,
流动资产合计(万元),217710,232741,241461,245511,237621,213380,205583,222068,59580,57811,55474,55409,54127,57338,57356,60008,57822,57376,55984,51366,50030,53809,54560,51976,53597,54544,55825,55910,54719,54848,55994,61934,23656,25441,20182,20320,18865,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),9839,9839,15194,8804,7148,5670,2300,2300,2212,2212,2212,2212,2212,2212,506,506,301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),613,613,613,613,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),10023,9779,9548,10004,9674,9466,9139,9314,9682,9572,9653,9885,9623,9529,9491,9162,7347,7452,7427,7760,7509,7480,7315,7284,6946,6900,3989,3801,3433,3140,3068,2803,2630,2517,2519,2733,2526,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1320,1336,1353,1369,1386,1132,0,0,
固定资产原值(万元),--,47007,--,44393,--,42087,--,38560,--,33235,--,35141,--,31751,--,31160,--,29891,--,28839,--,24305,--,23934,--,22458,--,22121,--,20262,--,17073,0,14818,13819,8770,7205,
累计折旧(万元),--,19279,--,17637,--,16719,--,14179,--,11581,--,11632,--,10527,--,9366,--,8641,--,7625,--,6612,--,5909,--,5110,--,4370,--,4481,--,3822,0,3324,2818,2488,1919,
固定资产净值(万元),--,27729,--,26756,--,25369,--,24381,--,21654,--,23509,--,21224,--,21794,--,21250,--,21214,--,17693,--,18025,--,17348,--,17751,--,15781,--,13252,0,11494,11001,6282,5286,
固定资产减值准备(万元),--,116,--,116,--,116,--,116,--,116,--,116,--,133,--,133,--,133,--,144,--,144,--,144,--,144,--,144,--,144,--,148,0,148,148,148,148,
固定资产(万元),50801,27613,26328,26640,25632,25253,24373,24266,21352,21538,22676,23394,20597,21091,21344,21661,21149,21117,20786,21070,17943,17549,17550,17881,17583,17204,17382,17607,17286,15637,15498,13104,11572,11346,10853,6134,5138,
在建工程(万元),3167,3561,2714,2225,2756,2640,2863,2932,3961,3036,3056,2770,4333,3163,2973,2357,2242,1149,625,379,2697,3314,3204,2706,2169,1789,844,746,1460,1054,452,2630,1451,1324,403,5473,1581,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),18742,16420,14265,12041,11912,11638,12081,12322,4282,4330,4631,4682,4729,4723,4762,4811,3487,3521,3553,3587,3619,3215,3238,3213,3218,3240,3261,3282,3320,3340,3583,3332,3598,3362,3403,3059,2564,
开发支出(万元),6279,3739,2667,2728,1095,915,455,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),182462,182473,168709,168709,152866,152866,152498,152498,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,592,506,
长期待摊费用(万元),7145,5746,631,681,1031,1107,855,1081,169,167,169,186,202,205,220,216,237,168,137,110,118,125,135,145,47,49,48,49,53,57,78,100,89,125,127,153,164,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),1565,1478,1397,1386,1572,1724,913,930,802,781,832,832,894,868,907,812,747,700,520,477,418,427,395,387,355,360,386,303,230,226,205,210,188,190,195,164,167,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),290636,261261,242065,233831,213686,211279,205477,205643,43052,42229,43822,44554,43183,42384,40795,40117,36102,34699,33641,33975,32895,32701,32430,32208,30910,30134,26502,26382,26374,25365,24812,24123,21490,20841,19223,18309,12646,
资产总计(万元),508347,494002,483526,479342,451307,424660,411060,427711,102633,100040,99295,99963,97310,99722,98151,100125,93923,92075,89624,85340,82926,86509,86990,84184,84506,84678,82327,82291,81093,80213,80805,86057,45146,46282,39405,38629,31510,
短期借款(万元),15731,26610,28510,22310,22310,1000,1000,18700,3700,1850,1850,1700,2000,3100,2100,2000,2000,2150,1450,1300,1300,5300,5100,1150,4150,4000,1000,1030,1030,980,1245,2895,3045,5645,5345,5550,2700,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,479,130,30,50,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,--,6,--,--,--,0,0,0,0,0,
应付账款(万元),--,16993,16257,18139,11447,11824,11539,11568,5979,5821,5642,6604,4747,5115,5091,5715,5002,5028,4498,5058,4106,4671,4051,4845,5001,4866,5162,6313,4937,5044,4232,6085,4251,5215,3862,3599,2557,
预收账款(万元),23328,21987,20032,18119,16399,15260,11694,12219,9522,9065,8725,8581,9618,11280,12019,12895,9870,8527,9144,7853,7853,7981,10155,10288,9201,10568,11892,11173,12665,11596,11826,10180,9917,8955,5377,7844,6597,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),1382,1210,833,1460,959,689,540,1137,831,638,352,905,727,618,332,701,530,443,161,555,430,182,151,544,376,249,221,549,368,208,137,556,141,176,244,370,769,
应交税费(万元),1792,2102,1656,3146,1120,1625,719,1557,329,465,359,373,339,492,365,680,375,417,427,293,308,533,490,834,225,627,500,387,131,788,-205,543,16,250,142,-155,192,
应付利息(万元),--,13,23,23,21,--,--,8,--,--,--,6,--,--,--,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付股利(万元),--,--,104,--,--,--,34,--,--,--,847,122,122,122,164,102,102,124,152,102,113,190,1363,98,109,133,1311,82,147,408,745,--,0,42,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),13818,10102,5999,8786,1082,3490,2190,2059,374,481,358,277,374,347,374,329,358,438,437,392,407,468,427,432,646,608,607,461,740,526,1085,1459,1704,824,923,2449,1812,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),898,--,--,--,--,--,--,--,2900,2900,2900,2900,30,50,50,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,900,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),75423,79495,73543,72012,53387,33908,27716,47249,23634,21219,21033,21468,17957,21124,20495,22478,18236,17128,16269,15552,14517,19326,21738,18192,19708,21051,20710,19996,20024,19549,19064,21718,19075,21107,15893,19658,15527,
长期借款(万元),9131,218,207,215,218,223,--,--,--,--,--,--,2900,2900,2900,2900,2980,3000,3000,200,--,--,--,--,--,--,--,--,--,--,--,3000,3000,3000,3000,3000,3000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,28,28,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),2147,2180,2210,2224,2159,2186,2350,2349,2464,2506,2570,1964,1087,1144,1203,1263,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),706,726,746,766,790,810,831,851,75,75,76,76,76,77,77,78,78,79,79,80,80,81,81,82,82,83,83,84,84,85,85,86,86,86,87,89,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1322,1381,1440,1470,1010,1024,1038,1051,849,860,872,898,916,927,939,929,852,903,915,600,450,
非流动负债合计(万元),11983,3124,3163,3205,3168,3219,3181,3200,2539,2581,2646,2040,4064,4121,4181,4240,4380,4460,4520,1749,1090,1105,1119,1133,931,943,955,982,1027,1040,1052,4015,3938,3990,4002,3689,3450,
负债合计(万元),87406,82619,76706,75217,56554,37127,30897,50449,26173,23800,23679,23508,22021,25245,24675,26718,22617,21588,20788,17302,15607,20431,22857,19325,20639,21994,21665,20978,21051,20588,20117,25733,23013,25097,19896,23347,18977,
实收资本(或股本)(万元),78519,78519,49074,49074,49074,49074,49074,49074,26800,26800,26800,26800,26800,26800,26800,26800,26800,26800,26800,26800,26800,26800,26800,26800,26800,26800,26800,13400,13400,13400,13400,13400,10000,10000,10000,10000,7500,
资本公积(万元),264654,265940,295385,295385,295385,295385,295444,295444,21020,21020,21091,21020,21038,21038,21038,21038,21042,21042,20945,20948,20947,20947,20947,20947,20947,20947,20947,34347,34663,34721,34721,34446,726,726,796,806,2056,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),3026,3026,3026,3026,2853,2853,2853,2853,2787,2787,2787,2787,2495,2495,2495,2495,2215,2215,2215,2215,1785,1785,1785,1785,1311,1311,1311,1311,818,818,818,818,584,584,584,242,125,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),60564,51749,48050,45690,37645,30722,25821,22816,19247,18976,18474,19031,18189,17443,16927,16742,15457,14691,15213,15088,14737,13762,12234,12821,12490,11364,9493,9893,9106,7990,9217,8212,7555,6775,5096,1565,849,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),406762,399233,395535,393175,384957,378034,373193,370187,69854,69583,69151,69637,68522,67776,67260,67075,65514,64749,65174,65052,64269,63294,61765,62353,61548,60422,58551,58951,57988,56929,58156,56875,18865,18085,16476,12613,10531,
少数股东权益(万元),14178,12150,11285,10950,9796,9499,6971,7074,6605,6657,6465,6817,6767,6701,6216,6331,5792,5738,3662,2986,3050,2785,2367,2506,2319,2263,2111,2362,2055,2695,2533,3449,3268,3101,3034,2669,2003,
所有者权益(或股东权益)合计(万元),420940,411383,406820,404125,394753,387533,380164,377262,76460,76240,75616,76455,75289,74477,73476,73406,71307,70487,68836,68038,67318,66079,64133,64859,63867,62684,60662,61313,60042,59624,60689,60324,22133,21186,19510,15282,12534,
负债和所有者权益(或股东权益)总计(万元),508347,494002,483526,479342,451307,424660,411060,427711,102633,100040,99295,99963,97310,99722,98151,100125,93923,92075,89624,85340,82926,86509,86990,84184,84506,84678,82327,82291,81093,80213,80805,86057,45146,46282,39405,38629,31510,		
  
