报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2007-03-31,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),157718,102510,94323,92058,75137,109985,103051,89564,48463,106001,102610,105846,95602,75661,50336,53436,28724,19337,33517,33892,27358,29097,27012,--,23353,22701,16854,--,13643,--,20239,--,218968,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),3583062,3461849,3306565,3511727,3643466,3455894,3338783,3176803,2883081,2649822,2387366,2325319,1775283,1351925,1019612,847300,279487,199619,69630,82841,1980,179550,15000,--,4850,--,40182,--,--,--,--,--,--,--,--,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,289,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3036380,--,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,7223438,7457473,6989794,6951391,7726193,6976969,6632376,5838345,5987672,5849011,4159342,4330441,4043242,4118828,3484285,3063386,2856153,2634744,2214686,1945761,1357708,1020154,--,621608,661171,332321,--,486301,--,304398,--,335672,--,--,
持有至到期投资(万元),--,11050,11050,12311,18108,21206,21203,22452,99554,121400,121396,122633,124427,124720,124714,125938,125921,125905,125885,125867,125830,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),394179,400560,341511,342332,350596,351466,251407,239551,218333,190853,172493,125878,102382,100379,98885,155348,78001,107446,67171,94639,91224,91318,58460,--,136793,46827,48200,--,36958,--,39010,--,23801,21640,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,108499,--,103453,--,101068,--,98289,--,94469,--,91245,--,92239,94529,--,92987,91428,90326,--,66344,--,53447,--,--,37519,--,--,--,--,--,--,--,37141,--,
累计折旧(万元),--,62885,--,59957,--,57347,--,54604,--,52117,--,49902,--,47322,46355,--,42313,39325,36116,--,29320,--,25656,--,--,22207,--,--,--,--,--,--,--,27720,--,
固定资产净值(万元),--,45614,--,43496,--,43721,--,43685,--,42351,--,41343,--,44918,48173,--,50674,52103,54211,--,37023,--,27790,--,--,15312,--,--,--,--,--,--,--,9421,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),47827,45614,44634,43496,43078,43721,43831,43685,43375,42351,41420,41343,44675,44918,48173,48754,50674,52103,54211,54217,37023,35940,27790,--,15231,15312,12952,--,14322,--,16331,--,13799,9421,--,
在建工程(万元),150289,150573,151786,134652,134782,134501,133684,133898,122375,122014,111774,105426,103816,100412,95850,91019,86037,--,2687,--,2269,--,--,--,--,--,--,--,--,--,--,--,--,5033,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-7,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),12090,12794,11421,10748,11355,11488,9967,9307,9158,9655,8719,9006,8362,8619,7062,6999,7318,6235,6142,5397,5112,6717,6214,--,5036,5455,5307,--,5676,--,5195,--,5329,1895,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),3214,3214,3214,3214,3214,3214,3214,3214,3214,3214,3214,3214,3214,3214,3214,3214,3214,--,3214,--,3214,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),7549,7174,5978,5978,5526,6226,6416,6745,--,11305,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),45079,15052,15043,14474,18537,25390,20012,29518,27132,31745,20726,10312,5984,7405,4348,3800,4465,3580,2396,2779,5905,1712,1451,--,5090,4700,10769,--,25118,--,17410,--,1694,5250,--,
其他非流动资产(万元),86374,148253,143554,145512,334431,129922,142154,89687,98176,94661,73853,113429,130674,82570,70467,58609,47709,40260,36077,33415,40778,35216,28522,--,26229,20178,11478,--,12079,--,25923,--,18955,--,--,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
资产总计(万元),22508850,23185999,22343833,21245712,20379045,21241109,19676458,19253385,18593478,20789756,18894094,19184078,13488687,10753012,8967600,7321096,6085246,5377980,4873246,4597220,4016967,3844701,4147854,3402272,3420141,3480842,2239052,2415166,2153683,2401134,3168905,3007771,3535485,3081886,2073382,
短期借款(万元),126916,152158,96082,92257,100024,48073,41972,12821,12500,38378,--,--,234,234,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),900000,1120000,1110000,698500,590000,510000,250000,450000,120000,1020000,1056700,593300,708300,698300,511600,187000,381500,494000,115000,20000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),716648,605973,516583,511838,488897,747118,681309,520146,380558,314727,236697,200510,104450,87824,86549,100,153305,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,464,--,--,
衍生金融负债(万元),144273,62818,93197,85642,36736,41918,13785,12840,6110,18148,7539,3610,33,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),47949,99266,37039,30239,19779,22230,32188,9517,10861,22949,16391,408,7133,1217,3512,2028,253,--,157,--,401,--,--,--,--,--,--,--,--,--,--,--,--,58419,--,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
卖出回购金融资产款(万元),5009294,5612000,5539166,5059233,4324257,4639894,4599235,4324114,4603498,4788009,4606980,5517521,4272766,3710617,3100472,3124655,2121432,1896088,2137038,1813105,1286953,939262,453943,--,337460,301913,199400,--,307743,--,249412,--,226532,93850,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),164556,185238,142617,121245,127132,137792,97442,73618,130181,192893,105938,130531,96594,35657,27510,23877,20780,16729,18974,17495,17328,42144,53075,--,47066,64260,72450,--,69628,--,63085,--,88428,--,--,
应交税费(万元),49837,61735,27788,20786,9780,41183,13337,16509,183502,197534,187939,156232,37283,35297,14591,5393,8326,4927,-373,6988,436,2878,8379,--,9614,10952,9201,--,10470,--,1264,--,66221,73743,--,
应付利息(万元),224876,161003,201078,147527,206534,155361,188598,164626,190638,149756,122988,101006,70656,40653,38018,32440,12051,2230,91,--,--,4597,13004,--,3982,--,--,--,--,--,--,--,139,4,--,
应付股利(万元),--,--,--,93068,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,350,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,332,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),2810125,2821952,2673171,2940378,3156527,3565179,3098212,3628353,3763819,4319327,5024859,5281807,2887468,2178307,1558792,1306921,1089367,1154381,1092615,1215852,1263327,1580214,2285043,--,1813029,2172722,1171365,--,1098713,--,2114109,--,2185321,2313832,--,
代理承销证券款(万元),--,26403,77000,--,--,58755,--,--,--,--,--,--,--,--,--,2000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2540998,--,
长期借款(万元),77423,80609,81906,83631,85352,85903,39606,39316,38332,38539,37692,36276,36800,36289,167405,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),6317733,6530969,7123546,6660018,6609469,6458411,6148654,5935262,5161893,5196249,3596352,3133418,1654536,1267983,1039925,439969,439972,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,888,--,888,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),1334,8203,29120,23033,42165,35785,58382,37509,33496,97661,30588,98852,103774,50136,33709,9776,8933,10036,3382,8806,--,1264,31072,--,4594,13229,4140,--,--,--,23394,--,73671,1726,--,
其他非流动负债(万元),210263,126476,120564,114873,120299,105447,74340,31589,24182,18406,99748,52322,68610,247904,171580,71213,21515,266095,6543,8846,7903,298830,281815,--,330296,18191,7961,--,2860,--,9760,--,12180,--,--,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
负债合计(万元),17217024,17835851,18124097,17108874,16234765,17147326,15583404,15909603,15165834,17252182,15649014,15759125,10383937,8890462,7253664,5705373,4507434,3844487,3373426,3091092,2576349,2869189,3126331,2448938,2546040,2581268,1464517,1673187,1489413,1726501,2461911,2238983,2653843,2542725,1760414,
实收资本(或股本)(万元),699366,699366,621545,621545,621545,621545,621545,528174,528174,528174,528174,528174,528174,428174,428174,428174,428174,428174,428174,428174,428174,329383,329383,--,329383,329383,329383,--,329383,--,329383,--,329383,307985,--,
资本公积(万元),2825493,2825493,1802878,1802878,1802878,1802878,1803505,1257418,1256714,1256939,1258358,1258358,1258358,379611,379611,408152,379611,415226,379611,409505,376492,45965,124367,--,56352,67802,10402,--,-7752,--,33039,--,54201,34603,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),305220,305220,268580,268580,268580,268580,245800,245800,245800,245800,143532,143532,143532,143532,112330,112330,112330,102292,101947,95270,95927,85985,85985,--,73072,73072,63303,--,54079,--,54079,--,54079,6089,--,
一般风险准备(万元),664674,660497,575561,573843,572397,571287,516045,515178,514552,513843,324046,323304,322423,322216,267073,267029,266957,241009,240145,222782,224425,199127,199127,--,166099,166252,141676,--,118617,--,118617,--,118617,6089,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),761136,847453,876558,790909,794493,711173,745380,687008,786461,744860,895489,945722,630715,438275,433209,376811,333388,324205,312657,324338,316267,315479,282929,--,249194,263065,229770,--,169943,--,171876,--,325363,184395,--,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-615,--,-935,--,-595,-668,-428,-268,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),5239728,5298550,4168587,4087278,4097400,4048290,4050920,3294764,3381461,3495812,3211095,3391600,3075122,1835313,1689477,1591882,1555030,1509972,1475018,1479473,1440618,975512,1021523,953334,874101,899574,774534,741979,664270,674632,706994,768788,881643,539162,312967,
少数股东权益(万元),52098,51597,51148,49560,46880,45493,42134,49018,46183,41763,33985,33352,29627,27237,24460,23841,22782,23521,24801,26655,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),5291826,5350147,4219735,4136839,4144280,4093783,4093055,3343782,3427644,3537575,3245080,3424953,3104749,1862550,1713936,1615723,1577812,1533493,1499820,1506128,1440618,975512,1021523,953334,874101,899574,774534,741979,664270,674632,706994,768788,881643,539162,312967,
负债和所有者权益(或股东权益)总计(万元),22508850,23185999,22343833,21245712,20379045,21241109,19676458,19253385,18593478,20789756,18894094,19184078,13488687,10753012,8967600,7321096,6085246,5377980,4873246,4597220,4016967,3844701,4147854,3402272,3420141,3480842,2239052,2415166,2153683,2401134,3168905,3007771,3535485,3081886,2073382,		
  
